gene_id	TCGA-E9-A1N9-01A-11R-A14D-07	gene_id	TCGA-E9-A1N9-11A-71R-A14D-07
ALMS1|7840	1343.0936	ALMS1|7840	831.7018
lowly_expressed	lowly_expressed	ALOX12B|242	7.1536
ALOX12P2|245	5.0014	ALOX12P2|245	29.3675
lowly_expressed	lowly_expressed	ALOX12|239	5.6476
ALOX15B|247	22.7335	ALOX15B|247	69231.5512
ALOX15|246	9.0934	ALOX15|246	591.1145
ALOX5AP|241	181.8678	ALOX5AP|241	168.6747
ALOX5|240	216.4227	ALOX5|240	616.7169
lowly_expressed	lowly_expressed	ALOXE3|59344	6.0241
ALPK1|80216	227.7894	ALPK1|80216	615.9639
ALPK2|115701	41.3749	ALPK2|115701	12.8012
ALPK3|57538	133.2182	ALPK3|57538	1047.0633
ALPL|249	241.4295	ALPL|249	812.5
ALS2CL|259173	71.3831	ALS2CL|259173	484.1867
ALS2CR11|151254	43.6483	ALS2CR11|151254	6.0241
lowly_expressed	lowly_expressed	ALS2CR12|130540	5.6476
ALS2CR4|65062	1125.7616	ALS2CR4|65062	1024.4729
ALS2CR8|79800	196.8719	ALS2CR8|79800	287.2741
ALS2|57679	788.8515	ALS2|57679	695.7831
ALX3|257	6.3654	ALX3|257	28.238000000000003
lowly_expressed	lowly_expressed	ALX4|60529	35.0151
AMACR|23600	1022.5516	AMACR|23600	425.0753
AMBP|259	167.773	AMBP|259	34.6386
AMBRA1|55626	976.1753	AMBRA1|55626	1056.4759
AMD1|262	2571.8287	AMD1|262	1797.1724
lowly_expressed	lowly_expressed	AMDHD1|144193	9.4127
AMDHD2|51005	64.1493	AMDHD2|51005	207.1536
AMFR|267	2774.393	AMFR|267	2423.5693
lowly_expressed	lowly_expressed	AMH|268	7.1536
AMICA1|120425	141.8569	AMICA1|120425	89.2319
AMIGO1|57463	48.6496	AMIGO1|57463	118.9759
AMIGO2|347902	454.6695	AMIGO2|347902	3118.2229
AMIGO3|386724	62.2897	AMIGO3|386724	149.0964
AMMECR1L|83607	1211.2394	AMMECR1L|83607	1043.2982
AMMECR1|9949	588.3423	AMMECR1|9949	182.6054
AMN1|196394	341.9114	AMN1|196394	117.0934
AMOTL1|154810	907.5202	AMOTL1|154810	2100.5271
AMOTL2|51421	821.5877	AMOTL2|51421	3334.7139
AMOT|154796	811.1303	AMOT|154796	868.9759
AMPD1|270	5.456	AMPD1|270	57.9819
AMPD2|271	456.0335	AMPD2|271	480.7982
AMPD3|272	141.8569	AMPD3|272	155.497
AMPH|273	166.40900000000002	AMPH|273	83.5843
lowly_expressed	lowly_expressed	AMTN|401138	6.4006
AMT|275	25.1705	AMT|275	211.6755
AMY1A|276	76.8391	AMY1A|276	13.5542
AMY2B|280	38.4423	AMY2B|280	487.9556
AMZ1|155185	28.6442	lowly_expressed	lowly_expressed
AMZ2P1|201283	292.3525	AMZ2P1|201283	227.7861
AMZ2|51321	3169.9554	AMZ2|51321	927.3343
ANAPC10|10393	178.2304	ANAPC10|10393	134.0361
ANAPC11|51529	1183.0499	ANAPC11|51529	547.0633
ANAPC13|25847	941.3158	ANAPC13|25847	1139.4955
ANAPC16|119504	2834.8641	ANAPC16|119504	2067.0181
ANAPC1|64682	916.6136	ANAPC1|64682	1308.3584
ANAPC2|29882	269.1643	ANAPC2|29882	758.2831
ANAPC4|29945	616.5318	ANAPC4|29945	621.2349
ANAPC5|51433	1946.4399	ANAPC5|51433	2597.1386
ANAPC7|51434	857.0519	ANAPC7|51434	878.012
ANGEL1|23357	473.7656	ANGEL1|23357	531.25
ANGEL2|90806	892.0615	ANGEL2|90806	635.9187
ANGPT1|284	70.4738	ANGPT1|284	426.5813
ANGPT2|285	225.516	ANGPT2|285	177.3343
lowly_expressed	lowly_expressed	ANGPT4|51378	27.1084
ANGPTL1|9068	55.9243	ANGPTL1|9068	451.0542
ANGPTL2|23452	1066.1999	ANGPTL2|23452	3657.756
ANGPTL4|51129	99.5726	ANGPTL4|51129	1764.6837
ANGPTL6|83854	25.0477	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	300.4518
ANG|283	117.7503	ANG|283	379.6875
ANK1|286	10.9121	ANK1|286	9.0361
ANK2|287	262.3443	ANK2|287	863.7048
ANK3|288	2513.8674	ANK3|288	1381.4006
ANKAR|150709	44.1029	ANKAR|150709	58.7349
ANKDD1A|348094	40.9203	ANKDD1A|348094	195.4066
ANKFY1|51479	1528.144	ANKFY1|51479	2268.4488
ANKHD1-EIF4EBP3|404734	375.8025	ANKHD1-EIF4EBP3|404734	1149.7666
ANKHD1|54882	3313.0672	ANKHD1|54882	2933.3998
ANKH|56172	1001.6368	ANKH|56172	1467.244
ANKIB1|54467	2750.7502	ANKIB1|54467	1314.759
ANKK1|255239	10.4574	ANKK1|255239	43.6747
ANKLE1|126549	15.0041	ANKLE1|126549	17.6958
ANKLE2|23141	1313.5401	ANKLE2|23141	1442.3946
ANKMY1|51281	148.6769	ANKMY1|51281	270.7078
ANKMY2|57037	459.6708	ANKMY2|57037	510.9187
ANKRA2|57763	272.8017	ANKRA2|57763	347.1386
ANKRD10|55608	877.8939999999999	ANKRD10|55608	1285.497
ANKRD11|29123	2189.7654	ANKRD11|29123	2588.1777
ANKRD12|23253	1200.782	ANKRD12|23253	1588.4789
ANKRD13A|88455	697.0083	ANKRD13A|88455	1317.7711
ANKRD13B|124930	353.2782	ANKRD13B|124930	103.5392
ANKRD13C|81573	776.5754	ANKRD13C|81573	569.6536
ANKRD13D|338692	305.0832	ANKRD13D|338692	426.5813
ANKRD16|54522	210.5029	ANKRD16|54522	169.0512
ANKRD17|26057	3926.0707	ANKRD17|26057	3862.9518
ANKRD19|138649	61.835	ANKRD19|138649	49.3223
ANKRD20A3|441425	11.8214	ANKRD20A3|441425	42.1687
lowly_expressed	lowly_expressed	ANKRD20A4|728747	6.7771
lowly_expressed	lowly_expressed	ANKRD20B|729171	9.0361
ANKRD22|118932	116.8501	ANKRD22|118932	15.4367
ANKRD23|200539	23.1881	ANKRD23|200539	56.0994
ANKRD24|170961	6.82	ANKRD24|170961	33.509
lowly_expressed	lowly_expressed	ANKRD26P1|124149	10.1657
ANKRD26|22852	578.7942	ANKRD26|22852	295.5572
ANKRD27|84079	1088.4787	ANKRD27|84079	761.2952
ANKRD28|23243	1727.7439	ANKRD28|23243	1231.9277
ANKRD29|147463	32.2815	ANKRD29|147463	243.9759
ANKRD30A|91074	2627.0801	ANKRD30A|91074	272.9669
ANKRD30B|374860	9664.4539	ANKRD30B|374860	12.8012
ANKRD32|84250	268.255	ANKRD32|84250	166.7922
lowly_expressed	lowly_expressed	ANKRD34A|284615	13.9307
ANKRD34B|340120	5.9107	lowly_expressed	lowly_expressed
ANKRD35|148741	40.4656	ANKRD35|148741	153.6145
ANKRD36BP1|84832	205.5106	ANKRD36BP1|84832	117.0934
ANKRD36B|57730	44.1029	ANKRD36B|57730	114.4578
ANKRD36|375248	121.8514	ANKRD36|375248	255.2711
ANKRD37|353322	93.821	ANKRD37|353322	297.6619
ANKRD39|51239	78.6578	ANKRD39|51239	88.1024
ANKRD40|91369	1152.5871	ANKRD40|91369	2207.8313
ANKRD42|338699	153.2236	ANKRD42|338699	260.5422
ANKRD43|134548	65.0177	ANKRD43|134548	32.3795
ANKRD44|91526	63.1991	ANKRD44|91526	96.3855
lowly_expressed	lowly_expressed	ANKRD45|339416	8.6596
ANKRD46|157567	1036.8828	ANKRD46|157567	525.2259
ANKRD49|54851	221.8787	ANKRD49|54851	236.8223
ANKRD50|57182	1883.2409	ANKRD50|57182	1081.3253
ANKRD52|283373	1158.0431	ANKRD52|283373	1634.7892
lowly_expressed	lowly_expressed	ANKRD53|79998	53.0873
ANKRD54|129138	297.3538	ANKRD54|129138	317.7711
ANKRD55|79722	5.9107	lowly_expressed	lowly_expressed
ANKRD56|345079	94.5712	ANKRD56|345079	103.9157
ANKRD57|65124	884.7868	ANKRD57|65124	566.6416
ANKRD58|347454	22.7335	ANKRD58|347454	6.7771
ANKRD5|63926	209.1479	ANKRD5|63926	222.1386
ANKRD6|22881	281.8269	ANKRD6|22881	331.5399
ANKRD9|122416	10.9121	ANKRD9|122416	89.6084
ANKS1A|23294	1700.0091	ANKS1A|23294	1282.003
ANKS1B|56899	181.4131	ANKS1B|56899	77.9367
ANKS3|124401	208.2386	ANKS3|124401	247.3645
lowly_expressed	lowly_expressed	ANKS4B|257629	7.9066
ANKS6|203286	169.137	ANKS6|203286	245.4819
ANKZF1|55139	325.5433	ANKZF1|55139	919.4277
ANLN|54443	1155.7698	ANLN|54443	204.4428
ANO10|55129	1527.6894	ANO10|55129	1497.741
ANO1|55107	14763.1172	ANO1|55107	4326.4307
ANO2|57101	119.1234	ANO2|57101	68.1476
lowly_expressed	lowly_expressed	ANO3|63982	62.5
lowly_expressed	lowly_expressed	ANO4|121601	6.4006
ANO5|203859	19.5508	ANO5|203859	47.0633
ANO6|196527	3164.0447	ANO6|196527	4585.0904
ANO7|50636	243.7028	ANO7|50636	8.6596
ANO8|57719	439.6654	ANO8|57719	282.3795
ANO9|338440	25.0068	ANO9|338440	85.0904
ANP32A|8125	3216.7864	ANP32A|8125	1818.5241
ANP32B|10541	2782.1224	ANP32B|10541	2249.2470000000003
ANP32E|81611	1834.1366	ANP32E|81611	616.3404
ANPEP|290	566.5181	ANPEP|290	3791.4157
ANTXR1|84168	3996.0898	ANTXR1|84168	4169.8042
ANTXR2|118429	685.1869	ANTXR2|118429	1634.0361
lowly_expressed	lowly_expressed	ANTXRL|195977	5.2711
ANUBL1|93550	225.516	ANUBL1|93550	222.5151
ANXA11|311	2018.2777	ANXA11|311	3049.6988
ANXA13|312	5.9107	ANXA13|312	6.4006
ANXA1|301	1676.3663	ANXA1|301	11064.006000000001
ANXA2P1|303	36.3736	ANXA2P1|303	81.7018
ANXA2P2|304	1669.0916	ANXA2P2|304	4387.4247
ANXA2|302	5110.4847	ANXA2|302	13112.5753
ANXA3|306	340.0928	ANXA3|306	850.9036
ANXA4|307	1069.8372	ANXA4|307	1859.1867
ANXA5|308	4104.7558	ANXA5|308	7322.6657
ANXA6|309	3482.3134	ANXA6|309	4906.6265
ANXA7|310	2925.3433	ANXA7|310	3380.2711
ANXA8L2|244	45.0123	ANXA8L2|244	173.5693
ANXA8|653145	73.2018	ANXA8|653145	284.6386
ANXA9|8416	59.107	ANXA9|8416	97.1386
AOAH|313	80.9312	AOAH|313	57.2289
AOC2|314	15.0041	AOC2|314	71.5361
AOC3|8639	473.3109	AOC3|8639	9073.7952
AOX1|316	123.6701	AOX1|316	826.8072
AP1AR|55435	599.7090000000001	AP1AR|55435	426.2048
AP1B1|162	2733.9274	AP1B1|162	4060.241
AP1G1|164	3205.4197	AP1G1|164	3227.0331
AP1G2|8906	591.0385	AP1G2|8906	1553.9458
AP1M1|8907	1141.2203	AP1M1|8907	906.25
AP1M2|10053	3932.8908	AP1M2|10053	1259.0361
AP1S1|1174	781.1221	AP1S1|1174	565.1355
AP1S2|8905	559.2434	AP1S2|8905	266.9428
AP1S3|130340	86.8419	AP1S3|130340	93.75
AP2A1|160	1621.7014	AP2A1|160	1662.5602
AP2A2|161	1064.3812	AP2A2|161	1715.3614
AP2B1|163	11932.7999	AP2B1|163	5317.7711
AP2M1|1173	5065.4724	AP2M1|1173	4325.6777
AP2S1|1175	923.4337	AP2S1|1175	1031.25
AP3B1|8546	2111.485	AP3B1|8546	1565.8886
AP3B2|8120	37.2829	AP3B2|8120	126.1295
AP3D1|8943	3430.0264	AP3D1|8943	3260.5422
AP3M1|26985	2039.6472	AP3M1|26985	1611.0693
AP3M2|10947	1620.4419	AP3M2|10947	370.8584
AP3S1|1176	1374.4658	AP3S1|1176	721.3855
AP3S2|10239	786.4008	AP3S2|10239	1654.3148
AP4B1|10717	295.0714	AP4B1|10717	370.9601
AP4E1|23431	275.5297	AP4E1|23431	475.9036
AP4M1|9179	594.7804	AP4M1|9179	284.9285
AP4S1|11154	66.8364	AP4S1|11154	76.8072
APAF1|317	876.148	APAF1|317	497.3645
APBA1|320	60.0164	APBA1|320	393.4488
APBA2|321	140.4929	APBA2|321	44.0512
APBA3|9546	154.1329	APBA3|9546	213.4789
APBB1IP|54518	210.9666	APBB1IP|54518	359.5633
APBB1|322	249.1589	APBB1|322	666.4157
APBB2|323	4127.0346	APBB2|323	2214.2319
APBB3|10307	129.5808	APBB3|10307	346.009
lowly_expressed	lowly_expressed	APC2|10297	7.6318
APCDD1L|164284	41.8296	APCDD1L|164284	304.5934
APCDD1|147495	552.4234	APCDD1|147495	1184.8645
APC|324	1473.5837	APC|324	1400.9789
APEH|327	983.45	APEH|327	2434.488
APEX1|328	2984.905	APEX1|328	2200.6777
APEX2|27301	627.8985	APEX2|27301	560.994
APH1A|51107	5559.2434	APH1A|51107	3033.509
APH1B|83464	340.0928	APH1B|83464	496.98800000000006
API5|8539	3391.3795	API5|8539	2351.2801
APIP|51074	453.3236	APIP|51074	385.8471
APITD1|378708	320.5647	APITD1|378708	120.8245
APLF|200558	96.3899	APLF|200558	101.2801
APLNR|187	1257.6157	APLNR|187	1226.2801
APLN|8862	83.2045	APLN|8862	48.5693
APLP1|333	320.54200000000003	APLP1|333	47.4398
APLP2|334	14160.2255	APLP2|334	24838.8554
APOA1BP|128240	1833.2272	APOA1BP|128240	900.9789
APOB48R|55911	140.0382	APOB48R|55911	158.8855
APOBEC3A|200315	15.5088	APOBEC3A|200315	8.2831
APOBEC3B|9582	328.676	APOBEC3B|9582	52.7108
APOBEC3C|27350	149.1316	APOBEC3C|27350	268.8253
APOBEC3D|140564	108.666	APOBEC3D|140564	84.3373
APOBEC3F|200316	166.8637	APOBEC3F|200316	164.9096
APOBEC3G|60489	190.0518	APOBEC3G|60489	224.7741
APOBEC3H|164668	10.4574	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	67.7711
APOC1|341	1039.3744	APOC1|341	207.8313
APOC2|344	76.3845	APOC2|344	10.5422
APOD|347	9788.124	APOD|347	299561.747
APOE|348	2924.4339	APOE|348	1246.6114
lowly_expressed	lowly_expressed	APOF|319	38.4036
APOL1|8542	777.0301	APOL1|8542	836.2199
APOL2|23780	378.285	APOL2|23780	514.3072
APOL3|80833	438.3014	APOL3|80833	1058.7349
APOL4|80832	697.0083	APOL4|80832	97.8916
APOL6|80830	963.4446	APOL6|80830	2390.8133
APOLD1|81575	646.0853	APOLD1|81575	2982.3042
APOM|55937	16.8546	APOM|55937	33.1514
APOOL|139322	150.0409	APOOL|139322	434.8645
APOO|79135	469.2189	APOO|79135	121.988
APPBP2|10513	1492.6798	APPBP2|10513	1596.3855
APPL1|26060	1923.7019	APPL1|26060	1588.4789
APPL2|55198	1255.797	APPL2|55198	1460.8434
APP|351	16480.8584	APP|351	23924.3223
APRT|353	1233.5182	APRT|353	1213.1024
APTX|54840	447.8494	APTX|54840	460.0904
AQP11|282679	47.7403	AQP11|282679	14.3072
AQP1|358	3165.0086	AQP1|358	11830.1958
AQP3|360	211.87599999999998	AQP3|360	5108.4337
lowly_expressed	lowly_expressed	AQP4|361	25.6024
AQP5|362	7.7294	AQP5|362	155.8735
lowly_expressed	lowly_expressed	AQP6|363	5.6476
lowly_expressed	lowly_expressed	AQP7P1|375719	137.4247
lowly_expressed	lowly_expressed	AQP7P3|441432	15.4367
lowly_expressed	lowly_expressed	AQP7|364	1199.1717
lowly_expressed	lowly_expressed	AQP9|366	6.7771
AQPEP|206338	5.456	AQPEP|206338	183.637
AQR|9716	630.1719	AQR|9716	1737.5753
ARAF|369	912.5216	ARAF|369	1040.6627
ARAP1|116985	899.3225	ARAP1|116985	1856.1107
ARAP2|116984	371.0103	ARAP2|116984	465.3614
ARAP3|64411	292.8071	ARAP3|64411	620.1054
ARCN1|372	4545.7852	ARCN1|372	5384.7892
ARC|23237	74.5658	ARC|23237	56.8524
AREG|374	1444.9395	AREG|374	141.9428
ARF1|375	12956.7155	ARF1|375	7382.5301
ARF3|377	7477.0392	ARF3|377	4987.1988
ARF4|378	4399.8363	ARF4|378	4012.0482
ARF5|381	2720.742	ARF5|381	1596.009
ARF6|382	6098.9361	ARF6|382	2764.6837
ARFGAP1|55738	1158.9524	ARFGAP1|55738	1013.9307
ARFGAP2|84364	1367.6457	ARFGAP2|84364	1837.3494
ARFGAP3|26286	1315.8134	ARFGAP3|26286	1268.8253
ARFGEF1|10565	1726.8346	ARFGEF1|10565	2007.3983
ARFGEF2|10564	3843.7756	ARFGEF2|10564	3849.3976
ARFIP1|27236	1552.6962	ARFIP1|27236	1045.5572
ARFIP2|23647	1400.3819	ARFIP2|23647	1734.1867
ARFRP1|10139	363.7356	ARFRP1|10139	491.7169
ARG2|384	677.0801	ARG2|384	206.1446
ARGLU1|55082	760.2073	ARGLU1|55082	2612.1988
ARHGAP10|79658	155.9516	ARHGAP10|79658	850.9036
ARHGAP11A|9824	408.7478	ARHGAP11A|9824	96.009
ARHGAP11B|89839	20.9148	ARHGAP11B|89839	8.2831
ARHGAP12|94134	1315.3587	ARHGAP12|94134	1286.5211
ARHGAP15|55843	87.7512	ARHGAP15|55843	102.4096
ARHGAP17|55114	1025.7343	ARHGAP17|55114	1224.0211
ARHGAP18|93663	935.7097	ARHGAP18|93663	507.5301
ARHGAP19|84986	472.4016	ARHGAP19|84986	903.9910000000001
ARHGAP1|392	2582.5225	ARHGAP1|392	2969.5029999999997
ARHGAP20|57569	56.379	ARHGAP20|57569	435.994
ARHGAP21|57584	1695.0077	ARHGAP21|57584	3131.4006
ARHGAP22|58504	38.1922	ARHGAP22|58504	44.0512
ARHGAP23|57636	373.2836	ARHGAP23|57636	850.5271
ARHGAP24|83478	156.4063	ARHGAP24|83478	398.7199
ARHGAP25|9938	206.4199	ARHGAP25|9938	268.4488
ARHGAP26|23092	437.8467	ARHGAP26|23092	960.4669
ARHGAP27|201176	204.6013	ARHGAP27|201176	802.6807
ARHGAP28|79822	135.0368	ARHGAP28|79822	199.1717
ARHGAP29|9411	3327.7257	ARHGAP29|9411	4005.6476
ARHGAP30|257106	407.8385	ARHGAP30|257106	348.6446
ARHGAP31|57514	640.1746	ARHGAP31|57514	1274.8494
ARHGAP32|9743	2622.9881	ARHGAP32|9743	1662.6506
ARHGAP33|115703	371.0103	ARHGAP33|115703	233.4337
ARHGAP39|80728	751.5686	ARHGAP39|80728	200.3012
ARHGAP42|143872	140.4929	ARHGAP42|143872	246.9691
ARHGAP4|393	478.3123	ARHGAP4|393	296.3102
ARHGAP5|394	1726.3799	ARHGAP5|394	2626.1295
ARHGAP6|395	69.5644	ARHGAP6|395	150.9789
ARHGAP8|23779	448.4405	ARHGAP8|23779	516.8298
ARHGAP9|64333	71.3831	ARHGAP9|64333	72.2892
ARHGDIA|396	4494.8622	ARHGDIA|396	3596.009
ARHGDIB|397	4007.9112	ARHGDIB|397	3080.5723
ARHGDIG|398	15.7043	lowly_expressed	lowly_expressed
ARHGEF10L|55160	1031.645	ARHGEF10L|55160	917.9217
ARHGEF10|9639	277.3484	ARHGEF10|9639	971.762
ARHGEF11|9826	1674.5476	ARHGEF11|9826	1352.0331
ARHGEF12|23365	6565.8816	ARHGEF12|23365	5947.6657
ARHGEF15|22899	305.9925	ARHGEF15|22899	1011.6717
ARHGEF16|27237	545.1487	ARHGEF16|27237	370.4819
ARHGEF17|9828	1112.5762	ARHGEF17|9828	1711.2199
ARHGEF18|23370	964.3539	ARHGEF18|23370	803.0873
ARHGEF19|128272	904.3375	ARHGEF19|128272	252.25900000000001
ARHGEF1|9138	753.3873	ARHGEF1|9138	1317.3946
ARHGEF2|9181	2074.2021	ARHGEF2|9181	1594.8795
ARHGEF33|100271715	20.4601	ARHGEF33|100271715	17.6958
ARHGEF35|445328	263.7083	ARHGEF35|445328	391.1898
ARHGEF37|389337	702.919	ARHGEF37|389337	3156.6265
ARHGEF38|54848	35.0095	ARHGEF38|54848	92.244
ARHGEF3|50650	3075.8389	ARHGEF3|50650	803.4639
ARHGEF4|50649	82.2952	ARHGEF4|50649	131.7771
ARHGEF5|7984	437.8467	ARHGEF5|7984	602.0331
ARHGEF6|9459	1323.0881	ARHGEF6|9459	2257.9066
ARHGEF7|8874	1012.0942	ARHGEF7|8874	1739.8343
ARHGEF9|23229	353.7328	ARHGEF9|23229	550.0753
ARID1A|8289	4356.1881	ARID1A|8289	2749.6235
ARID1B|57492	2502.5007	ARID1B|57492	2196.9127
ARID2|196528	2325.6343	ARID2|196528	969.503
ARID3A|1820	47.2856	ARID3A|1820	39.5331
ARID3B|10620	151.8596	ARID3B|10620	99.7741
ARID4A|5926	705.6469999999999	ARID4A|5926	861.4458
ARID4B|51742	2323.7565	ARID4B|51742	1458.4187
ARID5A|10865	446.9401	ARID5A|10865	2792.9217
ARID5B|84159	2187.8694	ARID5B|84159	4331.3253
ARIH1|25820	1931.4358	ARIH1|25820	2149.4729
ARIH2|10425	937.5284	ARIH2|10425	1660.4744
ARL10|285598	55.015	ARL10|285598	77.9367
ARL11|115761	19.0961	ARL11|115761	20.7078
ARL13B|200894	144.1302	ARL13B|200894	242.4699
ARL15|54622	451.0321	ARL15|54622	356.5512
ARL16|339231	580.1582	ARL16|339231	411.1446
ARL17A|51326	39.9745	ARL17A|51326	111.1145
lowly_expressed	lowly_expressed	ARL17B|641522	6.2914
ARL1|400	2058.2886	ARL1|400	2123.494
ARL2BP|23568	1218.0595	ARL2BP|23568	1099.3976
ARL2|402	701.1003	ARL2|402	838.1024
ARL3|403	1199.8727	ARL3|403	385.5422
ARL4A|10124	626.9892	ARL4A|10124	1442.3946
ARL4C|10123	966.1726	ARL4C|10123	1867.8464
ARL4D|379	168.2277	ARL4D|379	125.75299999999999
ARL5A|26225	997.0901	ARL5A|26225	769.2018
ARL5B|221079	676.5481	ARL5B|221079	290.6627
ARL6IP1|23204	10362.3716	ARL6IP1|23204	3838.1024
ARL6IP4|51329	1025.7343	ARL6IP4|51329	1422.8163
ARL6IP5|10550	2359.2798	ARL6IP5|10550	3242.0934
ARL6IP6|151188	268.7096	ARL6IP6|151188	234.9398
ARL6|84100	61.3804	ARL6|84100	67.0181
ARL8A|127829	1488.1331	ARL8A|127829	838.1024
ARL8B|55207	2001.9096	ARL8B|55207	2088.8554
ARL9|132946	69.1098	lowly_expressed	lowly_expressed
ARMC10|83787	1053.8465	ARMC10|83787	587.6205
ARMC1|55156	564.2448	ARMC1|55156	640.4367
ARMC2|84071	140.4929	ARMC2|84071	56.8524
ARMC3|219681	83.2045	lowly_expressed	lowly_expressed
ARMC4|55130	10.0027	lowly_expressed	lowly_expressed
ARMC5|79798	292.8071	ARMC5|79798	262.8012
ARMC6|93436	641.0248	ARMC6|93436	517.2364
ARMC7|79637	286.4418	ARMC7|79637	251.1295
ARMC8|25852	828.4077	ARMC8|25852	706.3253
ARMC9|80210	215.968	ARMC9|80210	177.7108
ARMCX1|51309	305.0832	ARMCX1|51309	613.7048
ARMCX2|9823	293.7165	ARMCX2|9823	643.0723
ARMCX3|51566	1153.4964	ARMCX3|51566	1574.5482
ARMCX5|64860	202.3279	ARMCX5|64860	377.6355
ARMCX6|54470	138.2195	ARMCX6|54470	198.7952
ARNT2|9915	1062.5625	ARNT2|9915	188.253
ARNTL2|56938	123.2154	ARNTL2|56938	32.3795
ARNTL|406	219.1507	ARNTL|406	253.012
ARNT|405	1019.3689	ARNT|405	1483.0572
ARPC1A|10552	2134.0866	ARPC1A|10552	1431.0994
ARPC1B|10095	1010.4074	ARPC1B|10095	818.9006
ARPC2|10109	3087.6603	ARPC2|10109	2630.2711
ARPC3|10094	2502.9554	ARPC3|10094	2023.3434
ARPC4|10093	2881.7359	ARPC4|10093	2132.0294
ARPC5L|81873	431.4813	ARPC5L|81873	563.6295
ARPC5|10092	3246.3399	ARPC5|10092	2156.25
ARPM1|84517	15.9134	ARPM1|84517	28.991
ARPP19|10776	2386.56	ARPP19|10776	4082.4548
ARRB1|408	404.2011	ARRB1|408	1307.9819
ARRB2|409	572.4288	ARRB2|409	381.4006
ARRDC1|92714	320.9966	ARRDC1|92714	807.6054
ARRDC2|27106	543.7847	ARRDC2|27106	1198.7952
ARRDC3|57561	2989.9063	ARRDC3|57561	5734.9398
ARRDC4|91947	503.3191	ARRDC4|91947	872.3645
ARSA|410	148.6769	ARSA|410	828.3133
ARSB|411	411.4759	ARSB|411	196.1596
ARSD|414	3844.6849	ARSD|414	3789.9096
ARSE|415	49.1043	ARSE|415	29.3675
ARSG|22901	214.1493	ARSG|22901	215.738
ARSI|340075	46.3763	ARSI|340075	16.5663
ARSJ|79642	63.6537	ARSJ|79642	112.5753
ARSK|153642	182.3225	ARSK|153642	155.497
ART4|420	6.3654	ART4|420	10.1657
ART5|116969	12.2761	ART5|116969	15.8133
ARTN|9048	12.2761	lowly_expressed	lowly_expressed
ARV1|64801	353.7328	ARV1|64801	359.5633
ARVCF|421	328.2713	ARVCF|421	522.9669
ARX|170302	128.6715	lowly_expressed	lowly_expressed
AR|367	2498.4087	AR|367	832.8313
AS3MT|57412	383.741	AS3MT|57412	127.1197
ASAH1|427	1644.0848	ASAH1|427	6088.4789
ASAH2|56624	19.0961	ASAH2|56624	16.5663
ASAM|79827	260.9803	ASAM|79827	1118.5994
ASAP1|50807	2521.5968	ASAP1|50807	1003.012
ASAP2|8853	1900.973	ASAP2|8853	902.8614
ASAP3|55616	767.482	ASAP3|55616	980.7982
ASB13|79754	828.8624	ASB13|79754	603.9157
ASB14|142686	7.7339	ASB14|142686	15.8133
ASB16|92591	17.8503	ASB16|92591	13.2116
ASB1|51665	173.6883	ASB1|51665	625.32
ASB2|51676	19.0961	ASB2|51676	28.6145
ASB3|51130	244.6122	ASB3|51130	248.49400000000003
lowly_expressed	lowly_expressed	ASB4|51666	7.1536
ASB6|140459	340.0064	ASB6|140459	700.7907
ASB7|140460	1488.1331	ASB7|140460	382.1536
ASB8|140461	1190.7793	ASB8|140461	742.4699
ASB9|140462	20.9148	ASB9|140462	30.8735
ASCC1|51008	630.1719	ASCC1|51008	378.01199999999994
ASCC2|84164	1222.1515	ASCC2|84164	1086.5964
ASCC3|10973	1577.703	ASCC3|10973	1072.2892
ASCL1|429	87.2965	lowly_expressed	lowly_expressed
ASCL2|430	78.2031	ASCL2|430	82.8313
ASCL4|121549	34.1002	lowly_expressed	lowly_expressed
ASF1A|25842	710.6484	ASF1A|25842	406.25
ASF1B|55723	1213.0581	ASF1B|55723	196.5361
ASGR1|432	8.6387	ASGR1|432	8.2831
ASGR2|433	6.3654	lowly_expressed	lowly_expressed
ASH1L|55870	3089.8427	ASH1L|55870	3611.8336
ASH2L|9070	485.1323	ASH2L|9070	1060.6175
ASL|435	253.7056	ASL|435	562.1235
ASMTL|8623	568.7824	ASMTL|8623	727.4096
ASNA1|439	2692.0978	ASNA1|439	940.512
ASNSD1|54529	2926.2526	ASNSD1|54529	890.8133
ASNS|440	383.2864	ASNS|440	338.1024
ASPA|443	6.3654	ASPA|443	84.3373
ASPHD1|253982	96.3899	ASPHD1|253982	18.0723
ASPHD2|57168	47.7403	ASPHD2|57168	41.7922
ASPH|444	1243.0617	ASPH|444	9238.1137
ASPM|259266	1895.9716	ASPM|259266	52.7108
ASPN|54829	815.677	ASPN|54829	247.3645
ASPRV1|151516	30.0082	ASPRV1|151516	67.5
ASPSCR1|79058	548.786	ASPSCR1|79058	270.3313
ASRGL1|80150	88.6605	ASRGL1|80150	149.4729
ASS1|445	855.2332	ASS1|445	2047.4398
ASTE1|28990	88.7742	ASTE1|28990	204.3336
ASTN1|460	18.6414	ASTN1|460	42.1687
ASTN2|23245	422.3879	ASTN2|23245	235.3163
ASXL1|171023	1792.307	ASXL1|171023	1926.5813
ASXL2|55252	564.2448	ASXL2|55252	1073.4187
