gene_id	TCGA-BH-A18U-01A-21R-A12D-07	gene_id	TCGA-BH-A18U-11A-23R-A12D-07
RPAIN|84268	393.1622	RPAIN|84268	583.7689
RPAP1|26015	786.1414	RPAP1|26015	554.2453
RPAP2|79871	285.9655	RPAP2|79871	254.717
RPAP3|79657	1068.5895	RPAP3|79657	563.2075
RPE|6120	846.2223	RPE|6120	627.967
RPF1|80135	787.1966	RPF1|80135	595.283
RPF2|84154	537.8122	RPF2|84154	379.717
RPGRIP1L|23322	383.0461	RPGRIP1L|23322	231.6038
RPGRIP1|57096	13.3662	RPGRIP1|57096	16.5094
RPGR|6103	127.682	RPGR|6103	297.1698
RPH3AL|9501	74.5691	RPH3AL|9501	190.0943
RPIA|22934	423.848	RPIA|22934	385.3774
RPL10A|4736	15470.9814	RPL10A|4736	12346.2264
RPL10|6134	11243.9078	RPL10|6134	16265.9104
RPL11|6135	12516.7077	RPL11|6135	17574.0566
RPL12|6136	13535.35	RPL12|6136	11389.1509
RPL13AP20|387841	26.3806	RPL13AP20|387841	29.2453
RPL13AP3|645683	7.7383	RPL13AP3|645683	12.2642
RPL13A|23521	15974.3229	RPL13A|23521	17241.0377
RPL13P5|283345	7.7383	RPL13P5|283345	17.4528
RPL13|6137	9211.3964	RPL13|6137	13809.9057
RPL14|9045	13750.6155	RPL14|9045	8266.0377
RPL15|6138	32440.0281	RPL15|6138	21400.4717
RPL17|6139	6065.9937	RPL17|6139	8290.1509
RPL18A|6142	1758.3539	RPL18A|6142	1785.8491
RPL18|6141	12693.9852	RPL18|6141	12089.1509
RPL19P12|100129424	69.293	RPL19P12|100129424	77.8302
RPL19|6143	29615.8987	RPL19|6143	16446.6981
lowly_expressed	lowly_expressed	RPL21|6144	8.0189
RPL22L1|200916	644.038	RPL22L1|200916	312.7358
RPL22|6146	7511.4316	RPL22|6146	8426.8868
RPL23AP53|644128	118.8885	RPL23AP53|644128	321.2264
RPL23AP64|649946	9.1453	RPL23AP64|649946	5.1887
RPL23AP7|118433	94.6184	RPL23AP7|118433	66.0377
RPL23AP82|284942	133.6616	RPL23AP82|284942	75.0
RPL23A|6147	5075.6243	RPL23A|6147	4074.0566
RPL23P8|222901	154.4144	RPL23P8|222901	152.3585
RPL23|9349	20071.0517	RPL23|9349	9509.9057
RPL24|6152	13231.7974	RPL24|6152	8495.7547
RPL26L1|51121	373.9008	RPL26L1|51121	116.0377
RPL26|6154	9577.2072	RPL26|6154	13468.8679
RPL27A|6157	5746.7464	RPL27A|6157	9891.0377
RPL27|6155	10640.8723	RPL27|6155	5951.4151
RPL28|6158	10054.1681	RPL28|6158	4574.5283
RPL29|6159	18441.0834	RPL29|6159	9559.434000000001
RPL30|6156	14304.9595	RPL30|6156	11930.1887
RPL31|6160	15334.5058	RPL31|6160	13537.2642
RPL32P3|132241	205.8424	RPL32P3|132241	210.5189
RPL32|6161	25729.5111	RPL32|6161	15742.9245
RPL34|6164	3846.2891	RPL34|6164	8473.1132
RPL35A|6165	10919.4513	RPL35A|6165	10935.3774
RPL35|11224	8138.585999999999	RPL35|11224	4679.2453
RPL36AL|6166	1901.5125	RPL36AL|6166	2900.4717
RPL36A|6173	92.1562	RPL36A|6173	65.0943
RPL36|25873	11533.943000000001	RPL36|25873	6382.5472
RPL37A|6168	12536.7569	RPL37A|6168	13165.0943
RPL37|6167	12713.6827	RPL37|6167	10486.3208
RPL38|6169	5904.6782	RPL38|6169	4335.8491
RPL39L|116832	363.7003	RPL39L|116832	126.8868
RPL39|6170	628.2096	RPL39|6170	499.0566
RPL3|6122	36162.1527	RPL3|6122	48149.5283
RPL41|6171	15288.076000000001	RPL41|6171	14754.716999999999
RPL4|6124	26090.7492	RPL4|6124	26505.6604
RPL5|6125	12531.1291	RPL5|6125	23941.9811
RPL6|6128	10550.1231	RPL6|6128	8758.0189
RPL7A|6130	21882.5185	RPL7A|6130	15914.1509
RPL7L1|285855	1831.1643	RPL7L1|285855	1233.0189
RPL7|6129	2303.9043	RPL7|6129	2060.3774
RPL8|6132	41693.9852	RPL8|6132	20959.433999999997
RPL9|6133	217.7278	RPL9|6133	446.6981
RPLP0P2|113157	156.1731	RPLP0P2|113157	19.8113
RPLP0|6175	29954.9771	RPLP0|6175	20046.6981
RPLP1|6176	15386.2117	RPLP1|6176	14719.3396
RPLP2|6181	4869.1523	RPLP2|6181	7493.3962
RPN1|6184	7417.8684	RPN1|6184	5227.8302
RPN2|6185	11717.9036	RPN2|6185	6660.8443
RPP14|11102	854.0274	RPP14|11102	550.0
RPP21|79897	400.2955	RPP21|79897	218.8679
RPP25|54913	363.7003	RPP25|54913	141.5094
RPP30|10556	473.7953	RPP30|10556	454.717
RPP38|10557	323.6018	RPP38|10557	279.717
RPP40|10799	117.4815	RPP40|10799	84.434
RPPH1|85495	25.3254	lowly_expressed	lowly_expressed
RPRD1A|55197	2067.886	RPRD1A|55197	1353.3019
RPRD1B|58490	1432.2898	RPRD1B|58490	797.1698
RPRD2|23248	1957.7911	RPRD2|23248	1805.6604
lowly_expressed	lowly_expressed	RPRM|56475	5.6604
RPS10P7|376693	60.1477	RPS10P7|376693	69.8113
RPS10|6204	8841.013	RPS10|6204	5982.0755
RPS11|6205	20336.968	RPS11|6205	21766.0377
RPS12|6206	11368.273000000001	RPS12|6206	16174.5283
RPS13|6207	14106.5776	RPS13|6207	7736.7925
RPS14|6208	16737.2494	RPS14|6208	15501.8868
RPS15A|6210	17070.3482	RPS15A|6210	10631.6038
RPS15|6209	2439.6764	RPS15|6209	2561.3208
RPS16|6217	12519.8734	RPS16|6217	10066.5094
RPS17|6218	14166.3735	RPS17|6218	13347.1698
RPS18|6222	38593.739	RPS18|6222	28777.3585
RPS19BP1|91582	613.0848	RPS19BP1|91582	520.283
RPS19|6223	14345.058	RPS19|6223	11520.283000000001
RPS20|6224	15319.3809	RPS20|6224	14266.5094
RPS21|6227	7708.0549	RPS21|6227	4734.434
RPS23|6228	17442.1386	RPS23|6228	14169.3396
RPS24|6229	24081.2522	RPS24|6229	17124.0566
RPS25|6230	12315.5118	RPS25|6230	10104.2453
RPS26|6231	280.6894	RPS26|6231	200.0
RPS27A|6233	12115.0193	RPS27A|6233	11356.1321
RPS27L|51065	719.3106	RPS27L|51065	828.3019
RPS27|6232	1965.1776	RPS27|6232	97.6415
lowly_expressed	lowly_expressed	RPS28|6234	116.5094
RPS29|6235	3896.2364	RPS29|6235	5652.3585
RPS2P32|256355	10.5522	lowly_expressed	lowly_expressed
RPS2|6187	19323.6018	RPS2|6187	10435.3774
RPS3A|6189	4485.7545	RPS3A|6189	6330.1887
RPS3|6188	24505.452	RPS3|6188	21019.3396
RPS4X|6191	32797.3971	RPS4X|6191	39672.6415
RPS5|6193	12023.5667	RPS5|6193	12191.9811
RPS6KA1|6195	647.5554	RPS6KA1|6195	926.8868
RPS6KA2|6196	311.9944	RPS6KA2|6196	1447.6415
RPS6KA3|6197	536.7569	RPS6KA3|6197	1816.0377
RPS6KA4|8986	508.9694	RPS6KA4|8986	453.7736
RPS6KA5|9252	321.4914	RPS6KA5|9252	586.7925
RPS6KA6|27330	54.8716	RPS6KA6|27330	103.7736
RPS6KB1|6198	977.1368	RPS6KB1|6198	942.4528
RPS6KB2|6199	1070.3482	RPS6KB2|6199	457.0755
RPS6KC1|26750	934.5762	RPS6KC1|26750	520.7547
RPS6KL1|83694	95.3218	RPS6KL1|83694	110.8491
RPS6|6194	19455.8565	RPS6|6194	32162.2642
RPS7|6201	5560.3236	RPS7|6201	5684.9057
RPS8|6202	15190.6437	RPS8|6202	18848.5849
RPS9|6203	10761.1678	RPS9|6203	14018.8679
RPSAP58|388524	14465.0018	RPSAP58|388524	6346.6981
RPSAP9|653162	24.6219	RPSAP9|653162	19.8113
RPSA|3921	10920.1548	RPSA|3921	4818.8679
RPTOR|57521	607.1052	RPTOR|57521	885.3774
RPUSD1|113000	313.7531	RPUSD1|113000	250.0
RPUSD2|27079	145.2691	RPUSD2|27079	132.5472
RPUSD3|285367	746.0429	RPUSD3|285367	315.0943
RPUSD4|84881	592.332	RPUSD4|84881	450.4717
RQCD1|9125	359.1277	RQCD1|9125	218.3962
lowly_expressed	lowly_expressed	RRAD|6236	88.2075
RRAGA|10670	1290.1864	RRAGA|10670	1955.6604
RRAGB|10325	361.5899	RRAGB|10325	384.9057
RRAGC|64121	344.3475	RRAGC|64121	402.3585
RRAGD|58528	151.2487	RRAGD|58528	601.4151
RRAS2|22800	152.6556	RRAS2|22800	479.717
RRAS|6237	611.3261	RRAS|6237	783.9623
RRBP1|6238	3714.3862	RRBP1|6238	4948.5849
RREB1|6239	539.9226	RREB1|6239	1354.717
RRM1|6240	2238.4805	RRM1|6240	1293.3962
RRM2B|50484	1882.1667	RRM2B|50484	943.8679
RRM2|6241	3730.9179999999997	RRM2|6241	185.3774
RRN3P1|730092	7.3866	RRN3P1|730092	47.1698
RRN3P2|653390	16.1801	RRN3P2|653390	9.9057
RRN3P3|100131998	33.9571	RRN3P3|100131998	65.0849
RRN3|54700	3743.5807	RRN3|54700	1248.5849
RRP12|23223	1141.3999	RRP12|23223	666.9811
RRP15|51018	1003.1657	RRP15|51018	597.6415
RRP1B|23076	1073.1622	RRP1B|23076	965.0943
RRP1|8568	374.95599999999996	RRP1|8568	450.9434
RRP7A|27341	784.7344	RRP7A|27341	545.283
RRP7B|91695	143.6792	RRP7B|91695	124.6981
RRP8|23378	236.7218	RRP8|23378	200.9434
RRP9|9136	623.9887	RRP9|9136	264.1509
RRS1|23212	807.9493	RRS1|23212	295.283
RSAD1|55316	1259.2332	RSAD1|55316	719.8113
RSAD2|91543	1252.5501	RSAD2|91543	251.8868
RSBN1L|222194	438.5825	RSBN1L|222194	526.5189
RSBN1|54665	435.4555	RSBN1|54665	760.8491
RSC1A1|6248	272.223	RSC1A1|6248	359.6934
RSF1|51773	1185.0158	RSF1|51773	1042.4528
RSL1D1|26156	8119.592	RSL1D1|26156	4217.4528
RSL24D1|51187	2181.1467	RSL24D1|51187	2134.9057
RSPH1|89765	189.9402	RSPH1|89765	76.4151
RSPH3|83861	188.5332	RSPH3|83861	232.0755
RSPH4A|345895	23.5667	RSPH4A|345895	36.7925
lowly_expressed	lowly_expressed	RSPH9|221421	10.8491
RSPO1|284654	33.7671	RSPO1|284654	96.2264
RSPO3|84870	90.7492	RSPO3|84870	344.8113
RSPO4|343637	7.0348	RSPO4|343637	15.0943
RSPRY1|89970	430.5311	RSPRY1|89970	479.2453
RSRC1|51319	469.5744	RSRC1|51319	255.6604
RSRC2|65117	1347.1685	RSRC2|65117	1735.3774
RSU1|6251	1393.5983	RSU1|6251	1966.9811
RTBDN|83546	54.1681	lowly_expressed	lowly_expressed
RTCD1|8634	572.2828	RTCD1|8634	486.3208
RTDR1|27156	7.7383	RTDR1|27156	6.1321
RTEL1|51750	335.3218	RTEL1|51750	319.0849
RTF1|23168	1777.6996	RTF1|23168	1725.9434
RTKN2|219790	313.0496	RTKN2|219790	57.0755
RTKN|6242	697.5026	RTKN|6242	583.9623
RTN1|6252	1074.5691	RTN1|6252	338.6792
RTN2|6253	448.1182	RTN2|6253	374.0566
RTN3|10313	13939.5005	RTN3|10313	4674.5283
RTN4IP1|84816	390.0809	RTN4IP1|84816	164.1509
RTN4RL1|146760	444.9525	RTN4RL1|146760	391.5094
RTN4RL2|349667	113.2606	RTN4RL2|349667	11.7925
RTN4R|65078	47.8368	RTN4R|65078	28.7736
RTN4|57142	7073.1622	RTN4|57142	6464.1509
RTP4|64108	74.2174	RTP4|64108	263.6792
RTTN|25914	287.0208	RTTN|25914	305.6604
RUFY1|80230	1124.5164	RUFY1|80230	899.0566
RUFY2|55680	443.1938	RUFY2|55680	438.6792
RUFY3|22902	344.7063	RUFY3|22902	899.5283
RUFY4|285180	7.3866	RUFY4|285180	5.6604
RUNDC1|146923	1061.203	RUNDC1|146923	922.6415
RUNDC2A|84127	55.2234	RUNDC2A|84127	59.9057
RUNDC2C|440352	15.0264	RUNDC2C|440352	38.033
RUNDC3A|10900	23.5667	RUNDC3A|10900	6.1321
RUNDC3B|154661	11.9592	RUNDC3B|154661	77.8302
RUNX1T1|862	24.6219	RUNX1T1|862	101.8868
RUNX1|861	2095.3218	RUNX1|861	3240.566
RUNX2|860	476.6092	RUNX2|860	146.6981
RUNX3|864	193.8094	RUNX3|864	524.0566
RUSC1|23623	1054.5199	RUSC1|23623	581.1321
RUSC2|9853	420.6824	RUSC2|9853	917.9245
RUVBL1|8607	2240.2708	RUVBL1|8607	716.2972
RUVBL2|10856	2399.2262	RUVBL2|10856	1064.1509
RWDD1|51389	1072.4587	RWDD1|51389	886.7925
RWDD2A|112611	133.3099	RWDD2A|112611	106.1321
RWDD2B|10069	523.039	RWDD2B|10069	443.3962
RWDD3|25950	182.2582	RWDD3|25950	251.7877
RWDD4A|201965	397.4675	RWDD4A|201965	510.8491
RXRA|6256	2182.9054	RXRA|6256	2073.5849
RXRB|6257	1251.4949	RXRB|6257	1249.5283
lowly_expressed	lowly_expressed	RXRG|6258	7.5472
RYBP|23429	3028.8428	RYBP|23429	1734.434
RYK|6259	1917.3408	RYK|6259	2022.6415
RYR1|6261	55.5751	RYR1|6261	395.7547
RYR2|6262	136.4756	RYR2|6262	47.6415
lowly_expressed	lowly_expressed	RYR3|6263	282.5472
S100A10|6281	3460.0774	S100A10|6281	3564.1509
S100A11|6282	13857.5448	S100A11|6282	4118.3962
lowly_expressed	lowly_expressed	S100A12|6283	7.0755
S100A13|6284	2595.146	S100A13|6284	1542.4528
S100A14|57402	8704.8892	S100A14|57402	1050.0
S100A16|140576	5069.9965	S100A16|140576	2316.9811
S100A1|6271	481.8853	S100A1|6271	1632.5472
S100A2|6273	7.3866	S100A2|6273	169.3396
S100A3|6274	5.6279	S100A3|6274	11.7925
S100A4|6275	1044.6711	S100A4|6275	1551.4151
S100A6|6277	2304.6078	S100A6|6277	9351.8868
S100A7A|338324	43.6159	lowly_expressed	lowly_expressed
S100A7|6278	665.1425	S100A7|6278	34.9057
S100A8|6279	1567.7102	S100A8|6279	182.5472
S100A9|6280	4343.2993	S100A9|6280	456.6038
S100B|6285	7.3866	S100B|6285	851.8868
S100PBP|64766	544.847	S100PBP|64766	508.4906
S100P|6286	474.4988	S100P|6286	14.1509
lowly_expressed	lowly_expressed	S100Z|170591	6.1321
S1PR1|1901	202.6029	S1PR1|1901	1170.7547
S1PR2|9294	113.2606	S1PR2|9294	410.3774
S1PR3|1903	1986.254	S1PR3|1903	531.5896
S1PR4|8698	9.8488	S1PR4|8698	7.0755
S1PR5|53637	20.7527	S1PR5|53637	18.8679
SAA1|6288	58.7408	SAA1|6288	9371.6981
SAA2|6289	14.7731	SAA2|6289	2827.3585
lowly_expressed	lowly_expressed	SAA4|6291	66.0377
SAAL1|113174	577.2072	SAAL1|113174	153.7736
SAC3D1|29901	277.8755	SAC3D1|29901	63.6792
SACM1L|22908	1692.2265	SACM1L|22908	1179.7169999999999
SACS|26278	175.1671	SACS|26278	1601.4151
SAE1|10055	2880.7598	SAE1|10055	1379.717
SAFB2|9667	1100.2462	SAFB2|9667	1022.6415
SAFB|6294	1669.0116	SAFB|6294	1414.1509
SALL1|6299	26.7323	SALL1|6299	85.8491
SALL2|6297	209.28599999999997	SALL2|6297	599.0566
SALL4|57167	32.7119	SALL4|57167	8.4906
SAMD10|140700	211.3964	SAMD10|140700	108.0189
SAMD11|148398	40.6753	SAMD11|148398	23.2453
SAMD12|401474	627.5062	SAMD12|401474	509.434
SAMD13|148418	19.3458	SAMD13|148418	31.6038
SAMD14|201191	9.1453	lowly_expressed	lowly_expressed
SAMD1|90378	218.783	SAMD1|90378	147.6415
SAMD3|154075	5.6279	SAMD3|154075	15.0943
SAMD4A|23034	287.3725	SAMD4A|23034	918.3962
SAMD4B|55095	1673.9360000000001	SAMD4B|55095	1870.7547
SAMD5|389432	27.0841	SAMD5|389432	1141.9811
SAMD8|142891	126.6268	SAMD8|142891	171.2264
SAMD9L|219285	811.8185	SAMD9L|219285	848.5849
SAMD9|54809	1197.6785	SAMD9|54809	458.0189
SAMHD1|25939	1420.7633	SAMHD1|25939	1252.7453
SAMM50|25813	1846.2891	SAMM50|25813	904.717
SAMSN1|64092	151.6004	SAMSN1|64092	114.1509
SAP130|79595	977.8403	SAP130|79595	628.3019
SAP18|10284	2073.5139	SAP18|10284	2099.0566
SAP30BP|29115	952.1632	SAP30BP|29115	977.3585
SAP30L|79685	993.6687	SAP30L|79685	1523.5849
SAP30|8819	280.3377	SAP30|8819	121.6981
SAPS1|22870	1833.9782	SAPS1|22870	1352.3585
SAPS2|9701	989.7995	SAPS2|9701	1204.2453
SAPS3|55291	4185.7193	SAPS3|55291	2282.5472
SAR1A|56681	2943.3697	SAR1A|56681	2529.2453
SAR1B|51128	1066.1273	SAR1B|51128	431.6038
SARDH|1757	48.5403	SARDH|1757	49.0566
SARM1|23098	736.7534	SARM1|23098	415.7547
SARNP|84324	868.4981	SARNP|84324	567.033
SARS2|54938	207.5273	SARS2|54938	271.2264
SARS|6301	2040.0985	SARS|6301	2791.5094
SART1|9092	1180.7949	SART1|9092	1065.0943
SART3|9733	1195.9198	SART3|9733	1261.3208
SASH1|23328	3904.6782	SASH1|23328	3013.2075
SASH3|54440	227.9282	SASH3|54440	241.9811
SASS6|163786	326.7675	SASS6|163786	146.2264
SAT1|6303	3885.3324	SAT1|6303	3576.4151
SAT2|112483	414.7028	SAT2|112483	626.4151
SATB1|6304	652.8315	SATB1|6304	943.8679
SATB2|23314	73.1622	SATB2|23314	91.9811
SATL1|340562	35.5259	SATL1|340562	22.1698
SAV1|60485	583.8903	SAV1|60485	1754.717
SBDSP1|155370	515.6525	SBDSP1|155370	699.5283
SBDS|51119	1481.8853	SBDS|51119	3100.4717
SBF1|6305	1036.9328	SBF1|6305	1575.0
SBF2|81846	763.7777	SBF2|81846	1495.6415
SBK1|388228	726.6972	SBK1|388228	211.3208
SBNO1|55206	940.204	SBNO1|55206	734.434
SBNO2|22904	933.5209	SBNO2|22904	1106.6038
SC4MOL|6307	1159.6905	SC4MOL|6307	771.6981
SC5DL|6309	1380.5839	SC5DL|6309	1440.566
SC65|10609	831.1643	SC65|10609	245.7547
SCAF1|58506	1049.5955	SCAF1|58506	1028.3019
SCAI|286205	368.6247	SCAI|286205	320.283
SCAMP1|9522	2702.7788	SCAMP1|9522	1592.4528
SCAMP2|10066	1656.3489	SCAMP2|10066	2037.2642
SCAMP3|10067	2145.9726	SCAMP3|10067	973.5849
SCAMP4|113178	1307.7735	SCAMP4|113178	1408.4906
SCAMP5|192683	252.9019	SCAMP5|192683	325.0
SCAND1|51282	480.4784	SCAND1|51282	211.3208
SCAND2|54581	331.3401	SCAND2|54581	301.4151
SCAND3|114821	28.8428	SCAND3|114821	106.6038
SCAPER|49855	202.6029	SCAPER|49855	506.1321
SCAP|22937	2197.6539	SCAP|22937	1735.6415
SCARA3|51435	586.0007	SCARA3|51435	1327.8302
lowly_expressed	lowly_expressed	SCARA5|286133	873.1132
SCARB1|949	1869.8558	SCARB1|949	1800.0
SCARB2|950	10923.3204	SCARB2|950	7228.7736
SCARF1|8578	99.8945	SCARF1|8578	280.1887
SCARF2|91179	134.3651	SCARF2|91179	125.0
lowly_expressed	lowly_expressed	SCARNA17|677769	7.5472
SCARNA9|619383	10.5522	lowly_expressed	lowly_expressed
SCCPDH|51097	1693.9852	SCCPDH|51097	944.3396
SCD5|79966	296.5178	SCD5|79966	519.3396
SCD|6319	77600.7738	SCD|6319	8586.3208
SCFD1|23256	1012.3109	SCFD1|23256	1073.5849
SCFD2|152579	295.4625	SCFD2|152579	335.3774
SCG2|7857	27.4358	SCG2|7857	17.9245
lowly_expressed	lowly_expressed	SCG3|29106	15.0943
SCG5|6447	69.6447	SCG5|6447	98.1132
SCGB1D2|10647	9675.6947	SCGB1D2|10647	9870.283000000001
SCGB1D4|404552	23.9184	lowly_expressed	lowly_expressed
SCGB2A1|4246	851.9169999999999	SCGB2A1|4246	296.6981
SCGB2A2|4250	21467.8157	SCGB2A2|4250	21241.9811
lowly_expressed	lowly_expressed	SCGB3A1|92304	393.8679
lowly_expressed	lowly_expressed	SCGBL|284402	8.4906
SCGN|10590	65.0721	SCGN|10590	32.0755
SCHIP1|29970	169.1875	SCHIP1|29970	414.6226
SCIN|85477	124.1646	SCIN|85477	82.0755
SCLT1|132320	216.3208	SCLT1|132320	185.3774
SCLY|51540	302.1456	SCLY|51540	134.9057
SCMH1|22955	361.9416	SCMH1|22955	1137.2642
SCML1|6322	121.7024	SCML1|6322	263.6792
SCML2|10389	219.1347	SCML2|10389	61.3208
SCML4|256380	5.2761	SCML4|256380	31.6038
SCN11A|11280	12.3109	SCN11A|11280	24.0566
SCN1B|6324	49.2438	SCN1B|6324	168.8679
SCN2A|6326	13.7179	SCN2A|6326	264.1509
lowly_expressed	lowly_expressed	SCN2B|6327	165.56599999999997
lowly_expressed	lowly_expressed	SCN3A|6328	249.0566
lowly_expressed	lowly_expressed	SCN3B|55800	161.3208
lowly_expressed	lowly_expressed	SCN4A|6329	97.6415
SCN4B|6330	27.7875	SCN4B|6330	776.4151
lowly_expressed	lowly_expressed	SCN5A|6331	88.6792
lowly_expressed	lowly_expressed	SCN7A|6332	267.9245
SCN8A|6334	27.4358	SCN8A|6334	59.9057
lowly_expressed	lowly_expressed	SCN9A|6335	69.3113
SCNM1|79005	590.5733	SCNM1|79005	276.4151
SCNN1A|6337	2228.6317	SCNN1A|6337	3089.1509
SCNN1B|6338	184.3123	SCNN1B|6338	574.5283
SCNN1D|6339	17.2353	SCNN1D|6339	24.0566
SCNN1G|6340	120.6472	SCNN1G|6340	109.434
SCO1|6341	458.6704	SCO1|6341	290.566
SCO2|9997	472.0366	SCO2|9997	284.434
SCOC|60592	1643.6862	SCOC|60592	1572.6415
SCP2|6342	2054.5199	SCP2|6342	2758.4906
SCPEP1|59342	1463.5948	SCPEP1|59342	4070.283
lowly_expressed	lowly_expressed	SCRG1|11341	55.1887
SCRIB|23513	1119.2402	SCRIB|23513	939.6226
SCRN1|9805	2731.2698	SCRN1|9805	2333.0189
SCRN2|90507	774.8857	SCRN2|90507	894.8113
SCRN3|79634	739.7116	SCRN3|79634	343.8679
SCT|6343	13.7179	lowly_expressed	lowly_expressed
SCUBE1|80274	19.3458	SCUBE1|80274	71.6981
SCUBE2|57758	494.8998	SCUBE2|57758	5627.8302
SCUBE3|222663	1168.484	SCUBE3|222663	59.434
SCYL1|57410	2320.5382	SCYL1|57410	1335.5896
SCYL2|55681	1499.1206	SCYL2|55681	1189.1509
SCYL3|57147	777.7629	SCYL3|57147	457.6274
SDAD1|55153	1415.0545	SDAD1|55153	897.1698
SDC1|6382	7804.4319	SDC1|6382	3709.434
SDC2|6383	911.0095	SDC2|6383	2262.2642
SDC3|9672	885.3324	SDC3|9672	3837.2642
SDC4|6385	3449.8769	SDC4|6385	9572.6415
SDCBP2|27111	19.3458	SDCBP2|27111	67.3774
SDCBP|6386	2087.5835	SDCBP|6386	3596.2264
SDCCAG1|9147	637.0032	SDCCAG1|9147	952.8302
SDCCAG3|10807	1137.5308	SDCCAG3|10807	419.8113
SDCCAG8|10806	698.9096	SDCCAG8|10806	525.4717
SDF2L1|23753	400.6331	SDF2L1|23753	165.0943
SDF2|6388	737.9529	SDF2|6388	684.9057
SDF4|51150	1305.3113	SDF4|51150	1918.8679
SDHAF1|644096	218.4312	SDHAF1|644096	145.7547
SDHAF2|54949	910.6578	SDHAF2|54949	543.3962
SDHAP1|255812	86.5283	SDHAP1|255812	214.6226
SDHAP2|727956	94.9701	SDHAP2|727956	186.7925
SDHAP3|728609	75.2726	SDHAP3|728609	113.2075
SDHA|6389	2315.5118	SDHA|6389	1990.566
SDHB|6390	1301.0904	SDHB|6390	995.283
SDHC|6391	2951.8115	SDHC|6391	1458.4906
SDHD|6392	2788.2518	SDHD|6392	1495.283
SDK1|221935	64.0169	SDK1|221935	433.9623
SDK2|54549	7.3866	SDK2|54549	562.2642
SDPR|8436	20.401	SDPR|8436	2057.5472
lowly_expressed	lowly_expressed	SDR16C5|195814	85.3774
SDR39U1|56948	536.2329	SDR39U1|56948	452.5519
SDR42E1|93517	54.5199	SDR42E1|93517	257.0755
SDSL|113675	308.8287	SDSL|113675	160.3774
SDS|10993	245.86700000000002	SDS|10993	30.6604
SEC11A|23478	2183.6089	SEC11A|23478	2056.1321
SEC11C|90701	1291.2416	SEC11C|90701	733.9623
SEC13|6396	2186.7745	SEC13|6396	1489.6226
SEC14L1|6397	1308.8287	SEC14L1|6397	2031.6038
SEC14L2|23541	80.7879	SEC14L2|23541	1962.5802
lowly_expressed	lowly_expressed	SEC14L4|284904	7.5472
SEC14L5|9717	14.7731	SEC14L5|9717	35.3774
SEC16A|9919	4887.7946	SEC16A|9919	3592.4528
SEC16B|89866	23.2536	SEC16B|89866	297.7689
lowly_expressed	lowly_expressed	SEC1|653677	11.3208
SEC22A|26984	589.8699	SEC22A|26984	306.6038
SEC22B|9554	1485.7545	SEC22B|9554	1413.6792
SEC22C|9117	965.8811	SEC22C|9117	741.9811
SEC23A|10484	1415.0545	SEC23A|10484	1220.7547
SEC23B|10483	4781.5688	SEC23B|10483	1900.4717
SEC23IP|11196	1555.3992	SEC23IP|11196	1208.9623
SEC24A|10802	1418.9237	SEC24A|10802	945.283
SEC24B|10427	947.2388	SEC24B|10427	1428.3019
SEC24C|9632	3922.617	SEC24C|9632	3064.6226
SEC24D|9871	2502.6381	SEC24D|9871	1306.6038
SEC31A|22872	9292.7717	SEC31A|22872	4277.1085
SEC31B|25956	84.1822	SEC31B|25956	204.75
SEC61A1|29927	7521.618	SEC61A1|29927	7604.9575
SEC61A2|55176	186.5494	SEC61A2|55176	105.5566
SEC61B|10952	1284.2068	SEC61B|10952	966.0377
SEC61G|23480	1413.6476	SEC61G|23480	512.7358
SEC62|7095	3790.3623	SEC62|7095	3968.8679
SEC63|11231	3692.93	SEC63|11231	3603.3019
SECISBP2L|9728	1062.9617	SECISBP2L|9728	1822.6415
SECISBP2|79048	1816.3911	SECISBP2|79048	1030.1887
SECTM1|6398	243.7566	SECTM1|6398	283.4906
SEH1L|81929	1179.0362	SEH1L|81929	844.3396
SEL1L3|23231	358.4242	SEL1L3|23231	534.434
SEL1L|6400	2681.6743	SEL1L|6400	3284.9057
SELENBP1|8991	2134.7168	SELENBP1|8991	2418.8679
SELE|6401	240.5909	SELE|6401	1267.4528
SELK|58515	926.8378	SELK|58515	543.3962
SELL|6402	135.0686	SELL|6402	128.3019
SELM|140606	769.6096	SELM|140606	771.6981
SELO|83642	338.375	SELO|83642	272.6415
SELPLG|6404	432.9933	SELPLG|6404	511.3208
SELP|6403	60.8512	SELP|6403	334.434
SELS|55829	901.8642	SELS|55829	736.3208
SELT|51714	3221.2452	SELT|51714	1750.9434
SEMA3A|10371	10.5522	SEMA3A|10371	126.4151
SEMA3B|7869	288.07599999999996	SEMA3B|7869	366.5094
SEMA3C|10512	2809.7081	SEMA3C|10512	5301.4151
SEMA3D|223117	169.891	SEMA3D|223117	423.1132
SEMA3E|9723	109.0397	SEMA3E|9723	346.2264
SEMA3F|6405	2379.5287	SEMA3F|6405	1015.566
SEMA3G|56920	138.9377	SEMA3G|56920	1850.0
SEMA4A|64218	599.7186	SEMA4A|64218	834.9057
SEMA4B|10509	1658.1076	SEMA4B|10509	1547.1698
SEMA4C|54910	454.8013	SEMA4C|54910	1011.7925
SEMA4D|10507	462.8913	SEMA4D|10507	536.7925
SEMA4F|10505	229.3352	SEMA4F|10505	228.3019
SEMA4G|57715	76.7464	SEMA4G|57715	145.8585
SEMA5A|9037	305.3113	SEMA5A|9037	2926.8868
SEMA5B|54437	18.994	SEMA5B|54437	16.9811
