gene_id	TCGA-A7-A0CE-01A-11R-A00Z-07	gene_id	TCGA-A7-A0CE-11A-21R-A089-07
ALKBH6|84964	123.7393	ALKBH6|84964	99.0476
ALKBH7|84266	431.901	ALKBH7|84266	716.1905
ALKBH8|91801	123.0613	ALKBH8|91801	228.25400000000002
lowly_expressed	lowly_expressed	ALMS1P|200420	8.254
ALMS1|7840	940.4187	ALMS1|7840	583.4921
ALOX12P2|245	37.6303	ALOX12P2|245	21.2698
lowly_expressed	lowly_expressed	ALOX12|239	5.7143
ALOX15B|247	75.5996	ALOX15B|247	383.4921
lowly_expressed	lowly_expressed	ALOX15|246	19.0476
ALOX5AP|241	155.2674	ALOX5AP|241	445.7143
ALOX5|240	100.6865	ALOX5|240	784.7619
ALOXE3|59344	6.1022	ALOXE3|59344	14.6032
ALPI|248	12.2044	lowly_expressed	lowly_expressed
ALPK1|80216	845.1564	ALPK1|80216	866.3492
ALPK2|115701	30.8501	ALPK2|115701	28.5714
ALPK3|57538	98.3134	ALPK3|57538	89.2063
ALPL|249	223.0698	ALPL|249	3870.7937
ALPP|250	160.6916	lowly_expressed	lowly_expressed
ALS2CL|259173	249.5127	ALS2CL|259173	329.2063
lowly_expressed	lowly_expressed	ALS2CR11|151254	7.9365
ALS2CR4|65062	1044.8343	ALS2CR4|65062	1370.1587
ALS2CR8|79800	62.7172	ALS2CR8|79800	172.0635
ALS2|57679	459.022	ALS2|57679	452.6984
ALX1|8092	44.4105	lowly_expressed	lowly_expressed
ALX3|257	63.3952	ALX3|257	25.7143
lowly_expressed	lowly_expressed	ALX4|60529	15.873
AMACR|23600	390.2026	AMACR|23600	424.7619
lowly_expressed	lowly_expressed	AMBP|259	48.5714
AMBRA1|55626	731.9264	AMBRA1|55626	946.3492
AMD1|262	3342.8867	AMD1|262	1674.4984
lowly_expressed	lowly_expressed	AMDHD1|144193	19.6825
AMDHD2|51005	96.9336	AMDHD2|51005	241.8444
AMFR|267	3226.3751	AMFR|267	4872.380999999999
AMH|268	7.4583	lowly_expressed	lowly_expressed
AMICA1|120425	30.5111	AMICA1|120425	236.8254
AMIGO1|57463	120.6882	AMIGO1|57463	146.9841
AMIGO2|347902	473.5995	AMIGO2|347902	1771.7333
AMIGO3|386724	72.2095	AMIGO3|386724	78.0952
AMMECR1L|83607	637.6812	AMMECR1L|83607	752.3810000000001
AMMECR1|9949	627.1718	AMMECR1|9949	325.7143
AMN1|196394	128.8245	AMN1|196394	218.0952
AMN|81693	14.2385	lowly_expressed	lowly_expressed
AMOTL1|154810	1986.27	AMOTL1|154810	1829.5238
AMOTL2|51421	1825.5784	AMOTL2|51421	2055.5556
AMOT|154796	661.073	AMOT|154796	813.9683
lowly_expressed	lowly_expressed	AMPD1|270	52.0635
AMPD2|271	638.3592	AMPD2|271	760.3175
AMPD3|272	185.4394	AMPD3|272	259.6825
AMPH|273	35.5962	AMPH|273	82.8571
AMTN|401138	16.9506	lowly_expressed	lowly_expressed
AMT|275	25.4767	AMT|275	247.1556
AMY1A|276	470.2093	AMY1A|276	13.9683
AMY2A|279	10.8484	lowly_expressed	lowly_expressed
AMY2B|280	153.1147	AMY2B|280	333.1968
AMZ1|155185	29.833000000000002	AMZ1|155185	26.9841
AMZ2P1|201283	142.724	AMZ2P1|201283	203.8095
AMZ2|51321	1873.0401	AMZ2|51321	1242.2222
ANAPC10|10393	261.3781	ANAPC10|10393	151.746
ANAPC11|51529	1315.0267	ANAPC11|51529	878.7302
ANAPC13|25847	766.2039	ANAPC13|25847	1215.0984
ANAPC16|119504	2241.2069	ANAPC16|119504	2604.7619
ANAPC1|64682	775.998	ANAPC1|64682	404.7619
ANAPC2|29882	458.0049	ANAPC2|29882	826.0317
ANAPC4|29945	487.1599	ANAPC4|29945	600.0
ANAPC5|51433	2304.9411	ANAPC5|51433	2337.1429
ANAPC7|51434	1068.2261	ANAPC7|51434	1040.6349
ANGEL1|23357	590.8975	ANGEL1|23357	595.873
ANGEL2|90806	812.2722	ANGEL2|90806	576.5079
ANGPT1|284	81.0238	ANGPT1|284	88.5714
ANGPT2|285	238.3253	ANGPT2|285	472.6984
ANGPTL1|9068	13.5605	ANGPTL1|9068	230.7937
ANGPTL2|23452	742.7748	ANGPTL2|23452	4354.9206
lowly_expressed	lowly_expressed	ANGPTL3|27329	6.6667
ANGPTL4|51129	5423.5105	ANGPTL4|51129	1021.9048
ANGPTL5|253935	6.1022	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	76.8254
ANG|283	156.0268	ANG|283	646.2222
ANK1|286	46.1056	lowly_expressed	lowly_expressed
ANK2|287	236.9692	ANK2|287	1045.0794
ANK3|288	1160.7763	ANK3|288	1376.5079
ANKAR|150709	8.1363	ANKAR|150709	39.0476
ANKDD1A|348094	37.9693	ANKDD1A|348094	140.0
lowly_expressed	lowly_expressed	ANKFN1|162282	13.3333
ANKFY1|51479	2076.4472	ANKFY1|51479	1820.9524
ANKHD1-EIF4EBP3|404734	324.8174	ANKHD1-EIF4EBP3|404734	820.1905
ANKHD1|54882	2734.5097	ANKHD1|54882	1740.3873
ANKH|56172	1376.0488	ANKH|56172	2514.2857
ANKIB1|54467	2422.5782	ANKIB1|54467	937.7778
lowly_expressed	lowly_expressed	ANKK1|255239	68.8889
ANKLE1|126549	90.1466	ANKLE1|126549	15.2381
ANKLE2|23141	1670.6501	ANKLE2|23141	1513.9683
ANKMY1|51281	75.9386	ANKMY1|51281	240.6349
ANKMY2|57037	306.1276	ANKMY2|57037	729.5238
ANKRA2|57763	205.4411	ANKRA2|57763	291.746
ANKRD10|55608	1900.578	ANKRD10|55608	1571.5683
ANKRD11|29123	1906.131	ANKRD11|29123	2596.2444
ANKRD12|23253	643.7834	ANKRD12|23253	1079.3651
ANKRD13A|88455	927.1972	ANKRD13A|88455	1215.873
ANKRD13B|124930	281.0408	ANKRD13B|124930	134.6032
ANKRD13C|81573	462.4121	ANKRD13C|81573	447.3016
ANKRD13D|338692	345.11400000000003	ANKRD13D|338692	498.7302
ANKRD16|54522	152.8536	ANKRD16|54522	185.9683
ANKRD17|26057	3852.5299	ANKRD17|26057	1813.6508
ANKRD19|138649	35.2572	ANKRD19|138649	105.0794
ANKRD1|27063	16.9506	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD20A3|441425	5.0794
ANKRD22|118932	33.9012	ANKRD22|118932	255.5556
ANKRD23|200539	21.0187	ANKRD23|200539	24.4444
ANKRD24|170961	9.1533	ANKRD24|170961	49.2063
ANKRD26|22852	264.7682	ANKRD26|22852	215.5556
ANKRD27|84079	1005.1699	ANKRD27|84079	666.0317
ANKRD28|23243	1366.2175	ANKRD28|23243	1267.9365
ANKRD29|147463	29.833000000000002	ANKRD29|147463	272.381
lowly_expressed	lowly_expressed	ANKRD2|26287	6.0317
ANKRD30A|91074	19.6627	ANKRD30A|91074	407.9365
lowly_expressed	lowly_expressed	ANKRD30B|374860	86.6667
ANKRD32|84250	253.2418	ANKRD32|84250	125.3968
ANKRD34A|284615	12.8824	ANKRD34A|284615	41.2698
ANKRD35|148741	100.6865	ANKRD35|148741	380.3175
ANKRD36BP1|84832	499.3644	ANKRD36BP1|84832	51.746
ANKRD36B|57730	10.8484	ANKRD36B|57730	10.7937
ANKRD36|375248	98.6524	ANKRD36|375248	214.2857
ANKRD37|353322	143.5376	ANKRD37|353322	122.6635
ANKRD39|51239	132.2146	ANKRD39|51239	143.4921
ANKRD40|91369	1210.2721	ANKRD40|91369	1339.6825
ANKRD42|338699	140.3509	ANKRD42|338699	341.9048
ANKRD43|134548	5.7632	ANKRD43|134548	57.4603
ANKRD44|91526	13.8995	ANKRD44|91526	29.8413
lowly_expressed	lowly_expressed	ANKRD45|339416	10.1587
ANKRD46|157567	280.3492	ANKRD46|157567	395.4762
ANKRD49|54851	243.4105	ANKRD49|54851	313.0159
ANKRD50|57182	1390.6263	ANKRD50|57182	614.6032
ANKRD52|283373	1767.2684	ANKRD52|283373	1151.4286
ANKRD53|79998	11.1874	ANKRD53|79998	36.5079
ANKRD54|129138	259.005	ANKRD54|129138	437.4603
ANKRD56|345079	37.9693	ANKRD56|345079	127.9365
ANKRD57|65124	926.8582	ANKRD57|65124	813.0159
ANKRD58|347454	14.5775	ANKRD58|347454	15.873
ANKRD5|63926	278.6677	ANKRD5|63926	186.3492
ANKRD6|22881	220.6797	ANKRD6|22881	272.4667
ANKRD9|122416	428.5109	ANKRD9|122416	89.8413
ANKS1A|23294	1302.8223	ANKS1A|23294	1469.5238
ANKS1B|56899	40.3424	ANKS1B|56899	83.8095
ANKS3|124401	123.4003	ANKS3|124401	367.619
ANKS6|203286	364.4377	ANKS6|203286	164.7619
ANKZF1|55139	247.1396	ANKZF1|55139	620.3175
ANLN|54443	1574.0317	lowly_expressed	lowly_expressed
ANO10|55129	508.5177	ANO10|55129	917.4603
ANO1|55107	996.6946	ANO1|55107	7179.0476
ANO2|57101	43.0545	ANO2|57101	39.0476
lowly_expressed	lowly_expressed	ANO3|63982	8.5714
ANO5|203859	17.6286	ANO5|203859	123.4921
ANO6|196527	1926.2649	ANO6|196527	2172.6984
ANO7|50636	23.3918	ANO7|50636	13.9683
ANO8|57719	639.0372	ANO8|57719	354.2857
ANO9|338440	197.3049	ANO9|338440	145.7143
ANP32A|8125	3944.0631	ANP32A|8125	2851.4286
ANP32B|10541	5189.9314	ANP32B|10541	3405.3968
ANP32E|81611	4278.3287	ANP32E|81611	845.7143
ANPEP|290	479.3627	ANPEP|290	2956.5079
ANTXR1|84168	3976.2692	ANTXR1|84168	4162.5397
ANTXR2|118429	436.3082	ANTXR2|118429	1101.9048
ANUBL1|93550	62.7172	ANUBL1|93550	177.4603
ANXA11|311	5065.853	ANXA11|311	4509.8413
lowly_expressed	lowly_expressed	ANXA13|312	15.873
ANXA1|301	1906.9413	ANXA1|301	10426.6667
ANXA2P1|303	108.4838	ANXA2P1|303	90.4762
ANXA2P2|304	5383.1681	ANXA2P2|304	5235.5556
lowly_expressed	lowly_expressed	ANXA2P3|305	7.3016
ANXA2|302	19112.8062	ANXA2|302	17873.9683
ANXA3|306	1508.6024	ANXA3|306	1849.5238
ANXA4|307	1584.8801	ANXA4|307	1783.4921
ANXA5|308	13957.793	ANXA5|308	8016.1905
ANXA6|309	2140.8594	ANXA6|309	7615.2381
ANXA7|310	2709.3822	ANXA7|310	3113.6508
ANXA8L2|244	330.8755	ANXA8L2|244	419.6825
ANXA8|653145	592.3316	ANXA8|653145	789.2063
ANXA9|8416	45.0886	ANXA9|8416	337.1429
AOAH|313	38.3083	AOAH|313	226.6667
AOC2|314	29.833000000000002	AOC2|314	26.0317
AOC3|8639	705.1445	AOC3|8639	2695.5556
AOX1|316	144.75799999999998	AOX1|316	1055.873
AP1AR|55435	567.5057	AP1AR|55435	493.0159
AP1B1|162	2218.8321	AP1B1|162	3123.4921
AP1G1|164	2844.9869	AP1G1|164	2414.9206
AP1G2|8906	792.3248	AP1G2|8906	1270.4413
AP1M1|8907	1503.5172	AP1M1|8907	861.5873
AP1M2|10053	2701.5849	AP1M2|10053	1425.7143
AP1S1|1174	1693.3638	AP1S1|1174	748.8889
AP1S2|8905	168.8279	AP1S2|8905	328.5714
AP1S3|130340	73.2265	AP1S3|130340	127.3016
AP2A1|160	1936.9133	AP2A1|160	1521.781
AP2A2|161	1435.3759	AP2A2|161	1945.0794
AP2B1|163	9222.1375	AP2B1|163	6714.2857
AP2M1|1173	9906.6023	AP2M1|1173	5545.3968
AP2S1|1175	1611.662	AP2S1|1175	1313.3333
AP3B1|8546	2303.585	AP3B1|8546	1285.7143
AP3B2|8120	360.7085	AP3B2|8120	207.61900000000003
AP3D1|8943	2604.2885	AP3D1|8943	2992.381
AP3M1|26985	1621.4933	AP3M1|26985	1224.4444
AP3M2|10947	636.6641	AP3M2|10947	434.2857
AP3S1|1176	1102.1273	AP3S1|1176	1010.1587
AP3S2|10239	1708.9652	AP3S2|10239	1177.9365
AP4B1|10717	326.0276	AP4B1|10717	339.9524
AP4E1|23431	430.884	AP4E1|23431	215.2381
AP4M1|9179	601.3255	AP4M1|9179	363.4508
AP4S1|11154	60.6831	AP4S1|11154	84.12700000000001
APAF1|317	518.688	APAF1|317	346.9841
APBA1|320	19.3237	APBA1|320	335.5556
APBA2|321	249.1737	APBA2|321	98.7302
APBA3|9546	126.7904	APBA3|9546	234.9206
APBB1IP|54518	91.1942	APBB1IP|54518	607.9365
APBB1|322	575.303	APBB1|322	896.8254
APBB2|323	603.441	APBB2|323	1562.2222
APBB3|10307	142.0459	APBB3|10307	347.619
APCDD1L|164284	12.8824	APCDD1L|164284	214.6032
APCDD1|147495	877.7015	APCDD1|147495	1813.9683
APC|324	960.7594	APC|324	541.2698
APEH|327	1355.7081	APEH|327	2225.7143
APEX1|328	3104.3309	APEX1|328	3265.3968
APEX2|27301	1238.749	APEX2|27301	499.3651
APH1A|51107	11381.6425	APH1A|51107	4428.254
APH1B|83464	389.1855	APH1B|83464	637.7778
API5|8539	2526.9938	API5|8539	2319.3651
APIP|51074	292.1739	APIP|51074	412.5683
APITD1|378708	433.7012	APITD1|378708	265.0476
APLF|200558	77.2947	APLF|200558	100.0
APLNR|187	877.0235	APLNR|187	574.6032
APLN|8862	143.063	APLN|8862	359.3651
APLP1|333	394.6097	APLP1|333	67.619
APLP2|334	8493.6012	APLP2|334	17697.1429
APOA1BP|128240	4514.9589	APOA1BP|128240	1963.8095
APOB48R|55911	113.2299	APOB48R|55911	282.5397
APOBEC3A|200315	23.0528	APOBEC3A|200315	9.5238
APOBEC3B|9582	85.77	APOBEC3B|9582	61.2698
APOBEC3C|27350	310.1958	APOBEC3C|27350	395.87300000000005
APOBEC3D|140564	26.7819	APOBEC3D|140564	88.5714
APOBEC3F|200316	83.3969	APOBEC3F|200316	226.0317
APOBEC3G|60489	82.0409	APOBEC3G|60489	345.3968
lowly_expressed	lowly_expressed	APOBEC3H|164668	7.3016
lowly_expressed	lowly_expressed	APOB|338	15.2381
APOC1|341	404.7801	APOC1|341	740.0
APOC2|344	8.1363	APOC2|344	141.5873
APOD|347	1751.6739	APOD|347	12173.9683
APOE|348	3745.4022	APOE|348	6599.0476
lowly_expressed	lowly_expressed	APOF|319	17.1429
APOL1|8542	681.7527	APOL1|8542	1794.2857
APOL2|23780	633.952	APOL2|23780	1048.254
APOL3|80833	600.7289	APOL3|80833	1212.6984
APOL4|80832	174.5911	APOL4|80832	443.4921
APOL6|80830	1591.6603	APOL6|80830	1493.9683
APOLD1|81575	727.8583	APOLD1|81575	1193.3333
APOM|55937	25.7649	APOM|55937	58.7302
APOOL|139322	301.0425	APOOL|139322	82.5397
APOO|79135	289.8551	APOO|79135	257.7778
APPBP2|10513	908.2126	APPBP2|10513	967.9365
APPL1|26060	1462.4968	APPL1|26060	1214.2857
APPL2|55198	496.9913	APPL2|55198	1366.6667
APP|351	36727.8583	APP|351	30896.5079
APRT|353	1243.1562	APRT|353	1803.1746
APTX|54840	697.0082	APTX|54840	606.9841
AQP11|282679	5.7632	AQP11|282679	28.5714
AQP1|358	2287.1735	AQP1|358	13979.5048
AQP3|360	1309.6025	AQP3|360	2679.0476
lowly_expressed	lowly_expressed	AQP4|361	51.746
AQP5|362	151.5383	AQP5|362	359.0476
AQP6|363	11.8654	lowly_expressed	lowly_expressed
AQP7P1|375719	6.4412	AQP7P1|375719	135.873
AQP7|364	29.833000000000002	AQP7|364	213.9683
AQP9|366	201.71200000000002	AQP9|366	9.5238
lowly_expressed	lowly_expressed	AQPEP|206338	20.9524
AQR|9716	654.9708	AQR|9716	1024.7619
ARAF|369	1483.5156	ARAF|369	1147.619
ARAP1|116985	807.5227	ARAP1|116985	2700.5968
ARAP2|116984	246.4616	ARAP2|116984	240.0
ARAP3|64411	273.2435	ARAP3|64411	578.0952
ARCN1|372	3469.7856	ARCN1|372	3704.127
ARC|23237	6.7802	ARC|23237	82.2222
AREG|374	464.1071	AREG|374	819.0476
ARF1|375	16531.5705	ARF1|375	9312.0635
ARF3|377	5245.8683	ARF3|377	4165.3968
ARF4|378	3858.2931	ARF4|378	3701.5873
ARF5|381	4832.5621	ARF5|381	2999.3111
ARF6|382	2033.0536	ARF6|382	2858.0952
ARFGAP1|55738	1174.3368	ARFGAP1|55738	1312.381
ARFGAP2|84364	1063.819	ARFGAP2|84364	2273.9683
ARFGAP3|26286	734.6385	ARFGAP3|26286	1109.5238
ARFGEF1|10565	1612.001	ARFGEF1|10565	1497.5429
ARFGEF2|10564	1471.3111	ARFGEF2|10564	1358.4127
ARFIP1|27236	348.5041	ARFIP1|27236	944.127
ARFIP2|23647	923.8071	ARFIP2|23647	1993.0159
ARFRP1|10139	359.0135	ARFRP1|10139	848.2539999999999
ARG2|384	429.6534	ARG2|384	191.5524
ARGLU1|55082	1655.7335	ARGLU1|55082	1542.2222
ARHGAP10|79658	448.5126	ARHGAP10|79658	376.5079
ARHGAP11A|9824	424.4427	ARHGAP11A|9824	105.3968
ARHGAP11B|89839	15.2555	lowly_expressed	lowly_expressed
ARHGAP12|94134	733.2825	ARHGAP12|94134	879.6825
ARHGAP15|55843	36.6133	ARHGAP15|55843	119.6825
ARHGAP17|55114	1349.9449	ARHGAP17|55114	1035.873
ARHGAP18|93663	1070.5992	ARHGAP18|93663	657.4603
ARHGAP19|84986	491.2281	ARHGAP19|84986	878.4127
ARHGAP1|392	2421.2221	ARHGAP1|392	3178.7302
ARHGAP20|57569	5.7632	ARHGAP20|57569	110.4762
ARHGAP21|57584	3967.4549	ARHGAP21|57584	1790.4762
ARHGAP22|58504	96.6184	ARHGAP22|58504	127.619
ARHGAP23|57636	728.5363	ARHGAP23|57636	819.6825
ARHGAP24|83478	95.6013	ARHGAP24|83478	275.2381
ARHGAP25|9938	95.9403	ARHGAP25|9938	471.4286
ARHGAP26|23092	729.2143	ARHGAP26|23092	614.6032
ARHGAP27|201176	832.2739	ARHGAP27|201176	513.0159
ARHGAP28|79822	47.8007	ARHGAP28|79822	133.0159
ARHGAP29|9411	1058.7338	ARHGAP29|9411	1480.6349
ARHGAP30|257106	266.4633	ARHGAP30|257106	591.1111
ARHGAP31|57514	395.2877	ARHGAP31|57514	826.3492
ARHGAP32|9743	788.5414	ARHGAP32|9743	1097.1429
ARHGAP33|115703	116.9591	ARHGAP33|115703	143.1746
ARHGAP36|158763	20.0017	ARHGAP36|158763	139.6825
ARHGAP39|80728	317.9931	ARHGAP39|80728	296.8254
ARHGAP42|143872	97.9371	ARHGAP42|143872	89.8413
ARHGAP4|393	239.3423	ARHGAP4|393	744.4444
ARHGAP5|394	1294.008	ARHGAP5|394	1763.4921
ARHGAP6|395	56.276	ARHGAP6|395	84.7619
ARHGAP8|23779	239.24400000000003	ARHGAP8|23779	450.7143
ARHGAP9|64333	51.8688	ARHGAP9|64333	156.1905
ARHGDIA|396	5589.6262	ARHGDIA|396	5071.1111
ARHGDIB|397	2048.6482	ARHGDIB|397	6430.1587
lowly_expressed	lowly_expressed	ARHGDIG|398	6.6667
ARHGEF10L|55160	761.7595	ARHGEF10L|55160	1021.5873
ARHGEF10|9639	421.7307	ARHGEF10|9639	847.3016
ARHGEF11|9826	2252.3943	ARHGEF11|9826	1137.7778
ARHGEF12|23365	3166.031	ARHGEF12|23365	3904.127
ARHGEF15|22899	208.8313	ARHGEF15|22899	561.9048
ARHGEF16|27237	588.5245	ARHGEF16|27237	416.5079
ARHGEF17|9828	934.9945	ARHGEF17|9828	1510.4762
ARHGEF18|23370	1672.3451	ARHGEF18|23370	899.6825
ARHGEF19|128272	685.8208	ARHGEF19|128272	439.6825
ARHGEF1|9138	1709.6364	ARHGEF1|9138	1398.7302
ARHGEF2|9181	2857.1913	ARHGEF2|9181	1695.8729999999998
ARHGEF33|100271715	62.3782	ARHGEF33|100271715	18.0952
ARHGEF35|445328	260.361	ARHGEF35|445328	146.3492
ARHGEF37|389337	1314.6877	ARHGEF37|389337	2051.4286
ARHGEF38|54848	26.1039	ARHGEF38|54848	42.8571
ARHGEF3|50650	574.964	ARHGEF3|50650	926.3492
ARHGEF4|50649	85.77	ARHGEF4|50649	311.1111
ARHGEF5|7984	788.8804	ARHGEF5|7984	769.2063
ARHGEF6|9459	726.1632	ARHGEF6|9459	1201.2698
ARHGEF7|8874	1750.9958	ARHGEF7|8874	1244.127
ARHGEF9|23229	2495.1267	ARHGEF9|23229	642.5397
ARID1A|8289	2833.1215	ARID1A|8289	2060.9524
ARID1B|57492	2460.2085	ARID1B|57492	1669.5238
ARID2|196528	885.4988	ARID2|196528	720.9524
ARID3A|1820	18.9847	ARID3A|1820	23.1746
ARID3B|10620	132.8926	ARID3B|10620	100.9524
ARID4A|5926	350.1992	ARID4A|5926	460.6349
ARID4B|51742	1382.6324	ARID4B|51742	990.1587
ARID5A|10865	357.9964	ARID5A|10865	1674.6032
ARID5B|84159	1619.4593	ARID5B|84159	3456.5079
ARIH1|25820	1929.9941	ARIH1|25820	1663.8095
ARIH2|10425	295.9573	ARIH2|10425	1557.9492
ARL10|285598	22.0358	ARL10|285598	30.1587
ARL11|115761	51.5298	ARL11|115761	77.4603
ARL13B|200894	90.8552	ARL13B|200894	278.7302
ARL15|54622	221.3747	ARL15|54622	380.9524
ARL16|339231	426.4768	ARL16|339231	590.4762
ARL17A|51326	44.8784	ARL17A|51326	85.87299999999999
ARL1|400	1507.5854	ARL1|400	2214.6032
ARL2BP|23568	1614.3741	ARL2BP|23568	1632.381
ARL2|402	754.3012	ARL2|402	1154.6032
ARL3|403	769.2177	ARL3|403	980.3175
ARL4A|10124	247.1396	ARL4A|10124	683.4921
ARL4C|10123	642.0883	ARL4C|10123	1850.7937
ARL4D|379	122.7223	ARL4D|379	338.7302
ARL5A|26225	500.3814	ARL5A|26225	592.6984
ARL5B|221079	280.7018	ARL5B|221079	104.12700000000001
ARL6IP1|23204	13784.896999999999	ARL6IP1|23204	3447.619
ARL6IP4|51329	1291.2959	ARL6IP4|51329	2492.6984
ARL6IP5|10550	2199.1694	ARL6IP5|10550	4304.4444
ARL6IP6|151188	316.637	ARL6IP6|151188	234.6032
ARL6|84100	55.9369	ARL6|84100	60.0
ARL8A|127829	2083.5664	ARL8A|127829	1262.5397
ARL8B|55207	1201.7968	ARL8B|55207	1912.0635
ARL9|132946	14.2385	ARL9|132946	5.3968
ARMC10|83787	954.6097	ARMC10|83787	731.3524
ARMC1|55156	1025.1716	ARMC1|55156	576.1905
ARMC2|84071	47.1226	ARMC2|84071	52.6984
lowly_expressed	lowly_expressed	ARMC3|219681	8.8889
lowly_expressed	lowly_expressed	ARMC4|55130	31.746
ARMC5|79798	321.3832	ARMC5|79798	331.746
ARMC6|93436	921.3933	ARMC6|93436	520.8794
ARMC7|79637	353.5893	ARMC7|79637	380.9524
ARMC8|25852	804.1359	ARMC8|25852	618.4127
ARMC9|80210	286.465	ARMC9|80210	316.8254
ARMCX1|51309	514.9589	ARMCX1|51309	894.9206
ARMCX2|9823	1370.6246	ARMCX2|9823	1243.1746
ARMCX3|51566	1422.4934	ARMCX3|51566	2234.9206
ARMCX5|64860	336.9777	ARMCX5|64860	386.6667
ARMCX6|54470	254.2588	ARMCX6|54470	405.7143
ARNT2|9915	1543.8596	ARNT2|9915	373.6508
ARNTL2|56938	237.6473	ARNTL2|56938	30.4762
ARNTL|406	335.6217	ARNTL|406	168.25400000000002
ARNT|405	1748.2838	ARNT|405	1353.0159
ARPC1A|10552	4581.7612	ARPC1A|10552	2585.0794
ARPC1B|10095	7123.9766	ARPC1B|10095	2591.4286
ARPC2|10109	2076.4472	ARPC2|10109	5045.7143
ARPC3|10094	2954.4877	ARPC3|10094	3817.1429
ARPC4|10093	2140.9916	ARPC4|10093	3280.546
ARPC5L|81873	773.9639	ARPC5L|81873	879.3651
ARPC5|10092	9885.2445	ARPC5|10092	3902.8571
ARPM1|84517	60.3441	ARPM1|84517	47.3016
ARPP19|10776	4781.4222	ARPP19|10776	3166.0317
ARRB1|408	140.0119	ARRB1|408	1066.3492
ARRB2|409	772.2688	ARRB2|409	1068.5714
ARRDC1|92714	425.1208	ARRDC1|92714	847.6189999999999
ARRDC2|27106	728.5363	ARRDC2|27106	1332.381
ARRDC3|57561	1935.7573	ARRDC3|57561	2513.0159
ARRDC4|91947	285.1089	ARRDC4|91947	765.0794
ARSA|410	489.533	ARSA|410	1326.6667
ARSB|411	434.9521	ARSB|411	283.8095
ARSD|414	1527.2481	ARSD|414	3712.6984
ARSE|415	76.9557	ARSE|415	60.0
ARSG|22901	121.0272	ARSG|22901	452.6984
ARSI|340075	34.5792	ARSI|340075	48.5714
ARSJ|79642	41.6984	ARSJ|79642	164.4444
ARSK|153642	234.5962	ARSK|153642	166.0317
ART3|419	379.0152	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ART4|420	15.873
lowly_expressed	lowly_expressed	ART5|116969	39.0476
ARTN|9048	17.6286	ARTN|9048	20.9524
ARV1|64801	587.5074	ARV1|64801	442.8571
ARVCF|421	176.9641	ARVCF|421	727.3016
ARX|170302	8.1363	ARX|170302	7.9365
AR|367	25.0869	AR|367	313.3333
AS3MT|57412	641.0713	AS3MT|57412	414.9206
ASAH1|427	1610.984	ASAH1|427	5265.7143
ASAH2B|653308	20.3407	lowly_expressed	lowly_expressed
ASAM|79827	434.6131	ASAM|79827	371.746
ASAP1|50807	1344.5207	ASAP1|50807	717.4603
ASAP2|8853	1211.9671	ASAP2|8853	611.4286
ASAP3|55616	1704.2122	ASAP3|55616	1253.0159
ASB12|142689	10.1704	ASB12|142689	7.9365
ASB13|79754	528.8584	ASB13|79754	1340.9524
ASB14|142686	8.8143	ASB14|142686	10.1587
ASB16|92591	11.9569	ASB16|92591	14.6317
ASB1|51665	266.548	ASB1|51665	560.3937
ASB2|51676	15.5945	ASB2|51676	88.25399999999999
ASB3|51130	369.5228	ASB3|51130	375.6317
ASB6|140459	663.5884	ASB6|140459	807.7651
ASB7|140460	689.211	ASB7|140460	352.381
ASB8|140461	824.4767	ASB8|140461	676.8254
ASB9|140462	45.4276	ASB9|140462	62.8571
ASCC1|51008	723.7902	ASCC1|51008	517.4603
ASCC2|84164	1066.5311	ASCC2|84164	1321.9048
ASCC3|10973	1597.0845	ASCC3|10973	875.5556
ASCL2|430	22.7138	ASCL2|430	37.7778
ASF1A|25842	727.8583	ASF1A|25842	419.6825
ASF1B|55723	1102.1273	ASF1B|55723	112.6984
ASGR1|432	10.1704	ASGR1|432	26.0317
lowly_expressed	lowly_expressed	ASGR2|433	12.6984
ASH1L|55870	3420.7374	ASH1L|55870	1763.7333
ASH2L|9070	1191.6264	ASH2L|9070	1200.6349
ASL|435	446.4785	ASL|435	679.6825
ASMTL|8623	178.9982	ASMTL|8623	1077.7524
ASNA1|439	1634.3758	ASNA1|439	1358.0952
ASNSD1|54529	907.8735	ASNSD1|54529	810.1587
ASNS|440	1356.0471	ASNS|440	514.6032
lowly_expressed	lowly_expressed	ASPA|443	23.1746
ASPG|374569	5.4242	lowly_expressed	lowly_expressed
ASPHD1|253982	36.2743	ASPHD1|253982	46.0317
ASPHD2|57168	29.155	ASPHD2|57168	62.8571
ASPH|444	3767.1565	ASPH|444	6191.4984
ASPM|259266	1786.2531	ASPM|259266	64.127
ASPN|54829	189.5076	ASPN|54829	233.3333
ASPRV1|151516	43.6173	ASPRV1|151516	83.8571
ASPSCR1|79058	537.3337	ASPSCR1|79058	388.5714
ASRGL1|80150	261.3781	ASRGL1|80150	188.5714
ASS1|445	2750.4026	ASS1|445	2150.7937
ASTE1|28990	135.2148	ASTE1|28990	221.7873
lowly_expressed	lowly_expressed	ASTN1|460	61.9048
ASTN2|23245	71.8705	ASTN2|23245	383.8095
ASXL1|171023	1379.0999	ASXL1|171023	1455.2381
