gene_id	TCGA-BH-A0HK-01A-11R-A056-07	gene_id	TCGA-BH-A0HK-11A-11R-A089-07
ALPK1|80216	386.7229	ALPK1|80216	563.8305
ALPK2|115701	26.8704	ALPK2|115701	15.3093
ALPK3|57538	169.1254	ALPK3|57538	160.561
ALPL|249	255.0053	ALPL|249	978.3019
ALS2CL|259173	70.0738	ALS2CL|259173	311.4136
ALS2CR4|65062	569.5469	ALS2CR4|65062	1249.0152
ALS2CR8|79800	101.1591	ALS2CR8|79800	74.6795
ALS2|57679	390.9378	ALS2|57679	582.5003
ALX3|257	8.4299	ALX3|257	36.593
lowly_expressed	lowly_expressed	ALX4|60529	18.2965
AMACR|23600	373.0242	AMACR|23600	231.1331
AMBRA1|55626	829.294	AMBRA1|55626	1018.2554
AMD1|262	1352.4763	AMD1|262	2424.8444
lowly_expressed	lowly_expressed	AMDHD1|144193	8.9615
AMDHD2|51005	154.0042	AMDHD2|51005	229.5873
AMFR|267	2856.6913	AMFR|267	3720.9077
AMICA1|120425	83.7724	AMICA1|120425	87.7484
AMIGO1|57463	81.138	AMIGO1|57463	162.0546
AMIGO2|347902	111.6965	AMIGO2|347902	3224.2888
AMIGO3|386724	63.2244	AMIGO3|386724	56.383
AMMECR1L|83607	726.5543	AMMECR1L|83607	787.8691
AMMECR1|9949	628.5564	AMMECR1|9949	183.3382
AMN1|196394	224.9737	AMN1|196394	193.7934
AMOTL1|154810	808.7460000000001	AMOTL1|154810	2142.9292
AMOTL2|51421	1653.8462	AMOTL2|51421	2386.011
AMOT|154796	562.6976	AMOT|154796	1154.9189999999999
AMPD1|270	15.2792	AMPD1|270	14.5625
AMPD2|271	599.0516	AMPD2|271	705.7216
AMPD3|272	76.3962	AMPD3|272	171.7629
AMPH|273	21.6017	AMPH|273	89.9888
AMT|275	35.3003	AMT|275	156.827
AMY1A|276	6.8493	AMY1A|276	19.0433
AMY2B|280	67.2708	AMY2B|280	107.0942
lowly_expressed	lowly_expressed	AMZ1|155185	9.3349
AMZ2P1|201283	138.04	AMZ2P1|201283	159.8142
AMZ2|51321	1156.4805	AMZ2|51321	965.6063
ANAPC10|10393	90.6217	ANAPC10|10393	162.0546
ANAPC11|51529	660.1686	ANAPC11|51529	687.7985
ANAPC13|25847	1381.3383	ANAPC13|25847	1163.6154
ANAPC16|119504	2006.8493	ANAPC16|119504	2192.2176
ANAPC1|64682	742.8872	ANAPC1|64682	632.1622
ANAPC2|29882	528.9779	ANAPC2|29882	639.6302
ANAPC4|29945	285.0369	ANAPC4|29945	513.7952
ANAPC5|51433	2089.0411	ANAPC5|51433	2366.221
ANAPC7|51434	1361.4331	ANAPC7|51434	946.5631
ANGEL1|23357	412.0126	ANGEL1|23357	567.9378
ANGEL2|90806	1016.8599	ANGEL2|90806	435.0083
ANGPT1|284	172.8135	ANGPT1|284	89.9888
ANGPT2|285	300.3161	ANGPT2|285	384.2262
lowly_expressed	lowly_expressed	ANGPT4|51378	22.4039
ANGPTL1|9068	240.2529	ANGPTL1|9068	1919.264
ANGPTL2|23452	2094.3098	ANGPTL2|23452	4063.3133
ANGPTL4|51129	384.0885	ANGPTL4|51129	1533.5442
lowly_expressed	lowly_expressed	ANGPTL5|253935	21.2837
lowly_expressed	lowly_expressed	ANGPTL7|10218	899.515
ANG|283	325.1686	ANG|283	493.7475
ANK1|286	10.5374	ANK1|286	13.8157
ANK2|287	533.7197	ANK2|287	2287.8074
ANK3|288	1907.7977	ANK3|288	944.3227
ANKAR|150709	32.1391	ANKAR|150709	20.5369
ANKDD1A|348094	118.5458	ANKDD1A|348094	83.2677
ANKFY1|51479	1141.2013	ANKFY1|51479	2013.3602
ANKHD1-EIF4EBP3|404734	683.9937	ANKHD1-EIF4EBP3|404734	788.3097
ANKHD1|54882	2857.9768	ANKHD1|54882	1915.4441
ANKH|56172	2482.0864	ANKH|56172	2364.7274
ANKIB1|54467	1108.0084	ANKIB1|54467	920.4252
lowly_expressed	lowly_expressed	ANKK1|255239	42.5673
ANKLE1|126549	6.8493	ANKLE1|126549	9.3349
ANKLE2|23141	919.9157	ANKLE2|23141	1471.5602
ANKMY1|51281	252.3709	ANKMY1|51281	215.0771
ANKMY2|57037	601.686	ANKMY2|57037	761.3578
ANKRA2|57763	377.2392	ANKRA2|57763	245.6957
ANKRD10|55608	811.1222	ANKRD10|55608	1068.9441
ANKRD11|29123	1360.0263	ANKRD11|29123	2774.3259
ANKRD12|23253	899.8946	ANKRD12|23253	820.3547
ANKRD13A|88455	828.7671	ANKRD13A|88455	1414.4303
ANKRD13B|124930	73.7619	ANKRD13B|124930	148.2389
ANKRD13C|81573	586.9336	ANKRD13C|81573	561.2167
ANKRD13D|338692	626.4489	ANKRD13D|338692	324.856
ANKRD16|54522	322.4447	ANKRD16|54522	141.8276
ANKRD17|26057	2737.6185	ANKRD17|26057	2193.7112
ANKRD19|138649	18.4405	ANKRD19|138649	97.4568
ANKRD1|27063	5.2687	lowly_expressed	lowly_expressed
ANKRD20A3|441425	5.2687	ANKRD20A3|441425	5.9744
lowly_expressed	lowly_expressed	ANKRD20A4|728747	6.3478
ANKRD22|118932	104.3203	ANKRD22|118932	149.7325
ANKRD23|200539	10.5374	ANKRD23|200539	21.2837
ANKRD24|170961	27.9241	ANKRD24|170961	26.1378
ANKRD26|22852	738.6723	ANKRD26|22852	175.8703
ANKRD27|84079	650.1581	ANKRD27|84079	652.6991
ANKRD28|23243	1139.6207	ANKRD28|23243	1364.7684
ANKRD29|147463	70.0738	ANKRD29|147463	195.6604
ANKRD30A|91074	486.8282	ANKRD30A|91074	89.242
ANKRD30B|374860	258.6934	ANKRD30B|374860	18.6699
ANKRD32|84250	101.686	lowly_expressed	lowly_expressed
ANKRD34A|284615	12.118	ANKRD34A|284615	14.5625
ANKRD35|148741	70.6006	ANKRD35|148741	332.6973
ANKRD36BP1|84832	118.01899999999999	ANKRD36BP1|84832	82.5209
ANKRD36B|57730	35.8272	ANKRD36B|57730	23.5241
ANKRD36|375248	346.1538	ANKRD36|375248	163.5482
ANKRD37|353322	72.7081	ANKRD37|353322	202.5458
ANKRD39|51239	121.1802	ANKRD39|51239	96.71
ANKRD40|91369	1538.4615	ANKRD40|91369	1398.3742
ANKRD42|338699	273.4457	ANKRD42|338699	324.1092
ANKRD43|134548	3986.8282	ANKRD43|134548	89.242
ANKRD44|91526	18.9673	ANKRD44|91526	63.851000000000006
ANKRD45|339416	5.7956	ANKRD45|339416	10.0817
ANKRD46|157567	601.6175	ANKRD46|157567	336.2259
ANKRD49|54851	124.8683	ANKRD49|54851	164.295
ANKRD50|57182	1084.2993	ANKRD50|57182	751.2761
ANKRD52|283373	939.9368	ANKRD52|283373	1208.6882
ANKRD53|79998	7.9031	ANKRD53|79998	48.1683
ANKRD54|129138	307.6923	ANKRD54|129138	301.3319
lowly_expressed	lowly_expressed	ANKRD55|79722	6.3478
ANKRD56|345079	172.8135	ANKRD56|345079	314.0274
ANKRD57|65124	430.4531	ANKRD57|65124	844.6255
ANKRD58|347454	5.2687	lowly_expressed	lowly_expressed
ANKRD5|63926	397.7871	ANKRD5|63926	163.9216
ANKRD6|22881	94.2624	ANKRD6|22881	327.298
ANKRD9|122416	32.1391	ANKRD9|122416	90.3622
ANKS1A|23294	621.1802	ANKS1A|23294	1080.2394
ANKS1B|56899	25.8166	ANKS1B|56899	63.1042
ANKS3|124401	133.2982	ANKS3|124401	239.7213
ANKS6|203286	111.6965	ANKS6|203286	169.8959
ANKZF1|55139	514.2255	ANKZF1|55139	375.63800000000003
ANLN|54443	366.7018	ANLN|54443	38.46
ANO10|55129	597.9979	ANO10|55129	763.2248
ANO1|55107	2014.7524	ANO1|55107	6880.972
ANO2|57101	9.4837	ANO2|57101	28.3782
ANO3|63982	14.7524	ANO3|63982	14.1891
ANO4|121601	5.2687	ANO4|121601	16.8029
ANO5|203859	7.9031	ANO5|203859	47.0481
ANO6|196527	5851.4226	ANO6|196527	3205.9923
ANO7|50636	9.4837	ANO7|50636	11.9487
ANO8|57719	265.5427	ANO8|57719	253.9104
ANO9|338440	191.7808	ANO9|338440	91.8558
ANP32A|8125	3234.4573	ANP32A|8125	2437.1665
ANP32B|10541	3447.8398	ANP32B|10541	2983.4473
ANP32E|81611	1210.2213	ANP32E|81611	956.2714
ANPEP|290	31069.02	ANPEP|290	13736.9264
ANTXR1|84168	2270.8114	ANTXR1|84168	7865.6217
ANTXR2|118429	950.4742	ANTXR2|118429	1622.4128
ANUBL1|93550	182.2972	ANUBL1|93550	185.952
ANXA10|11199	5.2687	lowly_expressed	lowly_expressed
ANXA11|311	3621.7071	ANXA11|311	4665.2303
ANXA1|301	4191.7808	ANXA1|301	18463.0206
ANXA2P1|303	15.2792	ANXA2P1|303	107.9119
ANXA2P2|304	3266.0695	ANXA2P2|304	6149.8594
ANXA2|302	11053.7408	ANXA2|302	18901.3894
ANXA3|306	173.8672	ANXA3|306	1830.7687
ANXA4|307	1807.1654	ANXA4|307	2241.8795
ANXA5|308	6309.7998	ANXA5|308	8227.0706
ANXA6|309	3842.4658	ANXA6|309	6354.4813
ANXA7|310	2450.4742	ANXA7|310	3521.8867
ANXA8L2|244	111.1697	ANXA8L2|244	198.2742
ANXA8|653145	600.6322	ANXA8|653145	814.0069
ANXA9|8416	393.0453	ANXA9|8416	231.8799
AOAH|313	110.1159	AOAH|313	120.234
AOC2|314	22.6554	AOC2|314	19.7901
AOC3|8639	3510.5374	AOC3|8639	2587.6458
AOX1|316	169.1254	AOX1|316	1299.7972
AP1AR|55435	1243.4141	AP1AR|55435	525.3705
AP1B1|162	3026.3435	AP1B1|162	3120.1108
AP1G1|164	1545.3109	AP1G1|164	2074.9708
AP1G2|8906	1370.1054	AP1G2|8906	865.9316
AP1M1|8907	859.3256	AP1M1|8907	949.1768
AP1M2|10053	1916.7545	AP1M2|10053	1328.9223
AP1S1|1174	988.4089	AP1S1|1174	564.9507
AP1S2|8905	324.0253	AP1S2|8905	385.7198
AP1S3|130340	630.137	AP1S3|130340	106.7917
AP2A1|160	1951.9494	AP2A1|160	1735.3731
AP2A2|161	1660.6955	AP2A2|161	1604.4897
AP2B1|163	12391.9916	AP2B1|163	7396.2608
AP2M1|1173	5894.0991	AP2M1|1173	5562.1315
AP2S1|1175	610.6428	AP2S1|1175	905.1159
AP3B1|8546	1555.8483	AP3B1|8546	1349.4591
lowly_expressed	lowly_expressed	AP3B2|8120	98.9504
AP3D1|8943	2379.3467	AP3D1|8943	3071.9425
AP3M1|26985	1640.6744	AP3M1|26985	1186.2844
AP3M2|10947	249.7366	AP3M2|10947	259.5114
AP3S1|1176	407.2708	AP3S1|1176	952.9108
AP3S2|10239	1724.4573	AP3S2|10239	1464.0362
AP4B1|10717	133.3193	AP4B1|10717	239.2284
AP4E1|23431	309.2729	AP4E1|23431	284.9024
AP4M1|9179	301.4858	AP4M1|9179	322.933
AP4S1|11154	38.4615	AP4S1|11154	67.585
APAF1|317	347.7345	APAF1|317	289.0098
APBA1|320	36.3541	APBA1|320	374.1445
APBA2|321	16.333	APBA2|321	44.0609
APBA3|9546	175.4478	APBA3|9546	183.3382
APBB1IP|54518	264.4889	APBB1IP|54518	572.4186
APBB1|322	361.4331	APBB1|322	1070.9045
APBB2|323	1480.5058	APBB2|323	1561.9224
APBB3|10307	130.6639	APBB3|10307	166.162
APCDD1L|164284	32.1391	APCDD1L|164284	431.6477
APCDD1|147495	113.804	APCDD1|147495	1374.8502
APC|324	797.6818	APC|324	803.5518
APEH|327	2312.9610000000002	APEH|327	1697.4658
APEX1|328	3593.2561	APEX1|328	2672.7804
APEX2|27301	624.3414	APEX2|27301	621.7071
APH1A|51107	8481.5595	APH1A|51107	4696.2223
APH1B|83464	414.1201	APH1B|83464	644.8578
API5|8539	3040.0421	API5|8539	2442.3941
APIP|51074	515.432	APIP|51074	293.16200000000003
APITD1|378708	220.9905	APITD1|378708	169.6682
APLF|200558	14.2255	APLF|200558	69.0786
APLNR|187	1165.9642	APLNR|187	713.5629
APLN|8862	82.1918	APLN|8862	146.3719
APLP1|333	25.8166	APLP1|333	28.7516
APLP2|334	3878.2929	APLP2|334	16532.1813
APOA1BP|128240	4874.6048	APOA1BP|128240	1430.1129999999998
APOB48R|55911	111.1697	APOB48R|55911	144.1315
APOBEC3A|200315	25.2898	APOBEC3A|200315	15.6827
APOBEC3B|9582	268.7039	APOBEC3B|9582	75.0529
APOBEC3C|27350	192.3077	APOBEC3C|27350	491.3913
APOBEC3D|140564	86.4067	APOBEC3D|140564	50.7821
APOBEC3F|200316	169.1254	APOBEC3F|200316	177.3639
APOBEC3G|60489	262.3815	APOBEC3G|60489	304.6925
lowly_expressed	lowly_expressed	APOBEC3H|164668	7.0946
APOB|338	66.3857	APOB|338	20.1635
APOC1|341	360.3793	APOC1|341	463.7599
APOC2|344	23.7092	APOC2|344	78.4135
APOD|347	3532.1391	APOD|347	18076.9274
APOE|348	2827.7134	APOE|348	2438.2867
APOF|319	34.2466	APOF|319	9.3349
APOL1|8542	1606.4278	APOL1|8542	1485.0025
APOL2|23780	583.2455	APOL2|23780	631.0419999999999
APOL3|80833	817.7028	APOL3|80833	995.8516
APOL4|80832	443.098	APOL4|80832	575.7792
APOL6|80830	2227.0811	APOL6|80830	1287.1017
APOLD1|81575	5077.9768	APOLD1|81575	4954.2401
APOM|55937	46.8915	APOM|55937	47.5485
APOOL|139322	168.5985	APOOL|139322	85.8815
APOO|79135	237.6185	APOO|79135	160.561
APPBP2|10513	1249.7366	APPBP2|10513	974.5679
APPL1|26060	2054.2677	APPL1|26060	1473.0538
APPL2|55198	2356.1644	APPL2|55198	1438.7012
APP|351	22859.3256	APP|351	48179.4997
APRT|353	962.5922	APRT|353	1411.4431
APTX|54840	648.0506	APTX|54840	518.2759
AQP11|282679	18.9673	AQP11|282679	7.8414
AQP1|358	6318.0084	AQP1|358	10940.5514
AQP3|360	5562.1707	AQP3|360	1684.7702
AQP4|361	22.1286	AQP4|361	52.6491
lowly_expressed	lowly_expressed	AQP5|362	92.976
AQP7P1|375719	90.0948	AQP7P1|375719	61.6106
AQP7|364	280.295	AQP7|364	167.6555
AQP9|366	26.8704	AQP9|366	11.2019
AQPEP|206338	46.7229	AQPEP|206338	50.9987
AQR|9716	1514.2255	AQR|9716	1035.0583
ARAF|369	1372.4974	ARAF|369	1197.4863
ARAP1|116985	1085.8799	ARAP1|116985	2574.196
ARAP2|116984	283.9831	ARAP2|116984	313.654
ARAP3|64411	440.9905	ARAP3|64411	504.8336
ARCN1|372	3259.2202	ARCN1|372	4197.3631
ARC|23237	12.6449	ARC|23237	404.7631
AREG|374	134.3519	AREG|374	573.5388
ARF1|375	17793.9937	ARF1|375	9006.7249
ARF3|377	5528.9779	ARF3|377	5192.4678
ARF4|378	5985.2476	ARF4|378	4371.7398
ARF5|381	2136.4384	ARF5|381	2236.652
ARF6|382	3840.3583	ARF6|382	4149.5682
ARFGAP1|55738	657.5342	ARFGAP1|55738	950.297
ARFGAP2|84364	1562.6976	ARFGAP2|84364	2068.9964
ARFGAP3|26286	694.942	ARFGAP3|26286	1474.9207
ARFGEF1|10565	1974.7102	ARFGEF1|10565	1424.5121
ARFGEF2|10564	2048.9989	ARFGEF2|10564	1623.9064
ARFIP1|27236	1231.823	ARFIP1|27236	1051.4878
ARFIP2|23647	1915.1739	ARFIP2|23647	1744.8873
ARFRP1|10139	378.2929	ARFRP1|10139	531.7183
ARG2|384	136.9494	ARG2|384	211.2161
ARGLU1|55082	998.9463	ARGLU1|55082	964.8595
ARHGAP10|79658	148.5774	ARHGAP10|79658	494.0051
ARHGAP11A|9824	216.0169	ARHGAP11A|9824	45.9279
ARHGAP11B|89839	10.0105	lowly_expressed	lowly_expressed
ARHGAP12|94134	857.2181	ARHGAP12|94134	1207.9414
ARHGAP15|55843	20.0211	ARHGAP15|55843	59.7436
ARHGAP17|55114	812.961	ARHGAP17|55114	1330.0425
ARHGAP18|93663	700.7376	ARHGAP18|93663	594.4491
ARHGAP19|84986	289.2518	ARHGAP19|84986	881.5919
ARHGAP1|392	3342.9926	ARHGAP1|392	3579.0165
ARHGAP20|57569	98.5248	ARHGAP20|57569	203.1283
ARHGAP21|57584	1417.2813	ARHGAP21|57584	2651.8702
ARHGAP22|58504	24.7629	ARHGAP22|58504	75.0529
ARHGAP23|57636	614.3309	ARHGAP23|57636	1439.4479999999999
ARHGAP24|83478	257.1128	ARHGAP24|83478	374.8912
ARHGAP25|9938	141.2013	ARHGAP25|9938	346.1396
ARHGAP26|23092	517.9136	ARHGAP26|23092	591.0885
ARHGAP27|201176	901.4752	ARHGAP27|201176	487.2839
ARHGAP28|79822	99.0516	ARHGAP28|79822	166.9088
ARHGAP29|9411	3907.7977	ARHGAP29|9411	3856.4509999999996
ARHGAP30|257106	318.2297	ARHGAP30|257106	430.9009
ARHGAP31|57514	1041.0959	ARHGAP31|57514	1160.5199
ARHGAP32|9743	1724.9737	ARHGAP32|9743	1182.177
ARHGAP33|115703	162.803	ARHGAP33|115703	109.0321
lowly_expressed	lowly_expressed	ARHGAP36|158763	374.8912
ARHGAP39|80728	313.4879	ARHGAP39|80728	203.8751
ARHGAP42|143872	81.6649	ARHGAP42|143872	101.1908
ARHGAP4|393	265.0158	ARHGAP4|393	335.6845
ARHGAP5|394	2262.9083	ARHGAP5|394	2442.7675
ARHGAP6|395	201.2645	ARHGAP6|395	112.0193
ARHGAP8|23779	621.7545	ARHGAP8|23779	329.10900000000004
ARHGAP9|64333	53.2139	ARHGAP9|64333	76.9199
ARHGDIA|396	6700.2107	ARHGDIA|396	6358.5887
ARHGDIB|397	10777.1338	ARHGDIB|397	5853.3817
ARHGEF10L|55160	639.6207	ARHGEF10L|55160	989.1304
ARHGEF10|9639	353.53	ARHGEF10|9639	1135.5023
ARHGEF11|9826	2372.4974	ARHGEF11|9826	1272.9126
ARHGEF12|23365	3663.8567	ARHGEF12|23365	4893.3763
ARHGEF15|22899	591.1486	ARHGEF15|22899	843.5053
ARHGEF16|27237	378.8198	ARHGEF16|27237	262.872
ARHGEF17|9828	933.0875	ARHGEF17|9828	1567.5234
ARHGEF18|23370	794.5205	ARHGEF18|23370	880.8451
ARHGEF19|128272	386.19599999999997	ARHGEF19|128272	456.6653
ARHGEF1|9138	1061.117	ARHGEF1|9138	1274.0328
ARHGEF2|9181	3427.8188	ARHGEF2|9181	1154.1722
lowly_expressed	lowly_expressed	ARHGEF33|100271715	13.4423
ARHGEF35|445328	498.4194	ARHGEF35|445328	663.5276
ARHGEF37|389337	504.215	ARHGEF37|389337	1697.8391
ARHGEF38|54848	27.9241	ARHGEF38|54848	39.2068
ARHGEF3|50650	2316.6491	ARHGEF3|50650	939.4685
ARHGEF4|50649	78.5037	ARHGEF4|50649	170.2693
ARHGEF5|7984	495.2582	ARHGEF5|7984	699.7472
ARHGEF6|9459	3000.0	ARHGEF6|9459	1519.3551
ARHGEF7|8874	1090.0948	ARHGEF7|8874	1499.9384
ARHGEF9|23229	478.9252	ARHGEF9|23229	619.8401
ARID1A|8289	4034.2466	ARID1A|8289	2241.1327
ARID1B|57492	2002.1075	ARID1B|57492	2135.0878
ARID2|196528	964.6997	ARID2|196528	550.3881
ARID3A|1820	85.8799	ARID3A|1820	17.9231
ARID3B|10620	126.9758	ARID3B|10620	90.3622
ARID4A|5926	631.7176	ARID4A|5926	457.4121
ARID4B|51742	1849.0253	ARID4B|51742	922.2847
ARID5A|10865	269.2308	ARID5A|10865	4221.2605
ARID5B|84159	2180.7165	ARID5B|84159	5562.5049
ARIH1|25820	1815.0685	ARIH1|25820	1716.1356
ARIH2|10425	988.9357	ARIH2|10425	1616.7484
ARL10|285598	13.6986	ARL10|285598	18.2965
ARL11|115761	54.2677	ARL11|115761	40.7003
ARL13B|200894	238.6723	ARL13B|200894	321.4954
ARL15|54622	398.8409	ARL15|54622	518.2759
ARL16|339231	299.7893	ARL16|339231	386.84
ARL17A|51326	66.059	ARL17A|51326	47.2273
lowly_expressed	lowly_expressed	ARL17B|641522	5.2201
ARL1|400	4222.3393	ARL1|400	2247.1071
ARL2BP|23568	1089.0411	ARL2BP|23568	1624.2798
ARL2|402	987.3551	ARL2|402	1188.1513
ARL3|403	600.6322	ARL3|403	676.2232
ARL4A|10124	319.2835	ARL4A|10124	620.9603
ARL4C|10123	377.7661	ARL4C|10123	1935.3201
ARL4D|379	102.7397	ARL4D|379	191.9264
ARL5A|26225	1177.0285	ARL5A|26225	775.1735
ARL5B|221079	300.3161	ARL5B|221079	152.7196
ARL6IP1|23204	7808.746	ARL6IP1|23204	3556.6127
ARL6IP4|51329	1792.4131	ARL6IP4|51329	2003.6518
ARL6IP5|10550	4246.5753	ARL6IP5|10550	5084.9293
ARL6IP6|151188	430.4531	ARL6IP6|151188	268.4729
ARL6|84100	77.9768	ARL6|84100	85.8815
ARL8A|127829	2200.7376	ARL8A|127829	1219.1434
ARL8B|55207	2743.4141	ARL8B|55207	2074.9708
ARL9|132946	11.5911	ARL9|132946	22.4039
ARMC10|83787	971.5385	ARMC10|83787	613.1638
ARMC1|55156	592.2023	ARMC1|55156	616.1061
ARMC2|84071	36.8809	ARMC2|84071	37.7132
lowly_expressed	lowly_expressed	ARMC3|219681	15.6827
ARMC5|79798	195.9958	ARMC5|79798	406.63
ARMC6|93436	758.6407	ARMC6|93436	522.3609
ARMC7|79637	338.7777	ARMC7|79637	230.013
ARMC8|25852	596.9442	ARMC8|25852	665.768
ARMC9|80210	150.6849	ARMC9|80210	183.7116
ARMCX1|51309	1791.3593	ARMCX1|51309	754.6367
ARMCX2|9823	1842.4658	ARMCX2|9823	771.4396
ARMCX3|51566	2425.7113	ARMCX3|51566	1620.5458
ARMCX5|64860	419.9157	ARMCX5|64860	374.1445
ARMCX6|54470	224.9737	ARMCX6|54470	220.678
ARNT2|9915	3009.4837	ARNT2|9915	327.4697
ARNTL2|56938	98.5248	ARNTL2|56938	52.6491
ARNTL|406	83.2455	ARNTL|406	336.0579
ARNT|405	1842.9926	ARNT|405	1482.7621
ARPC1A|10552	2847.9347	ARPC1A|10552	2214.9352
ARPC1B|10095	1777.9874	ARPC1B|10095	2206.8399
ARPC2|10109	3764.4889	ARPC2|10109	4080.863
ARPC3|10094	2985.2476	ARPC3|10094	2946.8543
ARPC4|10093	2530.0843	ARPC4|10093	2953.3066
ARPC5L|81873	601.686	ARPC5L|81873	683.3177
ARPC5|10092	3350.3688	ARPC5|10092	3531.9684
ARPM1|84517	57.9557	ARPM1|84517	48.1683
ARPP19|10776	5329.8209	ARPP19|10776	3303.4491
ARRB1|408	560.0632	ARRB1|408	1228.4783
ARRB2|409	433.6143	ARRB2|409	768.079
ARRDC1|92714	1006.8493	ARRDC1|92714	650.4587
ARRDC2|27106	634.3519	ARRDC2|27106	1437.9544
ARRDC3|57561	948.8936	ARRDC3|57561	3938.5985
ARRDC4|91947	423.0769	ARRDC4|91947	1182.5504
ARSA|410	806.6386	ARSA|410	893.914
ARSB|411	254.4784	ARSB|411	213.5835
ARSD|414	3121.7071	ARSD|414	2949.0947
ARSE|415	5.7956	ARSE|415	47.0481
ARSG|22901	229.1886	ARSG|22901	317.7614
ARSH|347527	7.9031	lowly_expressed	lowly_expressed
ARSI|340075	23.7092	ARSI|340075	106.7917
ARSJ|79642	86.4067	ARSJ|79642	166.5354
ARSK|153642	153.8462	ARSK|153642	142.2645
ART4|420	5.2687	ART4|420	11.5753
ART5|116969	8.4299	ART5|116969	9.3349
ARTN|9048	18.4405	ARTN|9048	5.601
ARV1|64801	1458.3772	ARV1|64801	403.6429
ARVCF|421	171.7597	ARVCF|421	599.6766
AR|367	736.5648	AR|367	321.122
AS3MT|57412	104.3203	AS3MT|57412	106.4183
ASAH1|427	19370.9168	ASAH1|427	4938.184
ASAH2B|653308	18.9673	ASAH2B|653308	16.4295
ASAM|79827	206.5332	ASAM|79827	405.8833
ASAP1|50807	1306.6386	ASAP1|50807	801.6848
ASAP2|8853	829.8209	ASAP2|8853	850.5999
ASAP3|55616	838.7777	ASAP3|55616	1371.4896
ASB13|79754	2023.7092	ASB13|79754	934.9877
ASB14|142686	8.9568	ASB14|142686	8.5881
ASB16|92591	12.1338	ASB16|92591	13.6066
ASB1|51665	213.9673	ASB1|51665	804.9483
ASB2|51676	9.4837	ASB2|51676	67.2116
ASB3|51130	359.8525	ASB3|51130	232.2795
ASB6|140459	522.3077	ASB6|140459	669.7260000000001
ASB7|140460	353.0032	ASB7|140460	340.9121
ASB8|140461	436.7756	ASB8|140461	595.5693
ASB9|140462	61.6438	ASB9|140462	50.7821
ASCC1|51008	420.4426	ASCC1|51008	370.4105
ASCC2|84164	1267.6502	ASCC2|84164	1190.0183
ASCC3|10973	1270.8114	ASCC3|10973	893.914
ASCL2|430	7.9031	ASCL2|430	12.6955
ASF1A|25842	551.1064	ASF1A|25842	412.6044
ASF1B|55723	433.0875	ASF1B|55723	83.2677
ASGR1|432	8.9568	ASGR1|432	15.3093
ASGR2|433	7.9031	lowly_expressed	lowly_expressed
ASH1L|55870	4974.1359	ASH1L|55870	1886.8381
ASH2L|9070	1203.372	ASH2L|9070	1237.4398
ASL|435	498.9463	ASL|435	503.34
ASMTL|8623	500.5269	ASMTL|8623	934.2185
ASNA1|439	1154.8999	ASNA1|439	1142.5968
ASNSD1|54529	974.7102	ASNSD1|54529	986.1432
ASNS|440	407.7977	ASNS|440	377.505
ASPA|443	25.8166	ASPA|443	81.4007
ASPHD1|253982	29.5047	ASPHD1|253982	46.3013
ASPHD2|57168	61.117	ASPHD2|57168	55.2629
ASPH|444	4633.235	ASPH|444	5346.0948
ASPM|259266	339.3045	ASPM|259266	10.8285
ASPN|54829	1276.607	ASPN|54829	614.9859
ASPRV1|151516	36.5121	ASPRV1|151516	92.976
ASPSCR1|79058	454.1623	ASPSCR1|79058	292.7438
ASRGL1|80150	60.5901	ASRGL1|80150	163.9216
ASS1|445	1448.3667	ASS1|445	1998.4243
ASTE1|28990	164.6259	ASTE1|28990	159.5603
ASTN1|460	16.8599	ASTN1|460	110.1523
ASTN2|23245	54.7945	ASTN2|23245	208.3559
ASXL1|171023	1182.8239999999998	ASXL1|171023	1546.6131
ASXL2|55252	570.0738	ASXL2|55252	557.1093
lowly_expressed	lowly_expressed	ASXL3|80816	31.7388
ATAD1|84896	1141.7281	ATAD1|84896	954.4044
ATAD2B|54454	517.9136	ATAD2B|54454	156.827
ATAD2|29028	1478.3983	ATAD2|29028	297.2245
ATAD3A|55210	553.2139	ATAD3A|55210	461.1461
ATAD3B|83858	150.6849	ATAD3B|83858	138.1571
ATAD3C|219293	16.333	ATAD3C|219293	156.4536
ATAD5|79915	65.8588	ATAD5|79915	18.6699
ATE1|11101	326.6596	ATE1|11101	197.15400000000002
ATF1|466	773.4457	ATF1|466	402.5227
ATF2|1386	483.667	ATF2|1386	295.7309
ATF3|467	1331.4015	ATF3|467	4064.4335
ATF4|468	5346.6807	ATF4|468	6115.8802
ATF5|22809	1084.2993	ATF5|22809	792.3498
ATF6B|1388	2887.2497	ATF6B|1388	2155.9981
ATF6|22926	2420.9694	ATF6|22926	1501.8054
ATF7IP2|80063	36.8809	ATF7IP2|80063	48.1683
ATF7IP|55729	1883.5616	ATF7IP|55729	682.9443
ATF7|11016	1919.5258	ATF7|11016	1546.7139
ATG10|83734	65.8588	ATG10|83734	128.8222
ATG12|9140	426.2381	ATG12|9140	339.0451
ATG16L1|55054	712.3288	ATG16L1|55054	516.409
ATG16L2|89849	132.5869	ATG16L2|89849	183.8685
ATG2A|23130	1018.9673	ATG2A|23130	786.0021
ATG2B|55102	799.2624	ATG2B|55102	868.1496
ATG3|64422	822.4447	ATG3|64422	801.3114
ATG4A|115201	335.0896	lowly_expressed	lowly_expressed
