gene_id	TCGA-E9-A1NG-01A-21R-A14M-07	gene_id	TCGA-E9-A1NG-11A-52R-A14M-07
LUZP1|7798	1195.1888	LUZP1|7798	1652.5045
LUZP2|338645	6.3946	LUZP2|338645	25.0447
LUZP6|767558	5333.1303	LUZP6|767558	4304.5617
LXN|56925	449.4519	LXN|56925	274.5975
LY6D|8581	159.5615	LY6D|8581	16.9946
LY6E|4061	3362.6675	LY6E|4061	2446.78
LY6G5B|58496	17.5244	LY6G5B|58496	38.0143
LY6G5C|80741	28.9281	LY6G5C|80741	26.8336
LY6G6C|80740	68.2095	LY6G6C|80740	13.4168
LY6H|4062	149.5128	removed	removed
LY6K|54742	80.3898	LY6K|54742	226.297
LY75|4065	464.1474	LY75|4065	585.8676
LY86|9450	298.1121	LY86|9450	81.8426
LY96|23643	264.9208	LY96|23643	225.8497
LY9|4063	8.5262	LY9|4063	12.0751
LYAR|55646	233.5566	LYAR|55646	303.22
LYL1|4066	121.8027	LYL1|4066	134.1682
LYNX1|66004	28.3191	LYNX1|66004	488.8193
LYN|4067	968.0268	LYN|4067	795.6172
LYPD1|116372	109.9147	LYPD1|116372	7.4776
LYPD3|27076	1705.8465	LYPD3|27076	163.6852
LYPD5|284348	75.5177	LYPD5|284348	37.5671
LYPD6B|130576	222.2899	LYPD6B|130576	70.6619
LYPD6|130574	127.5883	LYPD6|130574	263.4168
LYPLA1|10434	1279.5371	LYPLA1|10434	704.3828
LYPLA2P1|653639	74.6041	LYPLA2P1|653639	30.8587
LYPLA2|11313	1270.0974	LYPLA2|11313	557.6923
LYPLAL1|127018	279.5371	LYPLAL1|127018	381.0376
LYRM1|57149	468.9403	LYRM1|57149	883.7209
LYRM2|57226	949.4884	LYRM2|57226	709.5081
LYRM4|57128	287.1498	LYRM4|57128	315.7424
LYRM5|144363	264.6163	LYRM5|144363	368.9624
LYRM7|90624	320.341	LYRM7|90624	598.39
LYSMD1|388695	283.4957	LYSMD1|388695	176.6547
LYSMD2|256586	157.7345	LYSMD2|256586	163.2379
LYSMD3|116068	734.7747	LYSMD3|116068	720.4830000000001
LYSMD4|145748	113.4683	LYSMD4|145748	229.1458
LYST|1130	1164.4336	LYST|1130	1579.1592
LYVE1|10894	114.79899999999999	LYVE1|10894	7484.347
LYZ|4069	5087.6979	LYZ|4069	2262.5224
LZIC|84328	489.3423	LZIC|84328	345.2594
LZTFL1|54585	779.5371	LZTFL1|54585	677.5492
LZTR1|8216	724.7259	LZTR1|8216	1166.3685
LZTS1|11178	666.2607	LZTS1|11178	155.6351
LZTS2|84445	1547.503	LZTS2|84445	1645.3488
M6PR|4074	3432.9842	M6PR|4074	2830.8989
MAB21L1|4081	32.8867	MAB21L1|4081	85.8676
MACC1|346389	1457.3691	MACC1|346389	391.3238
MACF1|23499	9006.0901	MACF1|23499	9006.7084
MACROD1|28992	171.4373	MACROD1|28992	124.3292
MACROD2|140733	71.8636	MACROD2|140733	105.0984
MAD1L1|8379	383.9829	MAD1L1|8379	353.7567
MAD2L1BP|9587	392.5091	MAD2L1BP|9587	292.0394
MAD2L1|4085	168.3922	MAD2L1|4085	48.7478
MAD2L2|10459	371.8027	MAD2L2|10459	261.1807
MADD|8567	1210.7186	MADD|8567	1050.5367
MAEA|10296	990.2558	MAEA|10296	808.5868
MAF1|84232	1688.7942	MAF1|84232	2218.2469
MAFB|9935	1871.1937	MAFB|9935	1636.4043
MAFF|23764	372.7162	MAFF|23764	1871.6458
MAFG|4097	292.0219	MAFG|4097	710.6439999999999
MAFK|7975	475.60900000000004	MAFK|7975	1269.6601
MAF|4094	2108.4044	MAF|4094	1805.9034
MAGED1|9500	6840.134	MAGED1|9500	1822.0036
MAGED2|10916	17266.1389	MAGED2|10916	4508.0501
MAGED4B|81557	431.8027	MAGED4B|81557	124.3426
MAGED4|728239	121.7905	MAGED4|728239	33.0814
MAGEE1|57692	125.7613	MAGEE1|57692	119.8569
MAGEE2|139599	5.1766	removed	removed
MAGEF1|64110	821.8636	MAGEF1|64110	460.1968
MAGEH1|28986	559.6833	MAGEH1|28986	486.5832
MAGEL2|54551	15.8343	MAGEL2|54551	23.703000000000003
MAGI1|9223	589.525	MAGI1|9223	1138.6404
MAGI2|9863	729.2935	MAGI2|9863	322.89799999999997
MAGI3|260425	2255.7856	MAGI3|260425	586.7621
MAGIX|79917	21.62	MAGIX|79917	14.7585
MAGOHB|55110	232.9476	MAGOHB|55110	202.1467
MAGOH|4116	387.028	MAGOH|4116	323.7925
MAGT1|84061	2951.8879	MAGT1|84061	2202.5939
MAK16|84549	561.8088	MAK16|84549	574.6825
MAK|4117	16.1389	MAK|4117	39.8032
MAL2|114569	4104.1413	MAL2|114569	877.0125
MALAT1|378938	2728.1821	MALAT1|378938	4299.9374
MALL|7851	788.3678	MALL|7851	1079.1592
MALT1|10892	718.9403	MALT1|10892	676.2075
MAL|4118	31.3642	MAL|4118	10.2862
MAMDC2|256691	232.0311	MAMDC2|256691	1998.1843
MAMDC4|158056	21.011	MAMDC4|158056	11.1807
MAML1|9794	1235.2375	MAML1|9794	1189.2129
MAML2|84441	531.3642	MAML2|84441	1538.9088
MAML3|55534	533.8002	MAML3|55534	368.5152
MAMLD1|10046	177.2229	MAMLD1|10046	314.8479
MAMSTR|284358	29.5371	MAMSTR|284358	11.1807
MAN1A1|4121	3909.5615	MAN1A1|4121	5006.7084
MAN1A2|10905	1161.3886	MAN1A2|10905	1476.297
MAN1B1|11253	1912.6066	MAN1B1|11253	1148.4794
MAN1C1|57134	382.4604	MAN1C1|57134	569.7674
MAN2A1|4124	1429.9635	MAN2A1|4124	909.2129
MAN2A2|4122	971.0719	MAN2A2|4122	3367.6208
MAN2B1|4125	2582.5213	MAN2B1|4125	2454.3828
MAN2B2|23324	2380.3289	MAN2B2|23324	2361.8068
MAN2C1|4123	697.9294	MAN2C1|4123	1079.1592
MANBAL|63905	873.6297	MANBAL|63905	1037.5671
MANBA|4126	1429.3544	MANBA|4126	870.7513
MANEAL|149175	181.486	MANEAL|149175	83.1843
MANEA|79694	478.6845	MANEA|79694	522.8086
MANF|7873	1537.4543	MANF|7873	588.5509999999999
MANSC1|54682	904.9939	MANSC1|54682	752.6834
MAOA|4128	100.1827	MAOA|4128	10233.4526
MAOB|4129	1052.6797	MAOB|4129	3463.7746
MAP1A|4130	1396.4677	MAP1A|4130	1547.4061
MAP1B|4131	1751.2179999999998	MAP1B|4131	6230.321999999999
MAP1D|254042	49.0256	MAP1D|254042	57.6923
MAP1LC3A|84557	214.9817	MAP1LC3A|84557	350.1789
MAP1LC3B2|643246	257.9172	MAP1LC3B2|643246	302.7728
MAP1LC3B|81631	2118.4531	MAP1LC3B|81631	2738.3721
MAP1LC3C|440738	5.7856	MAP1LC3C|440738	128.3542
MAP1S|55201	908.9525	MAP1S|55201	596.6011
MAP2K1|5604	1150.9135	MAP2K1|5604	1878.7612
MAP2K2|5605	1000.6089999999999	MAP2K2|5605	1255.8139999999999
MAP2K3|5606	854.7503	MAP2K3|5606	1363.1485
MAP2K4|6416	1289.8904	MAP2K4|6416	814.8479
MAP2K5|5607	330.0853	MAP2K5|5607	340.7871
MAP2K6|5608	96.5286	MAP2K6|5608	69.3202
MAP2K7|5609	458.2826	MAP2K7|5609	686.941
MAP2|4133	580.3898	MAP2|4133	343.0233
MAP3K10|4294	144.6407	MAP3K10|4294	158.7657
MAP3K11|4296	1113.2765	MAP3K11|4296	1445.8855
MAP3K12|7786	266.5773	MAP3K12|7786	242.1735
MAP3K13|9175	61.8149	MAP3K13|9175	22.9114
MAP3K14|9020	405.2984	MAP3K14|9020	682.9159
MAP3K1|4214	2014.9208	MAP3K1|4214	1136.8515
MAP3K2|10746	984.1657	MAP3K2|10746	865.8318
MAP3K3|4215	1119.7473	MAP3K3|4215	1490.6753
MAP3K4|4216	988.4287	MAP3K4|4216	784.8837
MAP3K5|4217	823.3861	MAP3K5|4217	886.4043
MAP3K6|9064	663.5201	MAP3K6|9064	959.7496
MAP3K7|6885	898.2948	MAP3K7|6885	770.1252
MAP3K8|1326	105.9683	MAP3K8|1326	287.1199
MAP3K9|4293	45.676	MAP3K9|4293	35.7782
MAP4K1|11184	100.7917	MAP4K1|11184	49.195
MAP4K2|5871	302.6797	MAP4K2|5871	245.975
MAP4K3|8491	875.7613	MAP4K3|8491	961.9857
MAP4K4|9448	4827.9537	MAP4K4|9448	4011.1807
MAP4K5|11183	1926.3094	MAP4K5|11183	1060.8229
MAP4|4134	9896.4677	MAP4|4134	13558.1395
MAP6D1|79929	71.8636	MAP6D1|79929	30.8587
MAP6|4135	39.5859	MAP6|4135	154.7406
MAP7D1|55700	2926.3094	MAP7D1|55700	4665.9213
removed	removed	MAP7D2|256714	17.8891
MAP7D3|79649	228.0755	MAP7D3|79649	1368.9624
MAP7|9053	1303.2887	MAP7|9053	531.3059
MAP9|79884	574.2996	MAP9|79884	279.517
MAPK10|5602	10.9622	MAPK10|5602	734.347
MAPK11|5600	135.5055	MAPK11|5600	295.6172
MAPK12|6300	79.5402	MAPK12|6300	112.8623
MAPK13|5603	688.4896	MAPK13|5603	222.2719
MAPK14|1432	1644.0317	MAPK14|1432	1765.6529999999998
MAPK15|225689	76.1267	removed	removed
MAPK1IP1L|93487	1627.5883	MAPK1IP1L|93487	2008.0501
MAPK1|5594	3124.8477	MAPK1|5594	3528.1753
MAPK3|5595	1755.9318	MAPK3|5595	2129.5304
removed	removed	MAPK4|5596	30.8587
MAPK6|5597	1385.5055	MAPK6|5597	1050.9839
MAPK7|5598	374.1261	MAPK7|5598	352.9159
MAPK8IP1|9479	96.2241	MAPK8IP1|9479	255.3667
MAPK8IP2|23542	34.7138	MAPK8IP2|23542	26.3864
MAPK8IP3|23162	379.1108	MAPK8IP3|23162	466.458
MAPK8|5599	273.1425	MAPK8|5599	288.4615
MAPK9|5601	1394.3362	MAPK9|5601	1167.7102
MAPKAP1|79109	1549.9391	MAPKAP1|79109	2105.0984
MAPKAPK2|9261	3339.525	MAPKAPK2|9261	2378.8014
MAPKAPK3|7867	693.0572	MAPKAPK3|7867	570.6619
MAPKAPK5|8550	501.3033	MAPKAPK5|8550	458.6404
MAPKBP1|23005	378.8063	MAPKBP1|23005	594.3649
MAPKSP1|8649	994.5189	MAPKSP1|8649	811.2701
MAPRE1|22919	3079.7808	MAPRE1|22919	3223.6136
MAPRE2|10982	1126.6748	MAPRE2|10982	966.9052
MAPRE3|22924	334.3484	MAPRE3|22924	566.6369
MAPT|4137	1110.8404	MAPT|4137	880.5903
MARCH1|55016	173.5688	MARCH1|55016	68.4258
MARCH2|51257	531.9732	MARCH2|51257	1469.1413
MARCH3|115123	118.1486	MARCH3|115123	164.5796
MARCH4|57574	25.2741	removed	removed
MARCH5|54708	1321.8636	MARCH5|54708	1183.3631
MARCH6|10299	2087.0889	MARCH6|10299	2265.2057
MARCH7|64844	1725.6395	MARCH7|64844	1992.3971
MARCH8|220972	241.7783	MARCH8|220972	445.4383
MARCH9|92979	373.6297	MARCH9|92979	142.2182
MARCKSL1|65108	5933.0085	MARCKSL1|65108	1091.2343
MARCKS|4082	8658.9525	MARCKS|4082	4075.1342
MARCO|8685	104.1413	MARCO|8685	1002.6834
MARK1|4139	206.4555	MARK1|4139	590.7871
MARK2|2011	1320.3410000000001	MARK2|2011	821.1091
MARK3|4140	1115.1035	MARK3|4140	1080.5009
MARK4|57787	929.9635	MARK4|57787	523.703
MARS2|92935	91.0475	MARS2|92935	133.7209
MARS|4141	1718.6358	MARS|4141	1236.9052
MARVELD1|83742	2961.9884	MARVELD1|83742	986.1807
MARVELD2|153562	353.8368	MARVELD2|153562	120.7513
MARVELD3|91862	133.9647	MARVELD3|91862	75.8005
removed	removed	MASP1|5648	252.6834
removed	removed	MASP2|10747	16.1002
MAST1|22983	7.3082	removed	removed
MAST2|23139	1020.4019	MAST2|23139	969.1413
MAST3|23031	219.2448	MAST3|23031	327.8175
MAST4|375449	895.2497	MAST4|375449	1694.0966
MASTL|84930	290.8039	MASTL|84930	256.2612
removed	removed	MAT1A|4143	6.7084
MAT2A|4144	3276.1876	MAT2A|4144	4929.7853
MAT2B|27430	1715.8952	MAT2B|27430	1447.2272
MATK|4145	18.8794	MATK|4145	55.0089
MATN2|4147	261.8758	MATN2|4147	4114.0429
MATN3|4148	584.9574	MATN3|4148	55.0089
removed	removed	MATN4|8785	33.0948
MATR3|9782	8121.4099	MATR3|9782	6427.4329
MAVS|57506	1056.9428	MAVS|57506	2863.5957
MAX|4149	1472.2899	MAX|4149	1170.8408
MAZ|4150	2763.4653	MAZ|4150	1660.4338
MBD1|4152	982.3386	MBD1|4152	927.9964
MBD2|8932	1854.1413	MBD2|8932	3216.9052
MBD3|53615	902.5579	MBD3|53615	1007.6029
MBD4|8930	810.2923	MBD4|8930	639.0877
MBD5|55777	403.1669	MBD5|55777	343.9177
MBD6|114785	1517.0524	MBD6|114785	954.8301
MBIP|51562	347.1376	MBIP|51562	381.4848
removed	removed	MBL1P|8512	7.6029
MBLAC1|255374	14.3118	MBLAC1|255374	21.9141
MBLAC2|153364	158.648	MBLAC2|153364	205.7245
MBNL1|4154	4133.4836	MBNL1|4154	7247.1914
MBNL2|10150	2231.4251	MBNL2|10150	4739.7138
MBNL3|55796	37.7588	MBNL3|55796	136.8515
MBOAT1|154141	391.5956	MBOAT1|154141	599.2844
MBOAT2|129642	3403.1669	MBOAT2|129642	186.0465
MBOAT7|79143	1932.3995	MBOAT7|79143	600.6261
MBP|4155	565.1644	MBP|4155	1169.9463
MBTD1|54799	436.0536	MBTD1|54799	524.1503
MBTPS1|8720	2864.7990000000004	MBTPS1|8720	3507.6029
MBTPS2|51360	726.1876	MBTPS2|51360	625.1029
MB|4151	96.5286	MB|4151	58.5868
MC1R|4157	162.1742	MC1R|4157	34.4365
MCAM|4162	5235.3837	MCAM|4162	20590.7871
MCART1|92014	145.2497	MCART1|92014	250.0
removed	removed	MCART2|147407	8.9445
MCART6|401612	11.5713	MCART6|401612	5.814
MCAT|27349	219.5493	MCAT|27349	191.4132
MCCC1|56922	507.3082	MCCC1|56922	765.2057
MCCC2|64087	3204.0195	MCCC2|64087	1436.0465
MCC|4163	647.3812	MCC|4163	1211.5385
MCEE|84693	141.9001	MCEE|84693	191.4132
MCF2L|23263	721.0719	MCF2L|23263	1078.9356
MCFD2|90411	3582.8441	MCFD2|90411	3734.9597
MCHR1|2847	15.2253	removed	removed
MCL1|4170	10194.2753	MCL1|4170	18658.3184
MCM10|55388	90.134	MCM10|55388	33.542
MCM2|4171	716.1998	MCM2|4171	198.1216
MCM3APAS|114044	8.6967	MCM3APAS|114044	17.3524
MCM3AP|8888	1847.2716	MCM3AP|8888	1902.1467
MCM3|4172	2029.2326	MCM3|4172	1314.4007
MCM4|4173	1262.1803	MCM4|4173	587.2093
MCM5|4174	607.4909	MCM5|4174	561.7174
MCM6|4175	1424.7868	MCM6|4175	818.873
MCM7|4176	1182.0767	MCM7|4176	1259.9821
MCM8|84515	235.3837	MCM8|84515	189.1771
MCM9|254394	59.3788	MCM9|254394	51.8784
MCOLN1|57192	384.8965	MCOLN1|57192	630.1431
MCOLN2|255231	38.6724	MCOLN2|255231	8.4973
MCOLN3|55283	6.6991	MCOLN3|55283	118.9624
MCPH1|79648	464.8112	MCPH1|79648	502.6386
MCRS1|10445	629.1108	MCRS1|10445	680.6798
MCTP1|79772	181.486	MCTP1|79772	581.8426
MCTP2|55784	178.4409	MCTP2|55784	91.6816
MCTS1|28985	822.4726	MCTS1|28985	663.6852
MDC1|9656	869.6711	MDC1|9656	817.0841
MDFIC|29969	1086.7844	MDFIC|29969	2607.3345
MDFI|4188	672.6553	MDFI|4188	454.3828
MDGA1|266727	93.7881	MDGA1|266727	149.8211
MDH1B|130752	12.7893	MDH1B|130752	9.3918
MDH1|4190	2336.7844	MDH1|4190	4379.2487
MDH2|4191	2749.3909999999996	MDH2|4191	2123.8819
MDK|4192	1296.894	MDK|4192	572.898
MDM1|56890	306.0292	MDM1|56890	203.4884
MDM2|4193	1697.3203	MDM2|4193	1403.3989
MDM4|4194	578.8672	MDM4|4194	720.9302
MDN1|23195	698.5384	MDN1|23195	1359.1234
MDP1|145553	176.1815	MDP1|145553	129.2263
ME1|4199	395.8587	ME1|4199	1350.1789
ME2|4200	691.5347	ME2|4200	645.3488
ME3|10873	218.3313	ME3|10873	412.7907
MEA1|4201	1098.9525	MEA1|4201	782.2004
MEAF6|64769	2297.1985	MEAF6|64769	1251.7889
MECOM|2122	496.0414	MECOM|2122	727.1914
MECP2|4204	801.4616	MECP2|4204	1594.3649
MECR|51102	331.9123	MECR|51102	431.12699999999995
MED10|84246	417.1742	MED10|84246	382.3792
MED11|400569	217.1133	MED11|400569	201.2522
MED12L|116931	10.9622	MED12L|116931	11.1807
MED12|9968	1095.3106	MED12|9968	1249.1055
MED13L|23389	2160.7795	MED13L|23389	3822.4508
MED13|9969	2107.7954	MED13|9969	2293.381
MED14|9282	1460.1096	MED14|9282	986.9767
MED15|51586	1419.3057	MED15|51586	1656.0823
MED16|10025	670.8283	MED16|10025	631.4848
MED17|9440	561.8149	MED17|9440	610.0179
MED18|54797	313.6419	MED18|54797	207.5134
MED19|219541	289.8904	MED19|219541	196.3327
MED1|5469	1810.2923	MED1|5469	1795.6172
MED20|9477	529.5371	MED20|9477	411.8962
MED21|9412	645.8587	MED21|9412	481.2165
MED22|6837	643.1181	MED22|6837	647.585
MED23|9439	941.8392	MED23|9439	788.9088
MED24|9862	1102.3143	MED24|9862	1117.6208
MED25|81857	943.1577	MED25|81857	551.8784
MED26|9441	194.5798	MED26|9441	281.7531
MED27|9442	240.5603	MED27|9442	174.4186
MED28|80306	634.592	MED28|80306	438.2826
MED29|55588	2045.9805	MED29|55588	1140.4293
MED30|90390	109.0134	MED30|90390	154.2934
MED31|51003	127.7345	MED31|51003	132.0483
MED4|29079	1088.3069	MED4|29079	1006.7084
MED6|10001	413.8246	MED6|10001	269.2308
MED7|9443	211.6322	MED7|9443	260.2862
MED8|112950	681.7905	MED8|112950	580.9481
MED9|55090	328.2582	MED9|55090	326.4758
MEF2A|4205	1572.2808	MEF2A|4205	2354.4857
MEF2B|100271849	6.2789	MEF2B|100271849	28.1216
MEF2C|4208	1254.5676	MEF2C|4208	1744.6333
MEF2D|4209	1545.067	MEF2D|4209	1826.0286
MEFV|4210	11.5713	MEFV|4210	12.5224
MEG3|55384	66.9915	MEG3|55384	144.4544
MEGF10|84466	1398.5993	MEGF10|84466	33.542
MEGF6|1953	440.3167	MEGF6|1953	670.8408
MEGF8|1954	1116.9306	MEGF8|1954	1954.3828
MEGF9|1955	1672.6553	MEGF9|1955	2059.034
MEI1|150365	20.4019	MEI1|150365	16.5474
MEIS1|4211	220.4629	MEIS1|4211	257.6029
MEIS2|4212	176.6139	MEIS2|4212	254.9195
MEIS3P1|4213	691.5347	MEIS3P1|4213	637.2987
MEIS3|56917	768.2704	MEIS3|56917	150.2683
MELK|9833	89.525	MELK|9833	32.6476
MEMO1|51072	403.4348	MEMO1|51072	321.1002
MEN1|4221	829.4762	MEN1|4221	402.9517
removed	removed	MEOX1|4222	1369.4097
MEOX2|4223	192.1437	MEOX2|4223	944.9911
MEPCE|56257	810.5968	MEPCE|56257	1174.4186
MERTK|10461	296.894	MERTK|10461	377.907
MESDC1|59274	592.8745	MESDC1|59274	642.2182
MESDC2|23184	1962.2412	MESDC2|23184	1266.1002
MESP1|55897	10.0487	MESP1|55897	102.8623
MESP2|145873	7.6127	MESP2|145873	8.4973
removed	removed	MESTIT1|317751	45.1699
MEST|4232	544.7625	MEST|4232	5994.6333
METAP1|23173	900.7308	METAP1|23173	761.1807
METAP2|10988	1876.0658	METAP2|10988	1625.2236
METRNL|284207	658.9525	METRNL|284207	830.9481
METRN|79006	391.2911	METRN|79006	75.5814
METT10D|79066	802.9842	METT10D|79066	873.4347
METT11D1|64745	387.028	METT11D1|64745	328.712
METT5D1|196074	383.0694	METT5D1|196074	245.975
METTL10|399818	294.7747	METTL10|399818	319.3873
METTL11A|28989	427.3264	METTL11A|28989	289.025
METTL11B|149281	9.1352	removed	removed
METTL12|751071	50.3806	METTL12|751071	39.8658
METTL13|51603	767.3569	METTL13|51603	706.1717
METTL14|57721	426.0049	METTL14|57721	411.8962
METTL1|4234	282.8867	METTL1|4234	219.5886
METTL2A|339175	356.2728	METTL2A|339175	306.7979
METTL2B|55798	277.4056	METTL2B|55798	307.2451
METTL3|56339	417.1011	METTL3|56339	501.3059
METTL4|64863	188.7942	METTL4|64863	225.8497
METTL5|29081	460.4324	METTL5|29081	689.3828
METTL6|131965	308.7698	METTL6|131965	231.6637
METTL7A|25840	922.3508	METTL7A|25840	4831.3953
METTL7B|196410	11.2667	METTL7B|196410	17.8891
METTL8|79828	351.0962	METTL8|79828	460.1968
METTL9|51108	2613.8855	METTL9|51108	1954.8301
MET|4233	225.94400000000002	MET|4233	2328.2648
MEX3A|92312	518.8794	MEX3A|92312	62.1646
MEX3B|84206	118.1486	MEX3B|84206	50.9839
MEX3C|51320	1078.2582	MEX3C|51320	1056.3506
MEX3D|399664	440.3167	MEX3D|399664	303.6673
MFAP1|4236	1181.7905	MFAP1|4236	710.6439999999999
MFAP2|4237	1575.2132	MFAP2|4237	161.0018
MFAP3L|9848	636.419	MFAP3L|9848	155.6351
MFAP3|4238	1608.7089	MFAP3|4238	1527.2809
MFAP4|4239	219.2448	MFAP4|4239	8317.5313
MFAP5|8076	8584.6529	MFAP5|8076	9370.3041
MFF|56947	1094.7016	MFF|56947	1127.4597
MFGE8|4240	7452.496999999999	MFGE8|4240	4961.5385
MFHAS1|9258	259.1352	MFHAS1|9258	343.9177
MFI2|4241	84.6529	MFI2|4241	189.6243
MFN1|55669	944.8843	MFN1|55669	896.6905
MFN2|9927	2292.0219	MFN2|9927	3119.8569
MFNG|4242	176.9184	MFNG|4242	401.61
MFRP|83552	1536.5408	MFRP|83552	750.4472
MFSD10|10227	865.408	MFSD10|10227	638.1932
MFSD11|79157	565.4537	MFSD11|79157	455.6216
MFSD1|64747	2253.6541	MFSD1|64747	2237.9249
MFSD2A|84879	51.7661	MFSD2A|84879	26.8336
MFSD2B|388931	12.4848	MFSD2B|388931	7.6029
MFSD3|113655	118.4531	MFSD3|113655	81.3953
MFSD4|148808	22.229	MFSD4|148808	173.5242
MFSD5|84975	678.1364	MFSD5|84975	585.8676
MFSD6L|162387	7.0037	MFSD6L|162387	11.6279
MFSD6|54842	1560.2923	MFSD6|54842	1176.6547
MFSD7|84179	467.6096	MFSD7|84179	154.0072
MFSD8|256471	330.9988	MFSD8|256471	367.1735
MFSD9|84804	127.5883	MFSD9|84804	165.9213
MGAM|8972	17.6614	MGAM|8972	9.839
MGAT1|4245	3669.6102	MGAT1|4245	5127.0125
MGAT2|4247	929.0499	MGAT2|4247	758.4973
MGAT3|4248	45.9805	MGAT3|4248	368.06800000000004
MGAT4A|11320	2416.2607	MGAT4A|11320	928.8909
MGAT4B|11282	1286.8453	MGAT4B|11282	963.3274
removed	removed	MGAT5B|146664	8.0501
MGAT5|4249	330.6943	MGAT5|4249	258.9445
MGA|23269	1163.8246	MGA|23269	1265.2057
MGC12916|84815	14.6163	MGC12916|84815	7.1556
MGC12982|84793	35.9318	MGC12982|84793	30.4114
removed	removed	MGC16121|84848	6.7084
MGC16142|84849	11.2667	MGC16142|84849	6.7084
MGC16275|85001	24.9695	MGC16275|85001	26.8336
MGC21881|389741	61.2058	MGC21881|389741	120.7513
MGC23270|196872	28.3191	MGC23270|196872	13.4168
MGC23284|197187	23.447	MGC23284|197187	31.3059
MGC2752|65996	647.0767	MGC2752|65996	525.9392
MGC29506|51237	86.7844	MGC29506|51237	21.0197
MGC3771|81854	6.489	MGC3771|81854	6.8157
MGC42105|167359	13.7028	MGC42105|167359	8.0501
MGC45800|90768	37.1498	MGC45800|90768	88.551
MGC57346|401884	112.0585	MGC57346|401884	110.9123
MGC70857|414919	269.7929	MGC70857|414919	228.9803
MGC72080|389538	59.5371	MGC72080|389538	70.4562
MGC87042|256227	23.447	MGC87042|256227	39.8032
MGEA5|10724	4209.8051	MGEA5|10724	5087.2093
MGLL|11343	2106.5773	MGLL|11343	11898.0322
MGMT|4255	353.5323	MGMT|4255	372.5403
MGP|4256	8656.2119	MGP|4256	50296.0644
MGRN1|23295	1707.3691	MGRN1|23295	940.0716
MGST1|4257	1399.8173	MGST1|4257	13717.3524
MGST2|4258	587.3934	MGST2|4258	711.0912
MGST3|4259	1628.1973	MGST3|4259	2869.8569
MIA3|375056	1809.3788	MIA3|375056	2461.9857
MIAT|440823	339.254	MIAT|440823	39.8032
MIA|8190	9.4397	MIA|8190	52.4463
MIB1|57534	2116.9306	MIB1|57534	1616.2791
MIB2|142678	253.9586	MIB2|142678	266.1002
MICAL1|64780	498.173	MICAL1|64780	372.8936
MICAL2|9645	4710.1096	MICAL2|9645	748.6583
MICAL3|57553	425.0914	MICAL3|57553	1627.0125
MICALCL|84953	62.4239	MICALCL|84953	26.3864
MICALL1|85377	356.5773	MICALL1|85377	576.4758
MICALL2|79778	483.2521	MICALL2|79778	184.7048
MICA|4276	488.4287	MICA|4276	411.449
MICB|4277	218.9403	MICB|4277	83.6315
MID1IP1|58526	540.4994	MID1IP1|58526	903.8462
MID1|4281	102.0097	MID1|4281	815.1789
MID2|11043	530.7552	MID2|11043	1171.288
MIDN|90007	1558.1608	MIDN|90007	3108.6762
MIER1|57708	1097.1376	MIER1|57708	1206.1717
MIER2|54531	314.2509	MIER2|54531	373.8819
MIER3|166968	639.7686	MIER3|166968	573.3453
MIF4GD|57409	416.4738	MIF4GD|57409	367.2898
MIF|4282	2305.0944	MIF|4282	922.2272
MIIP|60672	262.7893	MIIP|60672	207.0662
MINA|84864	337.3325	MINA|84864	1010.1521
MINK1|50488	1808.5719	MINK1|50488	1519.6333
MINPP1|9562	611.4495	MINPP1|9562	388.6404
MIOS|54468	872.1072	MIOS|54468	662.3435
MIPEP|4285	630.0244	MIPEP|4285	305.4562
MIPOL1|145282	204.933	MIPOL1|145282	122.09299999999999
MIR155HG|114614	16.4434	MIR155HG|114614	9.839
removed	removed	MIR17HG|407975	6.7084
MIS12|79003	436.9671	MIS12|79003	445.4383
MITD1|129531	217.4178	MITD1|129531	203.4884
MITF|4286	1343.1789999999999	MITF|4286	819.7674
MKI67IP|84365	744.2144	MKI67IP|84365	628.788
MKI67|4288	886.7235	MKI67|4288	125.2236
MKKS|8195	805.7247	MKKS|8195	851.9678
MKL1|57591	885.81	MKL1|57591	987.9249
MKL2|57496	1879.7199	MKL2|57496	3273.2558
MKLN1|4289	1604.7503	MKLN1|4289	2448.1216
MKNK1|8569	628.5445	MKNK1|8569	796.9589
MKNK2|2872	1629.4153	MKNK2|2872	3414.5796
MKRN1|23608	2401.9488	MKRN1|23608	2002.2361
MKRN2|23609	708.2826	MKRN2|23609	779.5169999999999
