gene_id	TCGA-BH-A1FU-01A-11R-A14D-07	gene_id	TCGA-BH-A1FU-11A-23R-A14D-07
LMNA|4000	9075.3573	LMNA|4000	9812.2706
LMNB1|4001	1677.7826	LMNB1|4001	241.74099999999999
LMNB2|84823	1555.2187	LMNB2|84823	824.8558
LMO2|4005	339.5409	LMO2|4005	449.397
LMO3|55885	14.2919	LMO3|55885	184.5831
LMO4|8543	1232.1351	LMO4|8543	990.5611
LMO7|4008	793.8502	LMO7|4008	660.1993
LMOD1|25802	1184.4955	LMOD1|25802	2656.0042
LMTK2|22853	349.5019	LMTK2|22853	600.9439
LMTK3|114783	188.3932	LMTK3|114783	145.2543
LMX1B|4010	398.0078	LMX1B|4010	1320.9229
LNP1|348801	71.2819	LNP1|348801	90.9177
LNPEP|4012	483.6553	LNPEP|4012	606.5705
LNX1|84708	251.6241	LNX1|84708	341.8983
LNX2|222484	670.4201	LNX2|222484	586.7855
LOC100009676|100009676	49.5453	LOC100009676|100009676	89.7902
lowly_expressed	lowly_expressed	LOC100101266|100101266	11.5364
lowly_expressed	lowly_expressed	LOC100124692|100124692	87.0477
LOC100125556|100125556	41.5331	LOC100125556|100125556	58.4164
LOC100126784|100126784	27.7176	LOC100126784|100126784	102.6324
lowly_expressed	lowly_expressed	LOC100127888|100127888	7.4672
LOC100128191|100128191	84.0494	LOC100128191|100128191	41.29
lowly_expressed	lowly_expressed	LOC100128239|100128239	11.5364
LOC100128288|100128288	23.8198	LOC100128288|100128288	77.6088
LOC100128292|100128292	16.8904	LOC100128292|100128292	30.4143
LOC100128640|100128640	16.0243	LOC100128640|100128640	57.1578
LOC100128788|100128788	9.5279	LOC100128788|100128788	16.7803
LOC100128822|100128822	132.958	LOC100128822|100128822	104.3524
LOC100128842|100128842	21.2213	LOC100128842|100128842	59.2554
LOC100129034|100129034	2599.5539	LOC100129034|100129034	2685.9465
LOC100129387|100129387	103.586	LOC100129387|100129387	170.388
LOC100129534|100129534	13.8588	LOC100129534|100129534	62.4017
LOC100129550|100129550	103.508	LOC100129550|100129550	251.1799
LOC100129637|100129637	137.2023	LOC100129637|100129637	261.6675
LOC100129716|100129716	10.8272	LOC100129716|100129716	11.5364
LOC100129726|100129726	5.6301	LOC100129726|100129726	13.634
LOC100130015|100130015	10.1343	LOC100130015|100130015	48.25899999999999
LOC100130093|100130093	136.7388	LOC100130093|100130093	167.5302
LOC100130331|100130331	6.0632	lowly_expressed	lowly_expressed
LOC100130522|100130522	5.1971	LOC100130522|100130522	41.9507
LOC100130557|100130557	23.3824	LOC100130557|100130557	62.4908
LOC100130581|100130581	18.1897	LOC100130581|100130581	80.2307
lowly_expressed	lowly_expressed	LOC100130691|100130691	10.6293
LOC100130776|100130776	152.1741	LOC100130776|100130776	249.7798
LOC100130872|100130872	22.0875	LOC100130872|100130872	102.2549
LOC100130932|100130932	42.0095	LOC100130932|100130932	23.5973
lowly_expressed	lowly_expressed	LOC100130987|100130987	27.7923
LOC100131193|100131193	79.6882	LOC100131193|100131193	48.2433
LOC100131434|100131434	7.4664	LOC100131434|100131434	115.3173
LOC100131551|100131551	25.5522	lowly_expressed	lowly_expressed
LOC100131691|100131691	18.822	LOC100131691|100131691	23.398000000000003
LOC100132111|100132111	8.9129	LOC100132111|100132111	23.9958
LOC100132215|100132215	9.5409	LOC100132215|100132215	22.5485
LOC100132247|100132247	187.9602	LOC100132247|100132247	390.666
LOC100132287|100132287	235.5998	LOC100132287|100132287	356.58099999999996
LOC100132288|100132288	468.6011	LOC100132288|100132288	330.3618
LOC100132707|100132707	68.0294	LOC100132707|100132707	221.8563
LOC100132832|100132832	8.9866	LOC100132832|100132832	7.1526
LOC100133161|100133161	38.5448	LOC100133161|100133161	61.9822
LOC100133331|100133331	92.5769	LOC100133331|100133331	155.1337
lowly_expressed	lowly_expressed	LOC100133545|100133545	28.8411
lowly_expressed	lowly_expressed	LOC100133669|100133669	18.8778
LOC100133957|100133957	6.99	LOC100133957|100133957	5.6057
LOC100133991|100133991	9.961	LOC100133991|100133991	29.3655
LOC100134229|100134229	313.5557	LOC100134229|100134229	143.6812
LOC100134259|100134259	15.1581	LOC100134259|100134259	19.9266
LOC100134713|100134713	15.6085	LOC100134713|100134713	15.7525
LOC100134868|100134868	8.2287	lowly_expressed	lowly_expressed
LOC100144603|100144603	6.4963	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100144604|100144604	6.817
LOC100170939|100170939	99.5886	LOC100170939|100170939	171.6571
lowly_expressed	lowly_expressed	LOC100188947|100188947	22.5485
LOC100188949|100188949	10.8272	lowly_expressed	lowly_expressed
LOC100190938|100190938	23.3867	LOC100190938|100190938	151.5469
LOC100190939|100190939	80.5544	LOC100190939|100190939	326.6911
LOC100190986|100190986	200.9528	LOC100190986|100190986	503.9329
LOC100192378|100192378	9.0948	LOC100192378|100192378	11.0121
LOC100216545|100216545	35.9463	LOC100216545|100216545	73.9381
LOC100233209|100233209	31.1823	LOC100233209|100233209	28.3167
lowly_expressed	lowly_expressed	LOC100240726|100240726	8.9145
LOC100240735|100240735	6.9294	LOC100240735|100240735	14.6827
LOC100268168|100268168	5.1971	LOC100268168|100268168	8.9145
LOC100270710|100270710	202.1914	LOC100270710|100270710	215.72099999999998
LOC100270746|100270746	36.3794	LOC100270746|100270746	39.8532
LOC100270804|100270804	8.2287	LOC100270804|100270804	41.8983
LOC100271722|100271722	15.1581	LOC100271722|100271722	59.7798
lowly_expressed	lowly_expressed	LOC100271831|100271831	19.2239
LOC100271836|100271836	444.764	LOC100271836|100271836	677.8762
LOC100272146|100272146	14.2919	LOC100272146|100272146	39.3288
LOC100272216|100272216	15.1581	LOC100272216|100272216	40.3723
LOC100272217|100272217	20.7882	LOC100272217|100272217	23.5973
LOC100272228|100272228	6.4963	LOC100272228|100272228	103.82799999999999
LOC100286793|100286793	68.4279	LOC100286793|100286793	170.4248
LOC100286844|100286844	15.5652	LOC100286844|100286844	28.5422
lowly_expressed	lowly_expressed	LOC100287227|100287227	7.3256
LOC100288778|100288778	110.2642	LOC100288778|100288778	304.6932
LOC100289341|100289341	58.0338	LOC100289341|100289341	49.2921
LOC100302401|100302401	22.1178	LOC100302401|100302401	18.4845
lowly_expressed	lowly_expressed	LOC100302640|100302640	10.4877
LOC100302650|100302650	8.2287	LOC100302650|100302650	20.9754
LOC100303728|100303728	13.4257	LOC100303728|100303728	28.8411
LOC113230|113230	59.333	LOC113230|113230	103.82799999999999
LOC115110|115110	17.1633	LOC115110|115110	110.4824
LOC121838|121838	56.7345	LOC121838|121838	19.4022
LOC134466|134466	28.1507	LOC134466|134466	99.1085
LOC143188|143188	8.6618	LOC143188|143188	24.1217
LOC143666|143666	22.0875	LOC143666|143666	23.0729
LOC144438|144438	606.3231	LOC144438|144438	865.7577
LOC144486|144486	8.6618	LOC144486|144486	18.3534
LOC144571|144571	16.4833	LOC144571|144571	69.3865
LOC145783|145783	13.5513	LOC145783|145783	27.0949
LOC145820|145820	9.0948	LOC145820|145820	15.7315
LOC145837|145837	33.7809	LOC145837|145837	47.7189
LOC146880|146880	244.8029	LOC146880|146880	413.6235
LOC147727|147727	270.6799	LOC147727|147727	714.2108
LOC147804|147804	69.2941	LOC147804|147804	120.0839
LOC148189|148189	56.7345	LOC148189|148189	62.1133
LOC148413|148413	410.0823	LOC148413|148413	331.4001
lowly_expressed	lowly_expressed	LOC148696|148696	17.892
LOC148709|148709	19.0559	LOC148709|148709	5.7682
lowly_expressed	lowly_expressed	LOC149134|149134	22.0241
LOC149837|149837	43.3088	LOC149837|149837	84.9502
lowly_expressed	lowly_expressed	LOC150197|150197	5.2438
LOC150381|150381	22.9537	LOC150381|150381	45.4693
LOC150622|150622	249.4586	lowly_expressed	lowly_expressed
LOC150776|150776	181.0307	LOC150776|150776	572.1028
LOC150786|150786	74.4911	LOC150786|150786	62.4017
LOC151009|151009	51.5375	LOC151009|151009	55.0603
LOC151162|151162	1160.2425	LOC151162|151162	1311.484
LOC151534|151534	68.861	LOC151534|151534	110.645
LOC152217|152217	195.7557	LOC152217|152217	189.3026
lowly_expressed	lowly_expressed	LOC153328|153328	17.8291
LOC153684|153684	36.3794	LOC153684|153684	60.8285
LOC154761|154761	50.2728	LOC154761|154761	74.7142
lowly_expressed	lowly_expressed	LOC154822|154822	9.9056
lowly_expressed	lowly_expressed	LOC157381|157381	5.2438
LOC158376|158376	19.0559	LOC158376|158376	35.1337
LOC158572|158572	21.6544	LOC158572|158572	42.4751
LOC162632|162632	59.6016	LOC162632|162632	276.2716
LOC200030|200030	450.9961	LOC200030|200030	982.753
LOC202181|202181	22.5206	LOC202181|202181	122.7058
LOC202781|202781	145.0845	LOC202781|202781	207.1316
LOC219347|219347	32.9883	LOC219347|219347	63.2302
LOC220594|220594	21.6544	LOC220594|220594	69.3917
LOC220729|220729	124.2962	LOC220729|220729	201.3634
LOC220930|220930	74.9892	LOC220930|220930	70.8285
LOC221442|221442	6.9294	LOC221442|221442	108.0231
LOC221710|221710	497.61800000000005	LOC221710|221710	355.0079
LOC222699|222699	22.9537	LOC222699|222699	39.8532
LOC253039|253039	437.4188	LOC253039|253039	745.1494
lowly_expressed	lowly_expressed	LOC253724|253724	14.1584
LOC254559|254559	57.6007	LOC254559|254559	165.1809
lowly_expressed	lowly_expressed	LOC255167|255167	10.4877
lowly_expressed	lowly_expressed	LOC256880|256880	5.2438
LOC25845|25845	235.9593	LOC25845|25845	316.4919
LOC282997|282997	34.2139	LOC282997|282997	39.3288
LOC283050|283050	5.6301	LOC283050|283050	29.8899
LOC283070|283070	300.9961	LOC283070|283070	181.4368
LOC283174|283174	46.7735	LOC283174|283174	235.9727
LOC283267|283267	167.1719	LOC283267|283267	261.1432
LOC283314|283314	79.5366	LOC283314|283314	192.0399
lowly_expressed	lowly_expressed	LOC283392|283392	136.4499
LOC283663|283663	41.1434	LOC283663|283663	64.4992
LOC283731|283731	16.4573	LOC283731|283731	19.9266
LOC283867|283867	11.2603	lowly_expressed	lowly_expressed
LOC283922|283922	42.8757	LOC283922|283922	111.1694
LOC284023|284023	78.822	LOC284023|284023	178.8149
LOC284232|284232	11.6934	LOC284232|284232	22.5485
lowly_expressed	lowly_expressed	LOC284233|284233	19.9266
lowly_expressed	lowly_expressed	LOC284276|284276	15.2071
LOC284440|284440	29.45	LOC284440|284440	135.291
LOC284441|284441	141.6197	LOC284441|284441	78.6576
lowly_expressed	lowly_expressed	LOC284578|284578	30.4143
LOC284749|284749	9.5279	lowly_expressed	lowly_expressed
LOC284837|284837	73.6249	LOC284837|284837	73.4137
LOC284900|284900	95.34	LOC284900|284900	207.3466
LOC285033|285033	40.3162	LOC285033|285033	48.3587
LOC285074|285074	174.1013	LOC285074|285074	355.0079
LOC285359|285359	52.8367	LOC285359|285359	67.1211
LOC285419|285419	8.6618	LOC285419|285419	11.0121
lowly_expressed	lowly_expressed	LOC285456|285456	5.2438
LOC285593|285593	5.6301	LOC285593|285593	12.0608
LOC285629|285629	5.1971	lowly_expressed	lowly_expressed
LOC285830|285830	16.5916	LOC285830|285830	68.9198
lowly_expressed	lowly_expressed	LOC286002|286002	11.5364
LOC286367|286367	30.7492	LOC286367|286367	153.1201
lowly_expressed	lowly_expressed	LOC286467|286467	19.4022
LOC338651|338651	139.0212	LOC338651|338651	16.8222
LOC338758|338758	22.9537	LOC338758|338758	79.7063
LOC338799|338799	84.0191	LOC338799|338799	426.3241
LOC339047|339047	429.1901	LOC339047|339047	1635.0288
LOC339290|339290	248.1594	LOC339290|339290	560.818
LOC339524|339524	95.1321	LOC339524|339524	337.2889
LOC339535|339535	13.4257	LOC339535|339535	36.1825
LOC339674|339674	9.961	lowly_expressed	lowly_expressed
LOC341056|341056	7.3625	LOC341056|341056	6.2926
lowly_expressed	lowly_expressed	LOC342346|342346	9.9633
LOC344595|344595	82.7198	LOC344595|344595	255.8993
LOC348926|348926	84.0191	LOC348926|348926	97.5354
LOC349114|349114	87.9168	LOC349114|349114	165.7053
lowly_expressed	lowly_expressed	LOC349196|349196	12.58
LOC374443|374443	189.6925	LOC374443|374443	170.9491
lowly_expressed	lowly_expressed	LOC374491|374491	5.7682
LOC375190|375190	23.3867	LOC375190|375190	82.8526
LOC387646|387646	12.5595	LOC387646|387646	32.5118
LOC387647|387647	542.6505	LOC387647|387647	611.6938
LOC388152|388152	447.3798	LOC388152|388152	321.4473
LOC388242|388242	27.2845	LOC388242|388242	18.3534
LOC388588|388588	9.961	LOC388588|388588	14.6827
LOC388692|388692	163.2741	LOC388692|388692	447.2994
LOC388789|388789	452.1438	LOC388789|388789	415.8364
LOC388796|388796	279.3417	LOC388796|388796	328.2643
LOC388955|388955	319.1858	LOC388955|388955	205.5585
LOC389333|389333	35.5132	LOC389333|389333	94.9135
LOC389493|389493	32.0485	LOC389493|389493	15.7315
LOC389705|389705	6.4963	LOC389705|389705	8.9145
lowly_expressed	lowly_expressed	LOC390595|390595	25.6948
LOC391322|391322	8.6618	LOC391322|391322	19.9266
LOC399744|399744	72.3257	LOC399744|399744	144.2056
LOC399959|399959	427.8909	LOC399959|399959	793.3928
LOC400027|400027	211.3469	LOC400027|400027	346.6177
LOC400043|400043	113.469	LOC400043|400043	244.8873
LOC400657|400657	178.4322	LOC400657|400657	233.3508
LOC400752|400752	24.2529	LOC400752|400752	38.28
LOC400759|400759	14.2919	LOC400759|400759	27.7923
LOC400927|400927	41.7973	LOC400927|400927	45.4012
LOC400931|400931	8.2287	LOC400931|400931	160.9858
LOC400940|400940	24.686	lowly_expressed	lowly_expressed
LOC401010|401010	59.7661	LOC401010|401010	35.1337
LOC401052|401052	50.2382	LOC401052|401052	90.194
LOC401093|401093	67.4275	LOC401093|401093	153.5553
LOC401127|401127	5.1971	LOC401127|401127	6.817
LOC401397|401397	365.0931	LOC401397|401397	363.9224
LOC401431|401431	14.7813	LOC401431|401431	51.72
LOC401463|401463	6.9294	lowly_expressed	lowly_expressed
LOC401588|401588	71.8926	LOC401588|401588	76.0357
LOC402377|402377	16.0243	LOC402377|402377	13.1096
LOC407835|407835	31.6154	LOC407835|407835	41.4263
lowly_expressed	lowly_expressed	LOC440173|440173	14.6827
LOC440354|440354	198.3499	LOC440354|440354	217.3152
lowly_expressed	lowly_expressed	LOC440461|440461	9.9633
LOC440905|440905	112.1698	LOC440905|440905	406.9219
lowly_expressed	lowly_expressed	LOC440925|440925	9.4389
LOC440944|440944	141.6197	LOC440944|440944	368.6418
LOC440957|440957	58.4669	LOC440957|440957	49.2921
LOC441046|441046	12.1265	LOC441046|441046	10.4877
LOC441089|441089	136.4227	LOC441089|441089	95.9622
LOC441204|441204	20.3551	LOC441204|441204	42.9995
LOC441208|441208	38.9779	LOC441208|441208	98.0598
LOC441294|441294	68.4279	LOC441294|441294	137.91299999999998
lowly_expressed	lowly_expressed	LOC441454|441454	5.7682
LOC441455|441455	7.3625	LOC441455|441455	18.3534
LOC441666|441666	122.99700000000001	LOC441666|441666	77.6088
LOC441869|441869	221.3079	LOC441869|441869	380.7027
LOC442421|442421	6.9294	LOC442421|442421	18.8778
LOC442454|442454	308.7917	LOC442454|442454	124.8034
LOC493754|493754	467.735	LOC493754|493754	627.1631
LOC541471|541471	314.4218	LOC541471|541471	99.6329
lowly_expressed	lowly_expressed	LOC541473|541473	13.8542
LOC550112|550112	283.2395	LOC550112|550112	232.8264
LOC550643|550643	400.6063	LOC550643|550643	229.1557
LOC554202|554202	13.4257	LOC554202|554202	26.2192
lowly_expressed	lowly_expressed	LOC55908|55908	108.0231
lowly_expressed	lowly_expressed	LOC572558|572558	8.3901
LOC595101|595101	51.5375	LOC595101|595101	78.5947
LOC606724|606724	39.411	LOC606724|606724	15.2071
LOC613037|613037	5.6301	LOC613037|613037	28.7257
LOC619207|619207	6.4963	LOC619207|619207	40.9019
LOC641298|641298	164.7077	LOC641298|641298	167.6612
LOC642587|642587	209.1815	LOC642587|642587	911.9035
LOC642826|642826	60.0476	LOC642826|642826	189.16099999999997
LOC642846|642846	55.4353	LOC642846|642846	168.3272
LOC642852|642852	464.7033	LOC642852|642852	391.7147
LOC643008|643008	29.0169	LOC643008|643008	9.9633
LOC643387|643387	31.6154	LOC643387|643387	24.1217
LOC643763|643763	8.6618	LOC643763|643763	34.6093
LOC643837|643837	77.0896	LOC643837|643837	89.6696
LOC644165|644165	6.4963	lowly_expressed	lowly_expressed
LOC644172|644172	13.4257	LOC644172|644172	54.0115
LOC644538|644538	93.54700000000001	LOC644538|644538	145.7787
LOC644936|644936	29.0169	LOC644936|644936	11.5364
LOC645166|645166	65.3963	LOC645166|645166	77.6088
LOC645332|645332	71.8926	LOC645332|645332	114.3157
LOC645431|645431	10.7406	LOC645431|645431	24.0902
LOC645676|645676	35.1321	LOC645676|645676	33.44
LOC646214|646214	202.2521	LOC646214|646214	266.387
LOC646471|646471	47.4968	LOC646471|646471	104.8768
LOC646762|646762	182.7631	LOC646762|646762	407.4463
LOC646851|646851	86.6176	LOC646851|646851	113.7913
lowly_expressed	lowly_expressed	LOC646982|646982	5.2438
LOC646999|646999	16.8904	LOC646999|646999	19.4022
LOC647121|647121	51.1044	LOC647121|647121	34.085
LOC647288|647288	9.961	LOC647288|647288	7.8658
LOC647859|647859	5.1971	LOC647859|647859	12.5852
LOC647946|647946	16.8904	LOC647946|647946	9.9633
LOC647979|647979	10025.5522	LOC647979|647979	12381.2271
LOC648740|648740	6.5136	LOC648740|648740	22.8526
LOC649330|649330	17.7566	lowly_expressed	lowly_expressed
LOC650368|650368	22.5206	LOC650368|650368	72.365
LOC650623|650623	43.3088	LOC650623|650623	182.4856
LOC651250|651250	1664.79	LOC651250|651250	2070.2674
LOC652276|652276	34.647	LOC652276|652276	30.9386
LOC653113|653113	16.4573	LOC653113|653113	60.8285
LOC653501|653501	128.194	LOC653501|653501	314.6303
LOC653566|653566	1958.4236	LOC653566|653566	1151.5469
LOC653653|653653	117.3668	LOC653653|653653	72.365
LOC654342|654342	150.7146	LOC654342|654342	347.1421
LOC654433|654433	171.5548	LOC654433|654433	211.3267
LOC678655|678655	157.2586	LOC678655|678655	303.2879
LOC723972|723972	16.0243	lowly_expressed	lowly_expressed
LOC727896|727896	34.2139	LOC727896|727896	19.4022
LOC728024|728024	19.0559	LOC728024|728024	27.7923
LOC728190|728190	243.3954	LOC728190|728190	108.0231
LOC728264|728264	268.0814	LOC728264|728264	3770.8443
LOC728323|728323	80.5544	LOC728323|728323	38.8044
LOC728392|728392	83.586	LOC728392|728392	146.3031
LOC728554|728554	277.6094	LOC728554|728554	159.9371
lowly_expressed	lowly_expressed	LOC728606|728606	36.1825
LOC728613|728613	80.5544	LOC728613|728613	145.2543
LOC728640|728640	28.5838	LOC728640|728640	29.8899
LOC728643|728643	46.3404	LOC728643|728643	54.0115
LOC728723|728723	5.6301	LOC728723|728723	12.5852
LOC728743|728743	89.2161	LOC728743|728743	167.8028
LOC728758|728758	45.9073	LOC728758|728758	39.3288
LOC728819|728819	16.8904	LOC728819|728819	22.0241
LOC728855|728855	115.2663	LOC728855|728855	182.1762
LOC728875|728875	9.0299	LOC728875|728875	61.6623
LOC728989|728989	6.9294	LOC728989|728989	9.4389
LOC729020|729020	30.3162	LOC729020|729020	28.3167
LOC729082|729082	846.2711	LOC729082|729082	678.6628
LOC729176|729176	49.372	LOC729176|729176	34.085
LOC729234|729234	40.7103	LOC729234|729234	87.0477
LOC729375|729375	16.4573	LOC729375|729375	65.548
LOC729603|729603	37.6786	LOC729603|729603	33.0362
LOC729678|729678	719.7142	LOC729678|729678	508.6576
LOC729799|729799	14.2919	LOC729799|729799	31.9874
LOC729991-MEF2B|4207	7.8042	LOC729991-MEF2B|4207	88.4373
LOC729991|729991	153.3997	LOC729991|729991	178.0021
LOC730101|730101	177.13299999999998	LOC730101|730101	225.4851
LOC80054|80054	59.333	LOC80054|80054	112.7425
LOC80154|80154	479.4283	LOC80154|80154	703.1987
LOC81691|81691	66.2625	LOC81691|81691	112.2181
LOC84740|84740	5.6561	lowly_expressed	lowly_expressed
LOC84856|84856	19.0559	LOC84856|84856	50.3408
lowly_expressed	lowly_expressed	LOC84989|84989	8.4845
LOC90110|90110	145.0845	LOC90110|90110	245.4116
LOC90246|90246	6.4963	LOC90246|90246	23.5973
lowly_expressed	lowly_expressed	LOC90586|90586	13.634
LOC90784|90784	336.9424	LOC90784|90784	295.7525
LOC90834|90834	29.0169	LOC90834|90834	47.1945
LOC91316|91316	121.8623	LOC91316|91316	580.1993
LOC92249|92249	595.0628	LOC92249|92249	631.8825
LOC92659|92659	84.0191	LOC92659|92659	67.1211
LOC92973|92973	12.9926	LOC92973|92973	84.4258
lowly_expressed	lowly_expressed	LOC93432|93432	14.1584
LOC93622|93622	362.0615	LOC93622|93622	327.7399
LOC96610|96610	15074.9762	LOC96610|96610	7313.5448
LOH12CR1|118426	81.4205	LOH12CR1|118426	117.462
LOH12CR2|503693	16.4573	LOH12CR2|503693	34.085
LOH3CR2A|29931	45.4742	LOH3CR2A|29931	67.6455
LONP1|9361	1161.1087	LONP1|9361	1305.1914
LONP2|83752	2305.7601	LONP2|83752	2415.8364
LONRF1|91694	297.5314	LONRF1|91694	642.8946
LONRF2|164832	78.822	LONRF2|164832	587.8343
LONRF3|79836	24.686	LONRF3|79836	69.2187
LOXHD1|125336	12.9926	LOXHD1|125336	17.8291
LOXL1|4016	1282.8021	LOXL1|4016	264.8138
LOXL2|4017	2221.2213	LOXL2|4017	824.7876
LOXL3|84695	115.0715	LOXL3|84695	115.7315
LOXL4|84171	94.4132	LOXL4|84171	468.7992
LOX|4015	1647.8995	LOX|4015	704.7719
LPAL2|80350	6.4963	LPAL2|80350	8.3901
LPAR1|1902	510.6107	LPAR1|1902	722.6009
LPAR2|9170	280.2079	LPAR2|9170	237.5459
LPAR3|23566	139.4543	LPAR3|23566	85.999
LPAR4|2846	14.725	LPAR4|2846	16.2559
LPAR5|57121	71.0264	LPAR5|57121	62.9261
LPAR6|10161	668.2547	LPAR6|10161	1274.2528
LPCAT1|79888	1172.369	LPCAT1|79888	953.8542
LPCAT2|54947	1049.372	LPCAT2|54947	1401.6779999999999
LPCAT3|10162	765.6994	LPCAT3|10162	1272.6796
LPCAT4|254531	249.8917	LPCAT4|254531	495.5427
LPGAT1|9926	1498.9173	LPGAT1|9926	1781.8563
LPHN1|22859	734.084	LPHN1|22859	1227.5144
LPHN2|23266	1618.0165	LPHN2|23266	1624.5412
LPHN3|23284	70.5933	LPHN3|23284	317.7766
LPIN1|23175	922.0442	LPIN1|23175	1194.022
LPIN2|9663	1113.0359	LPIN2|9663	1119.5595
LPIN3|64900	119.1252	LPIN3|64900	639.57
LPL|4023	260.7189	LPL|4023	11091.7672
LPPR1|54886	7.7956	LPPR1|54886	57.1578
LPPR2|64748	430.4894	LPPR2|64748	616.151
LPPR3|79948	5.1971	LPPR3|79948	47.1945
LPPR4|9890	118.23299999999999	LPPR4|9890	151.5469
LPPR5|163404	6.0632	lowly_expressed	lowly_expressed
LPP|4026	1026.4184	LPP|4026	1358.1542
LPXN|9404	617.1503	LPXN|9404	222.3388
LQK1|642946	24.686	LQK1|642946	13.634
LRAT|9227	27.7176	LRAT|9227	79.7063
LRBA|987	4346.0372	LRBA|987	3201.3634
LRCH1|23143	721.5245	LRCH1|23143	953.3298
LRCH2|57631	77.9558	LRCH2|57631	68.1699
LRCH3|84859	377.6527	LRCH3|84859	534.8715
LRCH4|4034	544.8246	LRCH4|4034	749.3445
LRDD|55367	106.9727	LRDD|55367	239.6434
LRFN1|57622	53.2698	LRFN1|57622	49.2921
LRFN3|79414	220.0087	LRFN3|79414	238.0703
LRFN4|78999	588.5665	LRFN4|78999	238.0703
LRFN5|145581	43.3088	LRFN5|145581	89.1453
LRG1|116844	50.6713	LRG1|116844	199.2659
lowly_expressed	lowly_expressed	LRGUK|136332	7.3414
LRIG1|26018	2082.1828	LRIG1|26018	6384.3943
LRIG2|9860	282.3733	LRIG2|9860	375.9832
LRIG3|121227	680.3811	LRIG3|121227	1214.473
lowly_expressed	lowly_expressed	LRIT3|345193	13.1096
LRMP|4033	105.6735	LRMP|4033	127.9497
LRP10|26020	6283.6726	LRP10|26020	4977.4515
LRP11|84918	1868.4236	LRP11|84918	756.1458
LRP12|29967	670.8532	LRP12|29967	461.9822
LRP1B|53353	12.9926	LRP1B|53353	32.5118
LRP1|4035	14495.4526	LRP1|4035	23582.0661
LRP2BP|55805	30.7492	LRP2BP|55805	72.365
LRP2|4036	320.9181	LRP2|4036	6755.6371
LRP3|4037	896.0589	LRP3|4037	1004.9135
LRP4|4038	222.1395	LRP4|4038	544.646
LRP5L|91355	80.1213	LRP5L|91355	123.7546
LRP5|4041	1640.9701	LRP5|4041	2914.5254
LRP6|4040	1282.8064	LRP6|4040	2172.5223
LRP8|7804	783.456	LRP8|7804	79.182
LRPAP1|4043	1426.1585	LRPAP1|4043	1692.1867
LRPPRC|10128	4899.9567	LRPPRC|10128	3599.8951
LRRC10B|390205	25.1191	LRRC10B|390205	13.1096
LRRC14|9684	449.9264	LRRC14|9684	590.1626
LRRC15|131578	5031.6154	LRRC15|131578	133.7179
LRRC16A|55604	903.8545	LRRC16A|55604	692.1867
lowly_expressed	lowly_expressed	LRRC16B|90668	15.7315
LRRC17|10234	288.4366	LRRC17|10234	280.02099999999996
LRRC1|55227	1123.8631	LRRC1|55227	556.8956
LRRC20|55222	275.877	LRRC20|55222	150.4982
LRRC23|10233	56.3014	LRRC23|10233	162.559
lowly_expressed	lowly_expressed	LRRC24|441381	6.5863
LRRC25|126364	85.7514	LRRC25|126364	86.5233
LRRC26|389816	51.1044	LRRC26|389816	24.1217
LRRC27|80313	158.4149	LRRC27|80313	233.8752
LRRC28|123355	193.1572	LRRC28|123355	215.5218
LRRC29|26231	18.6228	LRRC29|26231	50.3408
LRRC2|79442	18.1897	LRRC2|79442	71.3162
LRRC31|79782	39.8441	LRRC31|79782	15.2071
LRRC32|2615	1639.6709	LRRC32|2615	1219.7168
LRRC33|375387	130.3595	LRRC33|375387	232.8264
LRRC34|151827	21.2213	LRRC34|151827	71.3162
lowly_expressed	lowly_expressed	LRRC36|55282	5.2438
LRRC37A2|474170	92.4989	LRRC37A2|474170	263.1411
LRRC37A3|374819	59.333	LRRC37A3|374819	150.4982
LRRC37A4|55073	178.4322	LRRC37A4|55073	241.0121
LRRC37A|9884	190.5587	LRRC37A|9884	605.139
LRRC37B2|147172	545.2577	LRRC37B2|147172	523.8595
LRRC37B|114659	152.0139	LRRC37B|114659	216.5705
