gene_id	TCGA-BH-A0BA-01A-11R-A056-07	gene_id	TCGA-BH-A0BA-11A-22R-A19E-07
RAB8B|51762	752.2919999999999	RAB8B|51762	1167.0512
RAB9A|9367	673.4641	RAB9A|9367	487.7711
RAB9B|51209	10.6246	RAB9B|51209	24.4578
RABAC1|10567	1817.1536	RABAC1|10567	1170.743
RABEP1|9135	2798.5468	RABEP1|9135	3430.7245
RABEP2|79874	1156.3705	RABEP2|79874	293.4933
RABEPK|10244	317.0251	RABEPK|10244	282.4181
RABGAP1L|9910	413.0923	RABGAP1L|9910	315.4222
RABGAP1|23637	1849.3702	RABGAP1|23637	1850.9460000000001
RABGEF1|27342	1135.0218	RABGEF1|27342	907.245
RABGGTA|5875	389.6838	RABGGTA|5875	429.6262
RABGGTB|5876	535.0013	RABGGTB|5876	496.0775
RABIF|5877	509.6393	RABIF|5877	288.4172
RABL2A|11159	230.6572	RABL2A|11159	281.9566
RABL2B|11158	269.6496	RABL2B|11158	296.7236
RABL3|285282	937.3661	RABL3|285282	820.4892
RABL5|64792	389.3411	RABL5|64792	414.8593
RAC1|5879	5274.6123	RAC1|5879	5135.21
RAC2|5880	576.4716	RAC2|5880	758.6525
RAC3|5881	78.8279	RAC3|5881	135.6714
RACGAP1|29127	1097.421	RACGAP1|29127	347.9465
RAD17|5884	802.3306	RAD17|5884	595.293
RAD18|56852	661.8113	RAD18|56852	314.2593
RAD1|5810	1021.6777	RAD1|5810	496.539
RAD21|5885	6358.3172	RAD21|5885	4459.1601
RAD23A|5886	1948.0764	RAD23A|5886	1925.7037
RAD23B|5887	5249.2503	RAD23B|5887	3716.659
RAD50|10111	2113.2722	RAD50|10111	1304.5685
RAD51AP1|10635	513.752	RAD51AP1|10635	59.5293
RAD51C|5889	205.9806	RAD51C|5889	167.5127
RAD51L1|5890	111.7299	RAD51L1|5890	123.2118
RAD51L3|5892	124.4109	RAD51L3|5892	154.5916
RAD51|5888	147.7166	RAD51|5888	23.9963
RAD52|5893	196.3842	RAD52|5893	140.5168
RAD54B|25788	205.1409	RAD54B|25788	63.9409
RAD54L2|23132	305.0296	RAD54L2|23132	392.2473
RAD54L|8438	139.491	RAD54L|8438	33.2257
RAD9A|5883	198.56400000000002	RAD9A|5883	194.1209
RAD9B|144715	23.9911	RAD9B|144715	39.2247
RADIL|55698	68.546	RADIL|55698	149.5155
RAE1|8480	972.3246	RAE1|8480	496.0775
lowly_expressed	lowly_expressed	RAET1E|135250	12.4596
lowly_expressed	lowly_expressed	RAET1G|353091	15.2284
RAF1|5894	2010.1105	RAF1|5894	1909.0909
RAG1AP1|55974	1563.1908	RAG1AP1|55974	514.5362
RAG1|5896	25.0193	RAG1|5896	41.9935
RAGE|5891	256.7047	RAGE|5891	123.6733
RAI14|26064	823.9225	RAI14|26064	1053.5302
RAI1|10743	706.3662	RAI1|10743	929.3955
RAI2|10742	330.3916	RAI2|10742	741.1168
RALA|5898	1517.265	RALA|5898	1185.5099
RALBP1|10928	1435.0099	RALBP1|10928	2197.9695
RALB|5899	1139.5767	RALB|5899	1327.1804
RALGAPA1|253959	926.056	RALGAPA1|253959	692.2012
RALGAPA2|57186	477.7654	RALGAPA2|57186	1035.9945
RALGAPB|57148	3003.6843	RALGAPB|57148	2473.4656
RALGDS|5900	1435.5308	RALGDS|5900	1625.7499
RALGPS1|9649	424.2995	RALGPS1|9649	280.5722
RALGPS2|55103	2445.3774	RALGPS2|55103	825.5653
RALY|22913	2270.2425	RALY|22913	1936.779
RAMP1|10267	74.3724	RAMP1|10267	93.2164
RAMP2|10266	618.6274	RAMP2|10266	718.9663
RAMP3|10268	435.2669	RAMP3|10268	583.2949
RANBP10|57610	679.6333	RANBP10|57610	823.7194
RANBP17|64901	128.8664	RANBP17|64901	29.9954
RANBP1|5902	536.3722	RANBP1|5902	440.24
RANBP2|5903	3133.9217	RANBP2|5903	4464.6977
RANBP3L|202151	107.2744	RANBP3L|202151	96.9082
RANBP3|8498	1114.2147	RANBP3|8498	1001.8459
RANBP6|26953	1133.4076	RANBP6|26953	854.1763
RANBP9|10048	1778.4252	RANBP9|10048	1128.288
RANGAP1|5905	1493.2739	RANGAP1|5905	1360.4061
RANGRF|29098	260.4884	RANGRF|29098	322.1827
RAN|5901	2478.965	RAN|5901	2209.0448
RAP1A|5906	1065.2044	RAP1A|5906	1186.8943
RAP1B|5908	2699.3402	RAP1B|5908	1960.3138
RAP1GAP2|23108	443.8351	RAP1GAP2|23108	632.2104
RAP1GAP|5909	468.5117	RAP1GAP|5909	619.7508
RAP1GDS1|5910	1267.7577	RAP1GDS1|5910	700.5076
RAP2A|5911	624.4538	RAP2A|5911	978.311
RAP2B|5912	455.8307	RAP2B|5912	626.6728
RAP2C|57826	2252.0778	RAP2C|57826	649.2847
RAPGEF1|2889	1344.1864	RAPGEF1|2889	2390.8629
RAPGEF2|9693	750.2356	RAPGEF2|9693	1377.0189
RAPGEF3|10411	537.0131	RAPGEF3|10411	1052.335
RAPGEF4|11069	330.3916	RAPGEF4|11069	194.2778
RAPGEF5|9771	1029.9032	RAPGEF5|9771	873.0964
RAPGEF6|51735	731.7282	RAPGEF6|51735	581.4490000000001
RAPGEFL1|51195	66.1469	RAPGEFL1|51195	173.0503
RAPH1|65059	1310.2562	RAPH1|65059	2584.2178
RARA|5914	1518.6359	RARA|5914	1091.3706
RARB|5915	277.9539	RARB|5915	347.9465
RARG|5916	1084.3972	RARG|5916	1085.3715
RARRES1|5918	162.7967	RARRES1|5918	1017.5358
RARRES2|5919	486.3336	RARRES2|5919	3197.0466
RARRES3|5920	1471.6819	RARRES3|5920	990.7707
RARS2|57038	471.2535	RARS2|57038	583.7563
RARS|5917	1644.0751	RARS|5917	1080.7568
RASA1|5921	1619.2579999999998	RASA1|5921	1110.203
RASA2|5922	205.2952	RASA2|5922	189.6631
RASA3|22821	361.2373	RASA3|22821	1041.0706
RASA4P|401331	59.5733	RASA4P|401331	76.179
RASA4|10156	159.8423	RASA4|10156	249.1924
RASAL1|8437	276.9257	RASAL1|8437	92.2935
RASAL2|9462	1637.2205	RASAL2|9462	1209.8616
RASAL3|64926	176.5059	RASAL3|64926	164.2824
RASD1|51655	837.9745	RASD1|51655	3193.8163
RASD2|23551	172.3931	RASD2|23551	197.5081
RASEF|158158	1412.7324	RASEF|158158	402.8611
RASGEF1A|221002	28.4466	RASGEF1A|221002	91.83200000000001
RASGEF1B|153020	195.356	RASGEF1B|153020	251.4998
lowly_expressed	lowly_expressed	RASGEF1C|255426	20.3046
RASGRF1|5923	80.5415	RASGRF1|5923	11.0752
RASGRF2|5924	152.5148	RASGRF2|5924	315.1823
RASGRP1|10125	115.5	RASGRP1|10125	187.8173
RASGRP2|10235	107.6172	RASGRP2|10235	76.1421
RASGRP3|25780	347.1853	RASGRP3|25780	377.0189
RASGRP4|115727	32.5593	RASGRP4|115727	49.8385
RASIP1|54922	314.9687	RASIP1|54922	594.8316
RASL10A|10633	13.0237	RASL10A|10633	110.2907
RASL10B|91608	33.5875	RASL10B|91608	115.3669
RASL11A|387496	156.2848	RASL11A|387496	294.4162
RASL11B|65997	161.7685	RASL11B|65997	29.5339
RASL12|51285	245.7373	RASL12|51285	290.7245
RASSF10|644943	809.5279	RASSF10|644943	67.8357
RASSF1|11186	576.8143	RASSF1|11186	499.7693
RASSF2|9770	531.5740000000001	RASSF2|9770	697.2773
RASSF3|283349	394.8248	RASSF3|283349	481.772
RASSF4|83937	294.3398	RASSF4|83937	676.6728
RASSF5|83593	689.5724	RASSF5|83593	658.5141
RASSF6|166824	365.0073	RASSF6|166824	407.4758
RASSF7|8045	508.9538	RASSF7|8045	217.3512
RASSF8|11228	310.856	RASSF8|11228	788.6479
RASSF9|9182	52.7804	RASSF9|9182	179.0494
RAVER1|125950	1136.8349	RAVER1|125950	1033.6871
RAVER2|55225	220.3753	RAVER2|55225	656.2067
RB1CC1|9821	2177.3627	RB1CC1|9821	1562.9903
RB1|5925	1451.1182	RB1|5925	1464.6977
RBAK|57786	755.3766	RBAK|57786	513.1518
RBBP4|5928	3388.947	RBBP4|5928	3415.1361
RBBP5|5929	1012.424	RBBP5|5929	666.8205
RBBP6|5930	2052.9518	RBBP6|5930	1152.2843
RBBP7|5931	3342.6442	RBBP7|5931	1854.1763
RBBP8|5932	609.7164	RBBP8|5932	1227.9649
RBBP9|10741	739.2683	RBBP9|10741	706.9682
RBCK1|10616	1432.9535	RBCK1|10616	1307.3373
RBKS|64080	59.9777	RBKS|64080	60.4522
RBL1|5933	239.9109	RBL1|5933	154.5916
RBL2|5934	2068.8544	RBL2|5934	2928.2141
RBM10|8241	1219.0901	RBM10|8241	1159.2063
RBM11|54033	7.1973	RBM11|54033	20.3046
RBM12B|389677	742.3528	RBM12B|389677	515.4592
RBM12|10137	2502.041	RBM12|10137	2192.8426
RBM14|10432	1088.0062	RBM14|10432	1041.9474
RBM15B|29890	1627.2779	RBM15B|29890	1966.8897
RBM15|64783	204.267	RBM15|64783	211.3521
RBM16|22828	1401.4772	RBM16|22828	1329.1324
RBM17|84991	928.1124	RBM17|84991	1032.7642
RBM18|92400	1755.805	RBM18|92400	838.0249
RBM19|9904	798.2178	RBM19|9904	530.6876
RBM20|282996	143.2611	RBM20|282996	36.9174
RBM22|55696	1171.4506	RBM22|55696	1083.0641
RBM23|55147	1660.5261	RBM23|55147	1492.3858
RBM24|221662	53.8086	RBM24|221662	15.2284
RBM25|58517	2316.511	RBM25|58517	1490.5399
RBM26|64062	786.565	RBM26|64062	886.0175
RBM27|54439	1572.1018	RBM27|54439	1138.4402
RBM28|55131	493.1882	RBM28|55131	279.1878
RBM33|155435	1103.2474	RBM33|155435	1187.8173
RBM34|23029	803.9688	RBM34|23029	467.92800000000005
RBM38|55544	241.2818	RBM38|55544	532.9949
RBM39|9584	5597.8065	RBM39|9584	3043.8394
RBM3|5935	5472.3674	RBM3|5935	3788.6479
RBM41|55285	292.3486	RBM41|55285	148.5925
RBM42|79171	1660.1834	RBM42|79171	1017.9972
RBM43|375287	321.8233	RBM43|375287	327.6419
lowly_expressed	lowly_expressed	RBM44|375316	6.922000000000001
RBM45|129831	174.7922	RBM45|129831	138.4402
RBM47|54502	3724.7879	RBM47|54502	1735.1177
RBM4B|83759	186.7878	RBM4B|83759	371.0198
RBM4|5936	1502.346	RBM4|5936	1877.7573
RBM5|10181	2359.6607	RBM5|10181	2018.0618
RBM6|10180	1187.3841	RBM6|10180	985.8929
RBM7|10179	396.8812	RBM7|10179	687.1251
RBM8A|9939	2760.9528	RBM8A|9939	1476.0222
RBM9|23543	1662.5825	RBM9|23543	3178.1264
RBMS1|5937	1008.3112	RBMS1|5937	1854.1763
RBMS2|5939	817.0679	RBMS2|5939	1835.3161
RBMS3|27303	75.0578	RBMS3|27303	241.80900000000003
RBMX2|51634	356.7818	RBMX2|51634	319.797
RBMXL1|494115	595.4623	RBMXL1|494115	925.2238
RBMX|27316	3263.4736	RBMX|27316	3239.5016
RBP1|5947	142.9183	RBP1|5947	715.7360000000001
RBP4|5950	237.1691	RBP4|5950	2745.7314
RBP5|83758	116.5281	RBP5|83758	76.6036
RBP7|116362	212.8352	RBP7|116362	562.9903
RBPJ|3516	567.2179	RBPJ|3516	969.0817
RBPMS2|348093	46.2685	RBPMS2|348093	183.2026
RBPMS|11030	1839.4311	RBPMS|11030	1687.5865
RBX1|9978	613.154	RBX1|9978	521.8274
RC3H1|149041	1007.6257	RC3H1|149041	1188.7402
RC3H2|54542	465.0844	RC3H2|54542	712.0443
RCAN1|1827	1865.8213	RCAN1|1827	3343.7933
RCAN2|10231	319.0815	RCAN2|10231	417.6281
RCAN3|11123	99.3917	RCAN3|11123	184.1255
RCBTB1|55213	752.9775	RCBTB1|55213	583.7563
RCBTB2|1102	332.4479	RCBTB2|1102	576.3729
RCC1|1104	918.3275	RCC1|1104	281.8643
RCC2|55920	3822.8087	RCC2|55920	2221.9659
RCCD1|91433	142.9183	RCCD1|91433	107.9834
RCE1|9986	247.7937	RCE1|9986	245.9622
RCHY1|25898	513.0666	RCHY1|25898	612.8288
RCL1|10171	332.7907	RCL1|10171	370.5584
RCN1|5954	1489.1612	RCN1|5954	2178.1264
RCN2|5955	742.3528	RCN2|5955	967.2358
RCN3|57333	370.491	RCN3|57333	564.8362
RCOR1|23186	1527.2042	RCOR1|23186	1065.5284
RCOR2|283248	12.3383	RCOR2|283248	18.9202
RCOR3|55758	2096.8212	RCOR3|55758	1213.6594
RCSD1|92241	359.8663	RCSD1|92241	606.8297
RD3|343035	14.7374	lowly_expressed	lowly_expressed
RDBP|7936	1252.1018	RDBP|7936	1098.9017
RDH10|157506	250.5355	RDH10|157506	765.1131
RDH11|51109	1281.1242	RDH11|51109	1074.7577
RDH13|112724	356.5796	RDH13|112724	159.2063
RDH14|57665	331.7625	RDH14|57665	306.4144
RDH16|8608	7.8828	RDH16|8608	7.3835
RDH5|5959	85.494	RDH5|5959	823.3364
RDX|5962	1173.507	RDX|5962	1750.3461
REC8|9985	24.3338	REC8|9985	27.688000000000002
RECK|8434	369.4628	RECK|8434	1363.6364
RECQL4|9401	398.2521	RECQL4|9401	63.221000000000004
RECQL5|9400	434.9242	RECQL5|9400	445.7776
RECQL|5965	1101.6023	RECQL|5965	807.185
REEP1|65055	409.2194	REEP1|65055	194.7393
REEP2|51308	23.6484	REEP2|51308	79.3724
REEP3|221035	771.8276	REEP3|221035	865.2515
REEP4|80346	633.3648	REEP4|80346	194.7393
REEP5|7905	9679.0266	REEP5|7905	5140.4476
REEP6|92840	2284.9799	REEP6|92840	553.2995
RELA|5970	1365.7784	RELA|5970	2054.4532
RELB|5971	220.3753	RELB|5971	213.19799999999998
RELL1|768211	658.0893	RELL1|768211	688.9709
RELL2|285613	23.8403	RELL2|285613	23.5025
RELN|5649	210.0934	RELN|5649	1417.6281
RELT|84957	81.227	RELT|84957	62.2981
REL|5966	185.0741	REL|5966	210.8906
REM1|28954	26.0475	REM1|28954	26.3036
REM2|161253	7.1973	REM2|161253	10.1523
RENBP|5973	45.9258	RENBP|5973	132.4412
REP15|387849	17.822	REP15|387849	12.4596
REPIN1|29803	3754.9482	REPIN1|29803	1672.3581
REPS1|85021	765.3157	REPS1|85021	783.5718
REPS2|9185	3149.0018	REPS2|9185	700.5076
RER1|11079	2628.5048	RER1|11079	2208.7125
RERE|473	2909.0909	RERE|473	4817.7204
RERGL|79785	59.9777	RERGL|79785	79.8339
RERG|85004	1015.8513	RERG|85004	1278.2649
REST|5978	445.8915	REST|5978	522.3812
RETSAT|54884	2993.0597	RETSAT|54884	5990.3092
RET|5979	398.9375	RET|5979	181.8182
REV1|51455	634.7357	REV1|51455	676.5113
REV3L|5980	570.6452	REV3L|5980	1135.21
REXO1|57455	1103.2474	REXO1|57455	470.2353
REXO2|25996	548.7105	REXO2|25996	540.3784
REXO4|57109	638.8484	REXO4|57109	463.7748
RFC1|5981	1275.6405	RFC1|5981	1352.5611
RFC2|5982	562.7624	RFC2|5982	378.8648
RFC3|5983	633.3648	RFC3|5983	272.2658
RFC4|5984	361.9227	RFC4|5984	203.0457
RFC5|5985	591.2090000000001	RFC5|5985	302.2612
RFESD|317671	48.9452	RFESD|317671	11.5367
RFFL|117584	650.0214	RFFL|117584	620.6461
RFK|55312	849.6273	RFK|55312	574.9885
RFNG|5986	318.39599999999996	RFNG|5986	555.1454
RFPL1S|10740	15.7656	RFPL1S|10740	24.4578
RFT1|91869	457.8871	RFT1|91869	524.227
RFTN1|23180	998.7148	RFTN1|23180	1365.4822
RFTN2|130132	79.8561	RFTN2|130132	155.976
RFWD2|64326	1248.9075	RFWD2|64326	706.0452
RFWD3|55159	945.5916	RFWD3|55159	727.2727
RFX1|5989	517.8648	RFX1|5989	373.3272
RFX2|5990	183.7032	RFX2|5990	365.4822
RFX3|5991	26.3902	RFX3|5991	71.5275
RFX5|5993	688.2015	RFX5|5993	738.8094
lowly_expressed	lowly_expressed	RFX6|222546	27.688000000000002
RFX7|64864	547.6823	RFX7|64864	775.2653
lowly_expressed	lowly_expressed	RFX8|731220	10.6138
RFXANK|8625	568.2838	RFXANK|8625	545.6899
RFXAP|5994	80.1988	RFXAP|5994	122.7503
RG9MTD1|54931	661.8113	RG9MTD1|54931	401.4767
RG9MTD2|93587	165.5385	RG9MTD2|93587	116.7513
RG9MTD3|158234	202.2106	RG9MTD3|158234	149.5155
RGAG1|57529	10.9674	RGAG1|57529	15.2284
RGAG4|340526	229.2863	RGAG4|340526	386.7097
RGL1|23179	419.5013	RGL1|23179	1306.8759
RGL2|5863	2746.2942	RGL2|5863	1210.4292
RGL3|57139	34.273	RGL3|57139	92.7596
RGL4|266747	8.9007	RGL4|266747	12.2427
RGMA|56963	285.8367	RGMA|56963	1412.5519
RGMB|285704	1185.9069	RGMB|285704	850.1615
RGNEF|64283	451.0325	RGNEF|64283	764.1901
RGN|9104	19.8783	RGN|9104	110.7522
RGP1|9827	203.91400000000002	RGP1|9827	281.4952
RGPD1|400966	614.0279	RGPD1|400966	517.2681
RGPD3|653489	259.7892	RGPD3|653489	449.4693
RGPD4|285190	146.6884	RGPD4|285190	181.3567
RGPD5|84220	153.327	RGPD5|84220	150.2769
RGPD6|729540	506.9934	RGPD6|729540	712.695
lowly_expressed	lowly_expressed	RGPD8|727851	96.2483
RGS10|6001	380.4301	RGS10|6001	409.7831
RGS11|8786	26.3114	RGS11|8786	78.9109
RGS12|6002	390.712	RGS12|6002	699.1232
RGS13|6003	10.6246	RGS13|6003	27.688000000000002
RGS14|10636	191.9287	RGS14|10636	193.8163
RGS16|6004	570.6452	RGS16|6004	433.7794
lowly_expressed	lowly_expressed	RGS17|26575	5.0761
RGS18|64407	46.95399999999999	RGS18|64407	40.6091
RGS19|10287	174.7922	RGS19|10287	225.6576
RGS1|5996	2178.3909	RGS1|5996	992.1551
lowly_expressed	lowly_expressed	RGS20|8601	9.2293
RGS21|431704	7.1973	lowly_expressed	lowly_expressed
RGS22|26166	64.0905	RGS22|26166	78.9109
RGS2|5997	579.5562	RGS2|5997	965.3899
RGS3|5998	1136.8349	RGS3|5998	886.0175
RGS4|5999	165.5385	RGS4|5999	280.5722
RGS5|8490	6027.9325	RGS5|8490	6090.4476
RGS6|9628	15.7656	RGS6|9628	50.3
RGS7BP|401190	21.2493	RGS7BP|401190	31.3798
RGS9BP|388531	5.1409	RGS9BP|388531	5.5376
RGS9|8787	11.6528	RGS9|8787	28.1495
RHBDD1|84236	379.7447	RHBDD1|84236	455.4684
RHBDD2|57414	1500.1285	RHBDD2|57414	1452.6996
RHBDD3|25807	174.1068	RHBDD3|25807	158.2833
RHBDF1|64285	1391.1404	RHBDF1|64285	624.8269
RHBDF2|79651	209.0652	RHBDF2|79651	458.2372
RHBDL1|9028	20.9065	RHBDL1|9028	9.6908
RHBDL2|54933	119.27	RHBDL2|54933	38.3018
RHBDL3|162494	249.5073	RHBDL3|162494	55.3761
RHBG|57127	27.7611	lowly_expressed	lowly_expressed
RHCE|6006	11.9955	RHCE|6006	11.9982
lowly_expressed	lowly_expressed	RHCG|51458	9.6908
RHEBL1|121268	25.0193	RHEBL1|121268	10.6138
RHEB|6009	928.7979	RHEB|6009	715.7360000000001
RHOA|387	8754.0057	RHOA|387	10228.4264
RHOBTB1|9886	391.0548	RHOBTB1|9886	337.3327
RHOBTB2|23221	312.5114	RHOBTB2|23221	876.6959
RHOBTB3|22836	3256.619	RHOBTB3|22836	2122.7503
RHOB|388	7333.3905	RHOB|388	14348.8694
RHOC|389	4148.7448	RHOC|389	4159.6677
RHOD|29984	169.99400000000003	RHOD|29984	234.4255
RHOF|54509	89.0686	RHOF|54509	230.9322
RHOG|391	515.8084	RHOG|391	924.3193
RHOH|399	262.8738	RHOH|399	369.17400000000004
RHOJ|57381	240.5963	RHOJ|57381	609.1371
RHOQ|23433	1344.8685	RHOQ|23433	2597.8403
RHOT1|55288	937.3661	RHOT1|55288	946.9312
RHOT2|89941	1657.0988	RHOT2|89941	698.6617
RHOU|58480	1102.2192	RHOU|58480	2421.3198
RHOV|171177	869.8483	RHOV|171177	400.0923
RHPN1|114822	462.6853	RHPN1|114822	119.0586
RHPN2|85415	1221.1464	RHPN2|85415	751.2689999999999
RIBC1|158787	30.1602	RIBC1|158787	16.1514
RIBC2|26150	69.5742	RIBC2|26150	13.3826
RIC3|79608	63.405	RIC3|79608	210.8906
RIC8A|60626	1411.9578	RIC8A|60626	1870.5768
RIC8B|55188	410.9331	RIC8B|55188	401.9382
RICH2|9912	66.8323	RICH2|9912	182.2796
RICTOR|253260	1555.9935	RICTOR|253260	1288.4172
RIF1|55183	1011.7385	RIF1|55183	1434.2409
RILPL1|353116	165.82299999999998	RILPL1|353116	259.2617
RILPL2|196383	471.5963	RILPL2|196383	438.3941
RILP|83547	106.2463	RILP|83547	169.3586
RIMBP2|23504	7.5401	RIMBP2|23504	34.1486
RIMBP3|85376	22.2774	RIMBP3|85376	33.6871
RIMKLA|284716	86.3679	RIMKLA|284716	78.9109
RIMKLB|57494	487.1905	RIMKLB|57494	539.1694
RIMS1|22999	164.5103	RIMS1|22999	8.7679
RIMS2|9699	25.362	RIMS2|9699	14.767000000000001
RIMS3|9783	80.1988	RIMS3|9783	495.6161
RIMS4|140730	11.9955	RIMS4|140730	37.3789
RIN1|9610	78.8279	RIN1|9610	165.2054
RIN2|54453	2496.1014	RIN2|54453	1750.3461
RIN3|79890	306.0577	RIN3|79890	544.9931
RING1|6015	707.3944	RING1|6015	729.5801
RINL|126432	203.5815	RINL|126432	139.8246
RINT1|60561	652.2423	RINT1|60561	394.3655
RIOK1|83732	457.5443	RIOK1|83732	373.7886
RIOK2|55781	870.1911	RIOK2|55781	522.3812
RIOK3|8780	1284.8942	RIOK3|8780	1228.8879
RIPK1|8737	1388.3986	RIPK1|8737	1122.2889
RIPK2|8767	452.4034	RIPK2|8767	365.9437
RIPK3|11035	51.4095	RIPK3|11035	84.91
RIPK4|54101	251.22099999999998	RIPK4|54101	774.8039
RIT1|6016	917.4878	RIT1|6016	596.216
RLF|6018	853.0546	RLF|6018	665.8976
RLIM|51132	2397.3953	RLIM|51132	1895.2469
RLN2|6019	5.4837	RLN2|6019	9.6908
RLTPR|146206	49.0104	RLTPR|146206	22.6119
RMI1|80010	711.5072	RMI1|80010	241.80900000000003
RMND1|55005	247.4509	RMND1|55005	496.0775
RMND5A|64795	2053.98	RMND5A|64795	2160.5907
RMND5B|64777	1154.9996	RMND5B|64777	699.5847
RMRP|6023	6.8546	RMRP|6023	30.9183
RNASE12|493901	11.6528	lowly_expressed	lowly_expressed
RNASE1|6035	1101.8764	RNASE1|6035	6083.9871
lowly_expressed	lowly_expressed	RNASE2|6036	6.4605
RNASE4|6038	3029.18	RNASE4|6038	3394.4024
RNASE6|6039	197.7551	RNASE6|6039	250.1154
RNASE7|84659	7.5401	RNASE7|84659	28.611
RNASEH1|246243	218.3189	RNASEH1|246243	290.7245
RNASEH2A|10535	582.6407	RNASEH2A|10535	191.0475
RNASEH2B|79621	269.0429	RNASEH2B|79621	343.3318
RNASEH2C|84153	342.4008	RNASEH2C|84153	479.1001
RNASEK|440400	1169.2914	RNASEK|440400	1397.8634
RNASEL|6041	843.8009	RNASEL|6041	491.0014
RNASEN|29102	1213.2636	RNASEN|29102	1183.2026
RNASET2|8635	2246.9369	RNASET2|8635	804.7993
RND1|27289	798.2178	RND1|27289	79.3724
RND2|8153	17.4792	RND2|8153	101.5228
RND3|390	651.1867	RND3|390	2959.3909
RNF103|7844	1681.8645	RNF103|7844	1436.6589999999999
RNF10|9921	5313.6835	RNF10|9921	3146.7467
RNF111|54778	843.4581	RNF111|54778	954.7762
RNF112|7732	8.911	RNF112|7732	12.4596
RNF113A|7737	263.5592	RNF113A|7737	228.4264
RNF114|55905	1955.2738	RNF114|55905	1530.2261
RNF115|27246	537.0577	RNF115|27246	465.6207
RNF11|26994	2757.947	RNF11|26994	2979.2340000000004
RNF121|55298	323.1942	RNF121|55298	483.6179
RNF122|79845	227.5726	RNF122|79845	142.132
RNF123|63891	807.1288	RNF123|63891	633.1334
RNF125|54941	484.9627	RNF125|54941	564.3747
RNF126|55658	492.8455	RNF126|55658	294.4162
RNF128|79589	60.6632	RNF128|79589	290.7245
RNF130|55819	1301.6879	RNF130|55819	1810.7983
RNF135|84282	560.706	RNF135|84282	592.5242
RNF138P1|379013	6.8546	RNF138P1|379013	19.3816
RNF138|51444	535.6867	RNF138|51444	519.6124
RNF139|11236	1383.2576	RNF139|11236	1072.4504
RNF13|11342	1588.2101	RNF13|11342	1687.5865
RNF141|50862	2012.8524	RNF141|50862	1671.4352
RNF144A|9781	253.2774	RNF144A|9781	916.4744
RNF144B|255488	2786.3936	RNF144B|255488	1312.8749
RNF145|153830	528.4894	RNF145|153830	1905.3992
RNF146|81847	574.7579	RNF146|81847	708.3526
RNF148|378925	5.8264	lowly_expressed	lowly_expressed
RNF149|284996	762.2312	RNF149|284996	765.1131
RNF14|9604	1999.4859	RNF14|9604	1342.8703
RNF150|57484	68.546	RNF150|57484	449.0078
RNF152|220441	92.5371	RNF152|220441	91.3706
RNF157|114804	118.8896	RNF157|114804	332.2566
RNF160|26046	1340.7591	RNF160|26046	1155.976
RNF165|494470	25.2386	RNF165|494470	127.365
RNF166|115992	166.5667	RNF166|115992	206.27599999999998
RNF167|26001	1730.7857	RNF167|26001	1661.2829
RNF168|165918	249.1646	RNF168|165918	249.1924
RNF169|254225	527.5915	RNF169|254225	836.8666
RNF170|81790	616.571	RNF170|81790	524.6885
RNF175|285533	8.2255	RNF175|285533	19.3816
RNF180|285671	108.6454	RNF180|285671	282.8796
RNF181|51255	704.3098	RNF181|51255	741.1168
RNF182|221687	9.2537	RNF182|221687	18.9202
RNF183|138065	36.6721	RNF183|138065	24.9192
RNF185|91445	1057.8597	RNF185|91445	1420.766
RNF186|54546	5.4837	RNF186|54546	59.9908
RNF187|149603	3105.4751	RNF187|149603	2161.9751
RNF19A|25897	1911.7471	RNF19A|25897	1401.9382
RNF19B|127544	420.5295	RNF19B|127544	610.5215
RNF207|388591	43.8694	RNF207|388591	99.677
RNF208|727800	38.7285	RNF208|727800	73.8348
RNF20|56254	1708.851	RNF20|56254	1445.7776
lowly_expressed	lowly_expressed	RNF212|285498	30.4569
RNF213|57674	2764.6817	RNF213|57674	4238.0757
RNF214|257160	228.6008	RNF214|257160	364.5593
RNF215|200312	160.3976	RNF215|200312	179.9723
RNF216L|441191	292.0058	RNF216L|441191	233.5025
RNF216|54476	1065.2044	RNF216|54476	1268.1126
RNF217|154214	66.14	RNF217|154214	100.1338
RNF219|79596	519.6504	RNF219|79596	383.9363
RNF220|55182	919.5682	RNF220|55182	1047.9003
RNF24|11237	456.8589	RNF24|11237	355.3299
RNF25|64320	269.7284	RNF25|64320	271.8043
RNF26|79102	721.4463	RNF26|79102	971.8505
RNF2|6045	1018.2504	RNF2|6045	552.8380000000001
RNF31|55072	1038.8142	RNF31|55072	856.0222
RNF32|140545	49.6958	RNF32|140545	14.767000000000001
RNF34|80196	848.5785	RNF34|80196	546.1837
RNF38|152006	1769.8569	RNF38|152006	1962.6211
RNF39|80352	245.3946	RNF39|80352	315.6437
RNF40|9810	3076.6858	RNF40|9810	2000.4615
RNF41|10193	827.3498	RNF41|10193	1316.1052
RNF43|54894	602.8618	RNF43|54894	538.5325
RNF44|22838	1409.6478	RNF44|22838	1000.0
RNF4|6047	1251.3067	RNF4|6047	1289.3401
RNF5P1|286140	136.4065	RNF5P1|286140	125.0577
RNF5|6048	1003.513	RNF5|6048	796.9543
RNF6|6049	926.056	RNF6|6049	754.4993
RNF7|9616	1039.1569	RNF7|9616	809.8754
RNF8|9025	321.8233	RNF8|9025	248.2695
RNFT1|51136	235.1127	RNFT1|51136	307.7988
