gene_id	TCGA-E2-A1IG-01A-11R-A144-07	gene_id	TCGA-E2-A1IG-11A-22R-A144-07
CSTF1|1477	496.9549	CSTF1|1477	452.6705
CSTF2T|23283	1295.5745	CSTF2T|23283	1151.2427
CSTF2|1478	302.4767	CSTF2|1478	222.6335
CSTF3|1479	630.5319	CSTF3|1479	441.3961
CS|1431	2911.4901	CS|1431	6655.2089
CT62|196993	125.4568	CT62|196993	17.9799
CTAGE1|64693	5.2781	lowly_expressed	lowly_expressed
CTAGE4|100128553	83.6378	CTAGE4|100128553	56.5838
CTAGE5|4253	1111.3519999999999	CTAGE5|4253	618.5299
CTAGE6|340307	12.5863	lowly_expressed	lowly_expressed
CTAGE9|643854	246.0414	CTAGE9|643854	165.5209
CTBP1|1487	2728.4693	CTBP1|1487	2090.201
CTBP2|1488	2485.5867	CTBP2|1488	1521.4172
CTBS|1486	535.9237	CTBS|1486	391.8403
CTCFL|140690	9.5006	CTCFL|140690	7.6044
CTCF|10664	2092.976	CTCF|10664	1167.1074
CTDP1|9150	852.2127	CTDP1|9150	515.0714
CTDSP1|58190	2936.6626	CTDSP1|58190	3274.9868
CTDSP2|10106	4217.2148	CTDSP2|10106	7476.4675
CTDSPL2|51496	620.7877	CTDSPL2|51496	673.7176
CTDSPL|10217	896.0617	CTDSPL|10217	1615.0185
CTF1|1489	168.0877	CTF1|1489	225.2776
CTGF|1490	22814.8599	CTGF|1490	15171.8667
CTHRC1|115908	3103.9383	CTHRC1|115908	325.2247
CTH|1491	84.4499	CTH|1491	77.2078
lowly_expressed	lowly_expressed	CTLA4|1493	31.2004
CTNNA1|1495	13847.3406	CTNNA1|1495	9687.9958
CTNNAL1|8727	184.7341	CTNNAL1|8727	948.1756
CTNNB1|1499	9519.6671	CTNNB1|1499	11270.0635
CTNNBIP1|56998	1181.892	CTNNBIP1|56998	1134.3205
CTNNBL1|56259	801.0556	CTNNBL1|56259	788.4717
CTNND1|1500	5471.7824	CTNND1|1500	8416.2295
CTNND2|1501	428.3394	CTNND2|1501	101.0048
CTNS|1497	311.6768	CTNS|1497	376.5468
CTPS2|56474	558.6683	CTPS2|56474	479.1116
CTPS|1503	561.5104	CTPS|1503	330.51300000000003
CTR9|9646	1870.8892	CTR9|9646	1374.4051
CTSA|5476	3636.5814	CTSA|5476	2561.2956
CTSB|1508	33899.7158	CTSB|1508	17939.1856
CTSC|1075	694.2753	CTSC|1075	1521.4172
CTSD|1509	19876.9793	CTSD|1509	11687.4669
CTSF|8722	2264.3118	CTSF|8722	2298.7837
lowly_expressed	lowly_expressed	CTSG|1511	147.541
CTSH|1512	2622.8177	CTSH|1512	1571.1264
CTSK|1513	7104.3443	CTSK|1513	3520.3596
CTSL1|1514	1644.3362	CTSL1|1514	1654.6801
CTSL2|1515	86.4799	CTSL2|1515	120.5711
CTSO|1519	1394.6407	CTSO|1519	1245.9016
CTSS|1520	632.1559	CTSS|1520	1708.0910000000001
CTSW|1521	30.8567	CTSW|1521	52.8821
CTSZ|1522	3930.9785	CTSZ|1522	4008.4611
CTTNBP2NL|55917	926.1064	CTTNBP2NL|55917	1199.8942
CTTNBP2|83992	56.8413	CTTNBP2|83992	289.2649
CTTN|2017	21724.3199	CTTN|2017	3760.973
CTU1|90353	37.7588	CTU1|90353	35.9598
CTU2|348180	387.8888	CTU2|348180	193.0936
CTXN1|404217	289.0784	CTXN1|404217	58.6991
CUBN|8029	29.2326	CUBN|8029	119.5135
CUEDC1|404093	818.1080000000001	CUEDC1|404093	398.202
CUEDC2|79004	1027.6086	CUEDC2|79004	745.1084
CUL1|8454	1284.2063	CUL1|8454	1354.8387
CUL2|8453	852.2127	CUL2|8453	698.0434
CUL3|8452	1747.0564	CUL3|8452	1768.3765
CUL4A|8451	2494.5189	CUL4A|8451	1507.6679
CUL4B|8450	1958.9931	CUL4B|8450	1780.5394
CUL5|8065	548.1121	CUL5|8065	961.3961
CUL7|9820	1680.7917	CUL7|9820	1216.753
CUL9|23113	778.3191	CUL9|23113	781.597
CUTA|51596	3092.57	CUTA|51596	1353.2522
CUTC|51076	217.56799999999998	CUTC|51076	634.2411
CUX1|1523	2299.2286	CUX1|1523	1452.1417
CUX2|23316	208.6886	CUX2|23316	82.49600000000001
CUZD1|50624	9.6062	CUZD1|50624	10.1957
CWC15|51503	483.9626	CWC15|51503	634.5849
CWC22|57703	621.5997	CWC22|57703	686.9381
CWC25|54883	721.4779	CWC25|54883	468.0063
CWC27|10283	451.0759	CWC27|10283	396.6155
CWF19L1|55280	450.2639	CWF19L1|55280	408.2496
CWF19L2|143884	301.2586	CWF19L2|143884	519.302
CX3CL1|6376	909.054	CX3CL1|6376	12188.788999999999
CX3CR1|1524	285.4243	CX3CR1|1524	361.7134
CXADR|1525	38.5708	CXADR|1525	197.77900000000002
CXCL10|3627	316.687	CXCL10|3627	58.6991
CXCL11|6373	92.57	CXCL11|6373	19.0375
CXCL12|6387	3124.2387	CXCL12|6387	10298.2549
lowly_expressed	lowly_expressed	CXCL13|10563	1097.8318
CXCL14|9547	963.0532	CXCL14|9547	7168.165
CXCL16|58191	748.2745	CXCL16|58191	1730.3014
lowly_expressed	lowly_expressed	CXCL17|284340	27.4987
lowly_expressed	lowly_expressed	CXCL1|2919	34.9022
lowly_expressed	lowly_expressed	CXCL2|2920	480.69800000000004
lowly_expressed	lowly_expressed	CXCL3|2921	20.624000000000002
lowly_expressed	lowly_expressed	CXCL5|6374	18.5087
lowly_expressed	lowly_expressed	CXCL6|6372	21.6816
CXCL9|4283	173.7718	CXCL9|4283	127.9746
CXCR2|3579	7.3082	CXCR2|3579	33.8445
CXCR3|2833	17.0524	CXCR3|2833	23.7969
CXCR4|7852	1056.0292	CXCR4|7852	659.4395
CXCR6|10663	20.7065	CXCR6|10663	47.065
CXCR7|57007	697.1173	CXCR7|57007	1703.8604
CXXC1|30827	845.7166	CXXC1|30827	657.3242
CXXC4|80319	12.5863	CXXC4|80319	7.9323
CXXC5|51523	1739.7483	CXXC5|51523	370.1745
CXorf21|80231	29.2326	CXorf21|80231	36.4886
CXorf23|256643	235.8912	CXorf23|256643	244.3152
CXorf26|51260	505.8871	CXorf26|51260	378.6356
CXorf36|79742	436.4596	CXorf36|79742	1886.3035
CXorf38|159013	168.8997	CXorf38|159013	186.6737
CXorf40A|91966	896.0617	CXorf40A|91966	289.7938
CXorf40B|541578	1400.3248	CXorf40B|541578	362.77099999999996
CXorf42|158801	8.9322	CXorf42|158801	21.6816
CXorf56|63932	145.3512	CXorf56|63932	197.2501
CXorf57|55086	12.9923	CXorf57|55086	17.4511
CYB561D1|284613	144.9452	CYB561D1|284613	389.7409
CYB561D2|11068	540.8039	CYB561D2|11068	265.8012
CYB561|1534	5566.7885	CYB561|1534	1416.7107
CYB5A|1528	1733.2521	CYB5A|1528	3010.0476
CYB5B|80777	1714.1697	CYB5B|80777	1452.6705
CYB5D1|124637	434.0235	CYB5D1|124637	582.2316
CYB5D2|124936	423.8733	CYB5D2|124936	637.7578
CYB5R1|51706	1610.6374	CYB5R1|51706	1084.0825
CYB5R2|51700	215.5907	CYB5R2|51700	162.34799999999998
CYB5R3|1727	5289.4844	CYB5R3|1727	10851.4014
CYB5R4|51167	359.7239	CYB5R4|51167	258.0645
CYB5RL|606495	60.0893	CYB5RL|606495	90.9572
CYBASC3|220002	563.5404	CYBASC3|220002	1454.257
CYBA|1535	832.7243	CYBA|1535	690.1111
CYBB|1536	607.3894	CYBB|1536	1097.303
CYBRD1|79901	2790.9054	CYBRD1|79901	12745.6372
CYC1|1537	1405.1969	CYC1|1537	1530.4072
CYCS|54205	1512.3833	CYCS|54205	1838.1809
CYFIP1|23191	3356.8819	CYFIP1|23191	3967.2131
CYFIP2|26999	168.8997	CYFIP2|26999	283.9767
CYGB|114757	418.9809	CYGB|114757	947.6467
CYHR1|50626	775.8831	CYHR1|50626	544.1565
CYLD|1540	1598.0512	CYLD|1540	1310.9466
CYP11A1|1583	17.0524	CYP11A1|1583	88.3131
CYP19A1|1588	7.7142	CYP19A1|1588	9.5188
lowly_expressed	lowly_expressed	CYP1A1|1543	43.8921
CYP1B1|1545	2212.7487	CYP1B1|1545	1049.7091
CYP20A1|57404	538.3678	CYP20A1|57404	694.8704
CYP21A2|1589	38.8875	CYP21A2|1589	78.403
CYP24A1|1591	6.0901	CYP24A1|1591	22.7393
CYP26A1|1592	49.5331	CYP26A1|1592	8.4611
CYP26B1|56603	147.3812	CYP26B1|56603	700.6875
CYP27A1|1593	1933.4145	CYP27A1|1593	915.3887
CYP27B1|1594	110.4344	CYP27B1|1594	20.0952
CYP27C1|339761	9.7442	CYP27C1|339761	8.99
lowly_expressed	lowly_expressed	CYP2A6|1548	50.7668
lowly_expressed	lowly_expressed	CYP2A7|1549	6.3458
CYP2B7P1|1556	136.825	CYP2B7P1|1556	42.8345
lowly_expressed	lowly_expressed	CYP2C18|1562	5.0397
CYP2D6|1565	10.1502	lowly_expressed	lowly_expressed
CYP2D7P1|1564	9.3382	CYP2D7P1|1564	6.3458
CYP2E1|1571	16.7682	CYP2E1|1571	20.3649
CYP2J2|1573	404.7909	CYP2J2|1573	151.7715
CYP2R1|120227	271.62	CYP2R1|120227	167.6362
CYP2S1|29785	60.4953	CYP2S1|29785	31.2004
CYP2U1|113612	265.5298	CYP2U1|113612	550.5024
CYP39A1|51302	6.4961	CYP39A1|51302	107.8794
lowly_expressed	lowly_expressed	CYP3A4|1576	5.817
CYP3A5|1577	15.8343	CYP3A5|1577	49.7091
CYP46A1|10858	11.3683	CYP46A1|10858	118.4558
CYP4B1|1580	164.8396	CYP4B1|1580	1303.5431
CYP4F11|57834	24.7665	CYP4F11|57834	76.1502
lowly_expressed	lowly_expressed	CYP4F12|66002	45.4786
CYP4F22|126410	14.2103	CYP4F22|126410	70.862
CYP4V2|285440	442.9557	CYP4V2|285440	645.6901
CYP4X1|260293	208.6886	CYP4X1|260293	819.6721
lowly_expressed	lowly_expressed	CYP4Z1|199974	562.6653
CYP4Z2P|163720	49.1271	CYP4Z2P|163720	101.5336
CYP51A1|1595	1714.1697	CYP51A1|1595	971.4437
CYP7B1|9420	79.1717	CYP7B1|9420	286.6208
lowly_expressed	lowly_expressed	CYP8B1|1582	13.2205
CYR61|3491	9725.538	CYR61|3491	12610.7879
CYS1|192668	279.7402	CYS1|192668	170.2803
CYSLTR1|10800	21.1125	CYSLTR1|10800	75.6214
lowly_expressed	lowly_expressed	CYSLTR2|57105	12.1629
CYTH1|9267	1003.6541	CYTH1|9267	894.2359
CYTH2|9266	2447.4218	CYTH2|9266	1316.7636
CYTH3|9265	962.6472	CYTH3|9265	1384.9815
CYTH4|27128	259.4397	CYTH4|27128	202.0095
CYTIP|9595	84.8559	CYTIP|9595	127.4458
CYTL1|54360	13.8043	CYTL1|54360	49.1803
CYTSA|23384	1169.3057	CYTSA|23384	1609.7303
CYTSB|92521	608.6074	CYTSB|92521	432.0465
CYYR1|116159	251.7255	CYYR1|116159	1370.1745
D2HGDH|728294	265.1238	D2HGDH|728294	386.0391
D4S234E|27065	69.8335	D4S234E|27065	203.0672
DAAM1|23002	761.6728	DAAM1|23002	1322.5806
DAAM2|23500	319.3788	DAAM2|23500	1841.9089999999999
DAB2IP|153090	1059.2773	DAB2IP|153090	3265.9968
DAB2|1601	1911.0839999999998	DAB2|1601	2911.1581
DACH1|1602	822.1681	DACH1|1602	207.8265
DACT1|51339	671.9448	DACT1|51339	117.927
lowly_expressed	lowly_expressed	DACT2|168002	14.807
DACT3|147906	199.7564	DACT3|147906	48.1227
DAD1|1603	2649.2083	DAD1|1603	1815.9704
DAG1|1605	5106.3743	DAG1|1605	4191.9619
DAGLA|747	99.0662	DAGLA|747	285.5632
DAGLB|221955	567.1945	DAGLB|221955	358.5405
DAK|26007	617.9456	DAK|26007	668.9582
DALRD3|55152	1076.6667	DALRD3|55152	503.9767
DAND5|199699	10.9622	lowly_expressed	lowly_expressed
DAP3|7818	2537.1498	DAP3|7818	1538.8683
DAPK1|1612	307.3488	DAPK1|1612	548.9159
DAPK2|23604	164.0276	DAPK2|23604	679.5346
DAPK3|1613	1270.4019	DAPK3|1613	827.0756
DAPL1|92196	106.3743	lowly_expressed	lowly_expressed
DAPP1|27071	71.8636	DAPP1|27071	185.0873
DAP|1611	2973.2034	DAP|1611	2038.6039
lowly_expressed	lowly_expressed	DARC|2532	2390.7985
DARS2|55157	705.6435	DARS2|55157	454.25699999999995
DARS|1615	1481.5266	DARS|1615	1837.652
DAXX|1616	2164.0276	DAXX|1616	1075.0925
DAZAP1|26528	1604.1413	DAZAP1|26528	1250.661
DAZAP2|9802	6204.6285	DAZAP2|9802	4962.9825
DBC1|1620	15.4283	DBC1|1620	147.0122
DBF4B|80174	213.9667	DBF4B|80174	57.6415
DBF4|10926	126.6748	DBF4|10926	87.2554
DBI|1622	1213.9667	DBI|1622	3804.3363
DBN1|1627	3500.6090000000004	DBN1|1627	1296.6684
DBNDD1|79007	1347.5436	DBNDD1|79007	215.23
DBNDD2|55861	830.7308	DBNDD2|55861	620.3966
DBNL|28988	1552.9842	DBNL|28988	1826.0179999999998
DBP|1628	356.4231	DBP|1628	194.0455
DBR1|51163	331.7093	DBR1|51163	270.2274
DBT|1629	629.7199	DBT|1629	897.9376
lowly_expressed	lowly_expressed	DBX2|440097	18.5087
DCAF10|79269	1606.5773	DCAF10|79269	1071.3908
DCAF11|80344	2541.9245	DCAF11|80344	1710.7351
DCAF12L1|139170	525.3756	lowly_expressed	lowly_expressed
DCAF12L2|340578	35.7288	lowly_expressed	lowly_expressed
DCAF12|25853	1901.3398	DCAF12|25853	1167.1074
DCAF13|25879	804.665	DCAF13|25879	527.7102
DCAF15|90379	521.3155	DCAF15|90379	327.8689
DCAF16|54876	981.3236	DCAF16|54876	946.5891
DCAF17|80067	491.2708	DCAF17|80067	376.5204
lowly_expressed	lowly_expressed	DCAF4L1|285429	7.4035
DCAF4|26094	252.1315	DCAF4|26094	195.6637
DCAF5|8816	1972.7974	DCAF5|8816	1884.7171
DCAF6|55827	1761.6728	DCAF6|55827	1956.6367
DCAF7|10238	4695.8993	DCAF7|10238	1718.6674
DCAF8|50717	2707.8969	DCAF8|50717	2480.825
DCAKD|79877	2090.54	DCAKD|79877	1028.5563
DCBLD1|285761	332.9273	DCBLD1|285761	189.3178
DCBLD2|131566	960.2111	DCBLD2|131566	1517.7155
DCDC1|341019	5.2010000000000005	lowly_expressed	lowly_expressed
DCDC2|51473	285.1198	DCDC2|51473	233.2417
lowly_expressed	lowly_expressed	DCD|117159	36.4886
DCHS1|8642	1157.5315	DCHS1|8642	1601.7979999999998
DCHS2|54798	19.8944	DCHS2|54798	68.7467
DCI|1632	855.4608	DCI|1632	581.174
DCK|1633	624.8477	DCK|1633	362.2422
DCLK1|9201	96.6301	DCLK1|9201	1107.3506
DCLK2|166614	111.6525	DCLK2|166614	99.9471
DCLK3|85443	33.6987	lowly_expressed	lowly_expressed
DCLRE1A|9937	319.529	DCLRE1A|9937	235.854
DCLRE1B|64858	255.3796	DCLRE1B|64858	267.0545
DCLRE1C|64421	242.3873	DCLRE1C|64421	204.6536
DCN|1634	17712.1397	DCN|1634	44125.8593
DCP1A|55802	673.5688	DCP1A|55802	985.193
DCP1B|196513	455.542	DCP1B|196513	239.5558
DCP2|167227	1080.3898	DCP2|167227	630.8831
DCPS|28960	178.6439	DCPS|28960	187.2025
DCST2|127579	21.5185	DCST2|127579	13.2205
DCTD|1635	1195.6963	DCTD|1635	1303.0143
DCTN1|1639	5566.5936	DCTN1|1639	4309.064
DCTN2|10540	2580.9988	DCTN2|10540	2362.771
DCTN3|11258	921.6403	DCTN3|11258	725.5419999999999
DCTN4|51164	2146.9752	DCTN4|51164	1937.5992
DCTN5|84516	1438.4896	DCTN5|84516	1294.0243
DCTN6|10671	312.2209	DCTN6|10671	611.8456
DCTPP1|79077	559.8863	DCTPP1|79077	436.2771
lowly_expressed	lowly_expressed	DCT|1638	8.99
DCUN1D1|54165	528.2176	DCUN1D1|54165	600.7403
DCUN1D2|55208	237.9212	DCUN1D2|55208	224.7488
DCUN1D3|123879	144.1332	DCUN1D3|123879	544.1565
DCUN1D4|23142	769.7929	DCUN1D4|23142	925.4363
DCUN1D5|84259	187.5761	DCUN1D5|84259	306.1872
DCXR|51181	1264.7178	DCXR|51181	1113.6965
lowly_expressed	lowly_expressed	DCX|1641	84.6113
DDA1|79016	691.4332	DDA1|79016	612.9032
DDAH1|23576	1330.0853	DDAH1|23576	1011.6341
DDAH2|23564	2889.5656	DDAH2|23564	2190.9043
DDB1|1642	4678.0349	DDB1|1642	6184.0296
DDB2|1643	363.784	DDB2|1643	402.4326
DDHD1|80821	399.5128	DDHD1|80821	462.7181
DDHD2|23259	2348.3557	DDHD2|23259	1803.2787
DDI2|84301	101.6403	DDI2|84301	215.7536
DDIT3|1649	331.3967	DDIT3|1649	145.7536
DDIT4L|115265	224.5229	DDIT4L|115265	25.3834
DDIT4|54541	1815.2659	DDIT4|54541	2666.3141
DDOST|1650	5199.3504	DDOST|1650	3440.5077
DDO|8528	87.6979	DDO|8528	63.9873
DDR1|780	7840.0325	DDR1|780	4679.5346
DDR2|4921	250.1015	DDR2|4921	2659.9683
DDRGK1|65992	1037.7588	DDRGK1|65992	702.2739
DDTL|100037417	217.0199	DDTL|100037417	233.0037
DDT|1652	791.0069	DDT|1652	706.6314
DDX10|1662	508.7292	DDX10|1662	417.2396
DDX11L2|84771	22.3305	DDX11L2|84771	19.0375
DDX11|1663	407.63300000000004	DDX11|1663	289.2649
DDX12|440081	53.9992	DDX12|440081	54.4685
DDX17|10521	12403.1669	DDX17|10521	9406.6631
DDX18|8886	1760.4547	DDX18|8886	1710.7351
DDX19A|55308	1294.4945	DDX19A|55308	1086.7266
DDX19B|11269	1081.4698	DDX19B|11269	643.5748
DDX1|1653	2280.1462	DDX1|1653	2646.7478
DDX20|11218	393.8287	DDX20|11218	452.6705
DDX21|9188	1916.7682	DDX21|9188	2456.3723
DDX23|9416	3140.0731	DDX23|9416	2041.2479999999998
DDX24|57062	3267.9659	DDX24|57062	3611.8456
DDX26B|203522	169.3057	DDX26B|203522	175.0397
DDX27|55661	1219.6508	DDX27|55661	900.0529
DDX28|55794	272.026	DDX28|55794	286.6208
DDX31|64794	281.3642	DDX31|64794	222.6335
DDX39|10212	1494.5189	DDX39|10212	411.4225
DDX3X|1654	6722.2899	DDX3X|1654	12655.7377
DDX41|51428	1940.3167	DDX41|51428	840.2961
DDX42|11325	5097.8482	DDX42|11325	3620.8355
lowly_expressed	lowly_expressed	DDX43|55510	15.8646
DDX46|9879	1115.3065	DDX46|9879	1362.2422
DDX47|51202	817.702	DDX47|51202	857.2184
DDX49|54555	1271.214	DDX49|54555	624.0085
DDX50|79009	885.9115	DDX50|79009	968.2708
DDX51|317781	631.7499	DDX51|317781	428.3448
DDX52|11056	1062.1194	DDX52|11056	402.4326
DDX54|79039	1681.8798	DDX54|79039	1317.6256
DDX55|57696	615.9156	DDX55|57696	348.4929
DDX56|54606	1563.1344	DDX56|54606	1019.0375
DDX58|23586	1531.8717	DDX58|23586	609.7303
DDX59|83479	623.6297	DDX59|83479	399.7885
DDX5|1655	18330.8973	DDX5|1655	13499.7356
DDX60L|91351	660.5765	DDX60L|91351	405.6055
DDX60|55601	1099.0662	DDX60|55601	680.5923
DDX6|1656	2478.6845	DDX6|1656	3777.8953
DEAF1|10522	693.4633	DEAF1|10522	533.5801
DECR1|1666	814.8599	DECR1|1666	1881.0153
DECR2|26063	605.7653	DECR2|26063	449.4976
DEDD2|162989	747.4624	DEDD2|162989	298.2549
DEDD|9191	1152.0057	DEDD|9191	810.4654
DEF6|50619	397.0767	DEF6|50619	196.1925
DEF8|54849	613.0735	DEF8|54849	741.4067
lowly_expressed	lowly_expressed	DEFB132|400830	735.0608
DEFB1|1672	9.3382	DEFB1|1672	142.2528
DEGS1|8560	1476.6545	DEGS1|8560	2005.2882
DEGS2|123099	79.1717	DEGS2|123099	84.0825
DEK|7913	1459.1961	DEK|7913	2043.3633
DEM1|64789	185.5461	DEM1|64789	109.9947
DENND1A|57706	659.7645	DENND1A|57706	622.422
DENND1B|163486	139.6671	DENND1B|163486	92.0148
DENND1C|79958	185.9521	DENND1C|79958	97.303
DENND2A|27147	66.9915	DENND2A|27147	487.0439
DENND2C|163259	24.6163	DENND2C|163259	65.2935
DENND2D|79961	889.1596	DENND2D|79961	443.1518
DENND3|22898	241.1693	DENND3|22898	614.4897
DENND4A|10260	438.0836	DENND4A|10260	591.6764
DENND4B|9909	808.6927	DENND4B|9909	835.4627
DENND4C|55667	1295.5745	DENND4C|55667	2095.1877
DENND5A|23258	1197.3203	DENND5A|23258	3057.6415
DENND5B|160518	185.1401	DENND5B|160518	461.6605
DENR|8562	1501.8270000000002	DENR|8562	1171.3379
DEPDC1B|55789	54.4052	DEPDC1B|55789	8.4611
DEPDC1|55635	138.043	DEPDC1|55635	23.7969
DEPDC4|120863	8.5262	DEPDC4|120863	9.5188
DEPDC5|9681	404.3849	DEPDC5|9681	272.8715
DEPDC6|64798	431.9935	DEPDC6|64798	803.2787
DEPDC7|91614	37.3528	DEPDC7|91614	9.5188
DERA|51071	259.0337	DERA|51071	359.5981
DERL1|79139	2009.7442	DERL1|79139	2129.0323
DERL2|51009	432.3995	DERL2|51009	465.8911
DERL3|91319	548.1121	DERL3|91319	77.2078
lowly_expressed	lowly_expressed	DES|1674	106.8218
DET1|55070	191.6362	DET1|55070	134.3205
DEXI|28955	537.1498	DEXI|28955	580.6452
DFFA|1676	399.9188	DFFA|1676	516.6579
DFFB|1677	93.7881	DFFB|1677	59.2279
DFNA5|1687	228.989	DFNA5|1687	227.3929
DFNB31|25861	558.2623	DFNB31|25861	277.1021
DFNB59|494513	17.8644	DFNB59|494513	29.614
DGAT1|8694	616.7519	DGAT1|8694	2063.6171
DGAT2|84649	97.0361	DGAT2|84649	28485.9863
DGCR11|25786	22.7365	DGCR11|25786	31.2004
DGCR14|8220	537.5558	DGCR14|8220	339.5029
DGCR2|9993	3155.5014	DGCR2|9993	2774.1935
DGCR5|26220	19.8944	DGCR5|26220	10.5764
DGCR6L|85359	778.7251	DGCR6L|85359	476.9963
DGCR6|8214	250.9135	DGCR6|8214	216.2877
DGCR8|54487	854.6488	DGCR8|54487	745.6372
DGKA|1606	423.8733	DGKA|1606	283.4479
DGKD|8527	829.0702	DGKD|8527	730.8302
DGKE|8526	200.1624	DGKE|8526	276.0444
DGKG|1608	16.6464	DGKG|1608	22.7393
DGKH|160851	16.6464	DGKH|160851	80.3808
DGKI|9162	18.6764	DGKI|9162	30.6716
DGKQ|1609	431.5875	DGKQ|1609	320.4654
DGKZ|8525	870.8892	DGKZ|8525	847.6996
DGUOK|1716	640.2761	DGUOK|1716	441.0365
DHCR24|1718	5114.4945	DHCR24|1718	6800.1058
DHCR7|1717	5650.0203	DHCR7|1717	886.3035
DHDDS|79947	884.2875	DHDDS|79947	2437.8636
DHDH|27294	44.255	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DHDPSL|112817	120.8144
DHFRL1|200895	293.9505	DHFRL1|200895	254.8916
DHFR|1719	164.2996	DHFR|1719	224.4421
DHH|50846	5.2781	DHH|50846	17.9799
DHODH|1723	171.7418	DHODH|1723	178.2126
DHPS|1725	1407.9659	DHPS|1725	593.8657
DHRS11|79154	399.5128	DHRS11|79154	534.6378
DHRS12|79758	142.9151	DHRS12|79758	379.1645
DHRS13|147015	227.49900000000002	DHRS13|147015	85.2459
DHRS1|115817	421.8433	DHRS1|115817	558.4347
DHRS2|10202	10949.2489	DHRS2|10202	296.1396
DHRS3|9249	563.5404	DHRS3|9249	2982.0201
DHRS4L1|728635	12.5863	DHRS4L1|728635	11.6341
DHRS4L2|317749	252.838	DHRS4L2|317749	425.2565
DHRS4|10901	536.4149	DHRS4|10901	799.9947
DHRS7B|25979	388.9566	DHRS7B|25979	638.2866
DHRS7|51635	1576.9387	DHRS7|51635	974.0878
DHRS9|10170	30.0447	DHRS9|10170	57.6415
DHRSX|207063	528.2176	DHRSX|207063	340.5605
DHTKD1|55526	1496.5489	DHTKD1|55526	942.8874
DHX15|1665	2926.9184	DHX15|1665	2429.9313
DHX16|8449	1102.7203	DHX16|8449	868.3236
DHX29|54505	1120.9907	DHX29|54505	1086.1978
DHX30|22907	2576.1267	DHX30|22907	1494.9762
DHX32|55760	1082.972	DHX32|55760	771.7187
DHX33|56919	269.1839	DHX33|56919	400.3173
DHX34|9704	656.1104	DHX34|9704	306.1872
DHX35|60625	237.1092	DHX35|60625	227.9217
DHX36|170506	958.9931	DHX36|170506	1102.5912
DHX37|57647	562.3224	DHX37|57647	414.5955
DHX38|9785	1809.1758	DHX38|9785	1381.8086
DHX40|79665	3566.3825	DHX40|79665	1415.6531
DHX57|90957	587.9009	DHX57|90957	556.8482
DHX58|79132	1103.5323	DHX58|79132	267.0545
DHX8|1659	2460.0081	DHX8|1659	1086.7266
DHX9|1660	4620.7877	DHX9|1660	3707.5621
DIABLO|56616	1006.8088	DIABLO|56616	485.5262
DIAPH1|1729	2473.0004	lowly_expressed	lowly_expressed
DIAPH2|1730	113.6825	DIAPH2|1730	562.1364
DIAPH3|81624	101.0962	DIAPH3|81624	47.065
DICER1|23405	1286.2363	DICER1|23405	2391.8562
DIDO1|11083	1663.4186	DIDO1|11083	1913.2734
DIMT1L|27292	311.0028	DIMT1L|27292	509.7832
DIO1|1733	11.7743	lowly_expressed	lowly_expressed
DIO2|1734	455.94800000000004	DIO2|1734	3151.2427
lowly_expressed	lowly_expressed	DIO3|1735	37.5463
DIP2A|23181	845.3106	DIP2A|23181	882.073
DIP2B|57609	1255.7856	DIP2B|57609	1392.9138
DIP2C|22982	1023.5485	DIP2C|22982	2143.8392
DIRAS1|148252	1515.6313	DIRAS1|148252	149.1274
lowly_expressed	lowly_expressed	DIRAS2|54769	5.2882
DIRAS3|9077	44.255	DIRAS3|9077	65.0449
DIRC2|84925	283.5851	DIRC2|84925	353.3527
DIRC3|729582	6.4961	DIRC3|729582	30.6716
DIS3L2|129563	526.5936	DIS3L2|129563	443.1518
DIS3L|115752	828.2582	DIS3L|115752	1083.0249
DIS3|22894	1184.5351	DIS3|22894	1302.7816
DISC1|27185	121.3439	DISC1|27185	199.8942
DISP1|84976	228.583	DISP1|84976	240.0846
DISP2|85455	79.5778	DISP2|85455	46.5362
DIXDC1|85458	377.1823	DIXDC1|85458	1680.0635
DKC1|1736	1429.9635	DKC1|1736	909.0428
DKFZP586I1420|222161	415.7531	DKFZP586I1420|222161	247.4881
DKFZP686I15217|401232	68.2095	DKFZP686I15217|401232	25.3834
DKFZp686O24166|374383	10.9622	DKFZp686O24166|374383	34.9022
DKFZp761E198|91056	428.3394	DKFZp761E198|91056	676.3617
lowly_expressed	lowly_expressed	DKFZp779M0652|374387	16.9223
DKK1|22943	118.5546	DKK1|22943	12.1629
DKK2|27123	58.8713	DKK2|27123	99.4183
DKK3|27122	4640.2761	DKK3|27122	1854.5743
DLAT|1737	470.5644	DLAT|1737	1268.1121
DLC1|10395	1245.6354	DLC1|10395	3294.5531
DLD|1738	1127.4868	DLD|1738	2657.3242
DLEC1|9940	12.5863	DLEC1|9940	48.1227
DLEU1|10301	26.3053	DLEU1|10301	28.0275
DLEU2|8847	15.136	DLEU2|8847	22.8556
DLG1|1739	1400.7308	DLG1|1739	1655.7377
DLG2|1740	31.6687	DLG2|1740	87.2554
DLG3|1741	1624.0357	DLG3|1741	635.1137
DLG4|1742	281.3764	DLG4|1742	202.5701
DLG5|9231	6612.2615	DLG5|9231	3675.8329
lowly_expressed	lowly_expressed	DLGAP1|9229	24.8546
lowly_expressed	lowly_expressed	DLGAP2|9228	11.1052
