gene_id	TCGA-GI-A2C9-01A-11R-A21T-07	gene_id	TCGA-GI-A2C9-11A-22R-A21T-07
removed	removed	CCL19|6363	165.7652
CCL20|6364	28.7193	CCL20|6364	33.7257
removed	removed	CCL21|6366	3752.784
CCL22|6367	280.1803	CCL22|6367	147.3115
removed	removed	CCL23|6368	16.2265
removed	removed	CCL26|10344	7.9542
CCL28|56477	89.1635	CCL28|56477	1787.4642
CCL2|6347	977.1247	CCL2|6347	5968.1833
CCL3L1|6349	130.6963	CCL3L1|6349	542.364
removed	removed	CCL3L3|414062	45.2911
CCL3|6348	167.3067	CCL3|6348	751.8295
CCL4L2|388372	260.8115	CCL4L2|388372	1020.6809
CCL4|6351	149.2737	CCL4|6351	753.1021
CCL5|6352	718.9848	CCL5|6352	421.5717
CCL7|6354	14.0257	removed	removed
CCL8|6355	355.652	CCL8|6355	465.79699999999997
CCM2|83605	644.181	CCM2|83605	794.7821
CCNA1|8900	366.0043	CCNA1|8900	25.4534
CCNA2|890	733.0105	CCNA2|890	56.971000000000004
CCNB1IP1|57820	778.0932	CCNB1IP1|57820	703.4680000000001
CCNB1|891	1184.8389	CCNB1|891	200.7636
CCNB2|9133	599.7662	CCNB2|9133	49.6341
CCNB3|85417	20.0367	CCNB3|85417	11.454
CCNC|892	2097.8461	CCNC|892	1053.4521
CCND1|595	11698.1466	CCND1|595	4362.6376
CCND2|894	304.8923	CCND2|894	2258.0337
CCND3|896	1562.5313	CCND3|896	2047.0888
CCNDBP1|23582	403.0723	CCNDBP1|23582	1176.5829
CCNE1|898	131.9085	CCNE1|898	20.0445
CCNE2|9134	118.2535	CCNE2|9134	28.1069
CCNF|899	347.9713	CCNF|899	120.5854
CCNG1|900	903.3228	CCNG1|900	1954.8202
CCNG2|901	1286.6923	CCNG2|901	1612.154
CCNH|902	392.4996	CCNH|902	654.7598
CCNI2|645121	156.1997	CCNI2|645121	16.7515
CCNI|10983	5682.4178	CCNI|10983	5217.3083
CCNJL|79616	112.8736	CCNJL|79616	98.3137
CCNJ|54619	219.7362	CCNJ|54619	219.2173
CCNK|8812	839.9733	CCNK|8812	886.9997
CCNL1|57018	1188.8462	CCNL1|57018	4190.2641
CCNL2|81669	1943.5632	CCNL2|81669	2217.6265
CCNO|10309	65.1194	CCNO|10309	43.9071
CCNT1|904	128.903	CCNT1|904	210.6268
CCNT2|905	709.6343	CCNT2|905	870.8241
CCNYL1|151195	512.6064	CCNYL1|151195	545.9752
CCNY|219771	3523.7936	CCNY|219771	1936.6847
CCPG1|9236	4762.1139	CCPG1|9236	2917.5597
removed	removed	CCR10|2826	14.3175
CCR1|1230	408.4154	CCR1|1230	291.4413
CCR2|729230	32.3927	CCR2|729230	51.5431
CCR3|1232	5.0092	removed	removed
CCR4|1233	6.345	CCR4|1233	13.6812
CCR5|1234	149.6076	CCR5|1234	136.812
CCR6|1235	61.1354	CCR6|1235	88.6446
CCR7|1236	19.3688	CCR7|1236	53.7703
CCR8|1237	6.6789	removed	removed
CCR9|10803	10.3523	CCR9|10803	5.0907
CCRL1|51554	98.18	CCRL1|51554	290.1686
CCRL2|9034	37.4019	CCRL2|9034	79.5418
CCRN4L|25819	171.648	CCRN4L|25819	258.0337
CCS|9973	642.8452	CCS|9973	433.6621
CCT2|10576	3889.1301	CCT2|10576	2640.7891
CCT3|7203	9073.635	CCT3|7203	4262.1699
CCT4|10575	5255.9693	CCT4|10575	3207.1269
CCT5|22948	4920.354	CCT5|22948	2924.9125
CCT6A|908	3475.0376	CCT6A|908	3032.1349
CCT6B|10693	45.4166	CCT6B|10693	76.3602
CCT6P1|643253	57.1047	CCT6P1|643253	65.5425
CCT7|10574	5114.0424	CCT7|10574	3571.7467
CCT8|10694	3562.5313	CCT8|10694	2721.9217
CD101|9398	22.3744	CD101|9398	36.9074
CD109|135228	4134.2261	CD109|135228	1211.8995
CD14|929	1941.8935	CD14|929	3011.1359
CD151|977	6336.9511	CD151|977	6775.691999999999
CD160|11126	7.0129	CD160|11126	15.5902
CD163L1|283316	180.9985	CD163L1|283316	187.7187
CD163|9332	1887.7943	CD163|9332	1235.1257
removed	removed	CD164L2|388611	44.2253
CD164|8763	8893.9723	CD164|8763	9174.6739
CD177|57126	48.7561	removed	removed
CD180|4064	331.6079	CD180|4064	132.6758
CD1A|909	580.7313	removed	removed
CD1B|910	94.8405	CD1B|910	6.0452
CD1C|911	116.54700000000001	CD1C|911	63.3153
CD1D|912	15.6954	CD1D|912	38.1801
CD1E|913	205.3765	CD1E|913	40.4073
CD200R1|131450	39.4056	CD200R1|131450	91.6322
CD200|4345	219.7362	CD200|4345	721.6036
CD207|50489	1391.8851	CD207|50489	13.9994
CD209|30835	245.45	CD209|30835	627.4259999999999
CD226|10666	16.0294	CD226|10666	21.9535
CD22|933	15.6954	CD22|933	26.0897
CD244|51744	18.0331	CD244|51744	18.7719
CD247|919	38.7377	CD247|919	96.7229
CD248|57124	475.2045	CD248|57124	3787.7824
CD24|100133941	37007.1798	CD24|100133941	11974.8648
CD274|29126	28.7193	CD274|29126	38.8164
CD276|80381	2650.526	CD276|80381	1768.056
CD27|939	32.6064	CD27|939	91.1549
CD28|940	110.20200000000001	CD28|940	90.9959
CD2AP|23607	2769.0766	CD2AP|23607	1476.9329
CD2BP2|10421	828.8529	CD2BP2|10421	1221.1263
CD2|914	67.457	CD2|914	176.5829
CD300A|11314	195.6921	CD300A|11314	197.5819
CD300C|10871	25.0459	CD300C|10871	20.0445
CD300E|342510	12.022	removed	removed
CD300LB|124599	10.0184	CD300LB|124599	27.0442
CD300LF|146722	29.0533	CD300LF|146722	23.5444
removed	removed	CD300LG|146894	1010.4995
CD302|9936	1666.8325	CD302|9936	2060.4518
CD320|51293	970.4458	CD320|51293	386.5733
CD33|945	93.8387	CD33|945	104.6771
CD34|947	469.1935	CD34|947	8403.118
CD36|948	93.1708	CD36|948	9671.3331
CD37|951	258.8078	CD37|951	198.5364
CD38|952	24.712	CD38|952	48.9978
CD3D|915	21.7065	CD3D|915	81.1327
CD3EAP|10849	595.7589	CD3EAP|10849	461.97900000000004
CD3E|916	75.1378	CD3E|916	238.6255
CD3G|917	7.0129	CD3G|917	23.2262
removed	removed	CD40LG|959	66.1788
CD40|958	172.3159	CD40|958	395.8002
CD44|960	22252.7968	CD44|960	9950.0477
CD46|4179	4765.7372	CD46|4179	5010.4995
CD47|961	2689.2637	CD47|961	3874.6421
CD48|962	106.1947	CD48|962	164.4925
CD4|920	1591.9185	CD4|920	1243.3980000000001
CD52|1043	117.5488	CD52|1043	193.7639
CD53|963	555.0175	removed	removed
CD55|1604	2547.0028	CD55|1604	5283.4871
CD58|965	372.6833	CD58|965	279.6691
CD59|966	32187.3435	CD59|966	20431.1168
CD5|921	25.0459	CD5|921	102.1317
CD63|967	16923.6934	CD63|967	10846.9615
CD68|968	1968.9431	CD68|968	2108.8132
CD69|969	40.4074	CD69|969	552.3385
CD6|923	192.0187	CD6|923	127.5851
CD70|970	36.734	CD70|970	34.0439
CD72|971	45.4166	CD72|971	31.4986
CD74|972	41014.5266	CD74|972	34705.377
CD79A|973	7.6807	CD79A|973	81.76899999999999
CD79B|974	167.9746	CD79B|974	177.2192
CD7|924	39.4056	removed	removed
CD80|941	65.7873	CD80|941	14.3175
CD81|975	8667.8911	CD81|975	11723.8307
CD82|3732	1713.1408	CD82|3732	1716.1947
CD83|9308	823.1758	CD83|9308	870.1877
CD84|8832	120.2204	CD84|8832	85.9052
CD86|942	338.9548	CD86|942	224.308
CD8A|925	66.1212	CD8A|925	189.9459
CD8B|926	58.1065	CD8B|926	49.3159
CD93|22918	1232.5931	CD93|22918	5436.5256
CD96|10225	33.3946	CD96|10225	136.4938
CD97|976	1123.0589	CD97|976	1170.5377
CD99L2|83692	468.8596	CD99L2|83692	1502.7044
CD99|4267	2589.08	CD99|4267	2788.1005
CD9|928	25624.6452	CD9|928	6282.8508
CDADC1|81602	212.0554	CDADC1|81602	253.2612
CDAN1|146059	124.8956	CDAN1|146059	290.4868
CDA|978	98.8479	CDA|978	73.4967
CDC123|8872	2843.7936	CDC123|8872	904.957
CDC14A|8556	134.914	CDC14A|8556	391.9822
CDC14B|8555	366.6722	CDC14B|8555	621.0627
CDC14C|168448	12.356	CDC14C|168448	8.2724
CDC16|8881	1666.3884	CDC16|8881	1559.9745
CDC20|991	1306.0611	CDC20|991	51.8613
CDC23|8697	608.1149	CDC23|8697	774.7375
CDC25A|993	132.9103	CDC25A|993	33.0894
CDC25B|994	1279.0115	CDC25B|994	1146.9933
CDC25C|995	76.4735	CDC25C|995	6.3633
CDC26|246184	111.5078	CDC26|246184	125.9943
CDC27|996	1740.8582	CDC27|996	1564.4289
CDC34|997	977.1247	CDC34|997	556.4747
CDC37L1|55664	608.1149	CDC37L1|55664	567.6106
CDC37|11140	2941.3926	CDC37|11140	3094.4957
CDC40|51362	906.3283	CDC40|51362	832.3258
CDC42BPA|8476	2912.0053	CDC42BPA|8476	2223.9898
CDC42BPB|9578	2256.1362	CDC42BPB|9578	3476.9329
CDC42BPG|55561	610.4525	CDC42BPG|55561	746.7388
CDC42EP1|11135	3631.3241	CDC42EP1|11135	2320.7127
CDC42EP2|10435	104.8589	CDC42EP2|10435	831.0531
CDC42EP3|10602	1761.8968	CDC42EP3|10602	928.7305
CDC42EP4|23580	4399.7328	CDC42EP4|23580	2444.798
CDC42EP5|148170	198.6976	CDC42EP5|148170	210.3086
CDC42SE1|56882	3419.4857	CDC42SE1|56882	3549.7836
CDC42SE2|56990	1241.2757	CDC42SE2|56990	1526.8851
CDC42|998	4880.9484	CDC42|998	5547.2479
CDC45|8318	259.1418	CDC45|8318	16.5447
CDC5L|988	1440.9751	CDC5L|988	1197.2638
CDC6|990	376.6906	CDC6|990	86.5415
CDC73|79577	1297.3785	CDC73|79577	1106.5861
CDC7|8317	236.4335	CDC7|8317	115.8129
CDCA2|157313	436.8008	CDCA2|157313	16.2265
CDCA3|83461	631.5679	CDCA3|83461	21.2727
CDCA4|55038	338.9548	CDCA4|55038	247.5342
CDCA5|113130	598.4305	CDCA5|113130	59.4973
CDCA7L|55536	467.7676	CDCA7L|55536	776.9201
CDCA7|83879	443.4797	CDCA7|83879	84.9507
CDCA8|55143	639.8397	CDCA8|55143	35.6347
CDCP1|64866	2122.2241	CDCP1|64866	713.6494
CDH11|1009	3373.5181	CDH11|1009	785.8734
removed	removed	CDH12|1010	41.0436
CDH13|1012	211.3875	CDH13|1012	890.5504
CDH15|1013	7.3468	removed	removed
CDH16|1014	70.7965	removed	removed
CDH19|28513	252.1289	CDH19|28513	9.545
CDH1|999	9561.8634	CDH1|999	6509.3859
CDH20|28316	30.723000000000003	removed	removed
removed	removed	CDH22|64405	43.9071
CDH23|64072	37.068000000000005	CDH23|64072	229.3987
CDH24|64403	125.8975	CDH24|64403	91.6322
CDH26|60437	5.0092	CDH26|60437	26.0897
CDH2|1000	464.8522	CDH2|1000	24.4989
CDH3|1001	6907.6641	CDH3|1001	2246.5797
removed	removed	CDH4|1002	14.9539
CDH5|1003	321.9235	CDH5|1003	2905.1861
CDH6|1004	50.7597	CDH6|1004	100.8591
removed	removed	CDH8|1006	12.7267
CDHR1|92211	137.2516	CDHR1|92211	28.3169
CDHR3|222256	26.6989	CDHR3|222256	92.22399999999999
CDIPT|10423	1561.8634	CDIPT|10423	1770.9195
CDK10|8558	545.6671	CDK10|8558	611.5177
CDK11A|728642	744.1610000000001	CDK11A|728642	716.4588
CDK11B|984	998.367	CDK11B|984	801.8358
CDK12|51755	1240.9417	CDK12|51755	1324.5307
CDK13|8621	732.0087	CDK13|8621	1177.8556
CDK14|5218	671.2306	CDK14|5218	607.6997
removed	removed	CDK15|65061	8.2724
CDK16|5127	3604.6084	CDK16|5127	1560.6109
CDK17|5128	341.6263	CDK17|5128	895.0048
CDK18|5129	1103.3562	CDK18|5129	483.2962
CDK19|23097	1514.7704	CDK19|23097	713.4521
CDK1|983	1167.4737	CDK1|983	96.4047
CDK20|23552	200.0334	CDK20|23552	161.629
CDK2AP1|8099	4394.7237	CDK2AP1|8099	2328.6669
CDK2AP2|10263	903.9906	CDK2AP2|10263	505.2498
CDK2|1017	994.8238	CDK2|1017	628.0624
CDK3|1018	122.5313	CDK3|1018	141.9663
CDK4|1019	3678.4104	CDK4|1019	1654.1521
CDK5R1|8851	66.4552	CDK5R1|8851	27.0442
CDK5RAP1|51654	385.0392	CDK5RAP1|51654	410.4359
CDK5RAP2|55755	1023.8771	CDK5RAP2|55755	1322.9399
CDK5RAP3|80279	1892.1356	CDK5RAP3|80279	1840.5982
CDK5|1020	215.3949	CDK5|1020	134.5848
CDK6|1021	2218.7343	CDK6|1021	1053.7703
CDK7|1022	547.3368	CDK7|1022	395.48199999999997
CDK8|1024	227.7509	CDK8|1024	106.9042
CDK9|1025	522.2909	CDK9|1025	1231.3077
CDKAL1|54901	468.1917	CDKAL1|54901	265.6697
CDKL1|8814	57.4386	CDKL1|8814	28.6351
CDKL2|8999	11.6881	CDKL2|8999	37.5437
CDKL3|51265	14.1125	CDKL3|51265	33.5762
CDKL5|6792	91.5011	CDKL5|6792	64.9061
CDKN1A|1026	908.6659	CDKN1A|1026	12650.9704
CDKN1B|1027	2913.0072	CDKN1B|1027	1326.4397
CDKN1C|1028	191.3508	CDKN1C|1028	826.2806
CDKN2AIPNL|91368	225.0793	CDKN2AIPNL|91368	271.7149
CDKN2AIP|55602	301.8868	CDKN2AIP|55602	466.4333
CDKN2A|1029	354.3162	CDKN2A|1029	72.8603
CDKN2BAS|100048912	12.6899	removed	removed
CDKN2B|1030	435.1311	CDKN2B|1030	558.0655
CDKN2C|1031	795.1244	CDKN2C|1031	426.3443
CDKN2D|1032	454.8339	CDKN2D|1032	128.8578
CDKN3|1033	152.6131	CDKN3|1033	26.0897
CDNF|441549	34.3964	CDNF|441549	45.4979
CDO1|1036	8.6826	CDO1|1036	384.3462
CDON|50937	882.9521	CDON|50937	1148.9023
CDR1|1038	44.9758	CDR1|1038	10.2259
CDR2L|30850	1039.9065	CDR2L|30850	943.3662
CDR2|1039	821.1721	CDR2|1039	846.007
CDRT4|284040	325.0326	CDRT4|284040	281.3077
CDS1|1040	1122.3911	CDS1|1040	796.0547
CDS2|8760	749.7078	CDS2|8760	717.1492
CDSN|1041	29.3872	CDSN|1041	25.1352
CDT1|81620	393.0539	CDT1|81620	62.3608
CDV3|55573	3231.2573	CDV3|55573	4679.9236
CDX2|1045	11.0202	removed	removed
CDYL2|124359	18.0331	CDYL2|124359	45.4979
CDYL|9425	421.4393	CDYL|9425	631.244
CEACAM19|56971	46.0845	CEACAM19|56971	94.8139
CEACAM1|634	1134.747	CEACAM1|634	1124.0853
removed	removed	CEACAM21|90273	15.5902
CEACAM5|1048	44.4148	removed	removed
CEACAM6|4680	211.3875	CEACAM6|4680	261.5336
CEBPA|1050	114.2094	CEBPA|1050	908.0496
CEBPB|1051	1355.1511	CEBPB|1051	1624.2444
CEBPD|1052	477.5422	CEBPD|1052	2227.4897
CEBPG|1054	2032.3927	CEBPG|1054	1339.1664
CEBPZ|10153	1722.1573	CEBPZ|10153	1824.6898
CECR1|51816	650.192	CECR1|51816	665.2879
CECR2|27443	27.7175	CECR2|27443	11.454
CECR5|27440	1242.9454	CECR5|27440	559.3382
CECR6|27439	12.356	CECR6|27439	21.9535
CECR7|100130418	135.5819	CECR7|100130418	97.041
CELF1|10658	1887.1264	CELF1|10658	2088.1324
CELF2|10659	1553.5148	CELF2|10659	2184.2189
CELF4|56853	9.3505	CELF4|56853	12.0904
removed	removed	CELF5|60680	42.9526
CELF6|60677	22.361	CELF6|60677	101.7913
CELSR1|9620	2436.1329	CELSR1|9620	1711.4222
CELSR2|1952	1343.1291	CELSR2|1952	1826.5988
CELSR3|1951	142.2608	CELSR3|1951	56.952
CEL|1056	28.7193	CEL|1056	12.0904
CEMP1|752014	168.706	CEMP1|752014	148.1642
CENPA|1058	252.1289	CENPA|1058	10.8177
CENPBD1|92806	468.1917	CENPBD1|92806	208.0815
CENPB|1059	1877.442	CENPB|1059	1788.4187
CENPC1|1060	481.8835	CENPC1|1060	572.7012
CENPE|1062	532.6432	removed	removed
CENPF|1063	3557.1882	CENPF|1063	212.5358
CENPH|64946	155.9526	CENPH|64946	87.49600000000001
CENPI|2491	70.7965	removed	removed
CENPJ|55835	187.3435	CENPJ|55835	277.1238
CENPK|64105	104.191	CENPK|64105	26.4079
CENPL|91687	203.3729	CENPL|91687	62.678999999999995
CENPM|79019	238.4371	CENPM|79019	31.4986
CENPN|55839	694.3263	CENPN|55839	178.2087
CENPO|79172	175.7455	CENPO|79172	43.3694
CENPP|401541	80.9184	CENPP|401541	53.7226
CENPQ|55166	102.8552	CENPQ|55166	126.3124
CENPT|80152	320.2538	CENPT|80152	565.7016
CENPV|201161	128.2351	CENPV|201161	68.0878
CENPW|387103	235.0977	CENPW|387103	79.2237
CEP110|11064	373.6851	CEP110|11064	689.1505
CEP120|153241	331.274	CEP120|153241	856.5065
CEP135|9662	199.0316	CEP135|9662	285.3961
CEP152|22995	137.5856	CEP152|22995	182.9462
CEP164|22897	862.5814	CEP164|22897	715.8766
CEP170|9859	1842.3777	CEP170|9859	1144.448
CEP192|55125	901.653	CEP192|55125	755.3293
CEP250|11190	779.7629	CEP250|11190	712.6949
CEP290|80184	391.98199999999997	CEP290|80184	658.4696
CEP350|9857	1460.6779	CEP350|9857	1428.2533
CEP55|55165	707.2967	CEP55|55165	37.8619
CEP57|9702	958.0898	CEP57|9702	885.1416
CEP63|80254	652.4194	CEP63|80254	679.0487
CEP68|23177	457.5088	CEP68|23177	1498.6414
CEP70|80321	420.4375	CEP70|80321	261.8517
CEP72|55722	38.4037	CEP72|55722	51.5431
CEP76|79959	202.37099999999998	CEP76|79959	124.4034
CEP78|84131	266.1546	CEP78|84131	233.2167
CEP97|79598	165.3031	CEP97|79598	188.3551
CEPT1|10390	1023.5432	CEPT1|10390	885.7779
CERCAM|51148	1219.9032	CERCAM|51148	1524.658
CERKL|375298	71.5378	CERKL|375298	41.9154
CERK|64781	2256.1362	CERK|64781	1024.8171
CES1|1066	48.7561	CES1|1066	2445.1161
CES2|8824	703.6233	CES2|8824	1085.9052
CES3|23491	15.6954	CES3|23491	105.6316
removed	removed	CES4|51716	74.4512
CES8|283848	53.0973	CES8|283848	78.9055
CETN2|1069	1084.6552	CETN2|1069	939.5482
CETN3|1070	198.3637	CETN3|1070	348.3933
CETP|1071	9.0165	CETP|1071	38.8164
CFB|629	2777.6858	CFB|629	2297.3338
CFDP1|10428	1254.6335	CFDP1|10428	824.6898
CFD|1675	129.9048	CFD|1675	7273.9421
removed	removed	CFHR3|10878	11.7722
CFH|3075	1020.5377	CFH|3075	7746.1024
CFI|3426	93.8387	CFI|3426	952.9112
CFL1|1072	17147.103	CFL1|1072	10045.1798
CFL2|1073	306.562	CFL2|1073	944.3207
CFLAR|8837	1314.0758	CFLAR|8837	1355.7111
CFP|5199	8.3486	CFP|5199	116.1311
removed	removed	CFTR|1080	8.9087
CG030|116828	44.4148	CG030|116828	52.8158
CGB7|94027	5.9008	CGB7|94027	16.0356
CGGBP1|8545	2421.1287	CGGBP1|8545	2536.112
CGNL1|84952	888.6292	CGNL1|84952	1555.5202
CGN|57530	1154.1159	CGN|57530	1551.384
CGREF1|10669	947.477	CGREF1|10669	269.0741
CGRRF1|10668	209.3839	CGRRF1|10668	339.4846
CH25H|9023	54.0992	CH25H|9023	310.5313
CHAC1|79094	104.8589	CHAC1|79094	20.0445
CHAC2|494143	57.1047	CHAC2|494143	30.8622
CHADL|150356	98.8479	CHADL|150356	90.9959
CHAD|1101	199.0316	CHAD|1101	62.0426
CHAF1A|10036	629.1534	CHAF1A|10036	263.4426
CHAF1B|8208	249.4573	CHAF1B|8208	122.1763
CHCHD10|400916	636.1663	CHCHD10|400916	213.8085
CHCHD1|118487	439.1384	CHCHD1|118487	372.574
CHCHD2|51142	2493.5715	CHCHD2|51142	2453.3885
CHCHD3|54927	1339.7896	CHCHD3|54927	543.1117
CHCHD4|131474	244.4482	CHCHD4|131474	232.5803
CHCHD5|84269	174.3196	CHCHD5|84269	187.0824
CHCHD6|84303	113.2075	CHCHD6|84303	99.9045
CHCHD7|79145	409.7512	CHCHD7|79145	370.665
CHCHD8|51287	835.1979	CHCHD8|51287	532.294
CHD1L|9557	1249.2904	CHD1L|9557	692.0139999999999
CHD1|1105	716.6472	CHD1|1105	2192.1731
CHD2|1106	1932.2089999999998	CHD2|1106	2950.3659
CHD3|1107	2704.6251	CHD3|1107	4455.2975
CHD4|1108	6966.571999999999	CHD4|1108	5281.3299
CHD5|26038	6.011	CHD5|26038	9.545
CHD6|84181	1050.9267	CHD6|84181	2007.3178
CHD7|55636	941.7265	CHD7|55636	650.3341
CHD8|57680	1419.2687	CHD8|57680	2023.2262
CHD9|80205	1544.8322	CHD9|80205	2148.9023
CHDH|55349	775.0877	CHDH|55349	580.0191
CHEK1|1111	496.5771	CHEK1|1111	92.5867
CHEK2|11200	338.6208	CHEK2|11200	162.9017
CHERP|10523	1325.9042	CHERP|10523	1115.5711
CHFR|55743	341.9603	CHFR|55743	412.0267
CHI3L1|1116	6810.4859	CHI3L1|1116	1110.4041
CHI3L2|1117	881.2824	CHI3L2|1117	845.0525
CHIC1|53344	328.6024	CHIC1|53344	418.0719
CHIC2|26511	273.1675	CHIC2|26511	395.1639
CHID1|66005	1142.7617	CHID1|66005	1244.0344
CHIT1|1118	12.356	CHIT1|1118	70.9513
CHKA|1119	532.3092	CHKA|1119	977.7283
CHKB-CPT1B|386593	236.9878	CHKB-CPT1B|386593	365.6634
CHKB|1120	224.9057	CHKB|1120	197.9574
CHL1|10752	17.6991	CHL1|10752	1745.1479
CHML|1122	1458.0063	CHML|1122	399.9364
CHMP1A|5119	3167.1398	CHMP1A|5119	1485.8416
CHMP1B|57132	1869.7612	CHMP1B|57132	2392.9367
CHMP2A|27243	1492.4027	CHMP2A|27243	1616.2902
CHMP2B|25978	1732.8435	CHMP2B|25978	1274.2603
CHMP4A|29082	936.1696	CHMP4A|29082	899.1632
CHMP4B|128866	3568.5423	CHMP4B|128866	2939.5482
CHMP4C|92421	1350.1419	CHMP4C|92421	452.1158
CHMP5|51510	997.6724	CHMP5|51510	1450.2418
CHMP6|79643	556.6873	CHMP6|79643	400.2545
CHMP7|91782	843.5465	CHMP7|91782	1099.2682
CHM|1121	845.5502	CHM|1121	637.2892
CHN1|1123	355.3181	CHN1|1123	459.7518
CHN2|1124	15.0276	CHN2|1124	97.3592
CHODL|140578	65.4533	CHODL|140578	56.6338
CHORDC1|26973	964.4348	CHORDC1|26973	685.0143
CHPF2|54480	1510.1019	CHPF2|54480	1177.5374
CHPF|79586	3924.525	CHPF|79586	1239.58
CHPT1|56994	4283.7235	CHPT1|56994	1672.6058
CHP|11261	1569.8781	CHP|11261	2058.861
CHRAC1|54108	1089.9983	CHRAC1|54108	670.3786
CHRDL1|91851	129.9048	CHRDL1|91851	6693.923000000001
CHRDL2|25884	2598.7644	CHRDL2|25884	25.7716
CHRD|8646	49.7579	CHRD|8646	304.168
CHRFAM7A|89832	18.701	CHRFAM7A|89832	19.8027
CHRM1|1128	31.7248	CHRM1|1128	128.5396
CHRM3|1131	126.8993	CHRM3|1131	25.7716
removed	removed	CHRNA10|57053	13.9994
CHRNA1|1134	8.0147	removed	removed
removed	removed	CHRNA3|1136	6.3633
CHRNA5|1138	206.0444	CHRNA5|1138	33.7257
CHRNB1|1140	224.3747	CHRNB1|1140	166.7197
removed	removed	CHRNB2|1141	23.5444
CHRNB4|1143	6.345	removed	removed
CHRNE|1145	6.8192	CHRNE|1145	18.9469
CHST10|9486	181.6664	CHST10|9486	222.7171
CHST11|50515	296.8776	CHST11|50515	137.7665
CHST12|55501	230.0885	CHST12|55501	395.48199999999997
CHST13|166012	6.6789	removed	removed
CHST14|113189	280.8482	CHST14|113189	540.2482
CHST15|51363	997.4954	CHST15|51363	1107.8587
CHST1|8534	1969.9449	CHST1|8534	102.7681
CHST2|9435	972.7834	CHST2|9435	512.8858
CHST3|9469	3997.6624	CHST3|9469	1445.4343
CHST4|10164	34.3964	CHST4|10164	12.4085
removed	removed	CHST5|23563	10.4995
CHST6|4166	599.7662	CHST6|4166	41.3618
CHST7|56548	48.4221	CHST7|56548	180.7191
removed	removed	CHST8|64377	20.6809
CHST9|83539	609.4507	CHST9|83539	559.3382
CHSY1|22856	1083.6534	CHSY1|22856	2777.2829
CHSY3|337876	98.8479	CHSY3|337876	100.5409
CHTF18|63922	236.0995	CHTF18|63922	149.8568
CHTF8|54921	2251.6413	CHTF8|54921	1992.1413
CHUK|1147	565.7038	CHUK|1147	631.244
CHURC1|91612	699.459	CHURC1|91612	1687.6137
CIAO1|9391	1968.6091	CIAO1|9391	1699.3318
CIAPIN1|57019	1024.8789	CIAPIN1|57019	600.7
CIB1|10519	1332.7768	CIB1|10519	927.1397
CIB2|10518	261.4794	CIB2|10518	104.6771
CIC|23152	1298.7143	CIC|23152	2078.9055
removed	removed	CIDEA|1149	172.4467
CIDEB|27141	330.5226	CIDEB|27141	309.5927
CIDECP|152302	87.4937	CIDECP|152302	71.9058
removed	removed	CIDEC|63924	1224.308
CIITA|4261	243.7803	CIITA|4261	383.0735
CILP2|148113	704.2912	CILP2|148113	42.3163
CILP|8483	245.11599999999999	CILP|8483	8946.5479
CINP|51550	355.652	CINP|51550	319.44
CIR1|9541	1245.617	CIR1|9541	1181.9917
CIRBP|1153	1907.8310000000001	CIRBP|1153	7014.3175
CIRH1A|84916	1478.0431	CIRH1A|84916	897.8683
CISD1|55847	782.1005	CISD1|55847	259.3064
CISD2|493856	1065.9542	CISD2|493856	508.1133
CISD3|284106	350.9901	CISD3|284106	454.2221
CISH|1154	116.54700000000001	CISH|1154	263.4426
CITED1|4435	30.389	CITED1|4435	318.1674
CITED2|10370	1448.6559	CITED2|10370	2363.9835
CITED4|163732	1375.1878	CITED4|163732	636.971
CIT|11113	351.3107	CIT|11113	107.2224
CIZ1|25792	1392.5529999999999	CIZ1|25792	1781.4189999999999
CKAP2L|150468	208.0481	CKAP2L|150468	12.4085
CKAP2|26586	1403.9072	CKAP2|26586	346.1661
CKAP4|10970	2203.3729	CKAP4|10970	1741.3299
CKAP5|9793	4150.9434	CKAP5|9793	1738.7846
CKB|1152	1205.2096	CKB|1152	536.112
CKLF|51192	709.9683	CKLF|51192	248.8069
CKMT1A|548596	31.3909	CKMT1A|548596	136.812
CKMT1B|1159	171.648	CKMT1B|1159	146.0388
CKMT2|1160	65.1194	CKMT2|1160	44.2253
CKS1B|1163	1125.7305	CKS1B|1163	468.9787
CKS2|1164	883.2860000000001	CKS2|1164	172.1285
CLASP1|23332	1350.4759	CLASP1|23332	1414.8902
CLASP2|23122	625.1461	CLASP2|23122	1455.2975
removed	removed	CLCA2|9635	32.7712
removed	removed	CLCA4|22802	179.4464
CLCC1|23155	1127.7642	CLCC1|23155	973.1944
CLCF1|23529	115.2112	CLCF1|23529	300.9863
removed	removed	CLCN1|1180	9.2269
CLCN2|1181	196.6939	CLCN2|1181	76.3602
CLCN3|1182	1617.9663	CLCN3|1182	1581.9281
CLCN4|1183	2122.558	CLCN4|1183	242.4435
CLCN5|1184	521.623	CLCN5|1184	164.1744
CLCN6|1185	185.0058	CLCN6|1185	549.1569
CLCN7|1186	1945.9008	CLCN7|1186	1248.1705
removed	removed	CLCNKA|1187	25.1352
CLCNKB|1188	17.6991	CLCNKB|1188	8.5905
CLDN10|9071	1117.7025	CLDN10|9071	290.4932
CLDN11|5010	57.1047	CLDN11|5010	1253.8976
CLDN12|9069	1389.5475	CLDN12|9069	1157.8110000000001
CLDN14|23562	5.3431	removed	removed
