gene_id	TCGA-A7-A0CH-01A-21R-A00Z-07	gene_id	TCGA-A7-A0CH-11A-32R-A089-07
ALKBH4|54784	240.2983	ALKBH4|54784	252.2539
ALKBH5|54890	2122.5391	ALKBH5|54890	2439.4584
ALKBH6|84964	111.649	ALKBH6|84964	100.7992
ALKBH7|84266	353.2644	ALKBH7|84266	816.5491
ALKBH8|91801	341.9251	ALKBH8|91801	185.0494
ALMS1|7840	1275.6771	ALMS1|7840	477.6681
lowly_expressed	lowly_expressed	ALOX12|239	5.6417
ALOX15B|247	82.8645	ALOX15B|247	15694.2172
lowly_expressed	lowly_expressed	ALOX15|246	303.5261
ALOX5AP|241	291.3341	ALOX5AP|241	450.5877
ALOX5|240	335.3831	ALOX5|240	755.9944
ALOXE3|59344	8.2864	ALOXE3|59344	6.7701
ALPK1|80216	871.3856	ALPK1|80216	545.7452
ALPK2|115701	55.3884	ALPK2|115701	14.6685
ALPK3|57538	130.8387	ALPK3|57538	438.1758
ALPL|249	96.8206	ALPL|249	925.2468
ALS2CL|259173	110.3406	ALS2CL|259173	305.7828
ALS2CR11|151254	13.52	ALS2CR11|151254	10.9074
ALS2CR4|65062	622.7921	ALS2CR4|65062	745.4631
ALS2CR8|79800	174.4516	ALS2CR8|79800	113.9633
ALS2|57679	740.9830000000001	ALS2|57679	391.1613
lowly_expressed	lowly_expressed	ALX1|8092	16.9252
ALX3|257	25.7316	ALX3|257	32.7221
lowly_expressed	lowly_expressed	ALX4|60529	7.1462
lowly_expressed	lowly_expressed	AMAC1L2|83650	5.2656
AMACR|23600	583.5405	AMACR|23600	230.9356
AMBP|259	6.5419	AMBP|259	8.2746
AMBRA1|55626	1154.8694	AMBRA1|55626	872.9666
AMD1|262	635.876	AMD1|262	1190.6272
AMDHD1|144193	9.5948	AMDHD1|144193	6.394
AMDHD2|51005	233.9962	AMDHD2|51005	311.3568
AMFR|267	3060.3166	AMFR|267	3643.0654
AMICA1|120425	41.8684	AMICA1|120425	206.488
AMIGO1|57463	80.6839	AMIGO1|57463	118.4767
AMIGO2|347902	434.8205	AMIGO2|347902	1127.2139
AMIGO3|386724	133.0193	AMIGO3|386724	131.2647
AMMECR1L|83607	784.5959	AMMECR1L|83607	727.4095
AMMECR1|9949	518.9934	AMMECR1|9949	188.8105
AMN1|196394	384.6657	AMN1|196394	174.8942
AMOTL1|154810	557.8089	AMOTL1|154810	1508.2276
AMOTL2|51421	1257.3597	AMOTL2|51421	4525.4349
AMOT|154796	1906.7556	AMOT|154796	828.961
lowly_expressed	lowly_expressed	AMPD1|270	51.9041
AMPD2|271	530.7689	AMPD2|271	658.204
AMPD3|272	341.4889	AMPD3|272	323.0842
AMPH|273	80.2477	AMPH|273	127.8796
AMTN|401138	5.2335	lowly_expressed	lowly_expressed
AMT|275	28.3484	AMT|275	147.8364
lowly_expressed	lowly_expressed	AMY1A|276	20.6864
AMY2B|280	93.6761	AMY2B|280	351.1876
AMZ1|155185	12.6477	lowly_expressed	lowly_expressed
AMZ2P1|201283	287.8451	AMZ2P1|201283	242.9713
AMZ2|51321	1371.6255	AMZ2|51321	1230.2774
ANAPC10|10393	127.7858	ANAPC10|10393	127.8796
ANAPC11|51529	811.1998	ANAPC11|51529	1141.5139
ANAPC13|25847	1526.9179	ANAPC13|25847	1410.5689
ANAPC16|119504	2176.7194	ANAPC16|119504	2486.8829
ANAPC1|64682	660.7353	ANAPC1|64682	522.8021
ANAPC2|29882	592.2631	ANAPC2|29882	782.3225
ANAPC4|29945	472.3276	ANAPC4|29945	450.9638
ANAPC5|51433	1758.0357	ANAPC5|51433	2216.0789999999997
ANAPC7|51434	1249.5094	ANAPC7|51434	1013.2581
ANGEL1|23357	446.596	ANGEL1|23357	502.8679
ANGEL2|90806	1590.9983	ANGEL2|90806	524.6827
ANGPT1|284	26.6039	ANGPT1|284	657.4518
ANGPT2|285	275.1973	ANGPT2|285	384.015
lowly_expressed	lowly_expressed	ANGPT4|51378	32.7221
ANGPTL1|9068	13.9561	ANGPTL1|9068	459.2384
ANGPTL2|23452	967.7701	ANGPTL2|23452	8170.0047
ANGPTL4|51129	27.4761	ANGPTL4|51129	2822.0028
lowly_expressed	lowly_expressed	ANGPTL5|253935	19.9342
lowly_expressed	lowly_expressed	ANGPTL6|83854	10.945
lowly_expressed	lowly_expressed	ANGPTL7|10218	186.5538
ANG|283	163.5091	ANG|283	503.3456
ANK1|286	5.2335	ANK1|286	36.8594
ANK2|287	86.7897	ANK2|287	1257.7339
ANK3|288	1830.4331	ANK3|288	479.5487
ANKAR|150709	25.7316	ANKAR|150709	25.5759
ANKDD1A|348094	34.0181	ANKDD1A|348094	422.0028
ANKFN1|162282	9.5948	lowly_expressed	lowly_expressed
ANKFY1|51479	2189.8033	ANKFY1|51479	1951.2929
ANKHD1-EIF4EBP3|404734	1923.6207	ANKHD1-EIF4EBP3|404734	952.4852
ANKHD1|54882	2397.8586	ANKHD1|54882	1570.6479
ANKH|56172	3806.9693	ANKH|56172	1958.0629999999999
ANKIB1|54467	1392.5596	ANKIB1|54467	828.2087
ANKK1|255239	14.8284	ANKK1|255239	34.6027
lowly_expressed	lowly_expressed	ANKLE1|126549	8.6507
ANKLE2|23141	1480.6577	ANKLE2|23141	1549.2243
ANKMY1|51281	274.3251	ANKMY1|51281	210.2492
ANKMY2|57037	539.9276	ANKMY2|57037	541.6079
ANKRA2|57763	399.05800000000005	ANKRA2|57763	222.66099999999997
ANKRD10|55608	1830.3589	ANKRD10|55608	1332.4006
ANKRD11|29123	920.7685	ANKRD11|29123	1911.9473
ANKRD12|23253	1693.0525	ANKRD12|23253	755.9944
ANKRD13A|88455	895.3727	ANKRD13A|88455	1053.8787
ANKRD13B|124930	58.0051	ANKRD13B|124930	139.9154
ANKRD13C|81573	638.4927	ANKRD13C|81573	460.7428
ANKRD13D|338692	411.7057	ANKRD13D|338692	403.5731
ANKRD16|54522	128.2219	ANKRD16|54522	150.0705
ANKRD17|26057	3301.4959	ANKRD17|26057	1584.5792
ANKRD19|138649	51.8993	ANKRD19|138649	109.4499
ANKRD1|27063	8.2864	lowly_expressed	lowly_expressed
ANKRD20A3|441425	6.9781	lowly_expressed	lowly_expressed
ANKRD22|118932	77.1948	ANKRD22|118932	45.5101
ANKRD23|200539	21.3703	ANKRD23|200539	22.566999999999997
ANKRD24|170961	28.7845	ANKRD24|170961	27.0804
ANKRD26|22852	293.5148	ANKRD26|22852	125.9991
ANKRD27|84079	672.0747	ANKRD27|84079	715.7499
ANKRD28|23243	2562.2574	ANKRD28|23243	1090.7381
ANKRD29|147463	11.3394	ANKRD29|147463	180.9121
ANKRD30A|91074	1161.8474	ANKRD30A|91074	112.835
ANKRD30B|374860	777.1817	ANKRD30B|374860	44.7579
ANKRD31|256006	6.1058	lowly_expressed	lowly_expressed
ANKRD32|84250	185.7909	ANKRD32|84250	83.1218
ANKRD34A|284615	31.4013	ANKRD34A|284615	16.5491
ANKRD34C|390616	5.2335	lowly_expressed	lowly_expressed
ANKRD35|148741	27.9123	ANKRD35|148741	309.54400000000004
ANKRD36BP1|84832	211.5225	ANKRD36BP1|84832	44.3818
ANKRD36B|57730	22.6787	ANKRD36B|57730	13.5402
ANKRD36|375248	111.649	ANKRD36|375248	141.0437
ANKRD37|353322	74.5257	ANKRD37|353322	151.6953
ANKRD39|51239	126.9135	ANKRD39|51239	147.0616
ANKRD40|91369	1181.0371	ANKRD40|91369	2422.567
ANKRD42|338699	563.9147	ANKRD42|338699	262.9055
ANKRD43|134548	290.0257	ANKRD43|134548	61.6831
ANKRD44|91526	55.3884	ANKRD44|91526	47.3907
ANKRD46|157567	464.4773	ANKRD46|157567	573.9539
ANKRD49|54851	304.8541	ANKRD49|54851	208.7447
ANKRD50|57182	1878.4073	ANKRD50|57182	596.8969999999999
ANKRD52|283373	1337.1713	ANKRD52|283373	1091.8665
ANKRD53|79998	5.2335	ANKRD53|79998	72.5905
ANKRD54|129138	465.3496	ANKRD54|129138	473.9069
lowly_expressed	lowly_expressed	ANKRD55|79722	14.2924
ANKRD56|345079	143.4864	ANKRD56|345079	75.2233
ANKRD57|65124	1300.9726	ANKRD57|65124	546.1213
ANKRD58|347454	6.5419	ANKRD58|347454	13.9163
ANKRD5|63926	419.556	ANKRD5|63926	164.7391
ANKRD6|22881	109.82600000000001	ANKRD6|22881	202.1439
ANKRD9|122416	60.1858	ANKRD9|122416	123.7424
ANKS1A|23294	833.8785	ANKS1A|23294	1177.6211
ANKS1B|56899	244.2322	ANKS1B|56899	42.1251
ANKS3|124401	258.6244	ANKS3|124401	253.5026
ANKS6|203286	67.6	ANKS6|203286	334.7438
ANKZF1|55139	540.3637	ANKZF1|55139	526.5632
ANLN|54443	496.3147	ANLN|54443	63.9398
ANO10|55129	815.5611	ANO10|55129	1170.4748
ANO1|55107	1350.6913	ANO1|55107	2708.0395
ANO2|57101	11.7755	ANO2|57101	39.4922
lowly_expressed	lowly_expressed	ANO3|63982	15.7969
ANO4|121601	6.5419	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANO5|203859	56.4175
ANO6|196527	2203.3233	ANO6|196527	4493.8411
ANO7|50636	5.6697	lowly_expressed	lowly_expressed
ANO8|57719	297.8761	ANO8|57719	238.0818
ANO9|338440	109.0322	ANO9|338440	68.8293
ANP32A|8125	3675.6945	ANP32A|8125	2608.7447
ANP32B|10541	2086.4408	ANP32B|10541	3116.1259999999997
ANP32E|81611	1314.0564	ANP32E|81611	802.2567
ANPEP|290	1506.3893	ANPEP|290	3441.843
ANTXR1|84168	7868.2018	ANTXR1|84168	2809.591
ANTXR2|118429	588.774	ANTXR2|118429	2548.1899
ANUBL1|93550	630.2063	ANUBL1|93550	166.9958
ANXA11|311	3222.1205	ANXA11|311	7154.866
ANXA13|312	6.1058	ANXA13|312	6.0179
ANXA1|301	1228.139	ANXA1|301	15516.3141
ANXA2P1|303	82.8645	ANXA2P1|303	148.9422
ANXA2P2|304	4062.9770000000003	ANXA2P2|304	7832.2519999999995
lowly_expressed	lowly_expressed	ANXA2P3|305	10.5313
ANXA2|302	12744.5593	ANXA2|302	27805.5477
ANXA3|306	208.0335	ANXA3|306	492.3366
ANXA4|307	1792.9260000000002	ANXA4|307	1716.5961
ANXA5|308	4688.822	ANXA5|308	19295.5336
ANXA6|309	5804.0037	ANXA6|309	11634.7908
ANXA7|310	3735.4442	ANXA7|310	3846.5444
ANXA8L2|244	44.9213	ANXA8L2|244	148.9422
ANXA8|653145	144.7948	ANXA8|653145	252.7504
ANXA9|8416	595.316	ANXA9|8416	220.0282
AOAH|313	64.111	AOAH|313	180.53599999999997
AOC2|314	5.6697	AOC2|314	181.6643
AOC3|8639	175.76	AOC3|8639	19112.3648
AOX1|316	74.578	AOX1|316	1255.8533
AP1AR|55435	1507.6977	AP1AR|55435	395.2985
AP1B1|162	2560.5129	AP1B1|162	3236.8594
AP1G1|164	2337.2149	AP1G1|164	1955.8063
AP1G2|8906	1469.6847	AP1G2|8906	832.9441
AP1M1|8907	604.4747	AP1M1|8907	1657.922
AP1M2|10053	2519.5168	AP1M2|10053	1201.3164
AP1S1|1174	822.9753	AP1S1|1174	663.4697
AP1S2|8905	256.4438	AP1S2|8905	582.6046
AP1S3|130340	235.5096	AP1S3|130340	44.7579
AP2A1|160	1283.0869	AP2A1|160	2046.582
AP2A2|161	1536.4822	AP2A2|161	2163.7988
AP2B1|163	7809.3244	AP2B1|163	5558.6272
AP2M1|1173	4367.8311	AP2M1|1173	6455.6653
AP2S1|1175	1218.9803	AP2S1|1175	1698.5425
AP3B1|8546	1908.0639999999999	AP3B1|8546	1220.4984
AP3B2|8120	40.1239	AP3B2|8120	79.7367
AP3D1|8943	2753.718	AP3D1|8943	2997.6493
AP3M1|26985	1959.0911	AP3M1|26985	1263.3756
AP3M2|10947	491.5173	AP3M2|10947	371.9793
AP3S1|1176	882.2888	AP3S1|1176	1131.3587
AP3S2|10239	1448.3754	AP3S2|10239	2069.7057
AP4B1|10717	326.2942	AP4B1|10717	319.1462
AP4E1|23431	355.8812	AP4E1|23431	266.6667
AP4M1|9179	364.8	AP4M1|9179	349.1904
AP4S1|11154	54.08	AP4S1|11154	48.519
APAF1|317	502.4205	APAF1|317	333.2393
APBA1|320	50.591	APBA1|320	261.7772
APBA2|321	99.8735	APBA2|321	55.6653
APBA3|9546	158.7509	APBA3|9546	238.0818
APBB1IP|54518	170.0903	APBB1IP|54518	1423.6013
APBB1|322	329.7135	APBB1|322	974.5181
APBB2|323	3359.0649	APBB2|323	2333.8035
APBB3|10307	209.3419	APBB3|10307	242.5952
APCDD1L|164284	26.6039	APCDD1L|164284	86.5068
APCDD1|147495	381.6128	APCDD1|147495	2079.5487
APC|324	1057.6126	APC|324	668.3592
APEH|327	2257.4033	APEH|327	1967.4659
APEX1|328	2758.0793	APEX1|328	2722.3319
APEX2|27301	674.6914	APEX2|27301	613.8223
APH1A|51107	7653.6264	APH1A|51107	4607.0522
APH1B|83464	660.7353	APH1B|83464	670.2398
API5|8539	3142.3089	API5|8539	1968.5943
APIP|51074	348.2359	APIP|51074	507.889
APITD1|378708	302.7781	APITD1|378708	162.4824
APLF|200558	96.8206	APLF|200558	78.2323
APLNR|187	388.1547	APLNR|187	1879.0785
APLN|8862	186.6632	APLN|8862	89.5157
APLP1|333	33.1458	APLP1|333	45.8862
APLP2|334	16993.3272	APLP2|334	17708.6977
APOA1BP|128240	3094.3347	APOA1BP|128240	1652.6563
APOA1|335	10.9032	lowly_expressed	lowly_expressed
APOB48R|55911	238.9986	APOB48R|55911	297.8843
APOBEC3A|200315	5.2335	APOBEC3A|200315	11.6596
APOBEC3B|9582	49.2826	APOBEC3B|9582	39.4922
APOBEC3C|27350	84.1729	APOBEC3C|27350	380.63
APOBEC3D|140564	102.9264	APOBEC3D|140564	83.874
APOBEC3F|200316	165.729	APOBEC3F|200316	157.969
APOBEC3G|60489	198.0025	APOBEC3G|60489	359.9436
lowly_expressed	lowly_expressed	APOBEC3H|164668	7.8984
lowly_expressed	lowly_expressed	APOB|338	107.9455
APOC1|341	183.1741	APOC1|341	757.8749
APOC2|344	99.8735	APOC2|344	190.315
APOD|347	727.0269	APOD|347	87681.0531
APOE|348	911.5094	APOE|348	6248.0489
APOF|319	16.1368	APOF|319	7.1462
APOL1|8542	1252.1261	APOL1|8542	1599.6239
APOL2|23780	748.8334	APOL2|23780	923.7424
APOL3|80833	510.707	APOL3|80833	1546.5914
APOL4|80832	218.9367	APOL4|80832	192.9478
APOL6|80830	2058.9646	APOL6|80830	4511.8947
APOLD1|81575	703.0398	APOLD1|81575	3985.3315
APOM|55937	43.7001	APOM|55937	65.2111
APOOL|139322	334.5109	APOOL|139322	66.5726
APOO|79135	341.4889	APOO|79135	187.3061
APPBP2|10513	1483.7106	APPBP2|10513	1035.8251
APPL1|26060	2466.7408	APPL1|26060	1208.4626
APPL2|55198	1048.8901	APPL2|55198	1013.6342
APP|351	21881.023999999998	APP|351	21473.6248
APRT|353	751.4501	APRT|353	1618.8058
APTX|54840	750.5779	APTX|54840	465.2562
AQP11|282679	74.578	AQP11|282679	51.9041
AQP1|358	1750.1854	AQP1|358	21466.1175
AQP3|360	546.0334	AQP3|360	1663.5637
lowly_expressed	lowly_expressed	AQP4|361	56.4175
AQP5|362	126.4774	AQP5|362	44.0056
AQP6|363	7.8503	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQP7P1|375719	512.2708
lowly_expressed	lowly_expressed	AQP7P3|441432	53.0324
lowly_expressed	lowly_expressed	AQP7|364	2694.4993
AQP9|366	11.3394	AQP9|366	204.9835
lowly_expressed	lowly_expressed	AQPEP|206338	419.9718
AQR|9716	1398.6654	AQR|9716	805.2656
ARAF|369	1105.5868	ARAF|369	1447.6728
ARAP1|116985	1443.5344	ARAP1|116985	2747.0992
ARAP2|116984	170.0903	ARAP2|116984	209.1208
ARAP3|64411	141.3058	ARAP3|64411	664.5980000000001
ARCN1|372	5025.5135	ARCN1|372	4168.1241
ARC|23237	7.4142	ARC|23237	89.1396
AREG|374	266.9109	AREG|374	154.96
ARF1|375	12365.5633	ARF1|375	10097.2261
ARF3|377	6082.2539	ARF3|377	4709.732
ARF4|378	5493.0437	ARF4|378	4538.2228
ARF5|381	1995.2898	ARF5|381	2493.48
ARF6|382	4153.6918	ARF6|382	2766.3376
ARFGAP1|55738	930.263	ARFGAP1|55738	1193.4180000000001
ARFGAP2|84364	2166.6885	ARFGAP2|84364	2361.26
ARFGAP3|26286	810.3275	ARFGAP3|26286	899.6709
ARFGEF1|10565	2276.1568	ARFGEF1|10565	1102.7739
ARFGEF2|10564	3618.9978	ARFGEF2|10564	1355.5242
ARFIP1|27236	1730.9957	ARFIP1|27236	969.6286
ARFIP2|23647	1922.4563	ARFIP2|23647	1484.5322
ARFRP1|10139	484.1031	ARFRP1|10139	783.827
ARG2|384	163.5483	ARG2|384	184.1993
ARGLU1|55082	1167.9532	ARGLU1|55082	1500.3291
ARHGAP10|79658	184.0464	ARHGAP10|79658	831.5938
ARHGAP11A|9824	200.6193	ARHGAP11A|9824	71.8383
ARHGAP11B|89839	14.3923	lowly_expressed	lowly_expressed
ARHGAP12|94134	1224.65	ARHGAP12|94134	740.9497
ARHGAP15|55843	41.8684	ARHGAP15|55843	181.6643
ARHGAP17|55114	901.0423	ARHGAP17|55114	1539.0691
ARHGAP18|93663	741.8553	ARHGAP18|93663	506.6291
ARHGAP19|84986	499.3676	ARHGAP19|84986	563.4227
ARHGAP1|392	3516.0714	ARHGAP1|392	4145.181
ARHGAP20|57569	20.0619	ARHGAP20|57569	278.7024
ARHGAP21|57584	1210.2578	ARHGAP21|57584	2503.8082
ARHGAP22|58504	50.591	ARHGAP22|58504	100.4231
ARHGAP23|57636	205.8529	ARHGAP23|57636	874.4711
ARHGAP24|83478	92.4593	ARHGAP24|83478	464.504
ARHGAP25|9938	124.7329	ARHGAP25|9938	583.3568
ARHGAP26|23092	395.5689	ARHGAP26|23092	475.4114
ARHGAP27|201176	290.89799999999997	ARHGAP27|201176	495.7217
ARHGAP28|79822	100.7458	ARHGAP28|79822	210.6253
ARHGAP29|9411	3549.6533	ARHGAP29|9411	2110.7663
ARHGAP30|257106	299.1844	ARHGAP30|257106	831.2177
ARHGAP31|57514	508.0902	ARHGAP31|57514	1595.1105
ARHGAP32|9743	3626.8481	ARHGAP32|9743	896.2858
ARHGAP33|115703	79.3755	ARHGAP33|115703	80.48899999999999
lowly_expressed	lowly_expressed	ARHGAP36|158763	22.566999999999997
ARHGAP39|80728	331.8941	ARHGAP39|80728	184.6732
ARHGAP42|143872	107.2615	ARHGAP42|143872	145.9332
ARHGAP4|393	176.1961	ARHGAP4|393	667.2308
ARHGAP5|394	2635.5271	ARHGAP5|394	1412.6939
ARHGAP6|395	41.4322	ARHGAP6|395	130.5125
ARHGAP8|23779	613.1842	ARHGAP8|23779	380.9685
ARHGAP9|64333	37.9432	ARHGAP9|64333	183.921
ARHGDIA|396	3657.3771	ARHGDIA|396	7053.3145
ARHGDIB|397	6881.6782	ARHGDIB|397	5568.4062
lowly_expressed	lowly_expressed	ARHGDIG|398	162.4673
ARHGEF10L|55160	665.9689	ARHGEF10L|55160	1082.8397
ARHGEF10|9639	533.8218	ARHGEF10|9639	891.0202
ARHGEF11|9826	2162.3272	ARHGEF11|9826	1298.7306
ARHGEF12|23365	7984.2121	ARHGEF12|23365	3297.0381
ARHGEF15|22899	145.6671	ARHGEF15|22899	1150.5407
ARHGEF16|27237	369.8373	ARHGEF16|27237	204.9835
ARHGEF17|9828	1106.4591	ARHGEF17|9828	1488.6695
ARHGEF18|23370	935.4965	ARHGEF18|23370	971.1331
ARHGEF19|128272	505.0373	ARHGEF19|128272	305.0306
ARHGEF1|9138	824.7198	ARHGEF1|9138	1420.9685
ARHGEF2|9181	2540.451	ARHGEF2|9181	2346.5914
ARHGEF33|100271715	5.6697	ARHGEF33|100271715	9.4029
ARHGEF35|445328	911.5094	ARHGEF35|445328	469.3935
ARHGEF37|389337	807.2746	ARHGEF37|389337	1167.8419999999999
ARHGEF38|54848	199.3109	ARHGEF38|54848	31.9699
ARHGEF3|50650	1186.7068	ARHGEF3|50650	783.0748
ARHGEF4|50649	51.4632	ARHGEF4|50649	290.362
ARHGEF5|7984	574.3818	ARHGEF5|7984	473.5308
ARHGEF6|9459	770.2037	ARHGEF6|9459	3482.8397
ARHGEF7|8874	1038.423	ARHGEF7|8874	1672.9666
ARHGEF9|23229	455.3186	ARHGEF9|23229	569.4405
ARID1A|8289	4193.8157	ARID1A|8289	2181.8524
ARID1B|57492	1911.9892	ARID1B|57492	1600.7522
ARID2|196528	1443.5867	ARID2|196528	484.4382
ARID3A|1820	34.8903	ARID3A|1820	41.3728
ARID3B|10620	89.4064	ARID3B|10620	92.1486
ARID4A|5926	525.5353	ARID4A|5926	461.4951
ARID4B|51742	2452.7889999999998	ARID4B|51742	674.4974
ARID5A|10865	876.183	ARID5A|10865	1589.0926
ARID5B|84159	2307.1220000000003	ARID5B|84159	3269.9577
ARIH1|25820	2115.6614	ARIH1|25820	1478.5143
ARIH2|10425	1129.5739	ARIH2|10425	1488.2934
ARL10|285598	27.9123	ARL10|285598	25.951999999999998
ARL11|115761	36.6348	ARL11|115761	45.13399999999999
ARL13B|200894	297.4399	ARL13B|200894	189.5628
ARL15|54622	449.2128	ARL15|54622	391.5374
ARL16|339231	364.6038	ARL16|339231	494.5933
ARL17A|51326	183.0259	ARL17A|51326	83.0654
ARL1|400	3012.3424	ARL1|400	2053.2205
ARL2BP|23568	1031.0088	ARL2BP|23568	1816.267
ARL2|402	675.5637	ARL2|402	1858.7682
ARL3|403	1005.2772	ARL3|403	583.3568
ARL4A|10124	265.1664	ARL4A|10124	831.2177
ARL4C|10123	469.7108	ARL4C|10123	1213.3521
ARL4D|379	118.6271	ARL4D|379	179.0315
ARL5A|26225	884.4694	ARL5A|26225	651.8101
ARL5B|221079	264.2941	ARL5B|221079	84.2501
ARL6IP1|23204	9541.1924	ARL6IP1|23204	4779.6897
ARL6IP4|51329	1211.13	ARL6IP4|51329	2607.6164
ARL6IP5|10550	7534.9993	ARL6IP5|10550	7266.1965
ARL6IP6|151188	281.7393	ARL6IP6|151188	258.3921
ARL6|84100	81.5561	ARL6|84100	39.8684
ARL8A|127829	1594.0512	ARL8A|127829	1307.3813
ARL8B|55207	3298.4429999999998	ARL8B|55207	2143.1124
lowly_expressed	lowly_expressed	ARL9|132946	12.0357
ARMC10|83787	864.1807	ARMC10|83787	668.8557
ARMC1|55156	792.8824	ARMC1|55156	503.9962
ARMC2|84071	79.3755	ARMC2|84071	48.519
ARMC3|219681	153.9535	ARMC3|219681	12.788
ARMC4|55130	76.7587	ARMC4|55130	5.6417
ARMC5|79798	414.7586	ARMC5|79798	366.3376
ARMC6|93436	508.5002	ARMC6|93436	610.0536
ARMC7|79637	380.3044	ARMC7|79637	305.7828
ARMC8|25852	591.3908	ARMC8|25852	648.425
ARMC9|80210	484.5392	ARMC9|80210	157.2167
ARMCX1|51309	566.0953	ARMCX1|51309	1010.6253
ARMCX2|9823	947.7081	ARMCX2|9823	759.7555
ARMCX3|51566	1912.4253	ARMCX3|51566	1721.4857
ARMCX5|64860	353.2644	ARMCX5|64860	286.97700000000003
ARMCX6|54470	190.5883	ARMCX6|54470	274.9412
ARNT2|9915	2659.078	ARNT2|9915	521.2976
ARNTL2|56938	70.6529	ARNTL2|56938	23.3192
ARNTL|406	271.7083	ARNTL|406	219.6521
ARNT|405	2003.5763	ARNT|405	1575.9285
ARPC1A|10552	1936.8485	ARPC1A|10552	2540.2915
ARPC1B|10095	1573.9893	ARPC1B|10095	3029.2431
ARPC2|10109	3465.4804	ARPC2|10109	4721.3916
ARPC3|10094	3135.7669	ARPC3|10094	3236.1072
ARPC4|10093	3157.3161	ARPC4|10093	3895.3568
ARPC5L|81873	790.2656	ARPC5L|81873	743.5825
ARPC5|10092	4751.6246	ARPC5|10092	3116.5021
ARPM1|84517	36.1987	ARPM1|84517	46.6385
ARPP19|10776	4863.7097	ARPP19|10776	3704.7485
ARPP21|10777	6.5419	lowly_expressed	lowly_expressed
ARRB1|408	467.5302	ARRB1|408	1176.8688
ARRB2|409	356.7535	ARRB2|409	1202.4448
ARRDC1|92714	741.4192	ARRDC1|92714	664.2219
ARRDC2|27106	406.4722	ARRDC2|27106	1309.2619
ARRDC3|57561	1348.9467	ARRDC3|57561	2456.7936
ARRDC4|91947	394.6967	ARRDC4|91947	721.7677
lowly_expressed	lowly_expressed	ARRDC5|645432	7.1462
ARSA|410	166.6012	ARSA|410	314.0574
ARSB|411	242.0516	ARSB|411	283.2158
ARSD|414	5270.618	ARSD|414	2622.6609999999996
ARSE|415	85.4813	ARSE|415	12.0357
ARSG|22901	441.3625	ARSG|22901	226.0461
ARSH|347527	10.9032	lowly_expressed	lowly_expressed
ARSI|340075	78.0671	ARSI|340075	32.346
ARSJ|79642	194.5135	ARSJ|79642	72.9666
ARSK|153642	104.6709	ARSK|153642	125.2468
lowly_expressed	lowly_expressed	ART4|420	20.6864
lowly_expressed	lowly_expressed	ART5|116969	20.6864
ARTN|9048	16.5729	ARTN|9048	11.6596
ARV1|64801	1118.6707	ARV1|64801	417.8655
ARVCF|421	374.6347	ARVCF|421	390.7851
lowly_expressed	lowly_expressed	ARX|170302	5.2656
AR|367	2196.7814	AR|367	249.7414
AS3MT|57412	285.2283	AS3MT|57412	130.8886
ASAH1|427	13939.5569	ASAH1|427	9250.5877
ASAH2|56624	17.009	lowly_expressed	lowly_expressed
ASAM|79827	195.3858	ASAM|79827	963.9868
ASAP1|50807	1300.5364	ASAP1|50807	857.922
ASAP2|8853	708.7095	ASAP2|8853	1026.7983
ASAP3|55616	1468.8822	ASAP3|55616	1060.2727
lowly_expressed	lowly_expressed	ASB12|142689	5.6417
ASB13|79754	1122.5958	ASB13|79754	798.1194
ASB14|142686	10.0353	ASB14|142686	9.0268
ASB16|92591	44.206	ASB16|92591	15.5223
ASB1|51665	284.2994	ASB1|51665	671.1274
lowly_expressed	lowly_expressed	ASB2|51676	47.7668
ASB3|51130	354.1367	ASB3|51130	263.2816
ASB6|140459	607.0958	ASB6|140459	658.4673
ASB7|140460	486.2837	ASB7|140460	350.1646
ASB8|140461	909.7649	ASB8|140461	740.9497
lowly_expressed	lowly_expressed	ASB9|140462	42.8773
ASCC1|51008	588.3379	ASCC1|51008	499.4828
ASCC2|84164	1143.9662	ASCC2|84164	1539.4452
ASCC3|10973	1261.2848	ASCC3|10973	726.2811
ASCL2|430	14.3923	ASCL2|430	34.9788
ASF1A|25842	565.2231	ASF1A|25842	446.0743
ASF1B|55723	207.5974	ASF1B|55723	101.9276
lowly_expressed	lowly_expressed	ASGR1|432	21.0625
lowly_expressed	lowly_expressed	ASGR2|433	30.4654
ASH1L|55870	5942.4964	ASH1L|55870	1594.1777
ASH2L|9070	1497.2306	ASH2L|9070	1152.0451
ASL|435	559.9895	ASL|435	668.7353
ASMTL|8623	628.0082	ASMTL|8623	1142.2435
ASNA1|439	1443.1506	ASNA1|439	1273.9069
ASNSD1|54529	971.2591	ASNSD1|54529	999.7179
ASNS|440	285.6644	ASNS|440	312.5529
lowly_expressed	lowly_expressed	ASPA|443	62.4354
lowly_expressed	lowly_expressed	ASPG|374569	9.0268
ASPHD1|253982	5.6697	ASPHD1|253982	47.0146
ASPHD2|57168	124.7329	ASPHD2|57168	72.5905
ASPH|444	11094.8144	ASPH|444	13275.4039
ASPM|259266	384.2296	ASPM|259266	34.9788
ASPN|54829	4596.3627	ASPN|54829	347.1556
ASPRV1|151516	44.4633	ASPRV1|151516	88.8914
ASPSCR1|79058	378.996	ASPSCR1|79058	409.2149
