gene_id	TCGA-BH-A1FJ-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FJ-11B-42R-A13Q-07
RRP9|9136	306.224	RRP9|9136	90.2356
RRS1|23212	177.5172	RRS1|23212	228.3674
RSAD1|55316	714.9772	RSAD1|55316	508.8651
RSAD2|91543	881.0417	RSAD2|91543	472.0829
RSBN1L|222194	1020.3777	RSBN1L|222194	622.6519
RSBN1|54665	879.9509	RSBN1|54665	1230.4851
RSC1A1|6248	429.8207	RSC1A1|6248	356.7507
RSF1|51773	1318.4266	RSF1|51773	1007.6747
RSL1D1|26156	4284.9547	RSL1D1|26156	4675.8433
RSL24D1|51187	2193.7419	RSL24D1|51187	4168.8305
RSPH1|89765	18.2698	RSPH1|89765	14.0249
RSPH3|83861	472.0158	RSPH3|83861	112.4637
RSPH4A|345895	7.3625	RSPH4A|345895	50.0133
RSPH9|221421	16.0883	RSPH9|221421	5.0278
RSPO1|284654	8.1805	RSPO1|284654	47.8963
RSPO3|84870	13.6342	RSPO3|84870	664.7266
lowly_expressed	lowly_expressed	RSPO4|343637	11.1141
RSPRY1|89970	881.3143	RSPRY1|89970	498.2803
RSRC1|51319	357.2159	RSRC1|51319	277.8515
RSRC2|65117	2169.2004	RSRC2|65117	1541.4141
RSU1|6251	1273.1611	RSU1|6251	2370.4699
RTBDN|83546	23.1781	lowly_expressed	lowly_expressed
RTCD1|8634	351.7622	RTCD1|8634	514.1575
RTEL1|51750	322.945	RTEL1|51750	98.2562
RTF1|23168	2567.8642	RTF1|23168	1885.6853
RTKN2|219790	520.2809	RTKN2|219790	61.9212
RTKN|6242	927.6706	RTKN|6242	271.7652
RTN1|6252	2960.5290000000005	RTN1|6252	666.5789
RTN2|6253	297.7708	RTN2|6253	208.5209
RTN3|10313	6218.2835	RTN3|10313	8602.0168
RTN4IP1|84816	76.3515	RTN4IP1|84816	145.8059
RTN4RL1|146760	406.8444	RTN4RL1|146760	149.2459
RTN4RL2|349667	23.7235	RTN4RL2|349667	14.0249
RTN4R|65078	183.2436	RTN4R|65078	15.6126
RTN4|57142	12672.9838	RTN4|57142	15023.2965
RTP4|64108	37.6304	RTP4|64108	111.4052
RTTN|25914	477.1968	RTTN|25914	488.4893
RUFY1|80230	1273.7065	RUFY1|80230	940.9903
RUFY2|55680	510.1916	RUFY2|55680	789.6301
RUFY3|22902	1243.9839	RUFY3|22902	1093.6763
RUFY4|285180	19.9059	lowly_expressed	lowly_expressed
RUNDC1|146923	2219.1015	RUNDC1|146923	883.5677
RUNDC2A|84127	33.8128	RUNDC2A|84127	45.7793
RUNDC2C|440352	17.04	RUNDC2C|440352	38.4705
RUNDC3B|154661	13.3615	RUNDC3B|154661	262.2389
RUNX1T1|862	8.9986	RUNX1T1|862	142.895
RUNX1|861	6617.4927	RUNX1|861	5453.2981
RUNX2|860	172.6089	RUNX2|860	299.5503
RUNX3|864	41.7206	RUNX3|864	243.7154
RUSC1|23623	2428.2501	RUSC1|23623	401.9585
RUSC2|9853	446.3835	RUSC2|9853	478.6984
RUVBL1|8607	1256.7182	RUVBL1|8607	355.9039
RUVBL2|10856	1317.0632	RUVBL2|10856	350.6221
RWDD1|51389	386.1204	RWDD1|51389	1504.1026
RWDD2A|112611	22.6328	RWDD2A|112611	112.1991
RWDD2B|10069	452.1099	RWDD2B|10069	467.3197
RWDD3|25950	307.3747	RWDD3|25950	338.7142
RWDD4A|201965	532.279	RWDD4A|201965	1005.0285
RXRA|6256	608.6304	RXRA|6256	1064.0388
RXRB|6257	729.1567	RXRB|6257	502.2496
RXRG|6258	33.5401	RXRG|6258	11.6433
RYBP|23429	2288.0905	RYBP|23429	3179.4146
RYK|6259	889.2222	RYK|6259	2659.1709
lowly_expressed	lowly_expressed	RYR1|6261	93.6756
lowly_expressed	lowly_expressed	RYR2|6262	18.5234
lowly_expressed	lowly_expressed	RYR3|6263	159.8307
S100A10|6281	5972.3226	S100A10|6281	7868.7536
S100A11|6282	8557.6386	S100A11|6282	6269.1230000000005
S100A13|6284	5686.8226	S100A13|6284	1266.2088
S100A14|57402	2232.1903	S100A14|57402	226.7797
S100A16|140576	6035.0399	S100A16|140576	2100.2925
S100A1|6271	686.0727	S100A1|6271	127.2824
S100A2|6273	14.7249	S100A2|6273	103.20200000000001
lowly_expressed	lowly_expressed	S100A3|6274	6.8801
S100A4|6275	429.4771	S100A4|6275	4478.9657
S100A6|6277	12864.9533	S100A6|6277	10360.9489
S100A8|6279	7.3625	S100A8|6279	65.6259
S100A9|6280	15.2703	S100A9|6280	149.5106
lowly_expressed	lowly_expressed	S100B|6285	611.0086
S100PBP|64766	967.7551	S100PBP|64766	715.7983
S100P|6286	4433.022	S100P|6286	39.1638
S1PR1|1901	232.054	S1PR1|1901	2086.2676
S1PR2|9294	157.884	S1PR2|9294	386.0812
S1PR3|1903	4979.8923	S1PR3|1903	773.7343
lowly_expressed	lowly_expressed	S1PR4|8698	10.3202
S1PR5|53637	17.9971	S1PR5|53637	9.2617
SAA1|6288	19.9059	SAA1|6288	3092.0899
SAA2|6289	7.0898	SAA2|6289	3245.3051
lowly_expressed	lowly_expressed	SAA4|6291	48.4255
SAAL1|113174	362.9423	SAAL1|113174	220.9581
SAC3D1|29901	213.2388	SAC3D1|29901	10.8494
SACM1L|22908	1204.1721	SACM1L|22908	1822.9702
SACS|26278	182.4255	SACS|26278	2052.6608
SAE1|10055	2859.9087	SAE1|10055	1023.8165
SAFB2|9667	1206.3535	SAFB2|9667	377.87800000000004
SAFB|6294	1450.951	SAFB|6294	541.6781
SALL1|6299	12.5435	SALL1|6299	62.4504
SALL2|6297	520.0082	SALL2|6297	354.5914
SALL4|57167	22.6328	lowly_expressed	lowly_expressed
SAMD10|140700	191.9695	SAMD10|140700	73.5645
lowly_expressed	lowly_expressed	SAMD11|148398	11.9529
SAMD12|401474	697.2527	SAMD12|401474	582.165
lowly_expressed	lowly_expressed	SAMD13|148418	41.0162
SAMD14|201191	11.7254	lowly_expressed	lowly_expressed
SAMD1|90378	294.2259	SAMD1|90378	55.5703
lowly_expressed	lowly_expressed	SAMD3|154075	32.8129
SAMD4A|23034	202.6041	SAMD4A|23034	1215.1371
SAMD4B|55095	1465.1305	SAMD4B|55095	1257.2117
SAMD5|389432	24.8142	SAMD5|389432	753.9036
SAMD8|142891	221.9647	SAMD8|142891	269.9129
SAMD9L|219285	1286.2499	SAMD9L|219285	1378.6725
SAMD9|54809	1465.9486	SAMD9|54809	855.2533
SAMHD1|25939	623.5653	SAMHD1|25939	2093.0286
SAMM50|25813	1008.6577	SAMM50|25813	838.5795
SAMSN1|64092	61.3539	SAMSN1|64092	204.287
SAP130|79595	953.3029	SAP130|79595	673.7237
SAP18|10284	1291.1582	SAP18|10284	2238.4243
SAP30BP|29115	932.5789	SAP30BP|29115	648.3201
SAP30L|79685	547.8219	SAP30L|79685	1901.2979
SAP30|8819	597.1777	SAP30|8819	168.8278
SAPS1|22870	1129.7294	SAPS1|22870	546.9705
SAPS2|9701	1348.9672	SAPS2|9701	500.3973
SAPS3|55291	2687.0271	SAPS3|55291	2698.0701
SAR1A|56681	3021.8829	SAR1A|56681	4394.0225
SAR1B|51128	1014.9294	SAR1B|51128	636.1475
SARDH|1757	67.8983	SARDH|1757	11.3787
SARM1|23098	32.5666	SARM1|23098	192.35
SARNP|84324	811.6272	SARNP|84324	712.5593
SARS2|54938	272.9566	SARS2|54938	138.3965
SARS|6301	2634.1264	SARS|6301	1813.9732
SART1|9092	611.3573	SART1|9092	138.3965
SART3|9733	1332.3335	SART3|9733	919.2914
SASH1|23328	1043.2886	SASH1|23328	4397.1979
SASH3|54440	63.5353	SASH3|54440	192.3791
SASS6|163786	355.5798	SASS6|163786	194.7606
SAT1|6303	3085.1455	SAT1|6303	4563.3796
SAT2|112483	306.224	SAT2|112483	379.7303
SATB1|6304	66.2622	SATB1|6304	922.2023
SATB2|23314	43.0841	SATB2|23314	129.1348
SATL1|340562	42.8114	SATL1|340562	38.37
SAV1|60485	936.6692	SAV1|60485	2369.4115
SBDSP1|155370	408.2078	SBDSP1|155370	958.4553
SBDS|51119	1612.3798	SBDS|51119	4612.3344
SBF1|6305	464.3807	SBF1|6305	335.5387
SBF2|81846	160.6872	SBF2|81846	1851.7927
SBK1|388228	679.8009	SBK1|388228	86.2663
SBNO1|55206	872.0431	SBNO1|55206	825.3512
SBNO2|22904	989.5698	SBNO2|22904	468.6428
SC4MOL|6307	1803.5313	SC4MOL|6307	1013.2317
SC5DL|6309	2608.7668	SC5DL|6309	2345.331
SC65|10609	452.9279	SC65|10609	76.7399
SCAF1|58506	1131.0928	SCAF1|58506	320.9846
SCAI|286205	425.3869	SCAI|286205	568.4047
SCAMP1|9522	2118.7538	SCAMP1|9522	2798.0966
SCAMP2|10066	2547.6856	SCAMP2|10066	2300.6101
SCAMP3|10067	3489.2631	SCAMP3|10067	991.5328
SCAMP4|113178	1489.3994	SCAMP4|113178	806.5631
SCAMP5|192683	436.0215	SCAMP5|192683	236.8353
SCAND1|51282	379.3033	SCAND1|51282	104.2605
SCAND2|54581	324.4938	SCAND2|54581	316.2214
SCAND3|114821	88.8949	SCAND3|114821	102.1435
SCAPER|49855	482.3778	SCAPER|49855	615.5072
SCAP|22937	637.794	SCAP|22937	953.6974
SCARA3|51435	2365.5328	SCARA3|51435	882.5092
lowly_expressed	lowly_expressed	SCARA5|286133	2327.0722
SCARB1|949	833.0493	SCARB1|949	1117.4921
SCARB2|950	4809.3258	SCARB2|950	10116.9689
SCARF1|8578	91.8945	SCARF1|8578	161.1539
SCARF2|91179	90.5311	SCARF2|91179	55.3057
lowly_expressed	lowly_expressed	SCARNA9|619383	11.6433
SCCPDH|51097	4455.9275	SCCPDH|51097	1139.191
SCD5|79966	239.4165	SCD5|79966	517.0683
SCD|6319	18897.539	SCD|6319	36802.6176
lowly_expressed	lowly_expressed	SCEL|8796	10.3202
SCFD1|23256	1792.0785	SCFD1|23256	1608.8923
SCFD2|152579	432.4767	SCFD2|152579	407.7801
SCG2|7857	15.543	SCG2|7857	18.5234
lowly_expressed	lowly_expressed	SCG3|29106	25.9328
SCG5|6447	21.2693	SCG5|6447	80.9739
SCGB1D2|10647	5328.2132	SCGB1D2|10647	6082.3009
SCGB2A1|4246	706.7966	SCGB2A1|4246	1248.2146
SCGB2A2|4250	73269.0708	SCGB2A2|4250	22417.0564
SCGB3A1|92304	272.1385	SCGB3A1|92304	147.9228
SCGN|10590	15.543	SCGN|10590	20.1112
SCHIP1|29970	180.5167	SCHIP1|29970	540.0903
SCIN|85477	186.49400000000003	SCIN|85477	153.2152
SCLT1|132320	268.5936	SCLT1|132320	207.727
SCLY|51540	209.9666	SCLY|51540	95.52799999999999
SCMH1|22955	971.3	SCMH1|22955	1031.2259
SCML1|6322	26.4503	SCML1|6322	340.3019
SCML2|10389	45.5382	SCML2|10389	64.0381
lowly_expressed	lowly_expressed	SCML4|256380	13.7603
lowly_expressed	lowly_expressed	SCN11A|11280	47.6317
SCN1B|6324	114.7999	SCN1B|6324	130.7225
SCN2A|6326	766.5144	SCN2A|6326	158.243
lowly_expressed	lowly_expressed	SCN2B|6327	99.4973
SCN3A|6328	59.7178	SCN3A|6328	303.255
lowly_expressed	lowly_expressed	SCN3B|55800	250.8602
SCN4A|6329	16.361	SCN4A|6329	121.4608
SCN4B|6330	82.3505	SCN4B|6330	486.9016
lowly_expressed	lowly_expressed	SCN5A|6331	55.5703
lowly_expressed	lowly_expressed	SCN7A|6332	360.1484
SCN8A|6334	11.9981	SCN8A|6334	44.7209
SCN9A|6335	10.9074	SCN9A|6335	197.9282
SCNM1|79005	746.0631	SCNM1|79005	252.1833
SCNN1A|6337	2958.8929	SCNN1A|6337	1429.4796
SCNN1B|6338	536.3692	SCNN1B|6338	268.5898
SCNN1D|6339	67.6256	SCNN1D|6339	10.3202
SCNN1G|6340	60.5358	SCNN1G|6340	44.9855
SCO1|6341	501.4657	SCO1|6341	435.036
SCO2|9997	415.0249	SCO2|9997	135.4857
SCOC|60592	1693.6396	SCOC|60592	3057.16
SCP2|6342	3919.2856	SCP2|6342	4254.3029
SCPEP1|59342	1172.5407	SCPEP1|59342	3081.5051
lowly_expressed	lowly_expressed	SCRG1|11341	47.8963
SCRIB|23513	1092.6444	SCRIB|23513	204.5516
SCRN1|9805	1140.6367	SCRN1|9805	2325.2198
SCRN2|90507	322.0397	SCRN2|90507	173.0618
SCRN3|79634	662.6219	SCRN3|79634	421.5404
SCUBE1|80274	484.0139	SCUBE1|80274	96.8511
SCUBE2|57758	4234.5081	SCUBE2|57758	1641.9699
SCUBE3|222663	11.18	SCUBE3|222663	21.4343
SCYL1|57410	1627.6011	SCYL1|57410	626.0549
SCYL2|55681	1448.4968	SCYL2|55681	1725.3253
SCYL3|57147	1654.1441	SCYL3|57147	487.28
SDAD1|55153	1134.365	SDAD1|55153	1320.9853
SDC1|6382	2284.5456	SDC1|6382	1425.2457
SDC2|6383	973.7542	SDC2|6383	4949.7254
SDC3|9672	2426.8866	SDC3|9672	1854.7247
SDC4|6385	5325.2437	SDC4|6385	12028.8516
SDCBP2|27111	12.5271	SDCBP2|27111	36.2107
SDCBP|6386	4173.1543	SDCBP|6386	8903.9487
SDCCAG1|9147	1207.7169999999999	SDCCAG1|9147	1390.5804
SDCCAG3|10807	505.0106	SDCCAG3|10807	336.06800000000004
SDCCAG8|10806	828.1410000000001	SDCCAG8|10806	583.4881
SDF2L1|23753	230.6906	SDF2L1|23753	39.6931
SDF2|6388	1203.354	SDF2|6388	599.6299
SDF4|51150	2412.7071	SDF4|51150	652.2894
SDHAF1|644096	183.7889	SDHAF1|644096	98.1742
SDHAF2|54949	605.3582	SDHAF2|54949	705.4781
SDHAP1|255812	148.8854	SDHAP1|255812	102.1435
SDHAP2|727956	104.7106	SDHAP2|727956	81.2385
SDHAP3|728609	116.9814	SDHAP3|728609	56.0995
SDHA|6389	1647.0107	SDHA|6389	956.6029
SDHB|6390	1486.3999	SDHB|6390	1266.7381
SDHC|6391	4274.5927	SDHC|6391	1811.3269
SDHD|6392	1599.2910000000002	SDHD|6392	2657.0539
SDK1|221935	231.2359	SDK1|221935	365.4408
SDK2|54549	73.352	SDK2|54549	127.5471
SDPR|8436	57.2636	SDPR|8436	2635.6196
SDR16C5|195814	1904.4243	SDR16C5|195814	131.781
SDR39U1|56948	545.7086	SDR39U1|56948	264.586
SDR42E1|93517	78.8056	SDR42E1|93517	253.2418
SDSL|113675	93.8033	SDSL|113675	34.6653
SDS|10993	109.8916	SDS|10993	15.347999999999999
SEC11A|23478	2319.9945	SEC11A|23478	2813.9738
SEC11C|90701	519.4628	SEC11C|90701	804.7108
SEC13|6396	2177.1082	SEC13|6396	915.0575
SEC14L1|6397	864.1353	SEC14L1|6397	2485.5798
SEC14L2|23541	12169.3776	SEC14L2|23541	1168.8232
lowly_expressed	lowly_expressed	SEC14L5|9717	22.4927
SEC16A|9919	7099.3251	SEC16A|9919	2477.9058
SEC16B|89866	287.41700000000003	SEC16B|89866	220.4288
SEC22A|26984	410.6619	SEC22A|26984	519.7146
SEC22B|9554	2490.1493	SEC22B|9554	2068.538
SEC22C|9117	601.5407	SEC22C|9117	1051.8663
SEC23A|10484	1374.0541	SEC23A|10484	2550.6765
SEC23B|10483	2703.6608	SEC23B|10483	1907.3842
SEC23IP|11196	3324.2893	SEC23IP|11196	1931.9939
SEC24A|10802	1609.9257	SEC24A|10802	1849.9615
SEC24B|10427	1717.3631	SEC24B|10427	2109.5542
SEC24C|9632	4301.5884	SEC24C|9632	2182.5894
SEC24D|9871	2102.1201	SEC24D|9871	2088.9138
SEC31A|22872	7287.5833	SEC31A|22872	5963.706
SEC31B|25956	153.3329	SEC31B|25956	169.9419
SEC61A1|29927	6397.1205	SEC61A1|29927	6309.3638
SEC61A2|55176	90.3293	SEC61A2|55176	145.1496
SEC61B|10952	890.3129	SEC61B|10952	1087.59
SEC61G|23480	659.3496	SEC61G|23480	1035.7244
SEC62|7095	5143.3636	SEC62|7095	6564.1748
SEC63|11231	1446.8607	SEC63|11231	4415.986
SECISBP2L|9728	762.4242	SECISBP2L|9728	2764.4898
SECISBP2|79048	1653.2824	SECISBP2|79048	1076.7406
SECTM1|6398	649.2603	SECTM1|6398	179.9419
SEH1L|81929	816.1429	SEH1L|81929	1364.1184
lowly_expressed	lowly_expressed	SEL1L2|80343	11.3787
SEL1L3|23231	281.1371	SEL1L3|23231	765.8116
SEL1L|6400	5151.2714	SEL1L|6400	5246.3649
SELENBP1|8991	5099.7341	SELENBP1|8991	1385.8173
SELE|6401	50.1738	SELE|6401	738.8203
SELK|58515	466.8348	SELK|58515	606.5101
SELL|6402	179.426	SELL|6402	280.4977
SELM|140606	1107.0966	SELM|140606	459.9103
SELO|83642	246.5062	SELO|83642	91.2941
SELPLG|6404	145.3405	SELPLG|6404	324.4247
SELP|6403	46.3563	SELP|6403	896.2694
SELS|55829	1178.8125	SELS|55829	884.3615
SELT|51714	2033.1311	SELT|51714	3243.4528
SEMA3A|10371	11.9981	SEMA3A|10371	213.8133
SEMA3B|7869	670.5297	SEMA3B|7869	224.1335
SEMA3C|10512	3036.6078	SEMA3C|10512	9458.8578
SEMA3D|223117	14.9976	SEMA3D|223117	768.1932
SEMA3E|9723	163.88299999999998	SEMA3E|9723	685.1023
SEMA3F|6405	1649.1922	SEMA3F|6405	407.2509
SEMA3G|56920	394.8463	SEMA3G|56920	1149.2466
SEMA4A|64218	1275.6152	SEMA4A|64218	435.3006
SEMA4B|10509	1901.6975	SEMA4B|10509	791.7444
SEMA4C|54910	793.2374	SEMA4C|54910	444.2977
SEMA4D|10507	512.6457	SEMA4D|10507	417.0418
SEMA4F|10505	246.5062	SEMA4F|10505	149.5106
SEMA4G|57715	76.1715	SEMA4G|57715	71.8762
SEMA5A|9037	300.4976	SEMA5A|9037	2090.7661
SEMA5B|54437	23.9962	SEMA5B|54437	14.5541
SEMA6A|57556	2498.0571	SEMA6A|57556	2286.056
SEMA6B|10501	39.2665	SEMA6B|10501	156.3907
SEMA6C|10500	159.7928	SEMA6C|10500	120.9315
SEMA6D|80031	45.2655	SEMA6D|80031	412.2787
SEMA7A|8482	72.5339	SEMA7A|8482	55.5703
SENP1|29843	738.7007	SENP1|29843	810.2678
SENP2|59343	876.1333	SENP2|59343	1245.8331
SENP3|26168	749.9898	SENP3|26168	661.3579
SENP5|205564	623.3554	SENP5|205564	913.7344
SENP6|26054	1266.8894	SENP6|26054	3388.2002
SENP7|57337	515.6452	SENP7|57337	1022.4934
SENP8|123228	58.8997	SENP8|123228	66.1551
SEP15|9403	2974.7086	SEP15|9403	5400.9033
SEPHS1|22929	1024.7461	SEPHS1|22929	1002.6469
SEPHS2|22928	2275.2744	SEPHS2|22928	1343.4779999999998
SEPN1|57190	4710.3415	SEPN1|57190	2721.6213
SEPP1|6414	16739.8896	SEPP1|6414	28403.7764
SEPSECS|51091	693.9805	SEPSECS|51091	523.9485
SEPT10|151011	1471.4023	SEPT10|151011	4500.1353
SEPT11|55752	796.237	SEPT11|55752	4140.5161
SEPT1|1731	22.9054	SEPT1|1731	38.8992
SEPT2|4735	12946.4858	SEPT2|4735	16346.6634
SEPT3|55964	292.3171	SEPT3|55964	125.1655
SEPT4|5414	170.9728	SEPT4|5414	208.2563
SEPT5|5413	831.9586	SEPT5|5413	150.0398
SEPT6|23157	710.0689	SEPT6|23157	754.6975
SEPT7P2|641977	116.7087	SEPT7P2|641977	243.7154
SEPT7|989	3305.4741	SEPT7|989	5525.8041
SEPT8|23176	1158.4075	SEPT8|23176	1194.838
SEPT9|10801	4933.6696	SEPT9|10801	1966.1299
SEPW1|6415	1405.4128	SEPW1|6415	2567.8768
SEPX1|51734	369.4867	SEPX1|51734	197.1422
SERAC1|84947	214.8749	SERAC1|84947	392.4321
SERBP1|26135	5368.0551	SERBP1|26135	7441.1269
SERF1A|8293	418.5698	SERF1A|8293	347.4466
SERF2|10169	6685.0719	SERF2|10169	3816.5942
SERGEF|26297	386.9384	SERGEF|26297	240.0107
SERHL2|253190	1202.9913	SERHL2|253190	275.1259
SERHL|94009	565.8191	SERHL|94009	213.0195
SERINC1|57515	6117.1177	SERINC1|57515	15840.1798
SERINC2|347735	3583.8844	SERINC2|347735	1102.4088
SERINC3|10955	3321.2898	SERINC3|10955	4853.9328
SERINC5|256987	218.9652	SERINC5|256987	193.9668
SERP1|27230	3376.9909	SERP1|27230	7715.9273
SERP2|387923	56.4456	SERP2|387923	72.506
SERPINA11|256394	975.663	SERPINA11|256394	133.6333
SERPINA1|5265	377.3945	SERPINA1|5265	3147.9248
SERPINA3|12	18843.2749	SERPINA3|12	11400.9073
SERPINA5|5104	1306.4285	SERPINA5|5104	649.114
SERPINA6|866	41.448	SERPINA6|866	233.9245
SERPINA9|327657	6.8171	lowly_expressed	lowly_expressed
SERPINB1|1992	1581.0212	SERPINB1|1992	1762.9014
lowly_expressed	lowly_expressed	SERPINB2|5055	21.1696
SERPINB5|5268	110.1643	SERPINB5|5268	1572.3747
SERPINB6|5269	1799.441	SERPINB6|5269	1689.8662
SERPINB8|5271	363.2149	SERPINB8|5271	629.0028
SERPINB9|5272	145.0678	SERPINB9|5272	724.0015
lowly_expressed	lowly_expressed	SERPIND1|3053	25.4036
SERPINE1|5054	987.3884	SERPINE1|5054	1219.9003
SERPINE2|5270	375.4857	SERPINE2|5270	860.2811
SERPINF1|5176	1819.6196	SERPINF1|5176	7391.9075
SERPINF2|5345	7.3625	SERPINF2|5345	68.5367
SERPING1|710	2517.9631	SERPING1|710	19169.3697
SERPINH1|871	1940.6913	SERPINH1|871	1348.2412
SERPINI1|5274	358.5793	SERPINI1|5274	438.7407
SERTAD1|29950	272.1385	SERTAD1|29950	269.119
SERTAD2|9792	109.0736	SERTAD2|9792	1845.9922
SERTAD3|29946	963.6649	SERTAD3|29946	783.2765
SERTAD4|56256	43.0841	SERTAD4|56256	346.6528
SESN1|27244	113.4365	SESN1|27244	1289.4954
SESN2|83667	201.2407	SESN2|83667	198.2007
SESN3|143686	41.448	SESN3|143686	272.2944
SESTD1|91404	1007.8397	SESTD1|91404	3390.8464
SETBP1|26040	1050.9237	SETBP1|26040	1192.6443
SETD1A|9739	628.2637	SETD1A|9739	449.5901
SETD1B|23067	843.4113	SETD1B|23067	598.3068
SETD2|29072	2511.4186	SETD2|29072	2671.6079999999997
SETD3|84193	1556.4797	SETD3|84193	1970.0992
SETD4|54093	315.4953	SETD4|54093	338.7142
SETD5|55209	2828.8227	SETD5|55209	2480.8167
SETD6|79918	459.0552	SETD6|79918	359.3493
SETD7|80854	2838.3666	SETD7|80854	5526.598000000001
SETD8|387893	721.7943	SETD8|387893	855.2533
SETDB1|9869	2180.6531	SETDB1|9869	725.3246
SETDB2|83852	566.3644	SETDB2|83852	768.1932
SETMAR|6419	790.2379	SETMAR|6419	685.1023
SETX|23064	2191.2877	SETX|23064	3809.7405
SET|6418	6581.7711	SET|6418	6797.0407
SEZ6L2|26470	2395.2553	SEZ6L2|26470	234.1891
SEZ6L|23544	9.8166	lowly_expressed	lowly_expressed
SF1|7536	4094.6213	SF1|7536	4621.8607
SF3A1|10291	3200.9789	SF3A1|10291	3171.7327
SF3A2|8175	886.4953	SF3A2|8175	451.4425
SF3A3|10946	1349.7853	SF3A3|10946	1586.9288
SF3B14|51639	1404.8674	SF3B14|51639	1379.731
SF3B1|23451	9913.4229	SF3B1|23451	10684.0505
SF3B2|10992	5104.0971	SF3B2|10992	2112.465
SF3B3|23450	4917.3086	SF3B3|23450	3051.603
SF3B4|10262	3363.0104	SF3B4|10262	1482.4037
SF3B5|83443	557.6386	SF3B5|83443	688.5424
SF4|57794	489.4676	SF4|57794	180.2065
SFI1|9814	539.0961	SFI1|9814	159.8307
SFMBT1|51460	380.6667	SFMBT1|51460	340.5665
SFMBT2|57713	132.2517	SFMBT2|57713	150.0398
SFN|2810	1984.5934	SFN|2810	326.277
SFPQ|6421	7075.0317	SFPQ|6421	5245.6319
SFRP1|6422	43.6294	SFRP1|6422	27012.9843
SFRP2|6423	4946.4858	SFRP2|6423	23661.3017
SFRP4|6424	1119.0947	SFRP4|6424	14328.1386
SFRS11|9295	3806.1218	SFRS11|9295	3618.6846
SFRS12IP1|285672	547.5493	SFRS12IP1|285672	909.7651
SFRS12|140890	2095.5757	SFRS12|140890	2033.3435
SFRS13A|10772	2267.0939	SFRS13A|10772	2536.6516
lowly_expressed	lowly_expressed	SFRS13B|135295	51.3364
SFRS14|10147	1478.233	SFRS14|10147	1134.4278
SFRS15|57466	834.14	SFRS15|57466	986.2404
SFRS16|11129	325.8572	SFRS16|11129	126.7532
SFRS17A|8227	498.1935	SFRS17A|8227	501.1911
SFRS18|25957	855.9547	SFRS18|25957	2451.973
SFRS1|6426	6386.5294	SFRS1|6426	4956.8702
SFRS2B|10929	1226.2595	SFRS2B|10929	1934.6401
SFRS2IP|9169	5695.8211	SFRS2IP|9169	4865.8407
SFRS2|6427	3803.3704	SFRS2|6427	4125.4962
SFRS3|6428	5397.2323	SFRS3|6428	8748.3519
SFRS4|6429	1317.6086	SFRS4|6429	1484.7853
SFRS5|6430	4793.5101	SFRS5|6430	5628.2122
SFRS6|6431	5472.7657	SFRS6|6431	6580.8458
SFRS7|6432	2415.7066	SFRS7|6432	3133.1061
SFRS8|6433	792.1467	SFRS8|6433	648.3201
SFRS9|8683	2045.9472	SFRS9|8683	1255.624
SFT2D1|113402	586.8157	SFT2D1|113402	624.7689
SFT2D2|375035	107.4375	SFT2D2|375035	113.7868
SFT2D3|84826	346.3085	SFT2D3|84826	363.8531
SFTPA2|729238	18.8152	lowly_expressed	lowly_expressed
SFTPD|6441	23.4508	lowly_expressed	lowly_expressed
SFXN1|94081	1072.1931	SFXN1|94081	507.2774
SFXN2|118980	2330.3565	SFXN2|118980	330.7756
SFXN3|81855	886.768	SFXN3|81855	554.3798
SFXN4|119559	536.0965	SFXN4|119559	277.0576
SFXN5|94097	370.3047	SFXN5|94097	132.3102
lowly_expressed	lowly_expressed	SGCA|6442	12.7018
SGCB|6443	1904.6970000000001	SGCB|6443	1985.7118
SGCD|6444	179.426	SGCD|6444	686.9547
SGCE|8910	71.4432	SGCE|8910	1741.7318
lowly_expressed	lowly_expressed	SGCG|6445	50.8071
SGEF|26084	1901.4248	SGEF|26084	393.4906
SGIP1|84251	80.1691	SGIP1|84251	89.4417
SGK196|84197	65.9895	SGK196|84197	29.3729
SGK1|6446	431.6586	SGK1|6446	3879.6003
SGK223|157285	2897.2663	SGK223|157285	457.5287
SGK269|79834	655.2594	SGK269|79834	2150.0411
lowly_expressed	lowly_expressed	SGK2|10110	91.34700000000001
SGK3|23678	1425.4496	SGK3|23678	2210.4328
SGK494|124923	19.0879	SGK494|124923	25.2713
SGMS1|259230	1251.8917	SGMS1|259230	1275.7352
SGMS2|166929	362.6696	SGMS2|166929	2278.0513
SGOL1|151648	189.5153	SGOL1|151648	11.6433
SGOL2|151246	610.2665	SGOL2|151246	206.1393
SGPL1|8879	3505.8968	SGPL1|8879	1681.1337
SGPP1|81537	82.6232	SGPP1|81537	1062.4511
SGPP2|130367	77.4422	SGPP2|130367	21.9635
SGSH|6448	945.6677	SGSH|6448	480.0215
SGSM1|129049	77.1695	SGSM1|129049	143.1597
SGSM2|9905	623.0827	SGSM2|9905	714.4752
SGSM3|27352	781.7847	SGSM3|27352	375.4964
SGTA|6449	947.8492	SGTA|6449	665.2558
SGTB|54557	205.4291	SGTB|54557	408.9365
SH2B1|25970	446.9289	SH2B1|25970	367.0286
SH2B2|10603	12.2708	SH2B2|10603	9.791
SH2B3|10019	582.4528	SH2B3|10019	1369.94
lowly_expressed	lowly_expressed	SH2D1A|4068	48.9548
