gene_id	TCGA-BH-A1FJ-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FJ-11B-42R-A13Q-07
C5orf39|389289	15.543	C5orf39|389289	29.6375
C5orf41|153222	654.9867	C5orf41|153222	1028.5797
C5orf42|65250	744.427	C5orf42|65250	848.3731
C5orf43|643155	1715.1817	C5orf43|643155	1719.7683
C5orf44|80006	668.7954	C5orf44|80006	739.5162
C5orf45|51149	197.6167	C5orf45|51149	211.1089
C5orf46|389336	23.7235	C5orf46|389336	54.2472
lowly_expressed	lowly_expressed	C5orf49|134121	26.9913
C5orf4|10826	1317.3359	C5orf4|10826	2145.0133
C5orf51|285636	1461.8583	C5orf51|285636	1446.4154
C5orf53|492311	51.2646	C5orf53|492311	590.3682
C5orf54|63920	203.9676	C5orf54|63920	93.9403
C5orf55|116349	120.79899999999999	C5orf55|116349	34.6653
C5orf56|441108	44.1993	C5orf56|441108	92.6727
lowly_expressed	lowly_expressed	C5orf58|133874	5.8216
C5orf62|85027	158.702	C5orf62|85027	664.4619
C5|727	475.8334	C5|727	264.6204
lowly_expressed	lowly_expressed	C6orf105|84830	107.9651
C6orf106|64771	2517.9631	C6orf106|64771	2911.0895
C6orf108|10591	240.7799	C6orf108|10591	61.9212
lowly_expressed	lowly_expressed	C6orf114|85411	17.2003
C6orf115|58527	348.2173	C6orf115|58527	652.2894
C6orf120|387263	1355.4816	C6orf120|387263	1620.9193
C6orf122|401288	33.022	C6orf122|401288	9.9047
lowly_expressed	lowly_expressed	C6orf123|26238	19.0527
C6orf124|653483	5.181	C6orf124|653483	26.462
C6orf125|84300	924.1257	C6orf125|84300	315.3641
C6orf126|389383	82.6232	lowly_expressed	lowly_expressed
C6orf127|340204	32.4494	lowly_expressed	lowly_expressed
C6orf129|154467	290.681	C6orf129|154467	68.5367
C6orf130|221443	821.7438	C6orf130|221443	521.2652
C6orf132|647024	332.129	C6orf132|647024	84.1493
C6orf134|79969	418.5698	C6orf134|79969	241.0692
C6orf136|221545	188.9699	C6orf136|221545	162.477
C6orf138|442213	11.18	C6orf138|442213	30.695999999999998
C6orf141|135398	108.8009	C6orf141|135398	60.3335
lowly_expressed	lowly_expressed	C6orf142|90523	7.1448
C6orf145|221749	516.1906	C6orf145|221749	1399.3129
C6orf147|387097	25.0542	lowly_expressed	lowly_expressed
C6orf150|115004	95.9847	C6orf150|115004	96.3218
C6orf153|88745	859.7723	C6orf153|88745	478.4338
C6orf154|221424	11.9981	lowly_expressed	lowly_expressed
C6orf155|79940	56.7182	C6orf155|79940	130.1933
lowly_expressed	lowly_expressed	C6orf15|29113	14.2895
C6orf162|57150	78.2903	C6orf162|57150	200.2436
lowly_expressed	lowly_expressed	C6orf163|206412	12.4372
lowly_expressed	lowly_expressed	C6orf164|63914	7.7481
lowly_expressed	lowly_expressed	C6orf165|154313	32.9638
C6orf167|253714	319.0402	C6orf167|253714	410.6909
C6orf168|84553	83.9866	C6orf168|84553	176.2372
C6orf170|221322	145.8859	C6orf170|221322	200.3177
C6orf174|387104	10.0893	C6orf174|387104	164.6442
lowly_expressed	lowly_expressed	C6orf176|90632	25.6682
C6orf182|285753	122.9804	C6orf182|285753	206.4039
lowly_expressed	lowly_expressed	C6orf186|728464	12.4372
C6orf192|116843	170.1547	C6orf192|116843	851.5486
C6orf1|221491	656.0774	C6orf1|221491	163.5354
C6orf201|404220	6.2772	C6orf201|404220	9.005
C6orf203|51250	94.0759	C6orf203|51250	194.49599999999998
C6orf204|387119	7.6351	C6orf204|387119	72.506
C6orf208|80069	15.243	C6orf208|80069	5.4432
C6orf211|79624	1416.0474	C6orf211|79624	1291.877
C6orf217|100131814	5.181	C6orf217|100131814	25.1389
C6orf222|389384	8.1805	lowly_expressed	lowly_expressed
C6orf223|221416	7.9133	lowly_expressed	lowly_expressed
C6orf225|619208	149.9761	C6orf225|619208	262.2389
C6orf226|441150	102.8018	C6orf226|441150	31.4898
C6orf26|401251	19.8187	C6orf26|401251	28.108
C6orf27|80737	45.8109	C6orf27|80737	37.3115
C6orf35|729515	274.0473	C6orf35|729515	527.6532
C6orf41|100133205	6.5444	C6orf41|100133205	8.2032
C6orf47|57827	576.7264	C6orf47|57827	231.5429
C6orf48|50854	574.8176	C6orf48|50854	1762.6368
C6orf52|347744	14.1796	C6orf52|347744	14.5541
C6orf57|135154	105.5287	C6orf57|135154	145.8059
lowly_expressed	lowly_expressed	C6orf59|79992	6.0863
C6orf62|81688	3619.4015	C6orf62|81688	4766.3937
C6orf64|55776	882.1324	C6orf64|55776	811.0617
C6orf70|55780	468.1982	C6orf70|55780	462.5565
C6orf72|116254	434.3854	C6orf72|116254	1492.1947
C6orf81|221481	6.2717	lowly_expressed	lowly_expressed
C6orf89|221477	2993.2511	C6orf89|221477	3642.765
C6orf97|80129	874.2246	C6orf97|80129	469.17199999999997
lowly_expressed	lowly_expressed	C6|729	67.7428
C7orf10|79783	32.9948	C7orf10|79783	29.9021
C7orf11|136647	299.4069	C7orf11|136647	351.9452
C7orf13|129790	11.18	C7orf13|129790	39.1638
C7orf23|79161	266.933	C7orf23|79161	503.9352
C7orf25|79020	338.3707	C7orf25|79020	298.04200000000003
C7orf26|79034	341.1275	C7orf26|79034	379.4657
C7orf27|221927	855.9547	C7orf27|221927	198.4653
C7orf28A|51622	987.3884	C7orf28A|51622	1065.6265
C7orf28B|221960	431.6586	C7orf28B|221960	650.7017
C7orf29|113763	191.6968	C7orf29|113763	103.4666
C7orf30|115416	252.2326	C7orf30|115416	305.372
C7orf31|136895	33.8128	C7orf31|136895	202.6993
C7orf36|57002	215.4203	C7orf36|57002	242.3923
C7orf40|285958	146.7039	C7orf40|285958	273.8822
C7orf41|222166	974.5722	C7orf41|222166	3975.3929
C7orf42|55069	2534.8695	C7orf42|55069	4571.8474
C7orf43|55262	394.5736	C7orf43|55262	113.2576
C7orf44|55744	586.2704	C7orf44|55744	656.7879
C7orf46|340277	185.9704	C7orf46|340277	190.2621
C7orf47|221908	223.3281	C7orf47|221908	49.2194
C7orf49|78996	423.8244	C7orf49|78996	351.2995
C7orf50|84310	506.374	C7orf50|84310	253.5064
lowly_expressed	lowly_expressed	C7orf51|222950	7.1448
C7orf53|286006	7.3625	C7orf53|286006	20.3758
C7orf55|154791	161.4261	C7orf55|154791	99.7884
C7orf58|79974	58.3544	C7orf58|79974	1646.4684
C7orf59|389541	650.8964	C7orf59|389541	257.4757
C7orf60|154743	215.69299999999998	C7orf60|154743	603.8639
C7orf63|79846	74.17	C7orf63|79846	309.6059
C7orf64|84060	268.5936	C7orf64|84060	299.5503
C7orf68|29923	1036.1988	C7orf68|29923	202.9639
C7orf70|84792	548.0946	C7orf70|84792	478.4338
C7|730	11.18	C7|730	792.8029
C8ORFK29|340393	18.3053	lowly_expressed	lowly_expressed
C8orf30A|51236	264.5034	C8orf30A|51236	196.0837
C8orf33|65265	1002.9314	C8orf33|65265	1117.4921
lowly_expressed	lowly_expressed	C8orf34|116328	31.2252
C8orf37|157657	183.5163	C8orf37|157657	99.4973
C8orf38|137682	251.4145	C8orf38|137682	234.1891
C8orf39|55472	5.999	lowly_expressed	lowly_expressed
C8orf40|114926	683.6185	C8orf40|114926	984.6527
C8orf41|80185	481.1153	C8orf41|80185	228.6082
C8orf42|157695	19.6332	C8orf42|157695	666.8435
C8orf44|56260	33.6819	C8orf44|56260	32.7547
C8orf45|157777	116.7087	C8orf45|157777	62.9797
C8orf46|254778	5.7264	C8orf46|254778	58.2165
lowly_expressed	lowly_expressed	C8orf47|203111	9.5263
C8orf48|157773	21.8147	C8orf48|157773	41.5454
C8orf4|56892	208.3305	C8orf4|56892	1792.0097
C8orf51|78998	50.7192	C8orf51|78998	21.6989
C8orf55|51337	510.7369	C8orf55|51337	173.59099999999998
C8orf58|541565	182.6982	C8orf58|541565	230.4844
C8orf59|401466	485.59	C8orf59|401466	888.2673
C8orf73|642475	336.7646	C8orf73|642475	43.3978
C8orf76|84933	238.053	C8orf76|84933	360.9582
C8orf79|57604	200.6953	C8orf79|57604	434.5068
lowly_expressed	lowly_expressed	C8orf80|389643	7.4094
C8orf83|286144	1922.6941	C8orf83|286144	1092.0886
C8orf84|157869	16.6337	C8orf84|157869	492.9879
C8orf85|441376	111.5277	C8orf85|441376	235.2476
C9orf100|84904	267.1048	C9orf100|84904	24.2392
C9orf102|375748	189.1717	C9orf102|375748	294.9962
C9orf103|414328	175.6084	C9orf103|414328	125.4301
C9orf109|286333	5.999	C9orf109|286333	14.0249
C9orf110|100128385	37.6304	C9orf110|100128385	83.3554
C9orf114|51490	404.9601	C9orf114|51490	172.9374
C9orf116|138162	110.43700000000001	C9orf116|138162	43.927
C9orf117|286207	13.0888	C9orf117|286207	6.0863
C9orf119|375757	471.7431	C9orf119|375757	140.5135
lowly_expressed	lowly_expressed	C9orf122|158228	12.9664
C9orf123|90871	722.0669	C9orf123|90871	596.4545
C9orf125|84302	19.0879	C9orf125|84302	124.3716
C9orf128|392307	12.5435	lowly_expressed	lowly_expressed
C9orf129|445577	168.3169	C9orf129|445577	59.3279
C9orf130|100128782	70.9387	C9orf130|100128782	223.7816
C9orf140|89958	273.2293	C9orf140|89958	27.2559
C9orf142|286257	300.4976	C9orf142|286257	33.0776
C9orf150|286343	1378.1444	C9orf150|286343	627.6797
C9orf152|401546	2060.6722	C9orf152|401546	238.1584
C9orf156|51531	282.2278	C9orf156|51531	362.0008
C9orf163|158055	18.5425	lowly_expressed	lowly_expressed
C9orf167|54863	36.5396	C9orf167|54863	55.5703
C9orf169|375791	25.8886	lowly_expressed	lowly_expressed
C9orf16|79095	446.6562	C9orf16|79095	253.771
C9orf172|389813	9.2713	lowly_expressed	lowly_expressed
C9orf21|195827	184.607	C9orf21|195827	528.7116
C9orf23|138716	444.4747	C9orf23|138716	170.4156
lowly_expressed	lowly_expressed	C9orf24|84688	7.4094
C9orf25|203259	273.7746	C9orf25|203259	322.5723
C9orf30|91283	211.8645	C9orf30|91283	218.8411
C9orf37|85026	145.6132	C9orf37|85026	54.2472
C9orf3|84909	162.14600000000002	C9orf3|84909	362.3712
C9orf40|55071	129.2522	C9orf40|55071	198.9946
C9orf41|138199	172.6089	C9orf41|138199	239.2169
C9orf43|257169	41.448	C9orf43|257169	7.9386
lowly_expressed	lowly_expressed	C9orf44|158314	8.2032
C9orf45|81571	27.5411	C9orf45|81571	107.4359
C9orf46|55848	893.3124	C9orf46|55848	455.1472
C9orf47|286223	45.6718	C9orf47|286223	12.1884
C9orf5|23731	2328.7204	C9orf5|23731	4041.8127
C9orf64|84267	1032.9266	C9orf64|84267	362.0008
C9orf66|157983	7.6351	C9orf66|157983	24.0805
C9orf68|55064	127.8887	C9orf68|55064	150.569
C9orf69|90120	385.575	C9orf69|90120	172.0033
C9orf6|54942	532.5516	C9orf6|54942	681.3976
C9orf72|203228	211.6027	C9orf72|203228	591.4267
C9orf78|51759	1166.8144	C9orf78|51759	803.3877
C9orf7|11094	867.4075	C9orf7|11094	135.4857
C9orf80|58493	320.1309	C9orf80|58493	431.0667
C9orf82|79886	630.4452	C9orf82|79886	602.2761
C9orf85|138241	139.3415	C9orf85|138241	186.5574
C9orf86|55684	937.4872	C9orf86|55684	310.1352
C9orf89|84270	275.9561	C9orf89|84270	119.3438
C9orf91|203197	961.7561	C9orf91|203197	635.8829
C9orf93|203238	134.4332	C9orf93|203238	100.5558
C9orf95|54981	616.2656	C9orf95|54981	563.9062
C9orf96|169436	22.6328	C9orf96|169436	10.0556
C9orf98|158067	104.4379	C9orf98|158067	32.0191
C9orf9|11092	282.7732	C9orf9|11092	131.2517
CA11|770	45.2655	CA11|770	216.4595
CA12|771	12702.161	CA12|771	4168.0366
CA13|377677	72.2612	CA13|377677	476.1025
CA14|23632	13.0888	CA14|23632	10.3202
CA2|760	6735.8375	CA2|760	1966.9238
CA3|761	6.5444	CA3|761	1119.5588
lowly_expressed	lowly_expressed	CA4|762	86.0016
CA5BP|340591	218.1471	CA5BP|340591	235.2476
CA5B|11238	174.035	CA5B|11238	936.2271
lowly_expressed	lowly_expressed	CA8|767	321.7785
CA9|768	7.147	lowly_expressed	lowly_expressed
CAB39L|81617	1028.2910000000002	CAB39L|81617	3273.0903
CAB39|51719	2221.283	CAB39|51719	3212.2276
CABC1|56997	2146.314	CABC1|56997	866.6267
CABIN1|23523	1233.3492	CABIN1|23523	648.5847
CABLES1|91768	1011.1119	CABLES1|91768	641.1753
CABLES2|81928	218.1471	CABLES2|81928	156.9199
CABP4|57010	25.755	CABP4|57010	9.5263
CABYR|26256	298.3162	CABYR|26256	130.9871
CACHD1|57685	99.2569	CACHD1|57685	1759.1967
CACNA1A|773	28.3591	CACNA1A|773	24.0805
CACNA1C|775	449.3803	CACNA1C|775	290.7358
CACNA1D|776	755.0617	CACNA1D|776	184.7051
CACNA1F|778	41.1753	CACNA1F|778	7.9386
lowly_expressed	lowly_expressed	CACNA1G|8913	17.9942
CACNA1H|8912	45.5382	CACNA1H|8912	42.8685
CACNA1I|8911	251.4145	CACNA1I|8911	15.0834
CACNA2D1|781	18.5425	CACNA2D1|781	385.2874
CACNA2D2|9254	942.9409	CACNA2D2|9254	79.9154
CACNA2D3|55799	190.606	CACNA2D3|55799	22.7574
CACNA2D4|93589	183.7889	CACNA2D4|93589	80.7092
CACNB1|782	129.7975	CACNB1|782	108.2298
CACNB2|783	19.3606	CACNB2|783	116.43299999999999
CACNB3|784	861.4084	CACNB3|784	131.2517
CACNB4|785	9.8166	CACNB4|785	181.7942
CACNG1|786	42.266000000000005	lowly_expressed	lowly_expressed
CACNG4|27092	6459.0633	CACNG4|27092	408.8386
CACYBP|27101	2751.6531	CACYBP|27101	1136.0156
CADM1|23705	815.3248	CADM1|23705	882.5092
CADM2|253559	107.4375	lowly_expressed	lowly_expressed
CADM3|57863	10.8228	CADM3|57863	264.6919
CADM4|199731	513.4638	CADM4|199731	150.8337
CADPS2|93664	2810.8256	CADPS2|93664	1794.6559
lowly_expressed	lowly_expressed	CADPS|8618	6.6155
CAD|790	1314.3364	CAD|790	479.4922
lowly_expressed	lowly_expressed	CALB2|794	452.501
CALCOCO1|57658	2080.0327	CALCOCO1|57658	2061.9225
CALCOCO2|10241	2250.4602	CALCOCO2|10241	3664.7285
CALCRL|10203	722.6123	CALCRL|10203	1286.0554
lowly_expressed	lowly_expressed	CALCR|799	33.8714
CALD1|800	2875.7243	CALD1|800	14336.0772
CALHM2|51063	734.065	CALHM2|51063	540.6196
CALHM3|119395	5.7264	lowly_expressed	lowly_expressed
CALM1|801	4677.3468	CALM1|801	10016.6777
CALM2|805	17001.2952	CALM2|805	16917.9789
CALM3|808	4246.5062	CALM3|808	2191.8511
lowly_expressed	lowly_expressed	CALML3|810	118.55
CALML4|91860	166.3372	CALML4|91860	458.05800000000005
CALML5|51806	175.8811	CALML5|51806	5.8216
CALML6|163688	6.2717	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CALN1|83698	17.2003
CALR|811	14772.3771	CALR|811	6271.2399
CALU|813	5656.8273	CALU|813	5268.8577
CAMK1D|57118	23.4508	CAMK1D|57118	85.2078
CAMK1G|57172	5.181	lowly_expressed	lowly_expressed
CAMK1|8536	161.0689	CAMK1|8536	231.5429
CAMK2B|816	14.7249	CAMK2B|816	10.8494
CAMK2D|817	199.3319	CAMK2D|817	1522.3614
CAMK2G|818	697.5254	CAMK2G|818	587.4574
CAMK2N1|55450	621.4466	CAMK2N1|55450	1965.8653
CAMK2N2|94032	16.361	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CAMK4|814	5.2924
CAMKK1|84254	186.2431	CAMKK1|84254	161.9477
CAMKK2|10645	1112.5503	CAMKK2|10645	1582.9595
CAMLG|819	853.2279	CAMLG|819	1263.0334
CAMP|820	9.5439	lowly_expressed	lowly_expressed
CAMSAP1L1|23271	1514.4863	CAMSAP1L1|23271	2545.6487
CAMSAP1|157922	688.5268	CAMSAP1|157922	686.6901
CAMTA1|23261	902.0383	CAMTA1|23261	1054.5125
CAMTA2|23125	912.9457	CAMTA2|23125	728.7647
CAND1|55832	4448.0196	CAND1|55832	4163.5381
CAND2|23066	44.7202	CAND2|23066	71.9768
CANT1|124583	3675.5062	CANT1|124583	1023.5519
CANX|821	14029.8589	CANX|821	23130.2085
CAP1|10487	7163.6785	CAP1|10487	7112.9976
CAP2|10486	3147.8628	CAP2|10486	788.0397
CAPG|822	4043.0841	CAPG|822	608.0978
CAPN10|11132	94.6213	CAPN10|11132	38.9283
CAPN11|11131	11.9981	CAPN11|11131	21.9635
CAPN12|147968	31.5523	CAPN12|147968	110.8998
CAPN13|92291	2759.2883	CAPN13|92291	168.5632
CAPN14|440854	25.0869	CAPN14|440854	5.0278
CAPN1|823	3273.5701	CAPN1|823	1809.7392
CAPN2|824	7627.7865	CAPN2|824	5903.1529
CAPN3|825	40.3572	CAPN3|825	156.1763
CAPN5|726	119.7082	CAPN5|726	289.2301
lowly_expressed	lowly_expressed	CAPN6|827	276.2637
CAPN7|23473	1051.4691	CAPN7|23473	1717.9159
CAPN8|388743	3043.1522	CAPN8|388743	167.7694
CAPN9|10753	1191.9013	CAPN9|10753	26.7267
CAPNS1|826	5867.8847	CAPNS1|826	6180.7397
CAPRIN1|4076	8236.1442	CAPRIN1|4076	7930.1455
CAPRIN2|65981	219.7832	CAPRIN2|65981	347.18199999999996
CAPS2|84698	48.5377	CAPS2|84698	140.2488
CAPS|828	110.7097	CAPS|828	32.2837
CAPZA1|829	3836.3897	CAPZA1|829	3648.0575
CAPZA2|830	2373.4406	CAPZA2|830	5049.752
lowly_expressed	lowly_expressed	CAPZA3|93661	9.2617
CAPZB|832	3118.1403	CAPZB|832	3217.7846
CARD10|29775	382.8482	CARD10|29775	305.9939
CARD11|84433	26.723000000000003	CARD11|84433	36.7822
CARD14|79092	321.2216	CARD14|79092	52.9241
CARD16|114769	46.3563	CARD16|114769	152.1568
CARD6|84674	61.6266	CARD6|84674	511.7759
CARD8|22900	729.1567	CARD8|22900	1176.2379
lowly_expressed	lowly_expressed	CARD9|64170	14.2895
CARHSP1|23589	1383.609	CARHSP1|23589	975.3089
CARKD|55739	433.5674	CARKD|55739	662.0804
CARM1|10498	767.6052	CARM1|10498	490.6063
CARNS1|57571	22.6328	CARNS1|57571	24.8743
CARS2|79587	352.0731	CARS2|79587	321.9902
CARS|833	916.2179	CARS|833	567.3198
lowly_expressed	lowly_expressed	CARTPT|9607	13.4956
CASC1|55259	43.0841	CASC1|55259	78.5923
CASC2|255082	85.3501	CASC2|255082	61.9212
CASC3|22794	4207.2398	CASC3|22794	3481.8758
CASC4|113201	4723.1577	CASC4|113201	6044.9894
CASC5|57082	578.6352	CASC5|57082	35.4591
CASD1|64921	1906.6058	CASD1|64921	1499.0748
CASKIN1|57524	6.2526	lowly_expressed	lowly_expressed
CASKIN2|57513	709.8616	CASKIN2|57513	508.963
CASK|8573	2502.9654	CASK|8573	2182.0602
CASP10|843	99.5296	CASP10|843	688.0132
lowly_expressed	lowly_expressed	CASP12|120329	22.2281
CASP1|834	106.8921	CASP1|834	636.4122
CASP2|835	1446.8607	CASP2|835	1170.9455
CASP3|836	934.215	CASP3|836	898.6510000000001
CASP4|837	499.8296	CASP4|837	1089.9716
CASP6|839	924.9438	CASP6|839	322.5723
CASP7|840	777.6945	CASP7|840	767.6639
CASP8AP2|9994	624.7188	CASP8AP2|9994	843.0807
CASP8|841	584.3616	CASP8|841	532.681
CASP9|842	352.853	CASP9|842	351.9452
CASQ1|844	51.8099	CASQ1|844	17.9942
CASQ2|845	29.4499	CASQ2|845	228.6321
CASS4|57091	5.4537	CASS4|57091	28.0498
CAST|831	6580.3968	CAST|831	8288.1373
CASZ1|54897	1573.1134	CASZ1|54897	631.3844
CATSPER2P1|440278	21.7138	CATSPER2P1|440278	21.2358
CATSPER2|117155	22.6328	CATSPER2|117155	66.1419
CATSPER3|347732	10.1875	CATSPER3|347732	5.8216
CATSPERB|79820	80.7144	CATSPERB|79820	57.9519
CATSPERG|57828	99.5296	CATSPERG|57828	27.7851
CAT|847	2437.794	CAT|847	4016.4091
CAV1|857	509.6462	CAV1|857	19562.8603
CAV2|858	385.3023	CAV2|858	7611.2779
CBARA1|10367	1380.8712	CBARA1|10367	1258.2702
CBFA2T2|9139	535.5512	CBFA2T2|9139	592.4852
CBFA2T3|863	211.6027	CBFA2T3|863	188.1451
CBFB|865	1154.8163	CBFB|865	1406.9869
CBLB|868	647.8969	CBLB|868	675.8406
CBLC|23624	409.0258	CBLC|23624	83.0908
CBLL1|79872	1117.7313	CBLL1|79872	1066.9496
CBLN1|869	8.9986	CBLN1|869	14.5541
CBLN2|147381	66.2622	CBLN2|147381	9.5263
CBLN3|643866	71.9885	CBLN3|643866	94.7341
CBLN4|140689	28.0864	CBLN4|140689	605.7162
CBL|867	638.3530000000001	CBL|867	1415.7194
CBR1|873	477.1914	CBR1|873	325.9304
CBR3|874	383.8898	CBR3|874	112.7283
CBR4|84869	717.1586	CBR4|84869	824.8246
CBS|875	357.4886	CBS|875	18.7881
CBWD1|55871	959.8473	CBWD1|55871	776.3964
CBWD2|150472	813.416	CBWD2|150472	696.7456
CBWD3|445571	292.0444	CBWD3|445571	368.6163
CBWD6|644019	121.0716	CBWD6|644019	155.8614
CBX1|10951	2479.7873	CBX1|10951	1232.3374
CBX2|84733	84.2593	CBX2|84733	29.6375
CBX3|11335	6822.2783	CBX3|11335	4043.1358
CBX4|8535	470.10699999999997	CBX4|8535	187.0867
CBX5|23468	2337.4463	CBX5|23468	4762.1095
CBX6|23466	117.2541	CBX6|23466	371.7917
CBX7|23492	664.258	CBX7|23492	1111.6705
CBX8|57332	102.2565	CBX8|57332	7.6739999999999995
CBY1|25776	622.9054	CBY1|25776	352.1251
CC2D1A|54862	792.4194	CC2D1A|54862	374.7026
CC2D1B|200014	648.715	CC2D1B|200014	530.564
CC2D2A|57545	630.4452	CC2D2A|57545	568.6693
lowly_expressed	lowly_expressed	CC2D2B|387707	12.1725
CCAR1|55749	2463.4263	CCAR1|55749	1504.3672
CCBE1|147372	493.2852	CCBE1|147372	74.3583
CCBL1|883	149.4308	CCBL1|883	52.1302
CCBL2|56267	837.3332	CCBL2|56267	1175.9521
CCBP2|1238	28.3591	CCBP2|1238	252.1833
CCDC101|112869	292.0444	CCDC101|112869	133.1041
CCDC102A|92922	47.1743	CCDC102A|92922	58.7457
CCDC102B|79839	40.0845	CCDC102B|79839	107.9651
CCDC103|388389	119.7082	CCDC103|388389	63.2443
CCDC104|112942	769.7866	CCDC104|112942	1108.7597
CCDC106|29903	188.4246	CCDC106|29903	69.5952
CCDC107|203260	280.3845	CCDC107|203260	144.32399999999998
CCDC108|255101	27.2684	lowly_expressed	lowly_expressed
CCDC109A|90550	523.5531	CCDC109A|90550	526.5947
CCDC109B|55013	420.4786	CCDC109B|55013	408.3093
CCDC110|256309	5.181	CCDC110|256309	137.338
CCDC111|201973	458.6952	CCDC111|201973	444.1601
CCDC112|153733	288.4996	CCDC112|153733	227.5736
CCDC113|29070	1049.2876	CCDC113|29070	300.6088
CCDC114|93233	31.904	CCDC114|93233	11.1141
CCDC115|84317	662.0765	CCDC115|84317	950.7813
CCDC117|150275	1221.8965	CCDC117|150275	909.2358
CCDC11|220136	24.2689	CCDC11|220136	11.3787
CCDC120|90060	425.6596	CCDC120|90060	252.9771
CCDC121|79635	150.7942	CCDC121|79635	142.3658
CCDC122|160857	16.361	CCDC122|160857	127.5471
CCDC123|84902	613.8114	CCDC123|84902	305.1074
CCDC124|115098	432.204	CCDC124|115098	90.2356
CCDC125|202243	1082.0097	CCDC125|202243	472.3475
CCDC126|90693	600.1772	CCDC126|90693	697.2749
CCDC127|133957	596.905	CCDC127|133957	282.8793
lowly_expressed	lowly_expressed	CCDC129|223075	9.5263
CCDC12|151903	310.0416	CCDC12|151903	154.2737
CCDC130|81576	263.4126	CCDC130|81576	137.6026
CCDC132|55610	911.8549	CCDC132|55610	1017.7302
CCDC134|79879	60.8085	CCDC134|79879	27.2559
CCDC136|64753	18.8152	CCDC136|64753	22.4927
CCDC137|339230	354.2164	CCDC137|339230	58.2165
CCDC138|165055	71.4432	CCDC138|165055	83.0908
CCDC13|152206	8.4532	CCDC13|152206	9.2617
lowly_expressed	lowly_expressed	CCDC141|285025	69.3306
CCDC142|84865	178.8806	CCDC142|84865	64.832
CCDC144A|9720	23.0963	CCDC144A|9720	58.2165
CCDC144B|284047	49.2249	CCDC144B|284047	128.3859
CCDC146|57639	47.7197	CCDC146|57639	195.5545
lowly_expressed	lowly_expressed	CCDC147|159686	16.1418
CCDC148|130940	17.4518	CCDC148|130940	37.0469
CCDC149|91050	1458.8588	CCDC149|91050	497.7511
CCDC14|64770	861.9538	CCDC14|64770	1149.5112
CCDC150|284992	32.4494	lowly_expressed	lowly_expressed
CCDC151|115948	95.712	lowly_expressed	lowly_expressed
CCDC152|100129792	112.79299999999999	CCDC152|100129792	322.096
CCDC153|283152	41.9933	lowly_expressed	lowly_expressed
CCDC157|550631	45.5955	CCDC157|550631	15.3559
CCDC158|339965	41.9933	CCDC158|339965	38.6346
CCDC159|126075	182.9709	CCDC159|126075	91.5587
CCDC15|80071	264.5034	CCDC15|80071	102.6727
CCDC160|347475	19.3606	CCDC160|347475	42.0747
CCDC163P|126661	14.7249	CCDC163P|126661	9.2617
lowly_expressed	lowly_expressed	CCDC17|149483	11.3787
CCDC18|343099	121.617	CCDC18|343099	65.6259
CCDC19|25790	127.8887	CCDC19|25790	7.4094
CCDC21|64793	953.3029	CCDC21|64793	237.3645
CCDC22|28952	581.812	CCDC22|28952	166.4939
CCDC23|374969	222.2374	CCDC23|374969	270.1775
CCDC24|149473	242.6587	CCDC24|149473	62.9797
CCDC25|55246	1200.0818	CCDC25|55246	1661.0225
CCDC28A|25901	302.6764	CCDC28A|25901	564.4354
CCDC28B|79140	34.9035	CCDC28B|79140	8.4679
CCDC30|728621	120.5263	CCDC30|728621	133.6333
CCDC34|91057	312.7684	CCDC34|91057	201.3762
lowly_expressed	lowly_expressed	CCDC36|339834	43.1331
CCDC39|339829	14.4522	CCDC39|339829	48.6584
CCDC3|83643	176.9718	CCDC3|83643	2479.2289
CCDC40|55036	189.78799999999998	CCDC40|55036	50.2779
CCDC41|51134	265.8668	CCDC41|51134	238.9523
CCDC43|124808	893.8578	CCDC43|124808	492.4586
CCDC45|90799	577.5445	CCDC45|90799	859.4872
CCDC46|201134	50.1738	CCDC46|201134	478.1691
CCDC47|57003	3869.3844	CCDC47|57003	3840.1719
CCDC48|79825	23.9962	CCDC48|79825	73.0352
CCDC50|152137	448.2923	CCDC50|152137	4902.3584
CCDC51|79714	434.6581	CCDC51|79714	92.0879
CCDC52|152185	594.1782	CCDC52|152185	491.4002
CCDC53|51019	613.2661	CCDC53|51019	591.9559
CCDC54|84692	9.5439	lowly_expressed	lowly_expressed
CCDC55|84081	1165.451	CCDC55|84081	862.398
CCDC56|28958	1122.9123	CCDC56|28958	677.5924
CCDC57|284001	347.1266	CCDC57|284001	145.012
CCDC58|131076	228.5091	CCDC58|131076	167.2401
CCDC59|29080	395.93699999999995	CCDC59|29080	619.7411
CCDC61|729440	112.0731	CCDC61|729440	47.1024
CCDC62|84660	9.8166	CCDC62|84660	13.4956
CCDC64B|146439	244.0521	CCDC64B|146439	88.9125
CCDC64|92558	505.8286	CCDC64|92558	21.1696
CCDC65|85478	32.4494	CCDC65|85478	15.8772
CCDC66|285331	484.0357	CCDC66|285331	510.1723
CCDC67|159989	13.0888	CCDC67|159989	6.0863
CCDC68|80323	11.18	CCDC68|80323	165.6524
CCDC69|26112	60.5358	CCDC69|26112	1876.1589999999999
CCDC6|8030	4058.627	CCDC6|8030	5097.119000000001
