gene_id	TCGA-BH-A203-01A-12R-A169-07	gene_id	TCGA-BH-A203-11A-42R-A169-07
lowly_expressed	lowly_expressed	CDH12|1010	55.6801
CDH13|1012	242.6958	CDH13|1012	1267.1898
CDH15|1013	5.7358	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CDH17|1015	5.6054
lowly_expressed	lowly_expressed	CDH19|28513	29.148000000000003
CDH1|999	12374.2606	CDH1|999	7719.7309
lowly_expressed	lowly_expressed	CDH20|28316	48.2063
CDH23|64072	24.7356	CDH23|64072	380.7549
CDH24|64403	221.9036	CDH24|64403	82.9596
CDH26|60437	7.8867	CDH26|60437	12.7055
CDH2|1000	110.7725	CDH2|1000	19.432000000000002
CDH3|1001	1189.1019999999999	CDH3|1001	2139.0135
lowly_expressed	lowly_expressed	CDH4|1002	35.5007
CDH5|1003	708.7292	CDH5|1003	2686.0987
CDH6|1004	61.6598	CDH6|1004	142.3767
lowly_expressed	lowly_expressed	CDH8|1006	20.5531
CDHR1|92211	6.8113	CDHR1|92211	8.5949
lowly_expressed	lowly_expressed	CDHR3|222256	67.5598
CDIPT|10423	1835.4544	CDIPT|10423	1586.6966
CDK10|8558	388.2416	CDK10|8558	392.7504
CDK11A|728642	403.5383	CDK11A|728642	175.1495
CDK11B|984	932.9019999999999	CDK11B|984	517.6756
CDK12|51755	1141.0647	CDK12|51755	1458.8939
CDK13|8621	1186.9511	CDK13|8621	1412.9297
CDK14|5218	658.541	CDK14|5218	1050.0747
CDK16|5127	6007.8867	CDK16|5127	1324.7384
CDK17|5128	560.3155	CDK17|5128	1063.154
CDK18|5129	186.4133	CDK18|5129	332.2123
CDK19|23097	747.4135	CDK19|23097	959.2975
CDK1|983	2839.577	CDK1|983	123.3184
CDK20|23552	159.8853	CDK20|23552	143.4978
CDK2AP1|8099	2387.5246	CDK2AP1|8099	2275.4111
CDK2AP2|10263	1066.8579	CDK2AP2|10263	462.6308
CDK2|1017	1094.1029	CDK2|1017	567.6383
CDK3|1018	98.1825	CDK3|1018	124.5703
CDK4|1019	2998.7453	CDK4|1019	1416.6667
CDK5R1|8851	196.0925	CDK5R1|8851	52.3169
CDK5RAP1|51654	421.2224	lowly_expressed	lowly_expressed
CDK5RAP2|55755	1529.6648	CDK5RAP2|55755	1738.4155
CDK5RAP3|80279	1162.5739	CDK5RAP3|80279	1427.5037
CDK5|1020	246.2807	CDK5|1020	111.7339
CDK6|1021	302.9217	CDK6|1021	1730.1943
CDK7|1022	512.9952	CDK7|1022	392.00300000000004
CDK8|1024	391.468	CDK8|1024	185.725
CDK9|1025	1082.6313	CDK9|1025	906.2033
CDKAL1|54901	352.3929	CDKAL1|54901	344.1704
lowly_expressed	lowly_expressed	CDKL1|8814	28.4006
lowly_expressed	lowly_expressed	CDKL2|8999	89.6861
CDKL3|51265	63.2981	CDKL3|51265	38.2661
CDKL5|6792	26.1696	CDKL5|6792	119.5815
CDKN1A|1026	1003.0471	CDKN1A|1026	1232.0628
CDKN1B|1027	1211.6867	CDKN1B|1027	1976.4574
CDKN1C|1028	230.5073	CDKN1C|1028	1046.7115
CDKN2AIPNL|91368	587.5605	CDKN2AIPNL|91368	300.0747
CDKN2AIP|55602	452.4108	CDKN2AIP|55602	752.9895
CDKN2A|1029	71.6974	CDKN2A|1029	47.4589
CDKN2B|1030	519.8064	CDKN2B|1030	1833.707
CDKN2C|1031	186.4133	CDKN2C|1031	818.3857
CDKN2D|1032	92.4897	CDKN2D|1032	58.6697
CDKN3|1033	475.7125	CDKN3|1033	15.6951
CDNF|441549	15.4149	CDNF|441549	62.7803
CDO1|1036	35.8487	CDO1|1036	968.9836
CDON|50937	127.9799	CDON|50937	866.9656
CDR1|1038	15.1783	CDR1|1038	271.0052
CDR2L|30850	851.4071	CDR2L|30850	294.843
CDR2|1039	515.8631	CDR2|1039	377.0553
lowly_expressed	lowly_expressed	CDRT15P|94158	6.3528
CDRT4|284040	108.679	CDRT4|284040	337.7093
CDS1|1040	595.4472	CDS1|1040	704.7833
CDS2|8760	1147.876	CDS2|8760	1004.4843
CDSN|1041	24.0186	CDSN|1041	32.1375
CDT1|81620	162.7532	CDT1|81620	36.2481
CDV3|55573	3910.0197	CDV3|55573	4894.2451
CDX1|1044	5.0188	lowly_expressed	lowly_expressed
CDYL2|124359	147.3382	CDYL2|124359	66.8909
CDYL|9425	1012.0093	CDYL|9425	682.7354
CEACAM19|56971	31.5469	CEACAM19|56971	68.7593
CEACAM1|634	652.4467	CEACAM1|634	962.2571
CEACAM21|90273	15.4149	CEACAM21|90273	10.8371
CEACAM5|1048	17.9244	CEACAM5|1048	6.7265
CEACAM6|4680	81.7351	CEACAM6|4680	71.0015
CEACAM7|1087	19.3583	lowly_expressed	lowly_expressed
CEBPA|1050	810.181	CEBPA|1050	2889.0135
CEBPB|1051	1551.5325	CEBPB|1051	1393.1241
CEBPD|1052	207.5641	CEBPD|1052	677.5037
CEBPG|1054	1613.5508	CEBPG|1054	1635.2765
CEBPZ|10153	1336.0817	CEBPZ|10153	1356.5022
CECR1|51816	1370.4965	CECR1|51816	1246.2631
CECR2|27443	220.4696	CECR2|27443	36.2481
CECR5|27440	552.7872	CECR5|27440	312.7803
CECR6|27439	17.5659	CECR6|27439	41.8535
CECR7|100130418	18.9998	CECR7|100130418	283.2586
CELF1|10658	1527.1554	CELF1|10658	2516.4425
CELF2|10659	486.8256	CELF2|10659	2692.8251
CELF4|56853	5.7358	CELF4|56853	10.8371
lowly_expressed	lowly_expressed	CELF5|60680	69.5067
CELF6|60677	26.295	CELF6|60677	92.3393
CELSR1|9620	692.9557	CELSR1|9620	1328.4753
CELSR2|1952	467.1088	CELSR2|1952	2056.0538
CELSR3|1951	858.5696	CELSR3|1951	43.3483
CEL|1056	166.3381	CEL|1056	12.7055
CEMP1|752014	89.0841	CEMP1|752014	87.0703
CENPA|1058	294.318	CENPA|1058	9.716000000000001
CENPBD1|92806	173.1493	CENPBD1|92806	325.1121
CENPB|1059	1239.6487	CENPB|1059	1105.0075
CENPC1|1060	520.1649	CENPC1|1060	682.7354
CENPE|1062	672.1635	CENPE|1062	70.6278
CENPF|1063	3807.1339	CENPF|1063	298.2063
CENPH|64946	188.9227	CENPH|64946	120.3288
CENPI|2491	171.3569	CENPI|2491	10.8371
CENPJ|55835	421.2224	CENPJ|55835	236.5471
CENPK|64105	138.7345	CENPK|64105	27.2795
CENPL|91687	311.1669	CENPL|91687	84.4544
CENPM|79019	360.6381	CENPM|79019	14.9477
CENPN|55839	771.1776	CENPN|55839	141.6368
CENPO|79172	172.5112	CENPO|79172	67.1898
CENPP|401541	95.5512	CENPP|401541	33.0194
CENPQ|55166	110.0556	CENPQ|55166	156.2033
CENPT|80152	367.8079	CENPT|80152	430.86699999999996
CENPV|201161	15.4149	CENPV|201161	121.0762
CENPW|387103	901.2368	CENPW|387103	57.1749
CEP110|11064	601.5415	CEP110|11064	693.5725
CEP120|153241	369.9588	CEP120|153241	1068.012
CEP135|9662	343.7892	CEP135|9662	313.9013
CEP152|22995	74.9238	CEP152|22995	220.852
CEP164|22897	604.4094	CEP164|22897	514.9477
CEP170|9859	1547.2307	CEP170|9859	1302.6906
CEP192|55125	364.223	CEP192|55125	811.6592
CEP250|11190	693.6727	CEP250|11190	456.278
CEP290|80184	395.3755	CEP290|80184	771.6555
CEP350|9857	1447.2128	CEP350|9857	2208.8939
CEP55|55165	1492.7406	CEP55|55165	41.4798
CEP57|9702	1068.2918	CEP57|9702	1271.6741
CEP63|80254	344.5313	CEP63|80254	802.9746
CEP68|23177	710.5252	CEP68|23177	2132.8064
CEP70|80321	397.9208	CEP70|80321	342.3019
CEP72|55722	115.7914	CEP72|55722	29.8954
CEP76|79959	268.5069	CEP76|79959	177.8774
CEP78|84131	565.6928	CEP78|84131	334.0807
CEP97|79598	166.3381	CEP97|79598	224.5889
CEPT1|10390	693.3142	CEPT1|10390	1114.7235
CERCAM|51148	1370.138	CERCAM|51148	466.3677
CERKL|375298	79.4336	CERKL|375298	30.1196
CERK|64781	973.6512	CERK|64781	1143.1241
CES1|1066	63.4522	CES1|1066	3118.0867
CES2|8824	730.2384	CES2|8824	1159.9402
CES3|23491	791.1812	CES3|23491	85.2018
lowly_expressed	lowly_expressed	CES4|51716	32.5112
CES8|283848	6.8113	CES8|283848	81.8386
CETN2|1069	878.2936	CETN2|1069	1036.2481
CETN3|1070	434.12800000000004	CETN3|1070	375.1868
lowly_expressed	lowly_expressed	CETN4P|729338	10.4634
CETP|1071	10.7546	CETP|1071	14.9477
CFB|629	2226.4994	CFB|629	1022.7952
CFDP1|10428	601.5415	CFDP1|10428	605.0075
CFD|1675	376.4115	CFD|1675	2951.7937
CFH|3075	1153.9702	CFH|3075	1644.6188
CFI|3426	266.7145	CFI|3426	1020.5531
CFL1|1072	26856.7844	CFL1|1072	6442.8251
CFL2|1073	325.8649	CFL2|1073	1667.4141
CFLAR|8837	827.3884	CFLAR|8837	1970.1046
lowly_expressed	lowly_expressed	CFLP1|142913	5.6054
CFP|5199	25.8111	CFP|5199	26.1584
lowly_expressed	lowly_expressed	CFTR|1080	18.3109
CG030|116828	48.0373	CG030|116828	87.0703
lowly_expressed	lowly_expressed	CGB7|94027	6.8797
CGGBP1|8545	2430.5503	CGGBP1|8545	3360.6241
CGNL1|84952	387.8831	CGNL1|84952	1741.4051
CGN|57530	890.4822	CGN|57530	720.1046
CGREF1|10669	88.0194	CGREF1|10669	109.7758
CGRRF1|10668	208.2811	CGRRF1|10668	296.3378
CH25H|9023	46.6033	CH25H|9023	30.2691
CHAC1|79094	31.1884	CHAC1|79094	8.9686
CHAC2|494143	141.6024	CHAC2|494143	38.1166
CHADL|150356	69.2024	CHADL|150356	50.8221
CHAD|1101	6.4528	CHAD|1101	125.9342
CHAF1A|10036	434.845	CHAF1A|10036	133.4081
CHAF1B|8208	487.5426	CHAF1B|8208	129.6712
CHCHD10|400916	318.3366	CHCHD10|400916	461.8834
CHCHD1|118487	598.3151	CHCHD1|118487	337.4439
CHCHD2|51142	6151.2816	CHCHD2|51142	2181.6143
CHCHD3|54927	1058.9711	CHCHD3|54927	681.2407
CHCHD4|131474	332.6761	CHCHD4|131474	275.4111
CHCHD5|84269	288.9407	CHCHD5|84269	152.0927
CHCHD6|84303	72.7729	CHCHD6|84303	94.1704
CHCHD7|79145	302.5632	CHCHD7|79145	491.4051
CHCHD8|51287	1237.1393	CHCHD8|51287	366.5919
CHD1L|9557	1340.3836	CHD1L|9557	702.9148
CHD1|1105	1741.1723	CHD1|1105	1526.9058
CHD2|1106	1644.7392	CHD2|1106	3074.3647
CHD3|1107	2771.1059	CHD3|1107	3245.5157
CHD4|1108	8502.1939	CHD4|1108	4928.9425
CHD5|26038	10.3961	lowly_expressed	lowly_expressed
CHD6|84181	1353.2891	CHD6|84181	2568.7593
CHD7|55636	676.8238	CHD7|55636	861.3602
CHD8|57680	1911.8122	CHD8|57680	2332.9596
CHD9|80205	742.7854	CHD9|80205	3348.281
CHDH|55349	97.15	CHDH|55349	615.0972
CHEK1|1111	509.7688	CHEK1|1111	84.4544
CHEK2|11200	535.9383	CHEK2|11200	119.5815
CHERP|10523	715.1138	CHERP|10523	906.0389
CHFR|55743	610.1452	CHFR|55743	289.9851
CHI3L1|1116	572.1455	CHI3L1|1116	2017.9372
CHI3L2|1117	48.3958	CHI3L2|1117	527.6532
CHIC1|53344	225.8469	CHIC1|53344	519.8057
CHIC2|26511	185.3379	lowly_expressed	lowly_expressed
CHID1|66005	975.0851	CHID1|66005	829.5964
CHIT1|1118	181.753	CHIT1|1118	45.9641
CHKA|1119	1754.7948	CHKA|1119	742.1525
CHKB-CPT1B|386593	334.741	CHKB-CPT1B|386593	315.8707
CHKB|1120	385.3666	CHKB|1120	207.6495
CHL1|10752	97.5085	CHL1|10752	1952.5411
CHML|1122	2597.5981	CHML|1122	612.1076
CHMP1A|5119	1862.6994	CHMP1A|5119	1032.8849
CHMP1B|57132	1724.3234	CHMP1B|57132	1804.9327
CHMP2A|27243	2002.8679	CHMP2A|27243	1022.0478
CHMP2B|25978	1842.2656	CHMP2B|25978	1227.2048
CHMP4A|29082	1071.2888	CHMP4A|29082	811.1136
CHMP4B|128866	3313.8555	CHMP4B|128866	2140.1345
CHMP4C|92421	605.4849	CHMP4C|92421	592.6756
CHMP5|51510	2113.4576	CHMP5|51510	1392.3244
CHMP6|79643	254.8844	CHMP6|79643	208.8939
CHMP7|91782	1047.4996	CHMP7|91782	849.7758
CHM|1121	575.7304	CHM|1121	857.2496
CHN1|1123	765.7286	CHN1|1123	267.9372
CHN2|1124	335.1855	CHN2|1124	112.1076
lowly_expressed	lowly_expressed	CHODL|140578	55.3064
CHORDC1|26973	1541.8534	CHORDC1|26973	555.3064
CHPF2|54480	980.1039999999999	CHPF2|54480	577.7280000000001
CHPF|79586	2723.7856	CHPF|79586	599.0284
CHPT1|56994	479.1898	CHPT1|56994	2204.4096
CHP|11261	4455.6372	CHP|11261	3828.4753
CHRAC1|54108	254.5259	CHRAC1|54108	591.9283
CHRDL1|91851	280.337	CHRDL1|91851	8048.9537
lowly_expressed	lowly_expressed	CHRDL2|25884	6.7265
CHRD|8646	756.408	CHRD|8646	59.0433
CHRFAM7A|89832	13.6225	CHRFAM7A|89832	66.2332
CHRM1|1128	27.6035	CHRM1|1128	149.8505
lowly_expressed	lowly_expressed	CHRM3|1131	16.0688
CHRNA10|57053	5.7358	CHRNA10|57053	12.7055
CHRNA1|1134	13.6225	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CHRNA2|1135	8.2212
CHRNA3|1136	8.2452	CHRNA3|1136	5.9791
CHRNA4|1137	16.1319	lowly_expressed	lowly_expressed
CHRNA5|1138	286.0728	CHRNA5|1138	44.4694
CHRNA6|8973	6.8113	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CHRNA7|1139	17.5635
CHRNB1|1140	100.7349	CHRNB1|1140	168.1614
CHRNB2|1141	34.4148	CHRNB2|1141	33.6323
CHRNB4|1143	20.7923	lowly_expressed	lowly_expressed
CHRNE|1145	5.1945	CHRNE|1145	20.9753
CHST10|9486	249.1486	CHST10|9486	191.3303
CHST11|50515	160.6023	CHST11|50515	41.8535
CHST12|55501	183.187	CHST12|55501	136.3976
CHST13|166012	5.0188	lowly_expressed	lowly_expressed
CHST14|113189	227.6394	CHST14|113189	370.3288
CHST15|51363	2546.3345	CHST15|51363	726.0837
CHST1|8534	307.9405	CHST1|8534	43.722
CHST2|9435	94.9991	CHST2|9435	239.1629
CHST3|9469	337.3364	CHST3|9469	2168.1614
lowly_expressed	lowly_expressed	CHST4|10164	8.2212
lowly_expressed	lowly_expressed	CHST5|23563	7.8999
CHST6|4166	15.7734	CHST6|4166	7.1001
CHST7|56548	68.4711	CHST7|56548	71.0015
CHST8|64377	145.1873	CHST8|64377	43.722
CHST9|83539	12.5471	CHST9|83539	579.5964
CHSY1|22856	1283.3841	CHSY1|22856	1840.4335
CHSY3|337876	89.9803	CHSY3|337876	74.3647
CHTF18|63922	140.52700000000002	CHTF18|63922	48.58
CHTF8|54921	2405.8075	CHTF8|54921	2479.0732
CHUK|1147	767.8795	CHUK|1147	694.6936
CHURC1|91612	1009.2024	CHURC1|91612	2194.8356
CIAO1|9391	2537.7308	CIAO1|9391	1910.3139
CIAPIN1|57019	1119.914	CIAPIN1|57019	597.1599
CIB1|10519	2323.7139	CIB1|10519	796.7115
CIB2|10518	68.4711	CIB2|10518	140.1345
CIC|23152	1131.744	CIC|23152	1248.5052
CIDEA|1149	50.1882	CIDEA|1149	1354.6338
CIDEB|27141	220.1649	CIDEB|27141	373.1465
CIDECP|152302	198.6019	CIDECP|152302	93.4679
CIDEC|63924	94.9991	CIDEC|63924	5977.9073
CIITA|4261	241.9788	CIITA|4261	208.8939
CILP2|148113	70.622	CILP2|148113	14.9477
CILP|8483	3221.7243	CILP|8483	975.71
CINP|51550	540.2402	CINP|51550	343.7967
CIR1|9541	910.199	CIR1|9541	881.5396
CIRBP|1153	3070.0842	CIRBP|1153	6074.3647
CIRH1A|84916	1215.2716	CIRH1A|84916	923.3931
CISD1|55847	457.4296	CISD1|55847	297.8326
CISD2|493856	534.5044	CISD2|493856	448.4305
CISD3|284106	460.4875	CISD3|284106	402.4963
CISH|1154	277.4691	CISH|1154	246.6368
lowly_expressed	lowly_expressed	CITED1|4435	321.0015
CITED2|10370	1194.4793	CITED2|10370	3948.0568
CITED4|163732	31.1884	CITED4|163732	731.3154
CIT|11113	425.1658	CIT|11113	110.9865
CIZ1|25792	1558.3438	CIZ1|25792	1578.1016
CKAP2L|150468	382.5058	CKAP2L|150468	13.0792
CKAP2|26586	1194.1208	CKAP2|26586	382.6607
CKAP4|10970	2753.5401	CKAP4|10970	1198.0568
CKAP5|9793	2827.7469	CKAP5|9793	2475.71
CKB|1152	2025.4526	CKB|1152	610.2392
CKLF|51192	426.2413	CKLF|51192	217.8625
CKMT1A|548596	240.9034	CKMT1A|548596	51.1958
CKMT1B|1159	231.9412	CKMT1B|1159	313.5277
CKMT2|1160	8.6037	CKMT2|1160	241.4051
CKM|1158	5.0188	lowly_expressed	lowly_expressed
CKS1B|1163	926.3309	CKS1B|1163	578.849
CKS2|1164	1681.6634	CKS2|1164	123.6921
CLASP1|23332	1558.3438	CLASP1|23332	2093.0493
CLASP2|23122	1050.009	CLASP2|23122	2072.1226
CLCA2|9635	3841.5487	CLCA2|9635	539.2377
lowly_expressed	lowly_expressed	CLCA4|22802	139.0135
CLCC1|23155	709.0661	CLCC1|23155	1144.0247
CLCF1|23529	63.8107	CLCF1|23529	61.6592
lowly_expressed	lowly_expressed	CLCN1|1180	11.5845
CLCN2|1181	406.88300000000004	CLCN2|1181	33.6323
CLCN3|1182	1502.0613	CLCN3|1182	2122.9447
CLCN4|1183	187.1303	CLCN4|1183	174.8879
CLCN5|1184	228.3563	CLCN5|1184	221.9731
CLCN6|1185	274.6012	CLCN6|1185	840.8072
CLCN7|1186	813.4074	CLCN7|1186	801.5695
CLCNKA|1187	5.3773	CLCNKA|1187	28.0269
lowly_expressed	lowly_expressed	CLCNKB|1188	8.9686
lowly_expressed	lowly_expressed	CLDN10|9071	38.2399
CLDN11|5010	78.5087	CLDN11|5010	1353.5127
CLDN12|9069	585.4096	CLDN12|9069	1492.8999
CLDN14|23562	24.3771	lowly_expressed	lowly_expressed
CLDN15|24146	77.4332	CLDN15|24146	140.8819
CLDN16|10686	17.2074	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CLDN18|51208	7.4738
CLDN19|149461	6.8113	CLDN19|149461	381.1659
CLDN1|9076	12791.8982	CLDN1|9076	747.0105
CLDN23|137075	38.3581	CLDN23|137075	133.4081
CLDN2|9075	5.3773	CLDN2|9075	35.0374
CLDN3|1365	120.8102	CLDN3|1365	270.5531
CLDN4|1364	3816.813	CLDN4|1364	2359.1181
CLDN5|7122	48.3958	CLDN5|7122	588.1913
CLDN7|1366	1307.4028	CLDN7|1366	545.9641
CLDN8|9073	210.0735	CLDN8|9073	1678.9985
CLDN9|9080	8.6037	lowly_expressed	lowly_expressed
CLDND1|56650	1038.8959	CLDND1|56650	1688.7145
lowly_expressed	lowly_expressed	CLDND2|125875	14.2003
CLEC10A|10462	63.0937	CLEC10A|10462	69.5067
CLEC11A|6320	129.0554	CLEC11A|6320	40.3587
CLEC12A|160364	22.2262	CLEC12A|160364	7.1001
CLEC14A|161198	259.9032	CLEC14A|161198	812.4066
CLEC16A|23274	567.4852	CLEC16A|23274	734.3049
lowly_expressed	lowly_expressed	CLEC17A|388512	8.5949
CLEC18A|348174	5.3773	lowly_expressed	lowly_expressed
CLEC1A|51267	38.3581	CLEC1A|51267	147.2347
CLEC2B|9976	196.0925	CLEC2B|9976	279.5217
CLEC2D|29121	730.9554	CLEC2D|29121	523.9163
CLEC3A|10143	15197.3472	CLEC3A|10143	26.9058
CLEC3B|7123	40.1506	CLEC3B|7123	1299.3274
CLEC4A|50856	60.2258	CLEC4A|50856	28.0269
CLEC4E|26253	68.4711	lowly_expressed	lowly_expressed
CLEC4F|165530	20.0753	CLEC4F|165530	59.7907
lowly_expressed	lowly_expressed	CLEC4GP1|440508	8.9686
lowly_expressed	lowly_expressed	CLEC4G|339390	7.8475
CLEC5A|23601	251.658	CLEC5A|23601	18.3109
CLEC7A|64581	261.6956	CLEC7A|64581	102.0179
lowly_expressed	lowly_expressed	CLEC9A|283420	11.9581
CLECL1|160365	6.0943	lowly_expressed	lowly_expressed
CLGN|1047	333.3931	CLGN|1047	121.4499
CLIC1|1192	5609.9659	CLIC1|1192	3374.4395
CLIC2|1193	309.3744	CLIC2|1193	565.0224
CLIC3|9022	100.7349	CLIC3|9022	12.3318
CLIC4|25932	7094.8199	CLIC4|25932	8556.8012
CLIC5|53405	103.2443	CLIC5|53405	562.4066
CLIC6|54102	82.8105	CLIC6|54102	140.5082
CLINT1|9685	2098.2255	CLINT1|9685	2302.3169
CLIP1|6249	2742.427	CLIP1|6249	2720.4783
CLIP2|7461	288.9407	CLIP2|7461	344.5441
CLIP3|25999	269.2239	CLIP3|25999	813.5277
CLIP4|79745	154.1495	CLIP4|79745	1937.9671
CLK1|1195	1272.988	CLK1|1195	4060.1644
CLK2P|1197	15.7734	CLK2P|1197	16.8161
CLK2|1196	656.0315	CLK2|1196	607.2496
CLK3|1198	681.4841	CLK3|1198	644.2451
CLK4|57396	292.1671	CLK4|57396	1149.8505
CLLU1|574028	6.3775	lowly_expressed	lowly_expressed
CLMN|79789	825.2375	CLMN|79789	2995.5157
CLN3|1201	1897.4727	CLN3|1201	673.2549
CLN5|1203	795.8415	CLN5|1203	960.3886
CLN6|54982	885.8218	CLN6|54982	411.0613
CLN8|2055	387.1662	CLN8|2055	443.9462
CLNS1A|1207	2907.6896	CLNS1A|1207	1329.2227
CLOCK|9575	748.5212	CLOCK|9575	659.5665
CLP1|10978	179.6021	CLP1|10978	276.9058
CLPB|81570	411.9018	CLPB|81570	210.0149
CLPP|8192	412.2603	CLPP|8192	277.2795
CLPTM1L|81037	3236.0638	CLPTM1L|81037	1597.9073
CLPTM1|1209	3053.5938	CLPTM1|1209	1886.3976
CLPX|10845	799.7849	CLPX|10845	963.7519
lowly_expressed	lowly_expressed	CLRN3|119467	6.3528
CLSPN|63967	138.3761	CLSPN|63967	13.8266
CLSTN1|22883	3507.7971	CLSTN1|22883	4715.2466
CLSTN2|64084	514.0706	CLSTN2|64084	2072.4963
CLSTN3|9746	1605.3056	CLSTN3|9746	646.1136
CLTA|1211	2163.4702	CLTA|1211	1622.1973
CLTB|1212	747.8043	CLTB|1212	420.0299
CLTCL1|8218	41.226000000000006	CLTCL1|8218	119.9552
CLTC|1213	22870.0484	CLTC|1213	10129.6712
CLUAP1|23059	201.1113	CLUAP1|23059	646.08
CLUL1|27098	57.7164	CLUL1|27098	66.1435
CLU|1191	7120.9894	CLU|1191	15529.8954
lowly_expressed	lowly_expressed	CLVS1|157807	17.8886
CLYBL|171425	115.7914	CLYBL|171425	186.0987
lowly_expressed	lowly_expressed	CMA1|1215	8.9686
CMAH|8418	884.0294	CMAH|8418	319.5067
CMAS|55907	978.67	CMAS|55907	774.6637
CMBL|134147	3588.4567	CMBL|134147	794.8430000000001
CMC1|152100	205.0547	CMC1|152100	123.3184
CMIP|80790	1330.3459	CMIP|80790	1373.3184
CMKLR1|1240	199.3189	CMKLR1|1240	186.4723
CMPK1|51727	4126.545999999999	CMPK1|51727	6149.4768
CMPK2|129607	125.11200000000001	CMPK2|129607	125.5605
CMTM1|113540	108.9801	CMTM1|113540	116.9656
CMTM3|123920	1127.4422	CMTM3|123920	781.3901
CMTM4|146223	2764.2947	CMTM4|146223	1948.8042
lowly_expressed	lowly_expressed	CMTM5|116173	24.6637
CMTM6|54918	4254.5259	CMTM6|54918	3282.5112
CMTM7|112616	226.5639	CMTM7|112616	1257.8475
CMTM8|152189	453.8448	CMTM8|152189	252.6158
CMYA5|202333	132.2818	CMYA5|202333	2467.1151
CN5H6.4|150384	14.3395	CN5H6.4|150384	5.2317
CNBP|7555	5620.0036	CNBP|7555	8129.2975
CNDP2|55748	1262.5919	CNDP2|55748	1849.4021
CNFN|84518	127.26299999999999	CNFN|84518	32.1375
CNGA1|1259	152.3571	CNGA1|1259	151.719
CNGA3|1261	5.7358	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CNGA4|1262	5.6054
CNGB3|54714	36.2072	lowly_expressed	lowly_expressed
CNIH2|254263	117.2253	lowly_expressed	lowly_expressed
CNIH3|149111	56.2825	CNIH3|149111	35.1271
CNIH4|29097	1314.931	CNIH4|29097	848.6547
CNIH|10175	1996.0566	CNIH|10175	1261.2108
CNKSR1|10256	513.7121	CNKSR1|10256	237.6682
lowly_expressed	lowly_expressed	CNKSR2|22866	46.3378
CNKSR3|154043	200.0358	CNKSR3|154043	271.6741
CNN1|1264	246.6392	CNN1|1264	3585.9492
CNN2|1265	6314.3933	CNN2|1265	2796.7115
CNN3|1266	7406.3452	CNN3|1266	4383.4081
lowly_expressed	lowly_expressed	CNNM1|26507	78.4753
CNNM2|54805	96.0746	CNNM2|54805	168.1614
CNNM3|26505	605.8433	CNNM3|26505	917.0404
CNNM4|26504	1025.2733	CNNM4|26504	893.8714
CNOT10|25904	1063.6315	CNOT10|25904	568.012
CNOT1|23019	4798.48	CNOT1|23019	5554.1741
CNOT2|4848	1361.5343	CNOT2|4848	1457.3991
CNOT3|4849	1361.5343	CNOT3|4849	694.6936
CNOT4|4850	462.4485	CNOT4|4850	822.4963
CNOT6L|246175	1128.8761	CNOT6L|246175	2355.3812
CNOT6|57472	2148.0552	CNOT6|57472	1298.58
CNOT7|29883	1820.7564	CNOT7|29883	2037.3692
CNOT8|9337	1956.6231	CNOT8|9337	1904.3348
CNO|55330	150.9231	CNO|55330	183.4828
CNPY2|10330	1172.9701	CNPY2|10330	784.3797
CNPY3|10695	1038.8959	CNPY3|10695	527.2795
CNPY4|245812	378.204	CNPY4|245812	181.6143
CNP|1267	2312.2674	CNP|1267	1250.0859
CNR1|1268	44.0939	CNR1|1268	301.5695
CNRIP1|25927	143.7534	CNRIP1|25927	493.2735
CNST|163882	647.7863	CNST|163882	822.87
CNTD1|124817	27.686	CNTD1|124817	55.9641
CNTD2|79935	12.5471	CNTD2|79935	6.3528
CNTFR|1271	43.3769	CNTFR|1271	658.4454
CNTF|1270	5.3773	CNTF|1270	15.3326
CNTLN|54875	104.6783	CNTLN|54875	267.9372
CNTN1|1272	9.3207	CNTN1|1272	450.6726
CNTN2|6900	9.6792	CNTN2|6900	29.148000000000003
CNTN3|5067	89.6218	CNTN3|5067	158.4454
CNTN4|152330	37.2827	CNTN4|152330	262.7055
CNTN6|27255	260.9787	CNTN6|27255	25.4111
CNTNAP1|8506	81.7351	CNTNAP1|8506	128.5501
CNTNAP2|26047	2770.389	CNTNAP2|26047	36.9955
CNTNAP3|79937	22.5847	CNTNAP3|79937	595.6652
CNTROB|116840	369.9588	CNTROB|116840	495.5157
COASY|80347	1031.3676	COASY|80347	1014.2003
COBLL1|22837	977.5946	COBLL1|22837	3315.0224
COBL|23242	119.7347	COBL|23242	1290.3587
COBRA1|25920	802.2943	COBRA1|25920	760.4634
COCH|1690	60.0574	COCH|1690	63.9088
COG1|9382	877.8993	COG1|9382	856.7302
COG2|22796	1195.9132	COG2|22796	714.1256
COG3|83548	1519.2687	COG3|83548	1023.9163
COG4|25839	1225.6677	COG4|25839	997.7578
COG5|10466	1203.1547	COG5|10466	1131.0239
COG6|57511	903.7462	COG6|57511	798.9537
COG7|91949	413.3357	COG7|91949	537.7429
COG8|84342	346.4062	COG8|84342	407.7616
COIL|8161	685.069	COIL|8161	517.5635
