gene_id	TCGA-BH-A0BS-01A-11R-A12P-07	gene_id	TCGA-BH-A0BS-11A-11R-A12P-07
CACYBP|27101	1781.8489	CACYBP|27101	1176.5211
CADM1|23705	739.2812	CADM1|23705	1156.5266
CADM2|253559	89.0115	CADM2|253559	18.5914
CADM3|57863	18.0354	CADM3|57863	178.1128
CADM4|199731	851.9212	CADM4|199731	964.6491
CADPS2|93664	1635.2227	CADPS2|93664	1002.8843
CAD|790	1214.4409	CAD|790	1338.2314
CALB2|794	18.7733	CALB2|794	344.1166
CALCOCO1|57658	1178.5126	CALCOCO1|57658	3149.6671
CALCOCO2|10241	2930.5831	CALCOCO2|10241	2436.8791
CALCRL|10203	995.9581	CALCRL|10203	428.3042
lowly_expressed	lowly_expressed	CALCR|799	10.8742
CALD1|800	2787.5173	CALD1|800	7424.6412
CALHM2|51063	416.8976	CALHM2|51063	408.6604
CALM1|801	7295.7084	CALM1|801	5819.8158
CALM2|805	19397.392	CALM2|805	10267.0236
CALM3|808	4397.4931	CALM3|808	4205.5194
CALML3|810	12.2998	CALML3|810	431.1105
CALML4|91860	140.8001	CALML4|91860	313.5987
CALML5|51806	37.5467	CALML5|51806	815.9178
lowly_expressed	lowly_expressed	CALN1|83698	21.0469
CALR|811	17918.8296	CALR|811	10220.7205
CALU|813	3439.7291	CALU|813	2324.9798
CAMK1D|57118	74.446	CAMK1D|57118	39.2875
CAMK1G|57172	5.1789	lowly_expressed	lowly_expressed
CAMK1|8536	223.0985	CAMK1|8536	332.3865
CAMK2B|816	10.6814	CAMK2B|816	91.2032
CAMK2D|817	1678.5956	CAMK2D|817	1200.0235
CAMK2G|818	505.2618	CAMK2G|818	768.5623
CAMK2N1|55450	514.9721	CAMK2N1|55450	1691.1176
CAMK2N2|94032	9.7103	CAMK2N2|94032	5.9633
CAMK4|814	6.1499	CAMK4|814	12.9789
CAMKK1|84254	264.4452	CAMKK1|84254	304.1276
CAMKK2|10645	2035.6127	CAMKK2|10645	1720.934
CAMLG|819	1038.3599	CAMLG|819	1250.536
CAMSAP1L1|23271	1248.4271	CAMSAP1L1|23271	1338.2314
CAMSAP1|157922	794.9539	CAMSAP1|157922	833.8076
CAMTA1|23261	798.5143	CAMTA1|23261	779.4365
CAMTA2|23125	989.1608	CAMTA2|23125	1135.4797
CAND1|55832	4655.7884	CAND1|55832	2990.4123
CAND2|23066	87.7168	CAND2|23066	146.2759
CANT1|124583	5126.7403	CANT1|124583	2081.1866
CANX|821	28926.8042	CANX|821	18299.9199
CAP1|10487	14236.9891	CAP1|10487	6000.4683
CAP2|10486	233.0484	CAP2|10486	573.5277
CAPG|822	5333.246999999999	CAPG|822	3001.6373
CAPN10|11132	99.3692	CAPN10|11132	207.3259
lowly_expressed	lowly_expressed	CAPN11|11131	133.9985
CAPN12|147968	51.5878	CAPN12|147968	117.0312
CAPN13|92291	2456.7181	CAPN13|92291	212.9244
CAPN1|823	6060.2284	CAPN1|823	4520.1704
CAPN2|824	13194.4214	CAPN2|824	3793.0003
CAPN3|825	7.1209	CAPN3|825	134.9912
CAPN5|726	78.6538	CAPN5|726	161.7103
CAPN6|827	36.251999999999995	CAPN6|827	276.065
CAPN7|23473	1197.286	CAPN7|23473	1046.3812
CAPN8|388743	826.3506	CAPN8|388743	108.3915
CAPN9|10753	113.2874	CAPN9|10753	33.675
CAPNS1|826	13227.7603	CAPNS1|826	6457.8874
CAPRIN1|4076	12851.6461	CAPRIN1|4076	6529.4468
CAPRIN2|65981	101.635	CAPRIN2|65981	236.4267
CAPS2|84698	24.9232	CAPS2|84698	59.9836
CAPSL|133690	59.2331	lowly_expressed	lowly_expressed
CAPS|828	674.8692	CAPS|828	152.59
CAPZA1|829	5842.393	CAPZA1|829	2105.3905
CAPZA2|830	3173.9892	CAPZA2|830	2457.926
lowly_expressed	lowly_expressed	CAPZA3|93661	13.6805
CAPZB|832	3628.7572	CAPZB|832	4014.6942
CARD10|29775	403.9505	CARD10|29775	670.6942
CARD11|84433	21.3628	CARD11|84433	109.4438
CARD14|79092	154.0709	CARD14|79092	248.3533
CARD16|114769	96.7798	CARD16|114769	105.2344
CARD6|84674	76.0644	CARD6|84674	248.0025
CARD8|22900	463.1836	CARD8|22900	677.3591
CARD9|64170	7.4446	CARD9|64170	74.0149
CARHSP1|23589	874.0058	CARHSP1|23589	983.7176
CARKD|55739	987.2188	CARKD|55739	1457.4971
CARM1|10498	918.5989999999999	CARM1|10498	759.7927
CARNS1|57571	27.1987	CARNS1|57571	29.1149
CARS2|79587	679.5139999999999	CARS2|79587	556.6166
CARS|833	1070.0804	CARS|833	768.5588
CASC1|55259	78.0065	CASC1|55259	41.0414
CASC2|255082	60.2042	CASC2|255082	67.35
CASC3|22794	2517.8933	CASC3|22794	3246.132
CASC4|113201	2805.967	CASC4|113201	2544.9198
CASC5|57082	224.6327	CASC5|57082	13.6805
CASD1|64921	4770.3705	CASD1|64921	735.238
CASKIN1|57524	6.7325	CASKIN1|57524	17.5496
CASKIN2|57513	664.3302	CASKIN2|57513	1072.7074
CASK|8573	820.2008	CASK|8573	1275.4415
CASP10|843	84.48	CASP10|843	196.7884
lowly_expressed	lowly_expressed	CASP12|120329	8.4188
CASP1|834	269.9477	CASP1|834	474.2566
CASP2|835	1104.3903	CASP2|835	1082.1609
CASP3|836	1265.9058	CASP3|836	426.5503
CASP4|837	643.4724	CASP4|837	733.8349
CASP6|839	992.7213	CASP6|839	435.6706
CASP7|840	833.4716	CASP7|840	709.2802
CASP8AP2|9994	362.8434	CASP8AP2|9994	515.9996
CASP8|841	734.7497	CASP8|841	443.037
CASP9|842	370.288	CASP9|842	355.6924
CASQ1|844	7.4446	CASQ1|844	51.5649
CASQ2|845	25.5706	CASQ2|845	104.1821
CASS4|57091	10.033999999999999	CASS4|57091	29.4656
CAST|831	6592.4785	CAST|831	4891.9111
CASZ1|54897	1234.509	CASZ1|54897	1309.8181
CATSPER2P1|440278	25.9784	CATSPER2P1|440278	20.3979
CATSPER2|117155	8.092	CATSPER2|117155	47.0047
CATSPER3|347732	10.6814	CATSPER3|347732	8.068
CATSPERB|79820	27.189	CATSPERB|79820	19.6438
CATSPERG|57828	39.4888	CATSPERG|57828	44.9
CAT|847	1706.4319	CAT|847	2824.1418
CAV1|857	1181.4257	CAV1|857	10054.8008
CAV2|858	346.0121	CAV2|858	2816.4246
CBARA1|10367	1073.9645	CBARA1|10367	1234.7509
CBFA2T2|9139	694.6136	CBFA2T2|9139	880.1108
CBFA2T3|863	199.3858	CBFA2T3|863	124.5274
CBFB|865	632.1437	CBFB|865	836.6139
CBLB|868	476.1307	CBLB|868	446.1941
CBLC|23624	521.122	CBLC|23624	278.5205
CBLL1|79872	874.255	CBLL1|79872	1272.2845
lowly_expressed	lowly_expressed	CBLN1|869	7.0156
CBLN3|643866	218.8065	CBLN3|643866	73.6641
CBLN4|140689	16.8313	CBLN4|140689	14.0313
CBL|867	1038.3599	CBL|867	972.7171
CBR1|873	53.4069	CBR1|873	831.2329
CBR3|874	431.1395	CBR3|874	192.9298
CBR4|84869	1050.0123	CBR4|84869	633.8622
CBS|875	75.417	CBS|875	113.3024
CBWD1|55871	1160.7103	CBWD1|55871	910.9795
CBWD2|150472	743.8127	CBWD2|150472	419.8855
CBWD3|445571	247.9699	CBWD3|445571	244.4947
CBWD5|220869	10.3253	lowly_expressed	lowly_expressed
CBWD6|644019	84.48	CBWD6|644019	101.3759
CBX1|10951	1718.0843	CBX1|10951	1720.934
CBX2|84733	65.7067	CBX2|84733	45.6016
CBX3|11335	3725.5370000000003	CBX3|11335	2811.1629
CBX4|8535	851.5976	CBX4|8535	295.358
CBX5|23468	5026.0763	CBX5|23468	3074.2490000000003
CBX6|23466	568.7027	CBX6|23466	659.4692
CBX7|23492	380.6457	CBX7|23492	2630.5104
CBX8|57332	77.6828	CBX8|57332	78.9258
CBY1|25776	738.8669	CBY1|25776	819.9798
CC2D1A|54862	603.9837	CC2D1A|54862	1002.5335
CC2D1B|200014	696.8793	CC2D1B|200014	705.7724
CC2D2A|57545	221.0723	CC2D2A|57545	481.2722
CCAR1|55749	1454.2865	CCAR1|55749	1027.7898
lowly_expressed	lowly_expressed	CCBE1|147372	12.9789
CCBL1|883	100.9876	CCBL1|883	142.0665
CCBL2|56267	1147.8085	CCBL2|56267	876.6030000000001
CCBP2|1238	58.2621	CCBP2|1238	35.7797
CCDC101|112869	182.5545	CCDC101|112869	354.2893
CCDC102A|92922	34.3099	CCDC102A|92922	219.2384
CCDC102B|79839	56.9674	CCDC102B|79839	66.6485
CCDC103|388389	263.7978	CCDC103|388389	167.6736
CCDC104|112942	879.1102	CCDC104|112942	1105.3125
CCDC106|29903	186.115	CCDC106|29903	200.9978
CCDC107|203260	250.9769	CCDC107|203260	504.6869
CCDC109A|90550	663.8642	CCDC109A|90550	443.037
CCDC109B|55013	196.149	CCDC109B|55013	156.4485
CCDC110|256309	33.0152	CCDC110|256309	83.486
CCDC111|201973	270.472	CCDC111|201973	284.817
CCDC112|153733	261.5321	CCDC112|153733	178.197
CCDC113|29070	371.9063	CCDC113|29070	327.2791
CCDC114|93233	37.223	CCDC114|93233	24.9055
CCDC115|84317	1070.7278	CCDC115|84317	1224.9289999999999
CCDC117|150275	1542.3270000000002	CCDC117|150275	830.6506
CCDC11|220136	39.1651	CCDC11|220136	37.8844
CCDC120|90060	457.0337	CCDC120|90060	483.7277
CCDC121|79635	92.8957	CCDC121|79635	170.4798
CCDC122|160857	61.8226	CCDC122|160857	119.2657
CCDC123|84902	484.2227	CCDC123|84902	417.7808
CCDC124|115098	328.2098	CCDC124|115098	620.5325
CCDC125|202243	509.4696	CCDC125|202243	389.0167
CCDC126|90693	515.6195	CCDC126|90693	362.7081
CCDC127|133957	407.8346	CCDC127|133957	393.2261
lowly_expressed	lowly_expressed	CCDC129|223075	21.7485
CCDC12|151903	240.8166	CCDC12|151903	591.4176
CCDC130|81576	121.0557	CCDC130|81576	388.3151
CCDC132|55610	2374.8275	CCDC132|55610	674.9036
CCDC134|79879	76.0644	CCDC134|79879	68.7532
lowly_expressed	lowly_expressed	CCDC136|64753	38.9367
CCDC137|339230	229.4879	CCDC137|339230	330.0854
CCDC138|165055	36.5756	CCDC138|165055	76.4704
CCDC13|152206	7.1209	CCDC13|152206	9.1203
CCDC141|285025	19.7444	CCDC141|285025	8.7695
CCDC142|84865	51.4648	CCDC142|84865	130.0031
CCDC144A|9720	25.5058	CCDC144A|9720	25.2668
CCDC144B|284047	24.2759	CCDC144B|284047	24.9055
CCDC146|57639	92.572	CCDC146|57639	132.2446
lowly_expressed	lowly_expressed	CCDC147|159686	16.1359
CCDC148|130940	14.2418	CCDC148|130940	56.125
CCDC149|91050	482.2806	CCDC149|91050	634.9145
CCDC14|64770	351.1909	CCDC14|64770	836.9647
lowly_expressed	lowly_expressed	CCDC150|284992	6.6648
lowly_expressed	lowly_expressed	CCDC151|115948	11.9266
CCDC152|100129792	48.9304	CCDC152|100129792	108.6896
CCDC153|283152	44.0202	CCDC153|283152	16.1359
CCDC157|550631	58.6052	CCDC157|550631	43.1531
CCDC158|339965	84.48	CCDC158|339965	65.5961
CCDC159|126075	230.4589	CCDC159|126075	169.4275
CCDC15|80071	116.8479	CCDC15|80071	122.072
CCDC160|347475	227.5458	CCDC160|347475	82.4337
CCDC163P|126661	16.1839	CCDC163P|126661	16.4867
CCDC18|343099	50.4938	CCDC18|343099	22.1027
CCDC19|25790	116.5242	CCDC19|25790	22.8008
CCDC21|64793	443.4392	CCDC21|64793	301.6721
CCDC22|28952	522.3488	CCDC22|28952	570.3076
CCDC23|374969	224.6327	CCDC23|374969	283.7822
CCDC24|149473	340.7167	CCDC24|149473	226.5487
CCDC25|55246	1221.8855	CCDC25|55246	1247.379
CCDC28A|25901	385.1772	CCDC28A|25901	518.4551
CCDC28B|79140	70.8855	CCDC28B|79140	52.968
CCDC30|728621	151.1578	CCDC30|728621	115.4071
CCDC34|91057	213.9513	CCDC34|91057	399.8909
lowly_expressed	lowly_expressed	CCDC36|339834	15.7852
CCDC39|339829	12.9471	CCDC39|339829	15.0836
CCDC3|83643	340.1859	CCDC3|83643	1133.375
CCDC40|55036	111.3453	CCDC40|55036	88.0462
CCDC41|51134	191.6175	CCDC41|51134	172.9353
CCDC43|124808	458.9758	CCDC43|124808	430.7597
CCDC45|90799	245.0245	CCDC45|90799	644.0348
CCDC46|201134	27.5127	CCDC46|201134	185.1495
CCDC47|57003	3924.5991	CCDC47|57003	3273.1422
CCDC48|79825	313.6443	CCDC48|79825	70.5071
CCDC50|152137	721.8026	CCDC50|152137	2020.5014
CCDC51|79714	283.2185	CCDC51|79714	248.3533
CCDC52|152185	456.3864	CCDC52|152185	428.655
CCDC53|51019	523.7115	CCDC53|51019	360.9542
CCDC55|84081	617.9018	CCDC55|84081	816.6193
CCDC56|28958	1202.8338	CCDC56|28958	1115.5483
CCDC57|284001	239.8456	CCDC57|284001	398.4878
CCDC58|131076	201.9752	CCDC58|131076	145.2235
CCDC59|29080	253.7638	CCDC59|29080	490.0418
CCDC61|729440	95.1614	CCDC61|729440	168.7259
CCDC64B|146439	167.3417	CCDC64B|146439	393.5768
CCDC64|92558	276.0976	CCDC64|92558	41.3922
CCDC65|85478	71.5329	CCDC65|85478	31.5703
CCDC66|285331	167.1054	CCDC66|285331	347.1018
lowly_expressed	lowly_expressed	CCDC67|159989	7.7172
lowly_expressed	lowly_expressed	CCDC68|80323	70.1563
CCDC69|26112	139.5053	CCDC69|26112	1375.4143
CCDC6|8030	3616.4574	CCDC6|8030	2869.7434
CCDC71|64925	388.7376	CCDC71|64925	671.7466
CCDC72|51372	1256.5191	CCDC72|51372	1009.5491
CCDC73|493860	20.4403	CCDC73|493860	47.5134
CCDC74A|90557	27.189	CCDC74A|90557	534.591
CCDC74B|91409	6.7972	CCDC74B|91409	91.9048
CCDC75|253635	93.54299999999999	CCDC75|253635	81.7321
CCDC76|54482	138.845	CCDC76|54482	334.9227
CCDC77|84318	125.5872	CCDC77|84318	143.1189
CCDC78|124093	16.8313	lowly_expressed	lowly_expressed
CCDC7|221016	23.9522	CCDC7|221016	26.3086
CCDC80|151887	1003.079	CCDC80|151887	1340.6869
lowly_expressed	lowly_expressed	CCDC81|60494	9.8219
CCDC82|79780	73.1513	CCDC82|79780	470.0472
CCDC84|338657	24.9232	CCDC84|338657	110.84700000000001
CCDC85A|114800	17.4786	CCDC85A|114800	149.7697
CCDC85B|11007	40.1361	CCDC85B|11007	134.7001
CCDC85C|317762	844.3342	CCDC85C|317762	779.9206
CCDC86|79080	292.6052	CCDC86|79080	653.8076
CCDC87|55231	82.8616	CCDC87|55231	14.382
CCDC88A|55704	160.2207	CCDC88A|55704	424.0948
CCDC88B|283234	54.7016	CCDC88B|283234	196.4376
CCDC88C|440193	865.192	CCDC88C|440193	1038.3132
lowly_expressed	lowly_expressed	CCDC89|220388	49.4602
CCDC8|83987	68.6198	CCDC8|83987	2001.5592
CCDC90A|63933	486.8121	CCDC90A|63933	260.9814
CCDC90B|60492	719.2099	CCDC90B|60492	730.6323
CCDC91|55297	497.4935	CCDC91|55297	539.5019
CCDC92|80212	594.597	CCDC92|80212	789.9599
CCDC93|54520	570.6448	CCDC93|54520	862.9225
CCDC94|55702	222.6907	CCDC94|55702	387.2628
CCDC96|257236	146.3026	CCDC96|257236	66.2977
CCDC97|90324	1035.4468	CCDC97|90324	1128.1133
CCDC99|54908	130.1187	CCDC99|54908	184.8618
CCDC9|26093	265.4162	CCDC9|26093	438.1261
CCHCR1|54535	159.2497	CCHCR1|54535	512.4918
lowly_expressed	lowly_expressed	CCIN|881	5.9633
lowly_expressed	lowly_expressed	CCK|885	41.0414
lowly_expressed	lowly_expressed	CCL13|6357	9.4711
CCL14|6358	43.0427	CCL14|6358	800.1186
lowly_expressed	lowly_expressed	CCL17|6361	6.3141
CCL18|6362	25.8943	CCL18|6362	22.45
CCL19|6363	64.41199999999999	CCL19|6363	266.2432
lowly_expressed	lowly_expressed	CCL20|6364	26.6594
CCL21|6366	139.5053	CCL21|6366	259.9291
CCL22|6367	22.0101	CCL22|6367	273.2588
lowly_expressed	lowly_expressed	CCL23|6368	26.6594
CCL28|56477	51.1412	CCL28|56477	1930.7014
CCL2|6347	77.0354	CCL2|6347	144.52200000000002
lowly_expressed	lowly_expressed	CCL3L1|6349	5.6125
CCL3|6348	19.097	CCL3|6348	46.6539
CCL4L2|388372	29.131	CCL4L2|388372	14.7328
CCL4|6351	39.4888	CCL4|6351	64.8946
CCL5|6352	84.8037	CCL5|6352	486.5339
CCL8|6355	6.4736	CCL8|6355	20.6961
CCM2|83605	523.0641	CCM2|83605	773.4732
lowly_expressed	lowly_expressed	CCNA1|8900	19.6438
CCNA2|890	360.3834	CCNA2|890	66.8449
CCNB1IP1|57820	244.0534	CCNB1IP1|57820	1234.0493
CCNB1|891	723.0973	CCNB1|891	192.9298
CCNB2|9133	258.9426	CCNB2|9133	56.125
CCNB3|85417	20.7154	CCNB3|85417	11.5758
CCNC|892	1525.4957	CCNC|892	1368.7494
CCND1|595	9263.9961	CCND1|595	4772.6068
CCND2|894	284.5132	CCND2|894	927.1155
CCND3|896	833.1479	CCND3|896	1820.2052
CCNDBP1|23582	1377.5748	CCNDBP1|23582	1314.7291
CCNE1|898	30.1021	CCNE1|898	14.0313
CCNE2|9134	177.5311	CCNE2|9134	36.1515
CCNF|899	337.5964	CCNF|899	257.8244
CCNG1|900	2964.2457	CCNG1|900	3260.1632
CCNG2|901	4056.3362	CCNG2|901	2339.3618
CCNH|902	624.1165	CCNH|902	627.6884
CCNI2|645121	25.7518	CCNI2|645121	14.7013
CCNI|10983	8380.0307	CCNI|10983	8797.2492
CCNJL|79616	14.5655	CCNJL|79616	101.0251
CCNJ|54619	109.7269	CCNJ|54619	169.7782
CCNK|8812	934.9253	CCNK|8812	715.1102
CCNL1|57018	324.3256	CCNL1|57018	1480.9995
CCNL2|81669	538.6007	CCNL2|81669	1352.2627
CCNO|10309	152.4525	CCNO|10309	43.1461
CCNT1|904	278.687	CCNT1|904	217.8353
CCNT2|905	803.3695	CCNT2|905	915.1889
CCNYL1|151195	492.6383	CCNYL1|151195	309.3893
CCNY|219771	1303.4524	CCNY|219771	1746.5411
CCPG1|9236	4125.0466	CCPG1|9236	2023.7111
lowly_expressed	lowly_expressed	CCR10|2826	9.4711
CCR1|1230	77.6828	CCR1|1230	103.4805
CCR2|729230	12.2998	CCR2|729230	142.7681
lowly_expressed	lowly_expressed	CCR4|1233	16.1359
CCR5|1234	36.5756	CCR5|1234	112.6009
CCR6|1235	38.2361	CCR6|1235	104.3084
CCR7|1236	25.2469	CCR7|1236	78.5751
CCRL1|51554	10.6814	CCRL1|51554	45.9524
CCRL2|9034	55.6727	CCRL2|9034	61.036
CCRN4L|25819	135.6212	CCRN4L|25819	122.4227
CCS|9973	329.5045	CCS|9973	511.4394
CCT2|10576	3850.1531	CCT2|10576	3144.0546
CCT3|7203	9038.0686	CCT3|7203	5996.6097
CCT4|10575	4210.0834	CCT4|10575	4918.3074
CCT5|22948	4232.4172	CCT5|22948	3537.2806
CCT6A|908	3884.1394	CCT6A|908	3436.2555
CCT6B|10693	117.4952	CCT6B|10693	149.4329
CCT6P1|643253	18.4497	CCT6P1|643253	188.7204
CCT7|10574	5338.4259	CCT7|10574	4771.6807
CCT8|10694	4329.8444	CCT8|10694	3092.4897
CD101|9398	20.7154	CD101|9398	35.4289
CD109|135228	2893.6838	CD109|135228	418.4823
CD14|929	337.2728	CD14|929	1277.1954
CD151|977	10504.0075	CD151|977	6961.9604
lowly_expressed	lowly_expressed	CD160|11126	14.382
CD163L1|283316	54.7016	CD163L1|283316	86.64299999999999
CD163|9332	176.4047	CD163|9332	130.1399
CD164L2|388611	31.0731	CD164L2|388611	89.4493
CD164|8763	24177.7965	CD164|8763	11400.0479
CD180|4064	34.9573	CD180|4064	123.8259
lowly_expressed	lowly_expressed	CD19|930	17.1883
CD1A|909	18.4497	lowly_expressed	lowly_expressed
CD1C|911	8.092	CD1C|911	25.2563
CD1D|912	20.0681	CD1D|912	29.4656
CD1E|913	9.062999999999999	CD1E|913	18.5914
lowly_expressed	lowly_expressed	CD200R1|131450	15.4344
CD200|4345	167.6653	CD200|4345	588.2606
CD207|50489	49.8465	CD207|50489	27.0102
CD209|30835	11.3287	CD209|30835	20.3453
CD226|10666	5.5025	CD226|10666	39.2875
CD22|933	94.8377	CD22|933	81.0305
lowly_expressed	lowly_expressed	CD244|51744	10.8742
lowly_expressed	lowly_expressed	CD247|919	273.2588
CD248|57124	543.4558	CD248|57124	530.0308
CD24|100133941	20455.4963	CD24|100133941	18895.1961
CD274|29126	9.3867	CD274|29126	25.607
CD276|80381	2542.1692	CD276|80381	1244.9235
CD27|939	5.7712	CD27|939	134.5878
CD28|940	6.1499	CD28|940	41.0414
CD2AP|23607	2610.1416	CD2AP|23607	1683.0496
CD2BP2|10421	1126.7241	CD2BP2|10421	1764.7817
CD2|914	10.6814	CD2|914	252.2119
CD300A|11314	96.1324	CD300A|11314	140.3126
CD300C|10871	17.4786	CD300C|10871	14.0313
CD300LB|124599	5.1789	CD300LB|124599	7.3664
CD300LF|146722	17.4786	CD300LF|146722	27.361
CD300LG|146894	31.3968	CD300LG|146894	1003.5859
CD302|9936	1395.1699	CD302|9936	1500.3767
CD320|51293	307.1707	CD320|51293	719.8036
CD33|945	26.5416	CD33|945	31.5703
CD34|947	1313.1628	CD34|947	2127.4898
CD36|948	822.7902	CD36|948	10308.4159
CD37|951	103.2534	CD37|951	291.1486
lowly_expressed	lowly_expressed	CD38|952	37.1828
lowly_expressed	lowly_expressed	CD3D|915	116.1087
CD3EAP|10849	192.5886	CD3EAP|10849	544.4830000000001
CD3E|916	14.8892	CD3E|916	376.7393
lowly_expressed	lowly_expressed	CD3G|917	44.1985
CD40|958	100.6639	CD40|958	421.2886
CD44|960	15914.9373	CD44|960	10035.1571
CD46|4179	21154.3177	CD46|4179	5846.1244
CD47|961	1281.766	CD47|961	3086.1756
CD48|962	76.7118	CD48|962	331.8393
CD4|920	439.8788	CD4|920	727.8716
CD52|1043	49.5228	CD52|1043	272.908
CD53|963	286.779	CD53|963	496.3558
CD55|1604	1201.1701	CD55|1604	1137.5844
CD58|965	291.9578	CD58|965	188.3697
CD59|966	12846.4673	CD59|966	23335.3883
CD5|921	6.4736	CD5|921	105.936
CD63|967	12498.8368	CD63|967	8304.4012
CD68|968	842.2109	CD68|968	1013.4077
CD69|969	20.7154	CD69|969	316.0541
CD6|923	23.9522	CD6|923	129.4384
CD72|971	15.5366	CD72|971	34.7274
CD74|972	11113.1701	CD74|972	24338.6234
lowly_expressed	lowly_expressed	CD79A|973	283.4314
CD79B|974	9.3867	CD79B|974	158.904
lowly_expressed	lowly_expressed	CD7|924	62.7899
CD80|941	9.7103	lowly_expressed	lowly_expressed
CD81|975	8988.5458	CD81|975	11385.6658
CD82|3732	239.8456	CD82|3732	2828.702
CD83|9308	178.9941	CD83|9308	200.9978
CD84|8832	49.5228	CD84|8832	49.4602
CD86|942	106.8138	CD86|942	92.2555
CD8A|925	27.5127	CD8A|925	208.3642
lowly_expressed	lowly_expressed	CD8B|926	50.8633
CD93|22918	2341.8124	CD93|22918	1854.9326
CD96|10225	9.3867	CD96|10225	165.9196
CD97|976	757.4072	CD97|976	941.1468
CD99L2|83692	1610.2994	CD99L2|83692	1168.1024
CD99|4267	1597.0286	CD99|4267	1453.9893
CD9|928	11611.6346	CD9|928	6927.5838
CDADC1|81602	180.2888	CDADC1|81602	244.8455
CDAN1|146059	307.1707	CDAN1|146059	538.0988
CDA|978	22.9812	lowly_expressed	lowly_expressed
CDC123|8872	1100.8622	CDC123|8872	869.1664
CDC14A|8556	35.6046	CDC14A|8556	756.2849
CDC14B|8555	155.0419	CDC14B|8555	645.0872
lowly_expressed	lowly_expressed	CDC14C|168448	9.1203
CDC16|8881	2074.7778	CDC16|8881	1466.6174
CDC20|991	290.0157	CDC20|991	83.486
CDC23|8697	1005.6684	CDC23|8697	856.9592
CDC25A|993	65.7067	CDC25A|993	35.0781
CDC25B|994	276.4213	CDC25B|994	324.8237
CDC25C|995	68.6198	CDC25C|995	5.9633
CDC26|246184	94.8377	CDC26|246184	134.5773
CDC27|996	2365.7645	CDC27|996	1311.5720000000001
CDC34|997	460.9179	CDC34|997	562.3027
CDC37L1|55664	448.6181	CDC37L1|55664	542.3082
CDC37|11140	1573.4001	CDC37|11140	2656.1175
CDC40|51362	663.8642	CDC40|51362	758.7404
CDC42BPA|8476	2485.5255	CDC42BPA|8476	1439.9579999999999
CDC42BPB|9578	4329.8444	CDC42BPB|9578	2571.5792
CDC42BPG|55561	307.4944	CDC42BPG|55561	838.0169999999999
CDC42EP1|11135	759.3492	CDC42EP1|11135	2528.7838
CDC42EP2|10435	192.9123	CDC42EP2|10435	255.3689
CDC42EP3|10602	115.5531	CDC42EP3|10602	1196.1649
CDC42EP4|23580	1951.78	CDC42EP4|23580	5453.5999
CDC42EP5|148170	10.6814	CDC42EP5|148170	101.3759
CDC42SE1|56882	3305.6	CDC42SE1|56882	2737.6847
CDC42SE2|56990	1253.606	CDC42SE2|56990	1969.6381
CDC42|998	13458.5429	CDC42|998	5862.2604
CDC45|8318	100.3403	CDC45|8318	19.6438
CDC5L|988	1215.7356	CDC5L|988	1270.8814
CDC6|990	328.5335	CDC6|990	92.6063
CDC73|79577	1956.6352	CDC73|79577	1099.7
CDC7|8317	191.9412	CDC7|8317	56.8266
CDCA2|157313	128.5003	CDCA2|157313	25.9578
CDCA3|83461	72.9312	CDCA3|83461	24.6424
CDCA4|55038	277.716	CDCA4|55038	227.6572
CDCA5|113130	237.9035	CDCA5|113130	82.0829
CDCA7L|55536	122.3472	CDCA7L|55536	1010.8681
CDCA7|83879	17.8023	CDCA7|83879	122.072
CDCA8|55143	245.6718	CDCA8|55143	82.4337
CDCP1|64866	2893.0365	CDCP1|64866	873.4459
CDH11|1009	484.5464	CDH11|1009	431.81199999999995
lowly_expressed	lowly_expressed	CDH12|1010	16.1359
CDH13|1012	588.7708	CDH13|1012	671.3958
lowly_expressed	lowly_expressed	CDH19|28513	35.4289
CDH1|999	18232.1502	CDH1|999	11313.7556
lowly_expressed	lowly_expressed	CDH20|28316	5.9633
lowly_expressed	lowly_expressed	CDH22|64405	38.586
CDH23|64072	14.5655	CDH23|64072	88.0462
CDH24|64403	75.417	CDH24|64403	62.4391
lowly_expressed	lowly_expressed	CDH26|60437	10.5234
CDH2|1000	31.0731	CDH2|1000	249.4056
CDH3|1001	119.76100000000001	CDH3|1001	2827.2989
lowly_expressed	lowly_expressed	CDH4|1002	14.0313
CDH5|1003	702.3819	CDH5|1003	1317.5353
CDH6|1004	159.2497	CDH6|1004	43.4969
CDH8|1006	24.9232	CDH8|1006	127.6845
lowly_expressed	lowly_expressed	CDHR1|92211	7.7172
CDHR3|222256	66.1987	CDHR3|222256	46.3382
CDIPT|10423	1457.1996	CDIPT|10423	2146.0812
CDK10|8558	297.784	CDK10|8558	577.0356
CDK11A|728642	173.9965	CDK11A|728642	373.7331
