gene_id	TCGA-BH-A0B5-01A-11R-A12P-07	gene_id	TCGA-BH-A0B5-11A-23R-A12P-07
ALKBH8|91801	223.8159	ALKBH8|91801	227.0364
lowly_expressed	lowly_expressed	ALK|238	24.2634
ALMS1P|200420	5.3369	lowly_expressed	lowly_expressed
ALMS1|7840	1807.8719	ALMS1|7840	586.2218
ALOX15B|247	101.0674	lowly_expressed	lowly_expressed
ALOX15|246	19.6798	lowly_expressed	lowly_expressed
ALOX5AP|241	350.2335	ALOX5AP|241	280.7626
ALOX5|240	683.4556	ALOX5|240	73.2236
ALOXE3|59344	13.3422	lowly_expressed	lowly_expressed
ALPK1|80216	451.968	ALPK1|80216	267.7643
ALPK2|115701	13.6758	ALPK2|115701	89.2548
ALPK3|57538	143.0954	ALPK3|57538	4758.2322
ALPL|249	87.05799999999999	ALPL|249	1020.3639999999999
ALS2CL|259173	377.5851	ALS2CL|259173	319.3241
ALS2CR11|151254	10.6738	ALS2CR11|151254	27.7296
ALS2CR12|130540	9.006	ALS2CR12|130540	9.0988
ALS2CR4|65062	762.1748	ALS2CR4|65062	536.3951
ALS2CR8|79800	240.1601	ALS2CR8|79800	103.9861
ALS2|57679	809.8732	ALS2|57679	581.0225
lowly_expressed	lowly_expressed	ALX1|8092	10.8319
ALX3|257	16.6778	ALX3|257	12.9983
ALX4|60529	8.6724	lowly_expressed	lowly_expressed
AMACR|23600	526.6845	AMACR|23600	409.8787
AMBRA1|55626	1200.1334	AMBRA1|55626	729.2028
AMD1|262	816.5444	AMD1|262	922.0104
AMDHD1|144193	12.6751	AMDHD1|144193	5.6326
AMDHD2|51005	327.6117	AMDHD2|51005	118.8258
AMFR|267	1881.5877	AMFR|267	2713.1716
AMH|268	42.6951	lowly_expressed	lowly_expressed
AMICA1|120425	187.1247	AMICA1|120425	85.3553
AMIGO1|57463	81.3876	AMIGO1|57463	249.5667
AMIGO2|347902	737.1548	AMIGO2|347902	516.8977
AMIGO3|386724	82.0547	AMIGO3|386724	29.4627
AMMECR1L|83607	983.3222	AMMECR1L|83607	1069.7574
AMMECR1|9949	408.9393	AMMECR1|9949	129.1161
AMN1|196394	181.7879	AMN1|196394	127.8163
AMOTL1|154810	1167.7785	AMOTL1|154810	2392.1144
AMOTL2|51421	1773.8492	AMOTL2|51421	4577.1231
AMOT|154796	540.0267	AMOT|154796	980.9359
AMPD2|271	605.07	AMPD2|271	409.0121
AMPD3|272	277.8519	AMPD3|272	168.1109
AMPH|273	340.5604	AMPH|273	86.6551
AMT|275	125.7038	AMT|275	138.6482
AMY2B|280	108.7292	AMY2B|280	263.5095
AMZ1|155185	36.3576	lowly_expressed	lowly_expressed
AMZ2P1|201283	265.1768	AMZ2P1|201283	267.7643
AMZ2|51321	922.9486	AMZ2|51321	1920.2773
ANAPC10|10393	102.7352	ANAPC10|10393	153.8128
ANAPC11|51529	810.2068	ANAPC11|51529	792.8943
ANAPC13|25847	684.2695	ANAPC13|25847	1072.2617
ANAPC16|119504	2131.7545	ANAPC16|119504	3267.3309999999997
ANAPC1|64682	693.7959	ANAPC1|64682	597.9203
ANAPC2|29882	694.7965	ANAPC2|29882	446.2738
ANAPC4|29945	455.6371	ANAPC4|29945	507.3657
ANAPC5|51433	2785.8572	ANAPC5|51433	2419.844
ANAPC7|51434	1334.2228	ANAPC7|51434	824.9567
ANGEL1|23357	348.2322	ANGEL1|23357	357.0191
ANGEL2|90806	1051.7011	ANGEL2|90806	483.1023
ANGPT1|284	27.3516	ANGPT1|284	2142.1144
ANGPT2|285	144.4296	ANGPT2|285	146.8804
lowly_expressed	lowly_expressed	ANGPT4|51378	22.9636
ANGPTL1|9068	89.7265	ANGPTL1|9068	1486.5685
ANGPTL2|23452	2280.1868	ANGPTL2|23452	9901.6464
ANGPTL4|51129	250.5003	ANGPTL4|51129	2042.8943
lowly_expressed	lowly_expressed	ANGPTL5|253935	76.2565
lowly_expressed	lowly_expressed	ANGPTL7|10218	12.565
ANG|283	149.2528	ANG|283	628.4142
ANK1|286	10.0067	ANK1|286	22.5303
ANK2|287	387.2582	ANK2|287	2976.1698
ANK3|288	1410.6071	ANK3|288	255.6326
ANKAR|150709	34.3562	ANKAR|150709	37.695
ANKDD1A|348094	51.7011	ANKDD1A|348094	171.5771
ANKFY1|51479	1718.8125	ANKFY1|51479	1835.3553
ANKHD1-EIF4EBP3|404734	1197.7552	ANKHD1-EIF4EBP3|404734	976.2478
ANKHD1|54882	3886.5577	ANKHD1|54882	1210.104
ANKH|56172	1384.5897	ANKH|56172	1282.9289
ANKIB1|54467	1533.6891	ANKIB1|54467	1508.2322
ANKK1|255239	52.7018	lowly_expressed	lowly_expressed
ANKLE1|126549	12.3416	lowly_expressed	lowly_expressed
ANKLE2|23141	1717.4783	ANKLE2|23141	1926.3432
ANKMY1|51281	442.6284	ANKMY1|51281	107.8856
ANKMY2|57037	342.8953	ANKMY2|57037	661.1785
ANKRA2|57763	480.9873	ANKRA2|57763	224.4367
ANKRD10|55608	2280.04	ANKRD10|55608	918.6265
ANKRD11|29123	1897.3015	ANKRD11|29123	2081.8934
ANKRD12|23253	1489.9933	ANKRD12|23253	1574.9567
ANKRD13A|88455	1235.1568	ANKRD13A|88455	740.0347
ANKRD13B|124930	202.1348	ANKRD13B|124930	108.7522
ANKRD13C|81573	505.0033	ANKRD13C|81573	719.6707
ANKRD13D|338692	478.6524	ANKRD13D|338692	236.1352
ANKRD16|54522	146.0707	ANKRD16|54522	94.792
ANKRD17|26057	2796.531	ANKRD17|26057	2119.5841
ANKRD19|138649	32.0213	ANKRD19|138649	25.13
ANKRD20A3|441425	7.3382	ANKRD20A3|441425	11.2652
ANKRD20B|729171	5.3369	ANKRD20B|729171	7.3657
ANKRD22|118932	369.9133	lowly_expressed	lowly_expressed
ANKRD23|200539	64.3763	ANKRD23|200539	17.7643
ANKRD24|170961	19.3462	ANKRD24|170961	36.8284
ANKRD26|22852	442.962	ANKRD26|22852	245.6672
ANKRD27|84079	640.427	ANKRD27|84079	930.6759
ANKRD28|23243	2464.9767	ANKRD28|23243	904.2461
ANKRD29|147463	31.6878	ANKRD29|147463	277.2964
ANKRD30A|91074	3230.8205	ANKRD30A|91074	11.6984
ANKRD30B|374860	419.6131	lowly_expressed	lowly_expressed
ANKRD32|84250	408.9393	ANKRD32|84250	107.8856
ANKRD34A|284615	19.6798	ANKRD34A|284615	17.7643
ANKRD34B|340120	5.3369	lowly_expressed	lowly_expressed
ANKRD35|148741	37.3582	ANKRD35|148741	181.1092
ANKRD36BP1|84832	119.0794	ANKRD36BP1|84832	69.3241
ANKRD36B|57730	54.036	ANKRD36B|57730	13.4315
ANKRD36|375248	257.1714	ANKRD36|375248	160.312
ANKRD37|353322	86.6945	ANKRD37|353322	51.9714
ANKRD39|51239	134.7565	ANKRD39|51239	127.383
ANKRD40|91369	1232.4883	ANKRD40|91369	5403.8128
ANKRD42|338699	326.551	ANKRD42|338699	201.0399
ANKRD43|134548	456.9713	ANKRD43|134548	50.26
ANKRD44|91526	111.7412	ANKRD44|91526	57.1924
ANKRD46|157567	257.5317	ANKRD46|157567	1228.7695
ANKRD49|54851	326.551	ANKRD49|54851	230.5026
ANKRD50|57182	3934.9566	ANKRD50|57182	731.3692
ANKRD52|283373	1867.5784	ANKRD52|283373	1155.1127
ANKRD53|79998	11.3409	ANKRD53|79998	229.2028
ANKRD54|129138	356.9046	ANKRD54|129138	279.0295
lowly_expressed	lowly_expressed	ANKRD55|79722	7.3657
ANKRD56|345079	52.0347	lowly_expressed	lowly_expressed
ANKRD57|65124	415.6104	ANKRD57|65124	309.3588
ANKRD58|347454	10.3402	lowly_expressed	lowly_expressed
ANKRD5|63926	448.966	ANKRD5|63926	279.89599999999996
ANKRD6|22881	261.04400000000004	ANKRD6|22881	234.8744
ANKRD9|122416	69.3796	ANKRD9|122416	58.9255
ANKS1A|23294	877.9186	ANKS1A|23294	1108.3189
ANKS1B|56899	400.2668	ANKS1B|56899	22.5303
ANKS3|124401	415.6104	ANKS3|124401	138.2149
ANKS6|203286	109.4063	ANKS6|203286	499.5667
ANKZF1|55139	773.5157	ANKZF1|55139	395.5806
ANLN|54443	1523.0153	ANLN|54443	9.0988
ANO10|55129	647.0981	ANO10|55129	1210.1386
ANO1|55107	2510.6738	ANO1|55107	321.4905
ANO2|57101	53.0354	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANO3|63982	1036.3951
lowly_expressed	lowly_expressed	ANO4|121601	23.3969
ANO5|203859	7.6718	ANO5|203859	210.5719
ANO6|196527	3089.7265	ANO6|196527	12476.6031
ANO7|50636	17.3449	ANO7|50636	6.4991
ANO8|57719	506.004	ANO8|57719	180.6759
ANO9|338440	373.2488	ANO9|338440	5.1993
ANP32A|8125	2840.5604	ANP32A|8125	2345.7539
ANP32B|10541	2588.7258	ANP32B|10541	3629.9827
ANP32E|81611	1816.8779	ANP32E|81611	834.922
ANPEP|290	545.03	ANPEP|290	704.0728
ANTXR1|84168	6889.9266	ANTXR1|84168	2503.4662
ANTXR2|118429	658.439	ANTXR2|118429	5628.6828
ANUBL1|93550	199.7999	ANUBL1|93550	149.4801
ANXA11|311	3413.6091	ANXA11|311	7763.4315
ANXA13|312	7.0047	lowly_expressed	lowly_expressed
ANXA1|301	1707.8052	ANXA1|301	31450.6066
ANXA2P1|303	52.3682	ANXA2P1|303	175.4766
ANXA2P2|304	3254.8366	ANXA2P2|304	12925.9099
lowly_expressed	lowly_expressed	ANXA2P3|305	14.2981
ANXA2|302	9480.3202	ANXA2|302	36815.4246
ANXA3|306	711.4743	ANXA3|306	1378.2496
ANXA4|307	1668.4456	ANXA4|307	1226.1698
ANXA5|308	5068.0454	ANXA5|308	25866.1179
ANXA6|309	4904.2695	ANXA6|309	23535.9619
ANXA7|310	2788.5257	ANXA7|310	4450.6066
ANXA8L2|244	65.7105	lowly_expressed	lowly_expressed
ANXA8|653145	139.7598	lowly_expressed	lowly_expressed
ANXA9|8416	806.2041	ANXA9|8416	29.0295
AOAH|313	104.4029	AOAH|313	33.7955
AOC2|314	14.6765	AOC2|314	270.36400000000003
AOC3|8639	808.2055	AOC3|8639	48763.4315
AOX1|316	186.7912	AOX1|316	1338.3882
AOX2P|344454	5.6704	lowly_expressed	lowly_expressed
AP1AR|55435	687.7919	AP1AR|55435	241.7678
AP1B1|162	2151.7678	AP1B1|162	1845.3206
AP1G1|164	1780.5203	AP1G1|164	1835.7886
AP1G2|8906	1946.9413	AP1G2|8906	159.0945
AP1M1|8907	852.2348	AP1M1|8907	2027.2964
AP1M2|10053	2096.7312	lowly_expressed	lowly_expressed
AP1S1|1174	1071.3809	AP1S1|1174	362.6516
AP1S2|8905	291.1941	AP1S2|8905	472.7036
AP1S3|130340	103.0687	AP1S3|130340	14.2981
AP2A1|160	2259.7999	AP2A1|160	1980.9619
AP2A2|161	1435.9573	AP2A2|161	1918.5442
AP2B1|163	6839.5597	AP2B1|163	4367.4177
AP2M1|1173	5377.2515	AP2M1|1173	6058.9255
AP2S1|1175	1147.4316	AP2S1|1175	978.3362
AP3B1|8546	1878.2522	AP3B1|8546	1608.7522
AP3B2|8120	14.0093	AP3B2|8120	5.6326
AP3D1|8943	3250.8339	AP3D1|8943	3043.3276
AP3M1|26985	1693.7959	AP3M1|26985	1948.8735
AP3M2|10947	775.1835	AP3M2|10947	384.7487
AP3S1|1176	1204.8032	AP3S1|1176	1348.7868
AP3S2|10239	1856.7512	AP3S2|10239	2535.9749
AP4B1|10717	269.4063	AP4B1|10717	300.5763
AP4E1|23431	393.9293	AP4E1|23431	413.3449
AP4M1|9179	542.7285	AP4M1|9179	194.97400000000002
AP4S1|11154	45.3636	AP4S1|11154	77.9896
APAF1|317	1073.0487	APAF1|317	428.0763
APBA1|320	83.7225	APBA1|320	249.5667
APBA2|321	25.3502	APBA2|321	9.9653
APBA3|9546	219.8132	APBA3|9546	94.4541
APBB1IP|54518	327.2181	APBB1IP|54518	3154.2461
APBB1|322	508.3389	APBB1|322	622.617
APBB2|323	3637.0914	APBB2|323	5863.9515
APBB3|10307	375.9173	APBB3|10307	155.5459
APC2|10297	7.0414	APC2|10297	6.1179
APCDD1L|164284	17.6785	APCDD1L|164284	24.6967
APCDD1|147495	190.1268	APCDD1|147495	1850.0867
APC|324	1191.461	APC|324	1143.4142
APEH|327	2187.7919	APEH|327	1074.5234
APEX1|328	2520.0133	APEX1|328	2578.8562
APEX2|27301	860.9073	lowly_expressed	lowly_expressed
APH1A|51107	6494.3296	APH1A|51107	2227.0364
APH1B|83464	580.3869	APH1B|83464	403.8128
API5|8539	2208.4723	API5|8539	1931.5425
APIP|51074	336.7278	APIP|51074	1082.6993
APITD1|378708	199.8299	APITD1|378708	89.0468
APLF|200558	94.6431	APLF|200558	119.1508
APLNR|187	539.6931	APLNR|187	1380.8492
APLN|8862	77.0514	APLN|8862	65.4246
APLP1|333	89.7265	APLP1|333	25.5633
APLP2|334	9477.9853	APLP2|334	12653.3795
APOA1BP|128240	1908.2722	APOA1BP|128240	1086.6551
APOB48R|55911	256.8379	APOB48R|55911	38.5615
APOBEC3A|200315	38.1921	APOBEC3A|200315	8.2322
APOBEC3B|9582	368.7458	lowly_expressed	lowly_expressed
APOBEC3C|27350	162.4416	APOBEC3C|27350	120.0173
APOBEC3D|140564	130.7538	APOBEC3D|140564	22.0971
APOBEC3F|200316	168.7792	APOBEC3F|200316	46.7938
APOBEC3G|60489	320.8806	APOBEC3G|60489	74.0901
APOBEC3H|164668	8.0053	lowly_expressed	lowly_expressed
APOBEC4|403314	70.7138	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	1717.9376
APOC1|341	1594.3963	APOC1|341	859.1854
APOC2|344	106.7378	lowly_expressed	lowly_expressed
APOD|347	1576.3843	APOD|347	25136.9151
APOE|348	4404.2695	APOE|348	4533.7955
APOF|319	9.6731	lowly_expressed	lowly_expressed
APOL1|8542	1233.1554	APOL1|8542	1396.4471
APOL2|23780	714.4763	APOL2|23780	930.2426
APOL3|80833	824.8833	APOL3|80833	1612.6516
APOL4|80832	204.8032	APOL4|80832	626.9497
APOL6|80830	1885.9239	APOL6|80830	6838.3882
APOLD1|81575	1168.4456	APOLD1|81575	12116.5511
APOM|55937	55.0367	APOM|55937	45.4939
APOOL|139322	221.8145	APOOL|139322	171.1438
APOO|79135	304.8699	APOO|79135	216.2045
APPBP2|10513	1003.6691	APPBP2|10513	1751.7331
APPL1|26060	2497.6651	APPL1|26060	1385.182
APPL2|55198	1873.5824	APPL2|55198	1064.1248
APP|351	19624.4163	APP|351	9524.2634
APRT|353	842.8953	APRT|353	974.0035
APTX|54840	380.9206	APTX|54840	380.8492
AQP11|282679	26.3509	AQP11|282679	80.156
AQP1|358	2253.8359	AQP1|358	12793.7608
AQP3|360	156.4376	AQP3|360	70.1906
AQP5|362	9.006	lowly_expressed	lowly_expressed
AQP6|363	27.6851	lowly_expressed	lowly_expressed
AQP7P1|375719	5.3369	AQP7P1|375719	1844.4541
lowly_expressed	lowly_expressed	AQP7P3|441432	167.6776
AQP7|364	60.7071	AQP7|364	10390.8146
AQP9|366	125.7505	AQP9|366	39.8614
AQPEP|206338	6.004	AQPEP|206338	1516.2522
AQR|9716	1325.2168	AQR|9716	928.9428
ARAF|369	1599.3996	ARAF|369	1365.6846
ARAP1|116985	2461.8312	ARAP1|116985	2087.9463
ARAP2|116984	389.2595	ARAP2|116984	67.1577
ARAP3|64411	267.1781	ARAP3|64411	758.6655
ARCN1|372	3745.1634	ARCN1|372	5298.5269
lowly_expressed	lowly_expressed	ARC|23237	16.4645
AREG|374	295.8639	AREG|374	102.6863
ARF1|375	12103.7358	ARF1|375	7431.9757
ARF3|377	8634.7565	ARF3|377	2735.7019
ARF4|378	3799.533	ARF4|378	4461.8718
ARF5|381	2697.4083	ARF5|381	1559.7747
ARF6|382	3193.7959	ARF6|382	1729.2028
ARFGAP1|55738	1449.2995	ARFGAP1|55738	630.8492
ARFGAP2|84364	1633.4223	ARFGAP2|84364	2012.1317
ARFGAP3|26286	926.9513	ARFGAP3|26286	860.9185
ARFGEF1|10565	3369.9133	ARFGEF1|10565	1400.4723
ARFGEF2|10564	2581.3876	ARFGEF2|10564	1487.0017
ARFIP1|27236	1095.0634	ARFIP1|27236	830.1560000000001
ARFIP2|23647	1271.8479	ARFIP2|23647	689.7747
ARFRP1|10139	487.6584	ARFRP1|10139	651.2132
ARG2|384	88.0487	ARG2|384	386.8284
ARGLU1|55082	2282.8552	ARGLU1|55082	1070.6239
ARHGAP10|79658	266.1775	ARHGAP10|79658	1396.0139
ARHGAP11A|9824	589.3929	ARHGAP11A|9824	55.4593
ARHGAP11B|89839	76.7178	lowly_expressed	lowly_expressed
ARHGAP12|94134	1060.04	ARHGAP12|94134	883.0156
ARHGAP15|55843	61.0407	ARHGAP15|55843	38.9948
ARHGAP17|55114	1013.6758	ARHGAP17|55114	1478.3362
ARHGAP18|93663	706.1374	ARHGAP18|93663	676.7764
ARHGAP19|84986	580.7205	ARHGAP19|84986	251.2998
ARHGAP1|392	5102.4016	ARHGAP1|392	3293.7608
ARHGAP20|57569	60.3736	ARHGAP20|57569	722.2704
ARHGAP21|57584	1489.9933	ARHGAP21|57584	5847.0537
ARHGAP22|58504	45.6971	ARHGAP22|58504	25.5633
ARHGAP23|57636	319.5464	ARHGAP23|57636	715.3380000000001
ARHGAP24|83478	224.1494	ARHGAP24|83478	862.2184
ARHGAP25|9938	246.4977	ARHGAP25|9938	289.4281
ARHGAP26|23092	1698.7992	ARHGAP26|23092	528.5962
ARHGAP27|201176	454.97	ARHGAP27|201176	296.7938
ARHGAP28|79822	120.4136	ARHGAP28|79822	345.7539
ARHGAP29|9411	3255.1701	ARHGAP29|9411	3192.3744
ARHGAP30|257106	671.1141	ARHGAP30|257106	287.695
ARHGAP31|57514	684.7899	ARHGAP31|57514	2871.7504
ARHGAP32|9743	2644.7632	ARHGAP32|9743	577.9896
ARHGAP33|115703	739.493	ARHGAP33|115703	47.6603
ARHGAP39|80728	497.3316	ARHGAP39|80728	39.8614
ARHGAP42|143872	65.3536	ARHGAP42|143872	376.5165
ARHGAP4|393	317.545	ARHGAP4|393	205.3726
ARHGAP5|394	1814.8766	ARHGAP5|394	1719.6707
ARHGAP6|395	681.4543	ARHGAP6|395	224.87
ARHGAP8|23779	625.0934	ARHGAP8|23779	17.331
ARHGAP9|64333	146.0974	ARHGAP9|64333	54.1594
ARHGDIA|396	3532.0213	ARHGDIA|396	5421.5771
ARHGDIB|397	7855.2368	ARHGDIB|397	1972.7036
lowly_expressed	lowly_expressed	ARHGDIG|398	67.5867
ARHGEF10L|55160	1235.8239	ARHGEF10L|55160	655.9792
ARHGEF10|9639	1047.6985	ARHGEF10|9639	1300.6932
ARHGEF11|9826	2754.1694	ARHGEF11|9826	1354.4194
ARHGEF12|23365	5734.1561	ARHGEF12|23365	3707.1057
ARHGEF15|22899	273.1821	ARHGEF15|22899	1560.2253
ARHGEF16|27237	474.6498	ARHGEF16|27237	322.7903
ARHGEF17|9828	1613.4089	ARHGEF17|9828	1396.4471
ARHGEF18|23370	1793.1955	ARHGEF18|23370	438.9081
ARHGEF19|128272	951.9680000000001	ARHGEF19|128272	54.1594
ARHGEF1|9138	1893.2622	ARHGEF1|9138	905.5459
ARHGEF2|9181	2016.6778	ARHGEF2|9181	3409.4454
ARHGEF33|100271715	11.3409	ARHGEF33|100271715	7.7989999999999995
ARHGEF35|445328	881.2542	ARHGEF35|445328	238.7348
ARHGEF37|389337	914.9433	ARHGEF37|389337	452.3397
ARHGEF38|54848	76.3843	lowly_expressed	lowly_expressed
ARHGEF3|50650	2006.6711	ARHGEF3|50650	475.7366
ARHGEF4|50649	52.7018	ARHGEF4|50649	466.2045
ARHGEF5|7984	610.0734	ARHGEF5|7984	201.0399
ARHGEF6|9459	669.1127	ARHGEF6|9459	4397.3137
ARHGEF7|8874	1321.2141	ARHGEF7|8874	2955.3726
ARHGEF9|23229	434.6231	ARHGEF9|23229	462.305
ARID1A|8289	4630.0867	ARID1A|8289	1835.3553
ARID1B|57492	1682.7885	ARID1B|57492	1720.9705
ARID2|196528	2069.7131	ARID2|196528	731.3692
ARID3A|1820	110.0734	ARID3A|1820	133.8821
ARID3B|10620	160.1067	ARID3B|10620	79.7227
ARID4A|5926	647.0981	ARID4A|5926	1178.0763
ARID4B|51742	2191.571	ARID4B|51742	970.1039999999999
ARID5A|10865	714.4763	ARID5A|10865	225.3033
ARID5B|84159	2097.7318	ARID5B|84159	6192.8076
ARIH1|25820	1591.0607	ARIH1|25820	2123.0503
ARIH2|10425	1399.5997	ARIH2|10425	1888.6482
ARL10|285598	39.3596	ARL10|285598	23.8302
ARL11|115761	36.6911	ARL11|115761	17.7643
ARL13B|200894	374.2495	ARL13B|200894	200.6066
ARL15|54622	714.8099	ARL15|54622	344.8873
ARL16|339231	448.6324	ARL16|339231	512.9983
ARL17A|51326	96.6678	ARL17A|51326	65.5069
ARL1|400	2297.1981	ARL1|400	2105.286
ARL2BP|23568	896.9313	ARL2BP|23568	2566.2912
ARL2|402	488.3256	ARL2|402	1656.8458
ARL3|403	768.8459	ARL3|403	418.1109
ARL4A|10124	440.6271	ARL4A|10124	590.9879
ARL4C|10123	714.1428	ARL4C|10123	195.4073
ARL4D|379	181.4543	ARL4D|379	184.1421
ARL5A|26225	681.1207	ARL5A|26225	1137.3484
ARL5B|221079	228.8192	ARL5B|221079	130.4159
ARL6IP1|23204	9933.2889	ARL6IP1|23204	5360.4853
ARL6IP4|51329	2228.1521	ARL6IP4|51329	2200.6066
ARL6IP5|10550	3572.7151	ARL6IP5|10550	8168.9775
ARL6IP6|151188	285.1901	ARL6IP6|151188	203.2062
ARL6|84100	112.4083	ARL6|84100	55.8925
ARL8A|127829	1490.3269	ARL8A|127829	1458.8388
ARL8B|55207	1978.986	ARL8B|55207	2455.3726
ARMC10|83787	766.4109	ARMC10|83787	687.8163
ARMC1|55156	639.7598	ARMC1|55156	892.9809
ARMC2|84071	69.046	ARMC2|84071	53.2929
ARMC4|55130	92.7285	lowly_expressed	lowly_expressed
ARMC5|79798	308.8726	ARMC5|79798	142.9809
ARMC6|93436	487.3249	ARMC6|93436	500.8579
ARMC7|79637	356.2375	ARMC7|79637	156.8458
ARMC8|25852	653.4356	ARMC8|25852	1101.8198
ARMC9|80210	654.4363	ARMC9|80210	42.0277
ARMCX1|51309	653.7692	ARMCX1|51309	878.2496
ARMCX2|9823	956.9713	ARMCX2|9823	414.2114
ARMCX3|51566	1537.6918	ARMCX3|51566	2436.3085
ARMCX5|64860	324.5497	ARMCX5|64860	237.435
ARMCX6|54470	294.8632	ARMCX6|54470	191.5078
ARNT2|9915	2281.521	ARNT2|9915	28.1629
ARNTL2|56938	76.7178	ARNTL2|56938	73.2236
ARNTL|406	278.8526	ARNTL|406	322.357
ARNT|405	1754.1694	ARNT|405	1944.1075
ARPC1A|10552	2315.1134	ARPC1A|10552	2639.948
ARPC1B|10095	1770.6104	ARPC1B|10095	1197.1404
ARPC2|10109	4753.1688	ARPC2|10109	4870.0173
ARPC3|10094	3878.2522	ARPC3|10094	2440.6412
ARPC4|10093	3569.8466	ARPC4|10093	2576.5598
ARPC5L|81873	494.3296	ARPC5L|81873	630.4159
ARPC5|10092	3515.3436	ARPC5|10092	2025.5633
ARPM1|84517	28.0187	ARPM1|84517	77.5563
ARPP19|10776	3691.461	ARPP19|10776	6905.1127
lowly_expressed	lowly_expressed	ARPP21|10777	5.1993
ARRB1|408	457.6384	ARRB1|408	1416.3778
ARRB2|409	618.7458	ARRB2|409	504.3328
ARRDC1|92714	864.2428	ARRDC1|92714	169.84400000000002
ARRDC2|27106	873.5824	ARRDC2|27106	796.3605
ARRDC3|57561	2808.539	ARRDC3|57561	1369.1508
ARRDC4|91947	470.9807	ARRDC4|91947	573.6568
ARSA|410	633.0887	ARSA|410	650.3466
ARSB|411	433.2889	ARSB|411	343.5875
ARSD|414	2570.3803	ARSD|414	795.9272
ARSE|415	48.3656	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ARSF|416	5.1993
ARSG|22901	359.9066	ARSG|22901	97.0537
ARSI|340075	81.054	ARSI|340075	7.3657
ARSJ|79642	49.0327	ARSJ|79642	16.8977
ARSK|153642	196.1308	ARSK|153642	133.0156
lowly_expressed	lowly_expressed	ART4|420	5.6326
ART5|116969	5.6704	lowly_expressed	lowly_expressed
ARTN|9048	27.3516	lowly_expressed	lowly_expressed
ARV1|64801	557.7051	ARV1|64801	345.7539
ARVCF|421	350.2335	ARVCF|421	105.7192
ARX|170302	6.6711	lowly_expressed	lowly_expressed
AR|367	2128.4189	AR|367	266.0312
AS3MT|57412	179.7865	AS3MT|57412	52.4263
ASAH1|427	6238.4923	ASAH1|427	14371.3172
ASAH2|56624	14.3429	ASAH2|56624	7.7989999999999995
ASAM|79827	274.1828	ASAM|79827	4618.7175
ASAP1|50807	1822.5484	ASAP1|50807	1349.6534
ASAP2|8853	2093.062	ASAP2|8853	1408.5789
ASAP3|55616	1293.529	ASAP3|55616	681.9757
ASB13|79754	596.3976	ASB13|79754	305.8925
ASB14|142686	20.0133	ASB14|142686	25.13
ASB16|92591	43.946000000000005	ASB16|92591	7.7989999999999995
ASB1|51665	462.00800000000004	ASB1|51665	712.8510000000001
ASB2|51676	16.6778	ASB2|51676	12.9983
ASB3|51130	368.2455	ASB3|51130	227.4697
ASB6|140459	591.3642	ASB6|140459	365.8406
ASB7|140460	404.9366	ASB7|140460	424.6101
ASB8|140461	839.8933	ASB8|140461	978.7695
ASB9|140462	49.0327	ASB9|140462	45.0607
ASCC1|51008	463.976	ASCC1|51008	473.5702
ASCC2|84164	957.6384	ASCC2|84164	1890.8146
ASCC3|10973	901.6011	ASCC3|10973	662.9116
ASCL2|430	214.4763	lowly_expressed	lowly_expressed
ASF1A|25842	257.8386	ASF1A|25842	439.3414
ASF1B|55723	1147.7652	ASF1B|55723	7.3657
ASGR1|432	5.0033	lowly_expressed	lowly_expressed
ASGR2|433	6.004	lowly_expressed	lowly_expressed
ASH1L|55870	3876.491	ASH1L|55870	2037.6429999999998
ASH2L|9070	1324.8833	ASH2L|9070	1453.2062
ASL|435	570.7138	ASL|435	380.4159
ASMTL|8623	886.5911	ASMTL|8623	538.5615
ASNA1|439	1727.485	ASNA1|439	960.1386
ASNSD1|54529	839.5597	ASNSD1|54529	1144.2808
ASNS|440	413.2755	ASNS|440	136.9151
ASPA|443	7.0047	ASPA|443	392.9809
lowly_expressed	lowly_expressed	ASPG|374569	25.5633
ASPHD1|253982	28.6858	lowly_expressed	lowly_expressed
ASPHD2|57168	64.0427	ASPHD2|57168	38.1282
ASPH|444	5771.9446	ASPH|444	31592.6863
ASPM|259266	1160.7738	lowly_expressed	lowly_expressed
ASPN|54829	2757.8386	ASPN|54829	641.6811
ASPRV1|151516	52.931999999999995	ASPRV1|151516	81.4168
ASPSCR1|79058	405.9373	ASPSCR1|79058	261.6984
ASRGL1|80150	237.8252	ASRGL1|80150	68.4575
ASS1|445	386.9246	ASS1|445	7471.4038
ASTE1|28990	260.9206	ASTE1|28990	175.065
ASTL|431705	6.6711	lowly_expressed	lowly_expressed
ASTN1|460	12.3416	lowly_expressed	lowly_expressed
ASTN2|23245	244.1628	ASTN2|23245	48.0936
ASXL1|171023	2087.058	ASXL1|171023	1578.8562
ASXL2|55252	1018.6791	ASXL2|55252	592.721
ASXL3|80816	5.3369	ASXL3|80816	23.8302
ATAD1|84896	1088.0587	ATAD1|84896	1204.5061
ATAD2B|54454	663.7759	ATAD2B|54454	269.4974
ATAD2|29028	2328.2188	ATAD2|29028	204.9393
ATAD3A|55210	459.3062	ATAD3A|55210	392.1144
