gene_id	TCGA-BH-A0BM-01A-11R-A056-07	gene_id	TCGA-BH-A0BM-11A-12R-A089-07
DFFB|1677	83.4395	DFFB|1677	113.8299
DFNA5|1687	117.1975	DFNA5|1687	180.8631
DFNB31|25861	298.7261	DFNB31|25861	462.0651
DFNB59|494513	24.8408	DFNB59|494513	56.0718
DGAT1|8694	735.7325	DGAT1|8694	466.69
DGAT2|84649	1719.7452	DGAT2|84649	1135.348
DGCR11|25786	31.2102	DGCR11|25786	16.0205
DGCR14|8220	449.0446	DGCR14|8220	470.0754
DGCR2|9993	3091.7197	DGCR2|9993	3774.094
DGCR5|26220	10.828	DGCR5|26220	20.658
DGCR6L|85359	907.6433	DGCR6L|85359	647.9873
DGCR6|8214	550.3185	DGCR6|8214	462.0651
DGCR8|54487	617.1975	DGCR8|54487	952.7985
lowly_expressed	lowly_expressed	DGCR9|25787	20.658
DGKA|1606	324.8408	DGKA|1606	711.2262
DGKD|8527	1024.2038	DGKD|8527	599.9258
DGKE|8526	150.3185	DGKE|8526	193.5109
DGKG|1608	6.3694	DGKG|1608	33.7274
DGKH|160851	40.7643	DGKH|160851	12.2262
DGKI|9162	13.3758	DGKI|9162	12.2262
DGKQ|1609	340.1274	DGKQ|1609	255.4849
DGKZ|8525	477.707	DGKZ|8525	699.8432
DGUOK|1716	863.6943	DGUOK|1716	797.2310000000001
DHCR24|1718	17643.949	DHCR24|1718	11639.3194
DHCR7|1717	805.0955	DHCR7|1717	999.1737
DHDDS|79947	757.9618	DHDDS|79947	641.2418
DHDH|27294	17.1975	lowly_expressed	lowly_expressed
DHDPSL|112817	24.2038	DHDPSL|112817	27.8251
DHFRL1|200895	280.2548	DHFRL1|200895	236.0917
DHFR|1719	157.8662	DHFR|1719	205.9436
DHODH|1723	87.8981	DHODH|1723	153.4596
DHPS|1725	957.414	DHPS|1725	922.2036
DHRS11|79154	205.0955	DHRS11|79154	207.845
DHRS12|79758	346.4968	DHRS12|79758	339.3818
DHRS13|147015	290.3694	DHRS13|147015	240.4762
DHRS1|115817	494.9045	DHRS1|115817	707.0102
DHRS2|10202	128.6624	DHRS2|10202	31.1978
DHRS3|9249	1796.1783	DHRS3|9249	1004.2328
DHRS4L1|728635	16.5605	DHRS4L1|728635	22.3444
DHRS4L2|317749	525.8344	DHRS4L2|317749	570.524
DHRS4|10901	966.1083	DHRS4|10901	748.7942
DHRS7B|25979	552.2293	DHRS7B|25979	503.8028
DHRS7|51635	2913.3758	DHRS7|51635	1215.8721
DHRS9|10170	5.0955	lowly_expressed	lowly_expressed
DHRSX|207063	364.3312	DHRSX|207063	288.7907
DHTKD1|55526	572.6115	DHTKD1|55526	516.4505
DHX15|1665	2170.7006	DHX15|1665	2448.1863
DHX16|8449	592.3567	DHX16|8449	883.6574
DHX29|54505	1156.0510000000002	DHX29|54505	922.4439
DHX30|22907	1170.7006	DHX30|22907	1628.1893
DHX32|55760	1304.586	DHX32|55760	851.0852
DHX33|56919	138.2166	DHX33|56919	317.0374
DHX34|9704	451.5924	DHX34|9704	500.0084
DHX35|60625	168.7898	DHX35|60625	261.3872
DHX36|170506	731.2102	DHX36|170506	794.2798
DHX37|57647	310.1911	DHX37|57647	478.5072
DHX38|9785	588.535	DHX38|9785	1427.5114
DHX40|79665	1300.6369	DHX40|79665	1708.2919
DHX57|90957	412.1019	DHX57|90957	603.7201
DHX58|79132	430.5732	DHX58|79132	311.5567
DHX8|1659	796.1783	DHX8|1659	1252.5506
DHX9|1660	3453.5032	DHX9|1660	4504.2918
DIABLO|56616	1061.2484	DIABLO|56616	812.9437
DIAPH1|1729	2175.1592	DIAPH1|1729	3448.2032
DIAPH2|1730	135.0318	DIAPH2|1730	165.6858
DIAPH3|81624	6.3694	DIAPH3|81624	27.4035
DICER1|23405	1590.4459	DICER1|23405	1633.67
DIDO1|11083	1568.1529	DIDO1|11083	2057.3703
DIMT1L|27292	425.4777	DIMT1L|27292	585.5917
DIO1|1733	412.7389	DIO1|1733	6.7455
DIO2|1734	242.6752	DIO2|1734	450.2605
DIO3|1735	12.7389	DIO3|1735	6.3239
DIP2A|23181	703.1847	DIP2A|23181	629.4373
DIP2B|57609	1401.9108	DIP2B|57609	1544.7141
DIP2C|22982	769.4268	DIP2C|22982	670.3317
DIRAS1|148252	84.7134	DIRAS1|148252	284.1532
DIRAS2|54769	26.7516	DIRAS2|54769	33.3058
DIRAS3|9077	68.7898	DIRAS3|9077	186.3438
DIRC2|84925	518.0955	DIRC2|84925	311.7464
DIS3L2|129563	431.8471	DIS3L2|129563	445.62300000000005
DIS3L|115752	704.4586	DIS3L|115752	727.6683
DIS3|22894	925.3121	DIS3|22894	1053.7277
DISC1|27185	70.0637	DISC1|27185	105.8197
DISP1|84976	228.0255	DISP1|84976	196.46200000000002
DISP2|85455	5.0955	DISP2|85455	19.3932
DIXDC1|85458	784.7134	DIXDC1|85458	1652.6417
DKC1|1736	1286.6242	DKC1|1736	1745.8136
DKFZP586I1420|222161	336.3057	DKFZP586I1420|222161	277.4077
DKFZP686I15217|401232	117.8344	DKFZP686I15217|401232	98.23100000000001
lowly_expressed	lowly_expressed	DKFZp434J0226|93429	5.0591
DKFZp686O24166|374383	28.0255	DKFZp686O24166|374383	9.275
DKFZp761E198|91056	298.7261	DKFZp761E198|91056	354.1375
DKK1|22943	14.6497	DKK1|22943	18.1285
DKK2|27123	145.2229	DKK2|27123	29.9331
DKK3|27122	1824.8408	DKK3|27122	5317.5433
DKKL1|27120	10.1911	lowly_expressed	lowly_expressed
DLAT|1737	930.1975	DLAT|1737	758.3560000000001
DLC1|10395	947.1338	DLC1|10395	666.959
DLD|1738	1639.4904	DLD|1738	1468.4059
DLEC1|9940	24.8408	DLEC1|9940	13.491
DLEU1|10301	61.1465	DLEU1|10301	77.9946
DLEU2|8847	29.4968	DLEU2|8847	17.1124
DLG1|1739	1629.2994	DLG1|1739	1508.0355
DLG2|1740	60.5096	DLG2|1740	119.7322
DLG3|1741	1485.9873	DLG3|1741	1260.5609
DLG4|1742	220.41400000000002	DLG4|1742	287.5259
DLG5|9231	1834.3949	DLG5|9231	2711.2599
DLGAP1|9229	7.0064	DLGAP1|9229	51.0127
lowly_expressed	lowly_expressed	DLGAP2|9228	19.8148
DLGAP3|58512	12.1019	DLGAP3|58512	8.0103
DLGAP4|22839	1436.3057	DLGAP4|22839	2024.0645
DLGAP5|9787	21.0191	DLGAP5|9787	38.3649
DLK1|8788	71.9745	DLK1|8788	43.424
DLK2|65989	35.0318	DLK2|65989	448.5742
DLL1|28514	141.4013	DLL1|28514	341.9113
DLL4|54567	239.4904	DLL4|54567	198.1484
DLST|1743	1467.5159	DLST|1743	2035.8691
DLX1|1745	2003.8217	lowly_expressed	lowly_expressed
DLX2|1746	1115.2866	lowly_expressed	lowly_expressed
DLX3|1747	107.0064	DLX3|1747	85.1616
DLX4|1748	7.0064	lowly_expressed	lowly_expressed
DLX5|1749	23.5669	DLX5|1749	9.6966
DMAP1|55929	612.1019	DMAP1|55929	720.9228
DMBT1|1755	6.3694	DMBT1|1755	24.8739
DMC1|11144	17.1975	DMC1|11144	14.3341
DMD|1756	812.7389	DMD|1756	2645.4915
DMGDH|29958	35.6688	DMGDH|29958	32.8842
DMKN|93099	445.8599	DMKN|93099	911.9041
DMPK|1760	297.4522	DMPK|1760	571.6791
DMRT2|10655	42.0382	DMRT2|10655	14.3341
DMRT3|58524	22.293000000000003	DMRT3|58524	18.1285
DMRTA1|63951	15.9236	DMRTA1|63951	27.4035
DMRTC1B|728656	11.465	DMRTC1B|728656	33.7274
lowly_expressed	lowly_expressed	DMRTC1|63947	8.0103
DMTF1|9988	849.8089	DMTF1|9988	823.4119
DMWD|1762	460.5096	DMWD|1762	498.7437
DMXL1|1657	692.9936	DMXL1|1657	812.4083
DMXL2|23312	408.9172	DMXL2|23312	192.2461
DNA2|1763	78.3439	DNA2|1763	32.8842
DNAH10|196385	7.0064	DNAH10|196385	12.2262
DNAH14|127602	155.414	DNAH14|127602	52.2774
DNAH17|8632	70.7006	DNAH17|8632	34.5706
DNAH1|25981	87.8981	DNAH1|25981	123.1049
DNAH2|146754	19.7452	DNAH2|146754	59.4445
DNAH5|1767	95.5414	DNAH5|1767	78.8378
DNAH6|1768	40.1274	DNAH6|1768	26.1387
DNAH7|56171	42.0382	DNAH7|56171	32.041
DNAH9|1770	15.9236	DNAH9|1770	29.5115
DNAJA1|3301	2831.8471	DNAJA1|3301	3070.0349
DNAJA2|10294	1515.9236	DNAJA2|10294	1927.0983
DNAJA3|9093	921.0191	DNAJA3|9093	932.5621
DNAJA4|55466	985.9873	DNAJA4|55466	774.0434
DNAJB11|51726	1039.4904	DNAJB11|51726	967.1327
DNAJB12|54788	1584.0764	DNAJB12|54788	1304.4065
DNAJB14|79982	332.4841	DNAJB14|79982	234.8269
DNAJB1|3337	4005.7325	DNAJB1|3337	3749.2201
DNAJB2|3300	2554.1401	DNAJB2|3300	3030.4052
DNAJB4|11080	386.6242	DNAJB4|11080	839.8118
DNAJB5|25822	131.8471	DNAJB5|25822	109.61399999999999
DNAJB6|10049	2298.7261	DNAJB6|10049	2263.1073
DNAJB7|150353	6.0764	DNAJB7|150353	5.4006
DNAJB9|4189	974.5223	DNAJB9|4189	824.6345
DNAJC10|54431	2108.9172	DNAJC10|54431	1712.0862
DNAJC11|55735	774.7834	DNAJC11|55735	968.0054
DNAJC12|56521	507.6433	DNAJC12|56521	150.93
DNAJC13|23317	993.6306	DNAJC13|23317	1178.3504
DNAJC14|85406	1255.9618	DNAJC14|85406	1171.1159
DNAJC15|29103	694.9045	DNAJC15|29103	356.2455
DNAJC16|23341	1262.4204	DNAJC16|23341	738.2081
DNAJC17|55192	407.0064	DNAJC17|55192	339.3818
DNAJC18|202052	87.8981	DNAJC18|202052	260.54400000000004
DNAJC19|131118	1947.1338	DNAJC19|131118	469.6538
DNAJC1|64215	2357.3248	DNAJC1|64215	605.8281
DNAJC21|134218	1406.3694	DNAJC21|134218	1054.8239
DNAJC22|79962	77.707	DNAJC22|79962	36.6785
DNAJC24|120526	376.3312	DNAJC24|120526	323.9684
DNAJC25|548645	358.5987	DNAJC25|548645	215.4336
DNAJC27|51277	164.9682	DNAJC27|51277	217.5416
DNAJC28|54943	47.7707	DNAJC28|54943	29.0899
DNAJC2|27000	639.6306	DNAJC2|27000	532.4289
DNAJC30|84277	531.2102	DNAJC30|84277	390.816
DNAJC3|5611	2391.0828	DNAJC3|5611	2005.0928
DNAJC4|3338	995.6242	DNAJC4|3338	755.3753
DNAJC5|80331	1443.3121	DNAJC5|80331	2018.1622
DNAJC6|9829	15.9236	DNAJC6|9829	78.4162
DNAJC7|7266	1962.6242	DNAJC7|7266	1387.8818
DNAJC8|22826	1985.9873	DNAJC8|22826	1907.705
DNAJC9|23234	702.0191	DNAJC9|23234	674.6572
DNAL1|83544	317.8344	DNAL1|83544	326.73400000000004
DNAL4|10126	810.1911	DNAL4|10126	555.237
DNALI1|7802	471.3376	DNALI1|7802	647.1441
DNASE1L1|1774	332.0446	DNASE1L1|1774	268.0905
DNASE1L2|1775	15.9236	lowly_expressed	lowly_expressed
DNASE1L3|1776	54.7771	DNASE1L3|1776	64.9252
DNASE1|1773	63.0573	DNASE1|1773	72.9355
DNASE2B|58511	338.8535	lowly_expressed	lowly_expressed
DNASE2|1777	1973.2484	DNASE2|1777	1136.1912
DND1|373863	66.707	DND1|373863	45.4097
lowly_expressed	lowly_expressed	DNER|92737	16.4421
DNHD1|144132	120.3822	DNHD1|144132	148.8221
DNLZ|728489	157.9618	DNLZ|728489	100.339
DNM1L|10059	1455.414	DNM1L|10059	1272.3655
DNM1P35|100128285	36.3057	DNM1P35|100128285	38.7865
DNM1|1759	270.0637	DNM1|1759	121.4186
DNM2|1785	1643.6115	DNM2|1785	1712.0398
DNM3|26052	99.3631	DNM3|26052	67.0332
DNMBP|23268	904.5541	DNMBP|23268	637.165
DNMT1|1786	935.6688	DNMT1|1786	1263.0904
DNMT3A|1788	324.2038	DNMT3A|1788	437.1912
DNMT3B|1789	51.5924	DNMT3B|1789	51.4343
DNPEP|23549	1222.9299	DNPEP|23549	1344.8793
DNTTIP1|116092	422.293	DNTTIP1|116092	529.5199
DNTTIP2|30836	1633.7579999999998	DNTTIP2|30836	1555.2539
DOC2A|8448	34.242	DOC2A|8448	30.8015
DOC2B|8447	9.5541	DOC2B|8447	34.9922
DOCK10|55619	301.9108	DOCK10|55619	516.4505
DOCK11|139818	303.8217	DOCK11|139818	352.4511
DOCK1|1793	1696.1783	DOCK1|1793	2422.8908
DOCK2|1794	127.3885	DOCK2|1794	142.9198
DOCK4|9732	167.5159	DOCK4|9732	467.1242
DOCK5|80005	247.7707	DOCK5|80005	218.8064
DOCK6|57572	456.6879	DOCK6|57572	542.1677
DOCK7|85440	408.2803	DOCK7|85440	972.1918
DOCK8|81704	389.17199999999997	DOCK8|81704	1123.965
DOCK9|23348	1269.4268	DOCK9|23348	1816.2195
DOHH|83475	298.7261	DOHH|83475	206.1586
DOK1|1796	197.4522	DOK1|1796	166.5289
DOK2|9046	34.3949	DOK2|9046	69.9843
DOK3|79930	103.8217	DOK3|79930	49.3263
DOK4|55715	364.3312	DOK4|55715	451.9469
DOK5|55816	42.6752	DOK5|55816	66.19
DOK6|220164	66.242	DOK6|220164	10.1182
DOK7|285489	6.3694	DOK7|285489	22.766
DOLK|22845	396.1783	DOLK|22845	337.2738
DOLPP1|57171	582.8025	DOLPP1|57171	390.816
DOM3Z|1797	227.0955	DOM3Z|1797	243.908
DONSON|29980	148.6815	DONSON|29980	119.8755
DOPEY1|23033	438.2866	DOPEY1|23033	705.8551
DOPEY2|9980	1313.3758	DOPEY2|9980	400.5127
DOT1L|84444	378.2229	DOT1L|84444	480.6152
DPAGT1|1798	1106.4841	DPAGT1|1798	811.1688
DPCD|25911	327.5096	DPCD|25911	238.1575
DPCR1|135656	5.0955	lowly_expressed	lowly_expressed
DPEP1|1800	31.8471	lowly_expressed	lowly_expressed
DPEP2|64174	18.4713	DPEP2|64174	16.8637
DPF2|5977	1067.5159	DPF2|5977	1505.9276
DPF3|8110	12.7389	DPF3|8110	30.7762
DPH1|1801	312.8662	DPH1|1801	605.5414
DPH2|1802	394.9045	DPH2|1802	483.1447
lowly_expressed	lowly_expressed	DPH3B|100132911	11.383
DPH3|285381	514.6497	DPH3|285381	547.2268
DPH5|51611	717.1975	DPH5|51611	589.386
DPM1|8813	477.0701	DPM1|8813	485.2527
DPM2|8818	959.2357	DPM2|8818	584.7485
DPM3|54344	919.1083	DPM3|54344	322.5181
DPP3|10072	601.9108	DPP3|10072	499.7597
DPP4|1803	58.5987	DPP4|1803	147.5573
DPP6|1804	7.0064	DPP6|1804	71.2491
DPP7|29952	3632.4841	DPP7|29952	1455.7581
DPP8|54878	257.3248	DPP8|54878	314.9294
DPP9|91039	1160.5096	DPP9|91039	749.1695
DPT|1805	2245.8599	DPT|1805	1341.9282
DPY19L1|23333	291.0828	DPY19L1|23333	436.348
lowly_expressed	lowly_expressed	DPY19L2P2|349152	17.2853
DPY19L2P4|442523	32.4841	DPY19L2P4|442523	48.0615
DPY19L2|283417	35.0318	DPY19L2|283417	70.4059
DPY19L3|147991	522.9299	DPY19L3|147991	245.3667
DPY19L4|286148	707.0064	DPY19L4|286148	801.8685
DPY30|84661	970.5478	DPY30|84661	469.3123
DPYD|1806	470.7006	DPYD|1806	1186.7822
DPYSL2|1808	1990.4459	DPYSL2|1808	5577.6657
DPYSL3|1809	3264.3312	DPYSL3|1809	4893.4215
DPYSL4|10570	15.9236	DPYSL4|10570	28.6683
DPYS|1807	5.0955	lowly_expressed	lowly_expressed
DR1|1810	1297.4522	DR1|1810	1144.2014
DRAM1|55332	374.5223	DRAM1|55332	618.0543
DRAM2|128338	2035.0318	DRAM2|128338	925.8166
DRAP1|10589	1949.0446	DRAP1|10589	1021.0965
DRD2|1813	38.2166	DRD2|1813	322.0965
DRD4|1815	20.3822	lowly_expressed	lowly_expressed
DRG1|4733	1275.7962	DRG1|4733	1173.7129
DRG2|1819	444.586	DRG2|1819	691.8329
DSC1|1823	11.465	DSC1|1823	137.9745
DSC2|1824	1092.9936	DSC2|1824	2751.3112
DSC3|1825	371.9745	DSC3|1825	3194.4046
DSCAML1|57453	5.7325	lowly_expressed	lowly_expressed
DSCAM|1826	5.7325	DSCAM|1826	5.9023
DSCC1|79075	103.1847	DSCC1|79075	73.3571
DSCR3|10311	503.1847	DSCR3|10311	742.8456
DSCR6|53820	38.8535	DSCR6|53820	8.0103
DSEL|92126	321.6561	DSEL|92126	321.6749
DSE|29940	431.3057	DSE|29940	523.3014
DSG1|1828	79.6178	DSG1|1828	102.0253
DSG2|1829	2476.4331	DSG2|1829	5455.2859
DSG3|1830	157.9618	DSG3|1830	2034.6043
DSN1|79980	210.828	DSN1|79980	208.6882
DSP|1832	12089.171999999999	DSP|1832	20196.3777
DSTN|11034	12465.6051	DSTN|11034	13059.6637
DSTYK|25778	722.9299	DSTYK|25778	1045.1272
DST|667	8308.2803	DST|667	39501.5093
DTD1|92675	401.2739	DTD1|92675	494.1061
DTL|51514	43.949	DTL|51514	69.5627
DTNA|1837	150.9554	DTNA|1837	588.1212
DTNBP1|84062	278.9809	DTNBP1|84062	350.7648
DTNB|1838	473.8854	DTNB|1838	797.6526
DTWD1|56986	447.1338	DTWD1|56986	563.6689
DTWD2|285605	192.9936	DTWD2|285605	210.7961
DTX1|1840	161.7834	DTX1|1840	143.763
DTX2|113878	475.7962	DTX2|113878	396.2967
DTX3L|151636	2022.8471	DTX3L|151636	1244.8777
DTX3|196403	654.7771	DTX3|196403	940.5724
DTX4|23220	305.7325	DTX4|23220	688.0386
DTYMK|1841	281.5287	DTYMK|1841	312.8215
DULLARD|23399	1545.2229	DULLARD|23399	1988.6507
DUOX1|53905	68.1529	DUOX1|53905	334.7443
DUOX2|50506	8.9172	DUOX2|50506	51.0127
DUOXA1|90527	17.1975	DUOXA1|90527	31.6194
lowly_expressed	lowly_expressed	DUOXA2|405753	5.4807
DUS1L|64118	1861.1465	DUS1L|64118	1114.2684
DUS2L|54920	109.5541	DUS2L|54920	145.8709
DUS3L|56931	271.3376	DUS3L|56931	353.2943
DUS4L|11062	219.7707	DUS4L|11062	127.4431
DUSP10|11221	138.8535	DUSP10|11221	216.6984
DUSP11|8446	561.1465	DUSP11|8446	602.0338
DUSP12|11266	198.0892	DUSP12|11266	237.778
DUSP14|11072	505.7325	DUSP14|11072	650.5169
DUSP15|128853	36.3057	DUSP15|128853	21.0796
DUSP16|80824	1878.3439	DUSP16|80824	2172.465
DUSP18|150290	91.7197	DUSP18|150290	114.6731
DUSP19|142679	122.9299	DUSP19|142679	145.8709
DUSP1|1843	6282.8025	DUSP1|1843	7238.7393
DUSP22|56940	859.2357	DUSP22|56940	959.9656
DUSP23|54935	1024.8408	DUSP23|54935	543.4324
DUSP27|92235	12.1019	DUSP27|92235	12.2262
DUSP28|285193	101.9108	DUSP28|285193	62.3957
DUSP2|1844	189.8089	DUSP2|1844	936.3564
DUSP3|1845	1719.7452	DUSP3|1845	1874.3992
DUSP4|1846	2292.9936	DUSP4|1846	781.2105
lowly_expressed	lowly_expressed	DUSP5P|574029	19.3932
DUSP5|1847	784.7134	DUSP5|1847	903.8938
DUSP6|1848	2982.8025	DUSP6|1848	4538.0192
DUSP7|1849	407.0064	DUSP7|1849	758.4445
DUSP8|1850	110.1911	DUSP8|1850	315.7726
lowly_expressed	lowly_expressed	DUSP9|1852	16.8637
DUT|1854	1078.9489999999998	DUT|1854	1090.1659
DVL1|1855	952.8662	DVL1|1855	771.9354
DVL2|1856	463.0573	DVL2|1856	855.8323
DVL3|1857	1885.3503	DVL3|1857	2086.0386
DYDC2|84332	14.0127	lowly_expressed	lowly_expressed
DYM|54808	692.3567	DYM|54808	824.6345
DYNC1H1|1778	6187.2611	DYNC1H1|1778	8648.5438
DYNC1I1|1780	43.3121	DYNC1I1|1780	51.8558
DYNC1I2|1781	3121.0191	DYNC1I2|1781	1888.3118
DYNC1LI1|51143	1475.1592	DYNC1LI1|51143	668.2237
DYNC1LI2|1783	2415.9236	DYNC1LI2|1783	3183.4432
DYNC2H1|79659	482.8025	DYNC2H1|79659	643.3498
DYNC2LI1|51626	507.6433	DYNC2LI1|51626	400.0911
DYNLL1|8655	5771.9745	DYNLL1|8655	3634.547
DYNLL2|140735	1205.0955	DYNLL2|140735	1970.9439
DYNLRB1|83658	2865.6051	DYNLRB1|83658	1813.6899
DYNLRB2|83657	64.9682	DYNLRB2|83657	32.4626
DYNLT1|6993	917.8344	DYNLT1|6993	991.585
DYNLT3|6990	838.2166	DYNLT3|6990	621.427
DYRK1A|1859	2227.3885	DYRK1A|1859	2119.7659
DYRK1B|9149	701.9108	DYRK1B|9149	468.389
DYRK2|8445	432.4841	DYRK2|8445	629.8589
DYRK3|8444	194.9045	DYRK3|8444	397.1399
DYRK4|8798	383.4395	DYRK4|8798	388.7081
DYSF|8291	225.4777	DYSF|8291	234.8269
DYX1C1|161582	136.3057	DYX1C1|161582	83.4753
DZIP1L|199221	35.0318	DZIP1L|199221	133.6447
DZIP1|22873	212.2675	DZIP1|22873	332.8471
DZIP3|9666	376.4331	DZIP3|9666	365.5205
E2F1|1869	39.4904	E2F1|1869	69.5627
E2F2|1870	16.5605	E2F2|1870	88.1128
E2F3|1871	228.0255	E2F3|1871	317.459
E2F4|1874	533.121	E2F4|1874	901.7859
E2F5|1875	85.5223	E2F5|1875	146.9628
E2F6|1876	291.0828	E2F6|1876	320.8317
E2F7|144455	17.8344	E2F7|144455	21.0796
E4F1|1877	424.8408	E4F1|1877	367.2069
EAF1|85403	919.7452	EAF1|85403	542.1677
EAF2|55840	57.9618	EAF2|55840	24.8739
EAPP|55837	1129.2994	EAPP|55837	887.0301
EARS2|124454	564.9682	EARS2|124454	579.2678
EBAG9|9166	667.5159	EBAG9|9166	741.5808
EBF1|1879	608.9172	EBF1|1879	311.1351
EBF2|64641	22.9299	EBF2|64641	15.1773
EBF3|253738	135.0318	EBF3|253738	118.889
EBF4|57593	385.3503	EBF4|57593	430.4457
EBI3|10148	26.1146	EBI3|10148	19.8148
EBNA1BP2|10969	1021.0637	EBNA1BP2|10969	1098.2479
EBPL|84650	985.3503	EBPL|84650	765.19
EBP|10682	589.172	EBP|10682	451.1037
ECD|11319	787.8981	ECD|11319	673.2829
ECE1|1889	4294.2675	ECE1|1889	6315.4522
ECE2|9718	88.535	ECE2|9718	88.956
ECH1|1891	4077.5159	ECH1|1891	3907.3172
ECHDC1|55862	764.9682	ECHDC1|55862	1326.3293
ECHDC2|55268	1266.242	ECHDC2|55268	1147.9958
ECHDC3|79746	443.3121	ECHDC3|79746	495.7925
ECHS1|1892	3110.1911	ECHS1|1892	2045.1441
ECM1|1893	1051.5924	ECM1|1893	91.0639
ECM2|1842	1195.5414	ECM2|1842	477.2424
ECSCR|641700	135.6688	ECSCR|641700	126.8993
ECSIT|51295	832.4841	ECSIT|51295	986.9475
ECT2L|345930	8.2803	ECT2L|345930	6.7455
ECT2|1894	255.41400000000002	ECT2|1894	252.5338
EDA2R|60401	64.9682	EDA2R|60401	168.6369
EDARADD|128178	156.05100000000002	EDARADD|128178	720.0796
EDAR|10913	8.2803	EDAR|10913	38.3649
EDA|1896	85.3503	EDA|1896	99.0742
EDC3|80153	621.0191	EDC3|80153	844.8709
EDC4|23644	674.5223	EDC4|23644	1228.4145
EDEM1|9695	943.949	EDEM1|9695	1012.243
EDEM2|55741	569.4268	EDEM2|55741	444.3583
EDEM3|80267	2028.0255	EDEM3|80267	911.0609
EDF1|8721	5301.9108	EDF1|8721	3857.9909
EDIL3|10085	217.1975	EDIL3|10085	177.0688
EDN1|1906	160.5096	EDN1|1906	336.8522
EDN2|1907	468.7898	EDN2|1907	48.9047
EDN3|1908	114.6497	EDN3|1908	423.2786
EDNRA|1909	912.7389	EDNRA|1909	795.5446
EDNRB|1910	427.3885	EDNRB|1910	270.6622
EEA1|8411	680.2548	EEA1|8411	674.1260000000001
EED|8726	442.6752	EED|8726	489.4686
EEF1A1P9|441032	7347.7707	EEF1A1P9|441032	11280.966
EEF1A1|1915	129719.1083	EEF1A1|1915	191188.7216
EEF1A2|1917	485.3503	EEF1A2|1917	103.7117
EEF1B2|1933	5742.0382	EEF1B2|1933	6692.7773
EEF1DP3|196549	9.7643	lowly_expressed	lowly_expressed
EEF1D|1936	11028.0255	EEF1D|1936	10159.5305
EEF1E1|9521	279.6178	EEF1E1|9521	274.4566
EEF1G|1937	30076.4331	EEF1G|1937	41238.4695
EEF2K|29904	1561.7834	EEF2K|29904	1430.4626
EEF2|1938	53950.9554	EEF2|1938	80143.4257
EEFSEC|60678	390.1529	EEFSEC|60678	475.7795
EEPD1|80820	282.1656	EEPD1|80820	419.0627
EFCAB1|79645	45.2229	EFCAB1|79645	290.4771
EFCAB2|84288	82.8025	EFCAB2|84288	65.7684
EFCAB4A|283229	2895.5414	EFCAB4A|283229	1328.4372
EFCAB4B|84766	123.5669	EFCAB4B|84766	102.8685
EFCAB6|64800	42.0382	EFCAB6|64800	73.3571
EFCAB7|84455	112.1019	EFCAB7|84455	180.4415
EFEMP1|2202	2308.9172	EFEMP1|2202	6974.4009
EFEMP2|30008	1152.2293	EFEMP2|30008	1138.7207
EFHA1|221154	1270.7006	EFHA1|221154	815.3594
EFHA2|286097	68.1529	EFHA2|286097	99.4958
EFHB|151651	9.5541	EFHB|151651	13.491
EFHC1|114327	349.6815	EFHC1|114327	391.6592
EFHC2|80258	64.9682	EFHC2|80258	11.383
EFHD1|80303	5802.5478	EFHD1|80303	3769.4565
EFHD2|79180	1289.8089	EFHD2|79180	825.4777
EFNA1|1942	4877.0701	EFNA1|1942	2051.0464
EFNA3|1944	589.8089	EFNA3|1944	243.6803
EFNA4|1945	575.1592	EFNA4|1945	446.8878
EFNA5|1946	600.6369	EFNA5|1946	1000.4385
EFNB1|1947	652.2293	EFNB1|1947	1406.8534
EFNB2|1948	812.1019	EFNB2|1948	883.6574
EFNB3|1949	190.4459	EFNB3|1949	793.4367
EFR3A|23167	1725.4777	EFR3A|23167	1482.3184
EFR3B|22979	42.6752	EFR3B|22979	79.6809
EFS|10278	873.8854	EFS|10278	1333.9179
EFTUD1|79631	529.2994	EFTUD1|79631	592.7587
EFTUD2|9343	1385.6051	EFTUD2|9343	1742.2679999999998
EGFL6|25975	18.4713	EGFL6|25975	13.491
EGFL7|51162	591.7197	EGFL7|51162	344.8625
EGFL8|80864	141.0446	EGFL8|80864	133.5141
EGFLAM|133584	314.0127	EGFLAM|133584	580.111
EGFR|1956	498.707	EGFR|1956	1425.4035
EGF|1950	347.1338	EGF|1950	772.357
EGLN1|54583	1700.6369	EGLN1|54583	1080.5410000000002
EGLN2|112398	992.3567	EGLN2|112398	1000.2614
EGLN3|112399	3474.5223	EGLN3|112399	546.3836
EGOT|100126791	17.1975	EGOT|100126791	22.766
EGR1|1958	23111.465	EGR1|1958	49227.2214
EGR2|1959	1317.8344	EGR2|1959	3165.3148
EGR3|1960	1587.8981	EGR3|1960	4378.2357
EHBP1L1|254102	661.7834	EHBP1L1|254102	991.1634
EHBP1|23301	736.9299	EHBP1|23301	892.7849
EHD1|10938	1198.7261	EHD1|10938	1101.1989999999998
EHD2|30846	3554.1401	EHD2|30846	4954.1308
EHD3|30845	429.2994	EHD3|30845	1521.9481
EHD4|30844	1140.7643	EHD4|30844	1252.129
EHF|26298	2263.6943	EHF|26298	3842.8135
EHHADH|1962	317.1975	EHHADH|1962	301.8601
EHMT1|79813	1208.9172	EHMT1|79813	1382.8226
EHMT2|10919	1273.2484	EHMT2|10919	1721.7828
EI24|9538	2828.0255	EI24|9538	2954.9402
