gene_id	TCGA-BH-A0BM-01A-11R-A056-07	gene_id	TCGA-BH-A0BM-11A-12R-A089-07
ST5|6764	1554.1401	ST5|6764	4080.17
ST6GAL1|6480	5445.2229	ST6GAL1|6480	1498.3389
ST6GAL2|84620	257.9618	ST6GAL2|84620	207.845
ST6GALNAC1|55808	18.4713	ST6GALNAC1|55808	51.0127
ST6GALNAC2|10610	1419.7452	ST6GALNAC2|10610	1310.3088
ST6GALNAC3|256435	50.9554	ST6GALNAC3|256435	42.1592
ST6GALNAC4|27090	188.535	ST6GALNAC4|27090	420.7491
ST6GALNAC5|81849	474.5223	ST6GALNAC5|81849	548.07
ST6GALNAC6|30815	1365.6051	ST6GALNAC6|30815	1476.4161
ST7L|54879	259.8726	ST7L|54879	256.3281
ST7OT1|93653	20.8599	ST7OT1|93653	58.302
ST7|7982	569.5669	ST7|7982	558.9091
ST8SIA1|6489	125.4777	ST8SIA1|6489	301.0169
ST8SIA2|8128	68.1529	ST8SIA2|8128	222.1791
ST8SIA4|7903	230.5732	ST8SIA4|7903	95.7014
ST8SIA6|338596	101.9108	ST8SIA6|338596	39.6297
STAB1|23166	512.9936	STAB1|23166	346.5699
lowly_expressed	lowly_expressed	STAB2|55576	14.3341
STAC2|342667	878.9809	STAC2|342667	7983.2712
STAC3|246329	19.7452	STAC3|246329	16.4421
STAC|6769	45.8599	STAC|6769	217.5416
STAG1|10274	690.8471	STAG1|10274	1089.1668
STAG2|10735	2820.3822	STAG2|10735	3371.4734
STAG3L1|54441	9.5541	STAG3L1|54441	47.2183
STAG3L2|442582	38.2166	STAG3L2|442582	28.6683
STAG3L3|442578	127.2548	STAG3L3|442578	183.2915
STAG3L4|64940	135.0318	STAG3L4|64940	111.3004
STAG3|10734	6.7261	STAG3|10734	24.3765
STAM2|10254	1120.3822	STAM2|10254	906.4234
STAMBPL1|57559	50.9554	STAMBPL1|57559	88.5344
STAMBP|10617	746.4968	STAMBP|10617	664.0078
STAM|8027	550.3185	STAM|8027	398.4047
STAP1|26228	10.1911	lowly_expressed	lowly_expressed
STAP2|55620	701.9108	STAP2|55620	774.0434
STARD10|10809	3670.0637	STARD10|10809	1473.0434
STARD13|90627	582.1656	STARD13|90627	420.7491
STARD3NL|83930	470.7006	STARD3NL|83930	457.4276
STARD3|10948	547.1338	STARD3|10948	642.5066
STARD4|134429	33.121	STARD4|134429	16.4421
STARD5|80765	125.4777	STARD5|80765	64.9252
STARD7|56910	2480.6752	STARD7|56910	3831.4685
STARD8|9754	143.94899999999998	STARD8|9754	128.5856
STAR|6770	5.7325	STAR|6770	11.383
STAT1|6772	2329.9363	STAT1|6772	2496.6694
STAT2|6773	1510.1911	STAT2|6773	1545.9789
STAT3|6774	5894.9045	STAT3|6774	6670.8545
STAT4|6775	32.4841	STAT4|6775	57.3365
STAT5A|6776	1275.1592	STAT5A|6776	2201.1332
STAT5B|6777	2259.2357	STAT5B|6777	3354.6097
STAT6|6778	2776.4331	STAT6|6778	4228.5705
STAU1|6780	3101.2739	STAU1|6780	2849.5422
STAU2|27067	763.6943	STAU2|27067	526.5687
STBD1|8987	1145.2739	STBD1|8987	739.7637
STC1|6781	288.535	STC1|6781	1086.8649
STC2|8614	2880.2548	STC2|8614	11020.0003
STEAP1|26872	593.6306	STEAP1|26872	299.3305
STEAP2|261729	2430.5732	STEAP2|261729	942.6803
STEAP3|55240	1603.8217	STEAP3|55240	1691.4282
STEAP4|79689	8861.1465	STEAP4|79689	1454.0717
STIL|6491	53.5032	STIL|6491	61.5525
STIM1|6786	1723.5669	STIM1|6786	1808.6308
STIM2|57620	465.6051	STIM2|57620	871.4312
STIP1|10963	2554.1401	STIP1|10963	2924.164
STK10|6793	333.75800000000004	STK10|6793	502.9596
STK11IP|114790	298.7261	STK11IP|114790	327.1556
STK11|6794	1040.1274	STK11|6794	892.5108
STK16|8576	625.4777	STK16|8576	576.7382
STK17A|9263	480.2548	STK17A|9263	1200.6948
STK17B|9262	703.8217	STK17B|9262	992.8498
STK19|8859	313.6688	STK19|8859	386.89099999999996
STK24|8428	2337.5796	STK24|8428	3191.0319
STK25|10494	1145.2229	STK25|10494	1413.1773
lowly_expressed	lowly_expressed	STK31|56164	5.0591
lowly_expressed	lowly_expressed	STK32A|202374	6.7455
STK32B|55351	714.6497	STK32B|55351	115.9379
STK32C|282974	82.1656	STK32C|282974	89.3776
STK33|65975	7.0064	STK33|65975	8.4318
STK35|140901	1010.1911	STK35|140901	833.9095
STK36|27148	471.3376	STK36|27148	397.9831
STK38L|23012	1073.2484	STK38L|23012	855.4107
STK38|11329	917.8344	STK38|11329	1171.1833
STK39|27347	1073.2484	STK39|27347	583.9053
STK3|6788	556.6879	STK3|6788	597.3962
STK40|83931	896.1783	STK40|83931	1212.0778
STK4|6789	815.9236	STK4|6789	736.1001
lowly_expressed	lowly_expressed	STL|7955	13.5921
STMN1|3925	966.8789999999999	STMN1|3925	2060.743
STMN2|11075	67.5159	STMN2|11075	7.5887
STMN3|50861	571.3376	STMN3|50861	849.5084
STOML1|9399	284.7134	STOML1|9399	177.9119
STOML2|30968	1356.6879	STOML2|30968	1410.2261
STOM|2040	6556.0509999999995	STOM|2040	4639.2013
STON1|11037	314.4076	STON1|11037	446.8161
STON2|85439	487.2611	STON2|85439	333.0579
STOX1|219736	462.4204	STOX1|219736	139.1254
STOX2|56977	40.7643	STOX2|56977	52.699
STRA13|201254	818.4713	STRA13|201254	443.9367
STRA6|64220	79.6178	STRA6|64220	26.5603
STRADA|92335	628.0255	STRADA|92335	523.196
STRADB|55437	559.8726	STRADB|55437	178.7551
STRAP|11171	2279.6178	STRAP|11171	1994.9746
STRBP|55342	1221.0191	STRBP|55342	665.6942
STRC|161497	8.2803	STRC|161497	25.7171
STRN3|29966	592.3567	STRN3|29966	615.9463
STRN4|29888	1326.1146	STRN4|29888	1494.5446
STRN|6801	170.7006	STRN|6801	211.2177
STS|412	659.8726	STS|412	366.3637
STT3A|3703	3369.4268	STT3A|3703	3286.7333
STT3B|201595	1174.5223	STT3B|201595	1521.9481
STUB1|10273	1521.9363	STUB1|10273	1354.3061
STX10|8677	235.6688	STX10|8677	288.3691
STX11|8676	106.3694	STX11|8676	79.6809
STX12|23673	1628.6624	STX12|23673	1432.9921
STX16|8675	1696.8153	STX16|8675	1787.9728
STX17|55014	1015.9236	STX17|55014	1000.0169
STX18|53407	616.5605	STX18|53407	506.3323
STX19|415117	17.8344	STX19|415117	97.8094
STX1A|6804	52.8662	STX1A|6804	46.3456
STX1B|112755	26.1146	STX1B|112755	67.0332
STX2|2054	133.75799999999998	STX2|2054	155.14600000000002
STX3|6809	659.8726	STX3|6809	737.3649
STX4|6810	745.2229	STX4|6810	695.2057
STX5|6811	910.828	STX5|6811	1123.1218
STX6|10228	1221.1401	STX6|10228	983.1827
STX7|8417	1147.7707	STX7|8417	1446.4831
STX8|9482	403.1847	STX8|9482	391.2376
STXBP1|6812	757.9618	STXBP1|6812	988.2123
STXBP2|6813	1480.2548	STXBP2|6813	1051.4511
STXBP3|6814	1001.2739	STXBP3|6814	1116.7979
STXBP4|252983	212.7389	STXBP4|252983	142.9198
STXBP5|134957	282.1656	STXBP5|134957	389.9644
STXBP6|29091	5.7325	STXBP6|29091	26.9819
STYK1|55359	72.6115	STYK1|55359	64.9252
STYXL1|51657	1105.7325	STYXL1|51657	706.1671
STYX|6815	622.9299	STYX|6815	501.2732
SUB1|10923	3171.3376	SUB1|10923	3347.0209999999997
SUCLA2|8803	783.2102	SUCLA2|8803	786.3581
SUCLG1|8802	1894.2675	SUCLG1|8802	1601.2074
SUCLG2|8801	2069.4268	SUCLG2|8801	1264.7768
SUCNR1|56670	8.9172	SUCNR1|56670	11.8046
SUDS3|64426	1724.2038	SUDS3|64426	1505.506
SUFU|51684	552.8662	SUFU|51684	777.8377
SUGT1L1|283507	54.5796	SUGT1L1|283507	70.8149
lowly_expressed	lowly_expressed	SUGT1P1|441394	5.4807
SUGT1|10910	695.5414	SUGT1|10910	551.4427
SULF1|23213	1542.6752	SULF1|23213	2062.4294
SULF2|55959	3752.2293	SULF2|55959	3526.1977
SULT1A1|6817	102.5478	SULT1A1|6817	112.1435
SULT1A2|6799	30.5732	SULT1A2|6799	11.8046
SULT1A3|6818	372.949	SULT1A3|6818	447.9839
SULT1C4|27233	21.6561	SULT1C4|27233	67.0332
lowly_expressed	lowly_expressed	SULT1E1|6783	9.275
SULT2B1|6820	128.6624	SULT2B1|6820	319.9885
SUMF1|285362	2162.4204	SUMF1|285362	1306.0929
SUMF2|25870	3247.7707	SUMF2|25870	2653.0802
SUMO1P3|474338	328.0255	SUMO1P3|474338	148.8221
SUMO1|7341	3338.2166	SUMO1|7341	1902.2243
SUMO2|6613	4612.1019	SUMO2|6613	3445.252
SUMO3|6612	2518.4713	SUMO3|6612	2417.8317
SUN1|23353	1732.3694	SUN1|23353	2575.9288
SUN2|25777	3100.0	SUN2|25777	8058.3146
SUOX|6821	780.8917	SUOX|6821	583.4837
SUPT16H|11198	2419.1083	SUPT16H|11198	3197.7774
SUPT3H|8464	106.3694	SUPT3H|8464	190.5597
SUPT4H1|6827	1646.5096	SUPT4H1|6827	1643.0673
SUPT5H|6829	2308.2803	SUPT5H|6829	2782.9306
SUPT6H|6830	2135.0318	SUPT6H|6830	3129.901
SUPT7L|9913	942.0382	SUPT7L|9913	892.5108
SUPV3L1|6832	483.4395	SUPV3L1|6832	529.9415
SURF1|6834	990.4459	SURF1|6834	732.7274
SURF2|6835	389.8089	SURF2|6835	308.1839
SURF4|6836	4076.4331	SURF4|6836	3869.7954
SURF6|6838	654.7771	SURF6|6838	876.4903
SUSD1|64420	138.2166	SUSD1|64420	137.4391
SUSD2|56241	612.1019	SUSD2|56241	471.7617
SUSD3|203328	534.3949	SUSD3|203328	153.03799999999998
SUSD4|55061	396.8153	SUSD4|55061	347.8136
SUSD5|26032	45.8599	SUSD5|26032	32.8842
SUV39H1|6839	148.4076	SUV39H1|6839	252.5338
SUV39H2|79723	137.5796	SUV39H2|79723	127.3209
SUV420H1|51111	1191.0828	SUV420H1|51111	1576.3335
SUV420H2|84787	102.5478	SUV420H2|84787	129.8504
SUZ12P|440423	159.8726	SUZ12P|440423	164.8426
SUZ12|23512	796.8153	SUZ12|23512	735.2569
SV2A|9900	89.17200000000001	SV2A|9900	273.1918
SV2B|9899	45.8599	SV2B|9899	65.7684
SVEP1|79987	625.4777	SVEP1|79987	257.1713
SVIL|6840	1414.6752	SVIL|6840	4152.9916
SVIP|258010	487.2611	SVIP|258010	346.9704
lowly_expressed	lowly_expressed	SVOPL|136306	10.9614
SWAP70|23075	1994.9045	SWAP70|23075	2223.8992
SYAP1|94056	1901.9108	SYAP1|94056	795.5446
SYBU|55638	576.4331	SYBU|55638	804.8196
SYCE1L|100130958	12.7389	SYCE1L|100130958	26.1387
lowly_expressed	lowly_expressed	SYCE1|93426	13.1368
lowly_expressed	lowly_expressed	SYCE2|256126	7.5887
SYCP2|10388	156.05100000000002	SYCP2|10388	225.1303
SYDE1|85360	375.7962	SYDE1|85360	424.1218
SYDE2|84144	89.17200000000001	SYDE2|84144	118.4674
SYF2|25949	2112.7389	SYF2|25949	1682.1532
SYK|6850	388.535	SYK|6850	414.8468
SYMPK|8189	1171.3376	SYMPK|8189	1341.5066
SYN1|6853	21.0191	SYN1|6853	26.1387
SYN2|6854	76.4331	SYN2|6854	142.0766
SYNCRIP|10492	3375.1592	SYNCRIP|10492	4622.7592
SYNC|81493	1246.9363	SYNC|81493	157.2919
SYNE1|23345	749.0446	SYNE1|23345	1911.9209
SYNE2|23224	1633.7579999999998	SYNE2|23224	4898.9022
SYNGAP1|8831	301.2739	SYNGAP1|8831	535.0006
SYNGR1|9145	744.465	SYNGR1|9145	897.7597
SYNGR2|9144	4636.9427	SYNGR2|9144	3047.2689
SYNGR3|9143	13.3758	SYNGR3|9143	10.5398
SYNJ1|8867	336.3057	SYNJ1|8867	356.6671
SYNJ2BP|55333	1454.1401	SYNJ2BP|55333	1041.3329
SYNJ2|8871	592.3567	SYNJ2|8871	857.5187
SYNM|23336	4140.7643	SYNM|23336	33305.7893
SYNPO2L|79933	7.0064	lowly_expressed	lowly_expressed
SYNPO2|171024	1698.0892	SYNPO2|171024	5449.5017
SYNPO|11346	2188.535	SYNPO|11346	2253.4107
SYNRG|11276	687.8981	SYNRG|11276	941.8371
SYPL1|6856	5529.9363	SYPL1|6856	3902.258
SYPL2|284612	12.7389	SYPL2|284612	13.9125
SYP|6855	68.7898	SYP|6855	45.9536
lowly_expressed	lowly_expressed	SYS1-DBNDD2|767557	8.6131
SYS1|90196	1732.4841	SYS1|90196	1251.3322
SYT11|23208	170.0637	SYT11|23208	161.8914
SYT12|91683	578.9809	SYT12|91683	1451.1206
SYT13|57586	64.9682	SYT13|57586	186.3438
SYT15|83849	58.5987	SYT15|83849	67.0332
SYT17|51760	91.7197	SYT17|51760	68.2979
SYT1|6857	136.3057	SYT1|6857	112.9867
SYT2|127833	22.293000000000003	SYT2|127833	8.4318
lowly_expressed	lowly_expressed	SYT3|84258	13.0694
SYT6|148281	7.6433	SYT6|148281	16.4421
SYT7|9066	1690.4459	SYT7|9066	1042.5977
SYT8|90019	222.9299	SYT8|90019	506.3323
SYT9|143425	163.0573	SYT9|143425	34.9922
SYTL1|84958	463.6943	SYTL1|84958	711.2262
SYTL2|54843	2664.9682	SYTL2|54843	777.4161
SYTL3|94120	96.8153	SYTL3|94120	135.7527
SYTL4|94121	705.0955	SYTL4|94121	507.1755
SYTL5|94122	233.12099999999998	SYTL5|94122	78.8378
SYVN1|84447	1950.3185	SYVN1|84447	1368.4885
TAB1|10454	724.3248	TAB1|10454	799.9924
TAB2|23118	1969.4268	TAB2|23118	2710.8383
TAB3|257397	1281.5287	TAB3|257397	730.1978
TAC1|6863	12.7389	lowly_expressed	lowly_expressed
TACC1|6867	1950.3185	TACC1|6867	2743.3009
TACC2|10579	1238.2166	TACC2|10579	1238.2165
TACC3|10460	161.1465	TACC3|10460	165.6858
TACO1|51204	347.1338	TACO1|51204	364.2557
TACR1|6869	56.6879	TACR1|6869	221.3359
TACR2|6865	37.5796	TACR2|6865	8.4318
TACSTD2|4070	26763.0573	TACSTD2|4070	21303.9006
TADA1|117143	552.2293	TADA1|117143	384.0706
TADA2A|6871	144.586	TADA2A|6871	186.7654
TADA2B|93624	1671.9745	TADA2B|93624	1010.9783
TADA3|10474	1991.1592	TADA3|10474	1655.4832
TAF10|6881	1350.9554	TAF10|6881	754.6502
TAF11|6882	556.6879	TAF11|6882	402.199
TAF12|6883	635.0318	TAF12|6883	494.9493
TAF13|6884	87.2611	TAF13|6884	80.5241
TAF15|8148	2980.8917	TAF15|8148	3097.86
TAF1A|9015	43.3121	TAF1A|9015	73.3571
TAF1B|9014	164.3312	TAF1B|9014	188.0302
TAF1C|9013	407.6433	TAF1C|9013	664.8510000000001
TAF1D|79101	699.9682	TAF1D|79101	721.922
TAF1L|138474	17.8344	TAF1L|138474	20.2364
TAF1|6872	838.8535	TAF1|6872	1295.553
TAF2|6873	498.7261	TAF2|6873	519.8233
TAF3|83860	159.8726	TAF3|83860	228.0814
TAF4B|6875	164.3312	TAF4B|6875	282.4668
TAF4|6874	487.8981	TAF4|6874	534.5790000000001
TAF5L|27097	650.3185	TAF5L|27097	682.9795
TAF5|6877	96.8153	TAF5|6877	83.0537
TAF6L|10629	182.1656	TAF6L|10629	237.778
TAF6|6878	1045.2229	TAF6|6878	1349.9384
TAF7|6879	2989.172	TAF7|6879	3724.7677
TAF8|129685	417.1975	TAF8|129685	357.0887
TAF9B|51616	1144.586	TAF9B|51616	949.0042
TAF9|6880	1824.2038	TAF9|6880	1118.1554
TAGAP|117289	87.8981	TAGAP|117289	135.3311
TAGLN2|8407	14696.8153	TAGLN2|8407	8828.5637
TAGLN|6876	13686.7197	TAGLN|6876	46670.2643
TAL1|6886	66.242	TAL1|6886	59.0229
TAL2|6887	5.7325	lowly_expressed	lowly_expressed
TALDO1|6888	3024.2038	TALDO1|6888	2673.7382
TANC1|85461	799.3631	TANC1|85461	1488.6423
TANC2|26115	777.0701	TANC2|26115	591.9155
TANK|10010	957.9618	TANK|10010	2826.3546
TAOK1|57551	222.9299	TAOK1|57551	209.1098
TAOK2|9344	1200.6369	TAOK2|9344	1122.2786
TAOK3|51347	936.3057	TAOK3|51347	981.0452
TAP1|6890	1329.2994	TAP1|6890	1251.7074
TAP2|6891	611.7006	TAP2|6891	1016.1807
TAPBPL|55080	442.6752	TAPBPL|55080	463.87800000000004
TAPBP|6892	5422.293000000001	TAPBP|6892	4587.7671
TAPT1|202018	989.8089	TAPT1|202018	941.8371
TARBP1|6894	886.6242	TARBP1|6894	571.6791
TARBP2|6895	249.6815	TARBP2|6895	350.7648
TARDBP|23435	3613.3758	TARDBP|23435	3814.5669
TARP|445347	14.0127	TARP|445347	8.4318
TARS2|80222	663.0573	TARS2|80222	403.8854
TARSL2|123283	283.4395	TARSL2|123283	335.5874
TARS|6897	1350.9554	TARS|6897	1427.0898
lowly_expressed	lowly_expressed	TAS1R1|80835	5.9023
TAS1R3|83756	11.465	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TAS2R14|50840	12.7279
TAS2R19|259294	5.0955	lowly_expressed	lowly_expressed
TAS2R20|259295	13.3758	TAS2R20|259295	18.1285
TAS2R31|259290	5.0955	lowly_expressed	lowly_expressed
TAS2R5|54429	17.1975	TAS2R5|54429	21.0796
TASP1|55617	187.8981	TASP1|55617	282.0452
TATDN1|83940	486.6242	TATDN1|83940	467.9674
TATDN2|9797	994.9045	TATDN2|9797	1360.0567
TATDN3|128387	370.7006	TATDN3|128387	195.1972
TAT|6898	1053.5032	TAT|6898	1449.4342
TAX1BP1|8887	3133.758	TAX1BP1|8887	2909.8298
TAX1BP3|30851	2115.5159	TAX1BP3|30851	1892.5403
TAZ|6901	297.4522	TAZ|6901	281.6236
TBC1D10A|83874	410.82800000000003	TBC1D10A|83874	553.7909999999999
TBC1D10B|26000	1092.3567	TBC1D10B|26000	1201.9596
TBC1D10C|374403	47.7707	TBC1D10C|374403	48.0615
TBC1D12|23232	445.8599	TBC1D12|23232	274.8782
TBC1D13|54662	976.4331	TBC1D13|54662	1349.5169
TBC1D14|57533	1471.9745	TBC1D14|57533	2282.9221
TBC1D15|64786	843.949	TBC1D15|64786	1145.4662
TBC1D16|125058	233.12099999999998	TBC1D16|125058	270.2406
TBC1D17|79735	851.8471	TBC1D17|79735	1280.9322
TBC1D19|55296	67.5159	TBC1D19|55296	93.1719
TBC1D1|23216	556.6879	TBC1D1|23216	1168.6538
TBC1D20|128637	1338.2166	TBC1D20|128637	1370.5965
TBC1D22A|25771	312.7389	TBC1D22A|25771	396.2967
TBC1D22B|55633	374.4522	TBC1D22B|55633	366.2962
TBC1D23|55773	852.2293	TBC1D23|55773	797.6526
TBC1D24|57465	269.4268	TBC1D24|57465	282.0452
TBC1D25|4943	299.3631	TBC1D25|4943	520.6665
TBC1D2B|23102	977.707	TBC1D2B|23102	1002.5464
TBC1D2|55357	526.7516	TBC1D2|55357	618.8975
TBC1D3B|414059	129.2994	TBC1D3B|414059	72.0923
TBC1D3C|414060	43.3121	TBC1D3C|414060	26.5603
TBC1D3H|729877	7.6433	TBC1D3H|729877	7.1671
TBC1D3|729873	329.1656	TBC1D3|729873	265.9109
TBC1D4|9882	974.5223	TBC1D4|9882	2436.8033
TBC1D5|9779	1237.5796	TBC1D5|9779	1569.1664
TBC1D7|51256	214.6497	TBC1D7|51256	165.7532
TBC1D8B|54885	186.6242	TBC1D8B|54885	131.9584
TBC1D8|11138	1324.8408	TBC1D8|11138	788.3775
TBC1D9B|23061	2684.0764	TBC1D9B|23061	3014.8063
TBC1D9|23158	7479.6178	TBC1D9|23158	4001.7538
TBCA|6902	1727.3885	TBCA|6902	1400.9511
TBCB|1155	1170.6624	TBCB|1155	955.9858
TBCCD1|55171	204.0382	TBCCD1|55171	293.8498
TBCC|6903	563.6943	TBCC|6903	610.4656
TBCD|6904	1078.5669	TBCD|6904	1164.2439
TBCEL|219899	261.7834	TBCEL|219899	247.0531
TBCE|6905	429.7006	TBCE|6905	280.1396
TBCK|93627	626.0892	TBCK|93627	509.7051
TBK1|29110	792.9936	TBK1|29110	602.0338
TBKBP1|9755	304.4586	TBKBP1|9755	301.0169
TBL1XR1|79718	4186.6242	TBL1XR1|79718	3329.7357
TBL1X|6907	738.2166	TBL1X|6907	1105.4149
TBL2|26608	883.4395	TBL2|26608	626.0645
TBL3|10607	937.5796	TBL3|10607	978.9373
TBPL1|9519	175.1592	TBPL1|9519	317.8806
TBP|6908	163.6943	TBP|6908	255.0633
TBRG1|84897	767.8408	TBRG1|84897	831.38
TBRG4|9238	531.8471	TBRG4|9238	740.316
TBX15|6913	190.4459	TBX15|6913	105.8197
TBX18|9096	87.8981	TBX18|9096	43.424
TBX19|9095	49.0446	TBX19|9095	124.7913
TBX1|6899	270.7006	TBX1|6899	14.3341
TBX21|30009	19.7452	TBX21|30009	9.275
TBX2|6909	319.7452	TBX2|6909	163.9994
TBX3|6926	2184.0764	TBX3|6926	2339.8371
TBX4|9496	8.2803	lowly_expressed	lowly_expressed
TBX5|6910	140.1274	TBX5|6910	31.1978
TBX6|6911	62.4204	TBX6|6911	28.2467
TBXA2R|6915	66.242	TBXA2R|6915	21.5012
TBXAS1|6916	131.8471	TBXAS1|6916	126.0561
TC2N|123036	7395.5414	TC2N|123036	3207.0524
TCAP|8557	11.465	TCAP|8557	6.3239
TCEA1|6917	2412.1019	TCEA1|6917	1364.2726
TCEA2|6919	487.2611	TCEA2|6919	436.348
TCEA3|6920	2068.7898	TCEA3|6920	886.187
TCEAL1|9338	563.0573	TCEAL1|9338	920.7575
TCEAL2|140597	21.6561	TCEAL2|140597	134.9095
TCEAL3|85012	950.9554	TCEAL3|85012	1023.6260000000001
TCEAL4|79921	3361.7834	TCEAL4|79921	3871.4818
TCEAL5|340543	37.5796	TCEAL5|340543	86.4264
TCEAL6|158931	69.4268	TCEAL6|158931	82.2105
TCEAL7|56849	82.1656	TCEAL7|56849	218.8064
TCEAL8|90843	1450.3185	TCEAL8|90843	1208.2834
TCEANC|170082	49.0446	TCEANC|170082	65.3468
TCEB1|6921	615.9236	TCEB1|6921	429.1809
TCEB2|6923	2576.4331	TCEB2|6923	941.4155
TCEB3|6924	1255.4713	TCEB3|6924	1287.2519
lowly_expressed	lowly_expressed	TCERG1L|256536	19.8148
TCERG1|10915	796.8153	TCERG1|10915	861.313
TCF12|6938	1616.5605	TCF12|6938	2043.8793
TCF15|6939	36.9427	TCF15|6939	16.4421
TCF19|6941	179.6178	TCF19|6941	465.8595
TCF20|6942	982.8025	TCF20|6942	1497.4957
TCF25|22980	1052.8662	TCF25|22980	2401.8112
TCF3|6929	1137.5796	TCF3|6929	1226.4119
TCF4|6925	1357.3248	TCF4|6925	997.4873
TCF7L1|83439	440.1274	TCF7L1|83439	1643.3667
TCF7L2|6934	1116.5605	TCF7L2|6934	1459.1308
TCF7|6932	281.5287	TCF7|6932	1226.8335
TCFL5|10732	422.293	TCFL5|10732	415.2684
TCHP|84260	326.7516	TCHP|84260	429.6025
TCIRG1|10312	796.8153	TCIRG1|10312	399.6695
TCL1A|8115	15.2866	lowly_expressed	lowly_expressed
TCN1|6947	65.6051	TCN1|6947	1924.1471
TCN2|6948	392.3567	TCN2|6948	402.6206
TCOF1|6949	1045.8599	TCOF1|6949	1322.1134
TCP10L|140290	26.4331	TCP10L|140290	26.0797
TCP11L1|55346	117.1975	TCP11L1|55346	118.4674
TCP11L2|255394	138.8535	TCP11L2|255394	179.1767
TCP1|6950	2759.5414	TCP1|6950	4249.0303
TCTA|6988	1587.8981	TCTA|6988	809.4572
TCTE3|6991	40.7643	TCTE3|6991	41.7376
TCTEX1D1|200132	9.5541	TCTEX1D1|200132	7.1671
TCTEX1D2|255758	128.6624	TCTEX1D2|255758	72.9355
TCTEX1D4|343521	14.6497	lowly_expressed	lowly_expressed
TCTN1|79600	821.5669	TCTN1|79600	621.0054
TCTN2|79867	550.9554	TCTN2|79867	650.5169
TCTN3|26123	1328.6624	TCTN3|26123	1258.8745
TDG|6996	392.9936	TDG|6996	343.5977
TDP1|55775	278.9809	TDP1|55775	375.2171
TDP2|51567	1033.758	TDP2|51567	967.5543
TDRD10|126668	21.0191	TDRD10|126668	14.3341
TDRD12|91646	11.8662	lowly_expressed	lowly_expressed
TDRD3|81550	619.7452	TDRD3|81550	412.3172
TDRD5|163589	52.2293	TDRD5|163589	95.2799
TDRD6|221400	13.3758	TDRD6|221400	75.0434
TDRD7|23424	428.6624	TDRD7|23424	280.7805
TDRKH|11022	482.8025	TDRKH|11022	277.4077
TEAD1|7003	1426.7516	TEAD1|7003	2406.4487
TEAD2|8463	529.2994	TEAD2|8463	1048.5
TEAD3|7005	914.0127	TEAD3|7005	1411.0693
TEAD4|7004	268.1529	TEAD4|7004	219.6496
TECPR1|25851	101.2739	TECPR1|25851	198.9916
TECPR2|9895	675.7962	TECPR2|9895	1169.0754
TECR|9524	2473.8854	TECR|9524	2077.6067
TECTA|7007	8.9172	TECTA|7007	8.4318
TEC|7006	35.6688	TEC|7006	26.5603
TEF|7008	524.2038	TEF|7008	946.8962
TEKT2|27285	18.4713	TEKT2|27285	33.3058
TEKT3|64518	10.828	TEKT3|64518	13.0694
TEKT5|146279	21.6561	lowly_expressed	lowly_expressed
TEK|7010	292.3567	TEK|7010	284.5748
TELO2|9894	385.9873	TELO2|9894	548.9131
TENC1|23371	2424.2038	TENC1|23371	3110.4572
TEP1|7011	658.5987	TEP1|7011	717.9716
lowly_expressed	lowly_expressed	TEPP|374739	24.8739
TERF1|7013	556.0509999999999	TERF1|7013	583.9053
TERF2IP|54386	1473.8854	TERF2IP|54386	1798.9342
TERF2|7014	339.4904	TERF2|7014	712.4909
TESC|54997	53.5032	TESC|54997	231.0326
TESK1|7016	1009.5541	TESK1|7016	841.4982
TESK2|10420	219.1083	TESK2|10420	378.5899
TES|26136	1295.8917	TES|26136	3527.7113
TET1|80312	55.413999999999994	TET1|80312	74.2002
TET2|54790	836.9427	TET2|54790	723.0307
TET3|200424	598.0892	TET3|200424	521.5096
TEX10|54881	314.0127	TEX10|54881	537.1086
TEX14|56155	7.6433	TEX14|56155	15.1773
TEX261|113419	2210.1911	TEX261|113419	2324.6598
TEX264|51368	1938.8535	TEX264|51368	764.7684
TEX2|55852	1619.7452	TEX2|55852	2454.0886
TEX9|374618	95.5414	TEX9|374618	108.3492
TFAM|7019	659.8726	TFAM|7019	551.0211
TFAP2A|7020	3528.0255	TFAP2A|7020	2247.0868
TFAP2B|7021	1589.172	TFAP2B|7021	981.0452
TFAP2C|7022	1797.4522	TFAP2C|7022	4081.8564
TFAP2E|339488	13.707	TFAP2E|339488	22.3444
TFAP4|7023	264.3312	TFAP4|7023	504.6459
TFB1M|51106	117.1975	TFB1M|51106	139.547
TFB2M|64216	412.7389	TFB2M|64216	271.0838
TFCP2L1|29842	675.7962	TFCP2L1|29842	740.316
TFCP2|7024	641.4013	TFCP2|7024	808.1924
TFDP1|7027	1219.7452	TFDP1|7027	1173.7129
TFDP2|7029	228.0255	TFDP2|7029	231.0326
TFDP3|51270	37.5796	lowly_expressed	lowly_expressed
TFE3|7030	1298.7261	TFE3|7030	1385.7738
TFEB|7942	355.414	TFEB|7942	494.5277
TFEC|22797	29.9363	TFEC|22797	43.424
TFF1|7031	1128.0255	TFF1|7031	76.3082
TFF3|7033	1349.6815	TFF3|7033	255.4849
TFG|10342	2598.7261	TFG|10342	1698.1737
TFIP11|24144	999.8025	TFIP11|24144	1065.0981
TFPI2|7980	362.4204	TFPI2|7980	141.655
