gene_id	TCGA-E9-A1RI-01A-11R-A169-07	gene_id	TCGA-E9-A1RI-11A-41R-A169-07
AMICA1|120425	76.8365	AMICA1|120425	138.7306
AMIGO1|57463	70.0852	AMIGO1|57463	214.0856
AMIGO2|347902	1066.388	AMIGO2|347902	1148.8745
AMIGO3|386724	57.8685	AMIGO3|386724	20.0947
AMMECR1L|83607	855.4895	AMMECR1L|83607	939.4261
AMMECR1|9949	354.6054	AMMECR1|9949	137.5712
AMN1|196394	236.6179	AMN1|196394	177.7606
AMOTL1|154810	1084.3916	AMOTL1|154810	3109.2648
AMOTL2|51421	1826.3945	AMOTL2|51421	4985.412
AMOT|154796	485.774	AMOT|154796	1342.479
AMPD1|270	12.2167	removed	removed
AMPD2|271	567.7544	AMPD2|271	273.2103
AMPD3|272	230.1881	AMPD3|272	427.3983
AMPH|273	197.0744	AMPH|273	32.8471
AMT|275	41.257	AMT|275	96.8447
AMY2B|280	218.3604	AMY2B|280	247.1684
AMZ1|155185	18.0035	removed	removed
AMZ2P1|201283	334.6729	AMZ2P1|201283	351.2704
AMZ2|51321	2514.3868	AMZ2|51321	2527.292
ANAPC10|10393	147.8862	ANAPC10|10393	159.5981
ANAPC11|51529	1174.4093	ANAPC11|51529	465.2691
ANAPC13|25847	1244.8417	ANAPC13|25847	2002.6548
ANAPC16|119504	2590.2588	ANAPC16|119504	3423.4373
ANAPC1|64682	667.7383	ANAPC1|64682	970.7275
ANAPC2|29882	554.8947	ANAPC2|29882	269.7324
ANAPC4|29945	646.8413	ANAPC4|29945	655.7821
ANAPC5|51433	2839.7364	ANAPC5|51433	2288.861
ANAPC7|51434	1292.7182	ANAPC7|51434	733.0693
ANGEL1|23357	823.6618	ANGEL1|23357	503.5262
ANGEL2|90806	923.9672	ANGEL2|90806	785.6246
ANGPT1|284	59.7975	ANGPT1|284	3761.5689
ANGPT2|285	324.3851	ANGPT2|285	257.3664
removed	removed	ANGPT4|51378	134.8662
ANGPTL1|9068	130.2041	ANGPTL1|9068	1844.8459
ANGPTL2|23452	3492.6861	ANGPTL2|23452	12300.6473
ANGPTL4|51129	18.6465	ANGPTL4|51129	3197.7587
removed	removed	ANGPTL5|253935	73.8093
ANGPTL6|83854	5.5329	removed	removed
removed	removed	ANGPTL7|10218	14.6846
ANG|283	203.0156	ANG|283	756.5143
ANK1|286	5.1439	ANK1|286	32.4606
ANK2|287	277.4474	ANK2|287	1752.1012
ANK3|288	2804.3723	ANK3|288	314.9454
ANKAR|150709	38.579	ANKAR|150709	78.0601
ANKDD1A|348094	64.9413	ANKDD1A|348094	585.4507
ANKFY1|51479	1794.2453	ANKFY1|51479	2836.4409
ANKHD1-EIF4EBP3|404734	1475.9203	ANKHD1-EIF4EBP3|404734	760.5062
ANKHD1|54882	2295.9846	ANKHD1|54882	2410.5961
ANKH|56172	2589.9373	ANKH|56172	1793.0635
ANKIB1|54467	2386.7545	ANKIB1|54467	2371.5583
ANKK1|255239	23.1474	removed	removed
removed	removed	ANKLE1|126549	5.0237
ANKLE2|23141	1950.8118	ANKLE2|23141	1602.164
ANKMY1|51281	141.1349	ANKMY1|51281	166.9404
ANKMY2|57037	423.7261	ANKMY2|57037	688.2427
ANKRA2|57763	388.6835	ANKRA2|57763	252.3428
ANKRD10|55608	2129.1111	ANKRD10|55608	1119.8454
ANKRD11|29123	1135.2355	ANKRD11|29123	1388.4494
ANKRD12|23253	1921.8775	ANKRD12|23253	1824.7512
ANKRD13A|88455	1320.045	ANKRD13A|88455	1105.2072
ANKRD13B|124930	187.7512	ANKRD13B|124930	59.5112
ANKRD13C|81573	858.7044	ANKRD13C|81573	932.4703
ANKRD13D|338692	336.6018	ANKRD13D|338692	147.2322
ANKRD16|54522	153.6377	ANKRD16|54522	77.6737
ANKRD17|26057	3375.9846	ANKRD17|26057	3127.0409
ANKRD19|138649	27.3268	ANKRD19|138649	22.0269
ANKRD1|27063	13.8241	ANKRD1|27063	18.9354
ANKRD20A3|441425	8.3588	ANKRD20A3|441425	8.5016
ANKRD20A4|728747	7.0728	removed	removed
ANKRD20B|729171	7.0728	ANKRD20B|729171	13.5253
ANKRD22|118932	148.8507	ANKRD22|118932	10.4338
ANKRD23|200539	41.4724	ANKRD23|200539	10.8202
ANKRD24|170961	25.0764	ANKRD24|170961	10.4338
ANKRD26|22852	353.9624	ANKRD26|22852	216.0178
ANKRD27|84079	751.0047	ANKRD27|84079	958.3615
ANKRD28|23243	1959.1706	ANKRD28|23243	1228.8668
ANKRD29|147463	237.9039	ANKRD29|147463	402.28
ANKRD30A|91074	1467.6097	ANKRD30A|91074	138.7306
ANKRD30B|374860	137.27700000000002	ANKRD30B|374860	8.1152
ANKRD32|84250	349.14	ANKRD32|84250	110.1343
ANKRD34A|284615	11.2522	ANKRD34A|284615	8.888
ANKRD35|148741	31.8277	ANKRD35|148741	105.8835
ANKRD36BP1|84832	129.5612	ANKRD36BP1|84832	216.0178
ANKRD36B|57730	66.8703	ANKRD36B|57730	33.2335
ANKRD36|375248	312.49	ANKRD36|375248	131.7747
ANKRD37|353322	91.5319	ANKRD37|353322	41.8665
ANKRD39|51239	70.0852	ANKRD39|51239	79.6058
ANKRD40|91369	2072.0141	ANKRD40|91369	7044.3435
ANKRD42|338699	471.6284	ANKRD42|338699	207.5162
ANKRD43|134548	160.1029	ANKRD43|134548	49.4638
ANKRD44|91526	51.1172	ANKRD44|91526	117.863
ANKRD45|339416	7.3943	ANKRD45|339416	6.183
ANKRD46|157567	544.0026	ANKRD46|157567	1640.9236
ANKRD49|54851	602.154	ANKRD49|54851	265.0952
ANKRD50|57182	2539.4631	ANKRD50|57182	1429.8135
ANKRD52|283373	1139.6882	ANKRD52|283373	876.4371
ANKRD53|79998	6.4298	ANKRD53|79998	193.9909
ANKRD54|129138	311.204	ANKRD54|129138	294.4643
ANKRD56|345079	26.6838	ANKRD56|345079	5.4101
ANKRD57|65124	1896.4797	ANKRD57|65124	591.2472
ANKRD58|347454	6.7513	removed	removed
ANKRD5|63926	339.4953	ANKRD5|63926	214.0856
ANKRD6|22881	386.9764	ANKRD6|22881	291.7013
ANKRD9|122416	47.2593	ANKRD9|122416	22.0269
ANKS1A|23294	901.4628	ANKS1A|23294	1141.1458
ANKS1B|56899	146.2787	ANKS1B|56899	35.9386
ANKS3|124401	241.1188	ANKS3|124401	60.6705
ANKS6|203286	141.4564	ANKS6|203286	435.12699999999995
ANKZF1|55139	416.3318	ANKZF1|55139	228.7702
ANLN|54443	288.0566	ANLN|54443	13.5253
ANO10|55129	664.8449	ANO10|55129	1451.8404
ANO1|55107	1984.5684	ANO1|55107	734.615
ANO2|57101	12.2167	ANO2|57101	139.5034
removed	removed	ANO3|63982	574.244
removed	removed	ANO4|121601	21.254
ANO5|203859	153.673	ANO5|203859	209.0619
ANO6|196527	2596.0457	ANO6|196527	14087.9142
ANO7|50636	16.3961	removed	removed
ANO8|57719	168.1402	ANO8|57719	151.8694
ANO9|338440	212.50599999999997	ANO9|338440	5.0237
ANP32A|8125	2322.4562	ANP32A|8125	2226.2583
ANP32B|10541	2075.2291	ANP32B|10541	2619.6503
ANP32E|81611	906.6067	ANP32E|81611	1200.6569
ANPEP|290	15569.5226	ANPEP|290	694.8121
ANTXR1|84168	15653.1104	ANTXR1|84168	3322.9640000000004
ANTXR2|118429	1168.9439	ANTXR2|118429	6387.0157
ANUBL1|93550	389.005	ANUBL1|93550	173.5098
ANXA11|311	2778.3315	ANXA11|311	5915.5637
ANXA13|312	7.0728	removed	removed
ANXA1|301	3264.7484	ANXA1|301	26219.6889
ANXA2P1|303	105.4493	ANXA2P1|303	175.0556
ANXA2P2|304	5928.6288	ANXA2P2|304	9401.6037
ANXA2P3|305	5.7869	ANXA2P3|305	7.7287
ANXA2|302	16654.8786	ANXA2|302	27945.5125
ANXA3|306	239.5113	ANXA3|306	971.1139
ANXA4|307	1915.7692	ANXA4|307	1410.8782
ANXA5|308	8820.1254	ANXA5|308	25848.7103
ANXA6|309	6292.5575	ANXA6|309	11430.0068
ANXA7|310	4035.6856	ANXA7|310	5123.7562
ANXA8L2|244	77.4795	ANXA8L2|244	32.4606
ANXA8|653145	202.5398	ANXA8|653145	98.1548
ANXA9|8416	746.1823	ANXA9|8416	22.7997
AOAH|313	82.3019	AOAH|313	103.9513
AOC2|314	14.7886	AOC2|314	196.3095
AOC3|8639	728.5002	AOC3|8639	39783.5958
AOX1|316	153.9945	AOX1|316	3471.3554
AP1AR|55435	790.5481	AP1AR|55435	425.0797
AP1B1|162	1597.8139	AP1B1|162	1560.0425
AP1G1|164	2669.0243	AP1G1|164	2819.4377
AP1G2|8906	1703.6393	AP1G2|8906	158.3229
AP1M1|8907	970.262	AP1M1|8907	1407.0138
AP1M2|10053	1414.8851	AP1M2|10053	64.9213
AP1S1|1174	658.415	AP1S1|1174	248.092
AP1S2|8905	438.5147	AP1S2|8905	884.9387
AP1S3|130340	139.5274	AP1S3|130340	23.1862
AP2A1|160	1991.6155	AP2A1|160	1312.48
AP2A2|161	1344.7999	AP2A2|161	1959.6174
AP2B1|163	13956.5986	AP2B1|163	6672.2056
AP2M1|1173	5621.6042	AP2M1|1173	5944.16
AP2S1|1175	1659.8618	AP2S1|1175	739.2522
AP3B1|8546	1947.9183	AP3B1|8546	1926.7704
AP3B2|8120	44.3659	removed	removed
AP3D1|8943	1521.9418	AP3D1|8943	1833.6393
AP3M1|26985	1882.3339999999998	AP3M1|26985	2225.099
AP3M2|10947	698.923	AP3M2|10947	487.2959
AP3S1|1176	1160.9066	AP3S1|1176	2064.728
AP3S2|10239	2651.5416	AP3S2|10239	3426.7452
AP4B1|10717	381.3181	AP4B1|10717	362.8828
AP4E1|23431	403.7936	AP4E1|23431	477.2486
AP4M1|9179	381.4821	AP4M1|9179	225.1261
AP4S1|11154	102.2344	AP4S1|11154	104.7242
APAF1|317	555.5377	APAF1|317	476.4757
APBA1|320	93.5541	APBA1|320	238.0446
APBA2|321	56.2611	removed	removed
APBA3|9546	132.7761	APBA3|9546	75.7415
APBB1IP|54518	343.6747	APBB1IP|54518	1261.7138
APBB1|322	287.4136	APBB1|322	418.1239
APBB2|323	4764.8288	APBB2|323	5959.231
APBB3|10307	229.5451	APBB3|10307	128.6832
APCDD1L|164284	45.0088	APCDD1L|164284	8.1152
APCDD1|147495	283.5557	APCDD1|147495	3470.1961
APC|324	1359.5885	APC|324	1908.6079
APEH|327	2218.6144	APEH|327	770.94
APEX1|328	3308.4713	APEX1|328	1927.9297
APEX2|27301	582.543	APEX2|27301	276.6882
APH1A|51107	3842.1476	APH1A|51107	2685.7308
APH1B|83464	586.7224	APH1B|83464	658.4871
API5|8539	2763.5428	API5|8539	2733.6489
APIP|51074	406.7481	APIP|51074	902.7456
APITD1|378708	226.5681	APITD1|378708	108.2871
APLF|200558	48.5452	APLF|200558	156.8931
APLNR|187	468.0919	APLNR|187	1867.2592
APLN|8862	49.1882	APLN|8862	26.6641
APLP1|333	34.7211	APLP1|333	12.366
APLP2|334	18142.7423	APLP2|334	18454.6421
APOA1BP|128240	1561.8068	APOA1BP|128240	952.565
APOB48R|55911	123.1313	APOB48R|55911	16.6168
APOBEC3A|200315	12.5382	removed	removed
APOBEC3B|9582	88.0887	APOBEC3B|9582	5.7965
APOBEC3C|27350	186.1437	APOBEC3C|27350	187.0351
APOBEC3D|140564	85.8383	APOBEC3D|140564	40.1894
APOBEC3F|200316	137.9199	APOBEC3F|200316	69.1721
APOBEC3G|60489	194.5025	APOBEC3G|60489	90.0396
APOBEC3H|164668	5.7869	removed	removed
removed	removed	APOB|338	2614.6266
APOC1|341	1384.0219	APOC1|341	143.7542
APOC2|344	115.73700000000001	removed	removed
APOD|347	1055.1358	APOD|347	26389.3344
APOE|348	2535.2837	APOE|348	150.7101
APOF|319	12.8597	removed	removed
APOL1|8542	1015.2709	APOL1|8542	917.3993
APOL2|23780	537.2127	APOL2|23780	493.8653
APOL3|80833	402.8291	APOL3|80833	1489.3247
APOL4|80832	74.2646	APOL4|80832	193.9909
APOL6|80830	1535.4445	APOL6|80830	12859.8203
APOLD1|81575	432.4064	APOLD1|81575	3828.8088
APOM|55937	52.7761	APOM|55937	45.5995
APOOL|139322	285.1632	APOOL|139322	384.5039
APOO|79135	249.1561	APOO|79135	120.9545
APPBP2|10513	2218.6144	APPBP2|10513	2400.541
APPL1|26060	2291.9145	APPL1|26060	2179.8821
APPL2|55198	1404.2758	APPL2|55198	1371.4617
APP|351	30951.937	APP|351	12221.4279
APRT|353	790.8696	APRT|353	475.3164
APTX|54840	815.946	APTX|54840	409.2358
AQP11|282679	37.293	AQP11|282679	48.3045
AQP1|358	1881.0481	AQP1|358	17411.5776
AQP3|360	504.099	AQP3|360	120.9545
AQP4|361	7.3943	AQP4|361	11.5931
removed	removed	AQP7P1|375719	864.4575
removed	removed	AQP7P3|441432	112.0665
removed	removed	AQP7|364	5815.8632
AQP9|366	10.2877	AQP9|366	38.6436
removed	removed	AQPEP|206338	923.7909
AQR|9716	1600.7073	AQR|9716	1350.2077
ARAF|369	852.2746	ARAF|369	1156.6032
ARAP1|116985	1246.6967	ARAP1|116985	1192.2288
ARAP2|116984	355.8913	ARAP2|116984	229.1566
ARAP3|64411	201.5753	ARAP3|64411	818.4716
ARCN1|372	5299.791	ARCN1|372	7172.2539
ARC|23237	5.1439	ARC|23237	8.5016
AREG|374	386.1116	AREG|374	41.3487
ARF1|375	8549.7508	ARF1|375	6420.2493
ARF3|377	7815.1423	ARF3|377	3568.3509
ARF4|378	6808.8732	ARF4|378	6263.7426
ARF5|381	1904.5041	ARF5|381	1190.9613
ARF6|382	4843.9158	ARF6|382	2285.7695
ARFGAP1|55738	904.3562	ARFGAP1|55738	332.7215
ARFGAP2|84364	1371.8052	ARFGAP2|84364	1336.296
ARFGAP3|26286	785.0828	ARFGAP3|26286	1120.2782
ARFGEF1|10565	3364.4752	ARFGEF1|10565	1988.2137
ARFGEF2|10564	3017.5213	ARFGEF2|10564	2233.6006
ARFIP1|27236	1550.2331	ARFIP1|27236	1103.275
ARFIP2|23647	2113.8081	ARFIP2|23647	535.9869
ARFRP1|10139	290.307	ARFRP1|10139	206.3569
ARG2|384	164.1601	ARG2|384	549.6512
ARGLU1|55082	2769.0082	ARGLU1|55082	2245.1937
ARHGAP10|79658	296.7369	ARHGAP10|79658	1559.2696
ARHGAP11A|9824	186.4652	ARHGAP11A|9824	100.0869
ARHGAP11B|89839	16.3961	ARHGAP11B|89839	6.5694
ARHGAP12|94134	1876.5472	ARHGAP12|94134	1127.6205
ARHGAP15|55843	106.4138	ARHGAP15|55843	90.426
ARHGAP17|55114	980.5498	ARHGAP17|55114	1390.7835
ARHGAP18|93663	834.2710000000001	ARHGAP18|93663	968.0224
ARHGAP19|84986	454.5893	ARHGAP19|84986	411.9409
ARHGAP1|392	5017.1998	ARHGAP1|392	3686.2139
ARHGAP20|57569	97.0905	ARHGAP20|57569	956.4293
ARHGAP21|57584	1932.8082	ARHGAP21|57584	9175.925
ARHGAP22|58504	36.0071	ARHGAP22|58504	12.7524
ARHGAP23|57636	432.0849	ARHGAP23|57636	509.7092
ARHGAP24|83478	260.7298	ARHGAP24|83478	796.8312
ARHGAP25|9938	244.3337	ARHGAP25|9938	345.0874
ARHGAP26|23092	220.8648	ARHGAP26|23092	934.4025
ARHGAP27|201176	486.9989	ARHGAP27|201176	219.8821
ARHGAP28|79822	708.2463	ARHGAP28|79822	492.3196
ARHGAP29|9411	2420.8327	ARHGAP29|9411	5714.2305
ARHGAP30|257106	289.9855	ARHGAP30|257106	316.8776
ARHGAP31|57514	848.0952	ARHGAP31|57514	3199.6909
ARHGAP32|9743	2622.7295	ARHGAP32|9743	724.9541
ARHGAP33|115703	238.8683	ARHGAP33|115703	28.2098
ARHGAP36|158763	120.5594	ARHGAP36|158763	11.2066
ARHGAP39|80728	224.4012	ARHGAP39|80728	28.5963
ARHGAP42|143872	281.257	ARHGAP42|143872	592.7736
ARHGAP4|393	146.6002	ARHGAP4|393	103.1784
ARHGAP5|394	2495.0973	ARHGAP5|394	3275.8188
ARHGAP6|395	115.094	ARHGAP6|395	270.5053
ARHGAP8|23779	370.1624	ARHGAP8|23779	68.4919
ARHGAP9|64333	121.8454	ARHGAP9|64333	54.1011
ARHGDIA|396	4732.0367	ARHGDIA|396	2541.5902
ARHGDIB|397	5178.9101	ARHGDIB|397	2621.9689
removed	removed	ARHGDIG|398	73.7977
ARHGEF10L|55160	605.6904	ARHGEF10L|55160	376.3888
ARHGEF10|9639	853.2389999999999	ARHGEF10|9639	1610.2792
ARHGEF11|9826	1215.2387	ARHGEF11|9826	1408.9460000000001
ARHGEF12|23365	7076.0328	ARHGEF12|23365	6082.1177
ARHGEF15|22899	162.9963	ARHGEF15|22899	1641.967
ARHGEF16|27237	267.4811	ARHGEF16|27237	90.426
ARHGEF17|9828	1141.9386	ARHGEF17|9828	1288.3779
ARHGEF18|23370	758.3989999999999	ARHGEF18|23370	399.9614
ARHGEF19|128272	437.5502	ARHGEF19|128272	79.6058
ARHGEF1|9138	1158.9777	ARHGEF1|9138	434.7406
ARHGEF2|9181	725.9283	ARHGEF2|9181	1876.9201
ARHGEF33|100271715	9.9662	ARHGEF33|100271715	16.2303
ARHGEF35|445328	286.7706	ARHGEF35|445328	115.15799999999999
ARHGEF37|389337	1072.1749	ARHGEF37|389337	538.6919
ARHGEF38|54848	62.3694	ARHGEF38|54848	6.5694
ARHGEF3|50650	1396.2385	ARHGEF3|50650	543.3291
ARHGEF4|50649	57.547	ARHGEF4|50649	549.1257
ARHGEF5|7984	511.1718	ARHGEF5|7984	200.5603
ARHGEF6|9459	708.2463	ARHGEF6|9459	10866.1965
ARHGEF7|8874	1422.2794	ARHGEF7|8874	3312.5302
ARHGEF9|23229	690.5642	ARHGEF9|23229	638.006
ARID1A|8289	3407.1693	ARID1A|8289	1991.3052
ARID1B|57492	1697.7978	ARID1B|57492	1879.2387
ARID2|196528	1397.203	ARID2|196528	914.6942
ARID3A|1820	32.1492	ARID3A|1820	54.8739
ARID3B|10620	104.8063	ARID3B|10620	79.6058
ARID4A|5926	858.3829	ARID4A|5926	1018.6455
ARID4B|51742	1905.0249	ARID4B|51742	1061.1535
ARID5A|10865	367.1435	ARID5A|10865	135.6391
ARID5B|84159	2111.2361	ARID5B|84159	8307.9896
ARIH1|25820	2005.4654	ARIH1|25820	2845.329
ARIH2|10425	1304.2919	ARIH2|10425	1517.1481
ARL10|285598	30.5417	ARL10|285598	31.3013
ARL11|115761	73.3001	ARL11|115761	22.4133
ARL13B|200894	389.005	ARL13B|200894	300.2608
ARL15|54622	760.0064	ARL15|54622	457.5403
ARL16|339231	352.9979	ARL16|339231	280.1662
ARL17A|51326	256.4765	ARL17A|51326	93.70299999999999
ARL17B|641522	11.773	ARL17B|641522	6.1637
ARL1|400	3142.2601	ARL1|400	3161.4337
ARL2BP|23568	1728.3395	ARL2BP|23568	2774.6111
ARL2|402	647.1628	ARL2|402	1137.2814
ARL3|403	920.7523	ARL3|403	419.2832
ARL4A|10124	364.2501	ARL4A|10124	528.2581
ARL4C|10123	1257.0326	ARL4C|10123	580.8134
ARL4D|379	201.8968	ARL4D|379	100.8598
ARL5A|26225	1094.3578	ARL5A|26225	1785.7212
ARL5B|221079	335.9588	ARL5B|221079	280.939
ARL6IP1|23204	8074.9076	ARL6IP1|23204	7244.5174
ARL6IP4|51329	810.4806	ARL6IP4|51329	571.1525
ARL6IP5|10550	4659.3795	ARL6IP5|10550	8905.0333
ARL6IP6|151188	280.9838	ARL6IP6|151188	284.8034
ARL6|84100	78.444	ARL6|84100	80.3787
ARL8A|127829	920.1093	ARL8A|127829	926.2873
ARL8B|55207	3299.1479999999997	ARL8B|55207	3026.1809999999996
ARMC10|83787	873.1265	ARMC10|83787	844.6836
ARMC1|55156	985.0506	ARMC1|55156	935.5618
ARMC2|84071	58.833	ARMC2|84071	78.0601
ARMC3|219681	39.865	removed	removed
ARMC5|79798	162.6748	ARMC5|79798	70.3314
ARMC6|93436	552.3228	ARMC6|93436	193.6045
ARMC7|79637	501.5271	ARMC7|79637	144.5271
ARMC8|25852	822.3758	ARMC8|25852	1216.1144
ARMC9|80210	524.0315	ARMC9|80210	49.4638
ARMCX1|51309	627.2303	ARMCX1|51309	935.9482
ARMCX2|9823	869.3136	ARMCX2|9823	461.7911
ARMCX3|51566	1725.7676	ARMCX3|51566	2649.7923
ARMCX5|64860	398.3282	ARMCX5|64860	235.726
ARMCX6|54470	223.1153	ARMCX6|54470	162.6896
removed	removed	ARMS2|387715	7.3423
ARNT2|9915	391.2554	ARNT2|9915	50.2367
ARNTL2|56938	40.508	ARNTL2|56938	66.0806
ARNTL|406	253.657	ARNTL|406	180.4657
ARNT|405	1600.3858	ARNT|405	2541.5902
ARPC1A|10552	1714.3868	ARPC1A|10552	2361.6965
ARPC1B|10095	1233.3708	ARPC1B|10095	664.4846
ARPC2|10109	4325.0281	ARPC2|10109	4607.8640000000005
ARPC3|10094	4817.232	ARPC3|10094	3388.6581
ARPC4|10093	2757.0712	ARPC4|10093	2226.9269
ARPC5L|81873	626.9089	ARPC5L|81873	387.9818
ARPC5|10092	3477.5759999999996	ARPC5|10092	2890.542
ARPM1|84517	36.0071	ARPM1|84517	95.4497
ARPP19|10776	5504.2598	ARPP19|10776	10774.2247
removed	removed	ARPP21|10777	18.5489
ARRB1|408	439.1577	ARRB1|408	1170.9014
ARRB2|409	500.5626	ARRB2|409	570.7661
ARRDC1|92714	858.7044	ARRDC1|92714	147.6186
ARRDC2|27106	340.1382	ARRDC2|27106	384.5039
ARRDC3|57561	1916.7336	ARRDC3|57561	2462.3708
ARRDC4|91947	886.9957	ARRDC4|91947	906.1926
ARSA|410	432.0849	ARSA|410	493.8653
ARSB|411	756.1485	ARSB|411	469.1334
ARSD|414	3827.3589	ARSD|414	1241.2327
ARSE|415	88.4102	ARSE|415	5.0237
ARSG|22901	632.0527	ARSG|22901	141.822
ARSH|347527	5.4654	removed	removed
ARSI|340075	174.8915	removed	removed
ARSJ|79642	117.023	ARSJ|79642	22.7997
ARSK|153642	200.2893	ARSK|153642	187.8079
removed	removed	ART4|420	18.5489
ARTN|9048	26.3623	removed	removed
ARV1|64801	491.2394	ARV1|64801	396.097
ARVCF|421	198.3604	ARVCF|421	44.8266
ARX|170302	51.7602	removed	removed
AR|367	1378.878	AR|367	549.5121
AS3MT|57412	218.6144	AS3MT|57412	340.8366
ASAH1|427	10009.6448	ASAH1|427	19590.3777
ASAH2B|653308	20.897	removed	removed
ASAH2|56624	8.6803	removed	removed
ASAM|79827	444.3016	ASAM|79827	5333.9774
ASAP1|50807	1590.0981	ASAP1|50807	1764.0808
ASAP2|8853	969.9405	ASAP2|8853	1823.5919
ASAP3|55616	632.0527	ASAP3|55616	674.331
ASB13|79754	1290.1463	ASB13|79754	314.1725
ASB14|142686	13.1812	ASB14|142686	11.5969
ASB16|92591	8.9343	removed	removed
ASB1|51665	213.7598	ASB1|51665	861.4665
ASB2|51676	37.293	ASB2|51676	9.6609
ASB3|51130	313.7759	ASB3|51130	321.9013
ASB6|140459	580.1254	ASB6|140459	304.0247
ASB7|140460	647.8058	ASB7|140460	521.6887
ASB8|140461	1125.221	ASB8|140461	1033.3301
ASB9|140462	15.1101	ASB9|140462	91.5854
ASCC1|51008	690.2427	ASCC1|51008	711.8153
ASCC2|84164	826.8767	ASCC2|84164	1227.3210000000001
ASCC3|10973	886.9957	ASCC3|10973	914.6942
ASCL2|430	15.1101	ASCL2|430	6.9558
ASF1A|25842	382.2537	ASF1A|25842	454.0624
ASF1B|55723	194.5025	ASF1B|55723	17.7761
removed	removed	ASGR2|433	10.0473
ASH1L|55870	2896.9523	ASH1L|55870	4575.3763
ASH2L|9070	1242.5655	ASH2L|9070	1742.0539
ASL|435	338.8523	ASL|435	209.4484
ASMTL|8623	348.49699999999996	ASMTL|8623	358.9759
ASNA1|439	1259.9261	ASNA1|439	688.6291
ASNSD1|54529	1157.0487	ASNSD1|54529	1456.0912
ASNS|440	381.9322	ASNS|440	214.8585
ASPA|443	5.4654	ASPA|443	364.0228
ASPHD1|253982	23.1474	removed	removed
ASPHD2|57168	66.2273	ASPHD2|57168	17.0032
ASPH|444	5993.5252	ASPH|444	43618.7731
ASPM|259266	193.53799999999998	removed	removed
ASPN|54829	22489.3104	ASPN|54829	1581.6829
ASPRV1|151516	32.5221	ASPRV1|151516	89.429
ASPSCR1|79058	333.7084	ASPSCR1|79058	126.751
ASRGL1|80150	45.0088	ASRGL1|80150	96.9955
ASS1|445	172.6411	ASS1|445	4004.2508
ASTE1|28990	273.9399	ASTE1|28990	213.4287
ASTN1|460	23.7904	ASTN1|460	26.6641
ASTN2|23245	695.7081	ASTN2|23245	87.721
ASXL1|171023	1338.37	ASXL1|171023	1575.8864
ASXL2|55252	607.2979	ASXL2|55252	1202.5891
ASXL3|80816	7.0728	ASXL3|80816	39.8029
ATAD1|84896	1589.1336	ATAD1|84896	1782.2433
ATAD2B|54454	513.1008	ATAD2B|54454	362.0906
ATAD2|29028	1059.6367	ATAD2|29028	350.884
ATAD3A|55210	185.5007	ATAD3A|55210	88.8803
ATAD3B|83858	104.8063	ATAD3B|83858	34.3928
ATAD3C|219293	6.1083	ATAD3C|219293	25.1183
ATAD5|79915	183.8933	ATAD5|79915	27.0505
ATE1|11101	284.8417	ATE1|11101	410.0087
ATF1|466	525.9605	ATF1|466	559.5595
ATF2|1386	600.5465	ATF2|1386	800.3091
ATF3|467	1196.9137	ATF3|467	949.8599
ATF4|468	3384.6648	ATF4|468	5829.0019999999995
ATF5|22809	863.5268	ATF5|22809	379.4802
ATF6B|1388	2049.1882	ATF6B|1388	765.2942
ATF6|22926	1903.231	ATF6|22926	1760.6028
ATF7IP2|80063	196.11	ATF7IP2|80063	147.6186
ATF7IP|55729	1259.2831	ATF7IP|55729	1940.6821
ATF7|11016	2105.7193	ATF7|11016	3183.9977
ATG10|83734	113.4866	ATG10|83734	186.2622
ATG12|9140	612.7632	ATG12|9140	945.2227
ATG16L1|55054	1001.7682	ATG16L1|55054	476.0893
ATG16L2|89849	285.7258	ATG16L2|89849	116.58
ATG2A|23130	439.8007	ATG2A|23130	377.5481
ATG2B|55102	1264.4269	ATG2B|55102	1409.3324
ATG3|64422	859.9904	ATG3|64422	852.4780000000001
ATG4A|115201	432.7279	ATG4A|115201	505.07199999999995
ATG4B|23192	504.099	ATG4B|23192	411.168
ATG4C|84938	344.3176	ATG4C|84938	408.0765
ATG4D|84971	178.1482	ATG4D|84971	101.7873
ATG5|9474	667.4168	ATG5|9474	1152.7389
ATG7|10533	769.6608	ATG7|10533	769.487
ATG9A|79065	914.7758	ATG9A|79065	1722.8442
ATG9B|285973	12.7761	removed	removed
ATHL1|80162	240.1543	ATHL1|80162	127.9103
ATIC|471	2212.506	ATIC|471	1613.3707
ATL1|51062	514.3868	ATL1|51062	224.5194
ATL2|64225	1113.6473	ATL2|64225	940.5855
ATL3|25923	437.5502	ATL3|25923	1544.5851
ATMIN|23300	1705.1921	ATMIN|23300	3191.1893
ATM|472	1628.6771	ATM|472	1754.8063
ATN1|1822	3000.1607	ATN1|1822	4952.565
ATOH8|84913	12.8597	ATOH8|84913	1325.8622
ATOX1|475	713.7116	ATOX1|475	648.4398
ATP10A|57194	436.2643	ATP10A|57194	219.4957
ATP10D|57205	786.0473	ATP10D|57205	527.0988
ATP11A|23250	428.5485	ATP11A|23250	780.2145
ATP11B|23200	1563.0928	ATP11B|23200	2429.1373
ATP11C|286410	481.9161	ATP11C|286410	1328.5673
ATP13A1|57130	1418.743	ATP13A1|57130	402.28
ATP13A2|23400	2238.5469	ATP13A2|23400	413.4866
ATP13A3|79572	2446.552	ATP13A3|79572	5270.2154
