gene_id	TCGA-BH-A0B7-01A-12R-A115-07	gene_id	TCGA-BH-A0B7-11A-34R-A115-07
CD160|11126	17.8699	CD160|11126	30.2115
CD163L1|283316	130.0929	CD163L1|283316	146.7415
CD163|9332	1021.8013	CD163|9332	206.7328
CD164L2|388611	11.0793	CD164L2|388611	104.4454
CD164|8763	16545.747	CD164|8763	11040.5697
CD180|4064	157.2552	CD180|4064	210.1856
CD19|930	79.3424	lowly_expressed	lowly_expressed
CD1A|909	5.361000000000001	lowly_expressed	lowly_expressed
CD1B|910	23.5883	lowly_expressed	lowly_expressed
CD1C|911	147.248	CD1C|911	30.6431
CD1D|912	52.5375	CD1D|912	35.3906
CD1E|913	176.9121	CD1E|913	41.8645
CD200R1|131450	56.4689	CD200R1|131450	17.2637
CD200|4345	421.3724	CD200|4345	778.5930000000001
CD207|50489	22.8735	CD207|50489	22.8744
CD209|30835	73.2666	CD209|30835	53.9491
CD226|10666	64.6891	CD226|10666	30.2115
CD22|933	295.5683	CD22|933	478.2046
CD244|51744	18.5847	CD244|51744	15.5373
CD247|919	258.7563	CD247|919	57.8334
CD248|57124	1730.5218	CD248|57124	655.5891
CD24|100133941	44923.5168	CD24|100133941	16425.9819
CD274|29126	22.5161	CD274|29126	26.7587
CD276|80381	4495.3538	CD276|80381	1495.8999
CD27|939	345.7684	CD27|939	61.4631
CD28|940	173.3381	CD28|940	31.0747
CD2AP|23607	2189.4210000000003	CD2AP|23607	1945.1877
CD2BP2|10421	1996.0686	CD2BP2|10421	1255.9344
CD2|914	703.3595	CD2|914	195.94299999999998
CD300A|11314	169.7641	CD300A|11314	103.1506
CD300C|10871	38.2416	CD300C|10871	15.5373
CD300LB|124599	27.1623	CD300LB|124599	8.2003
CD300LF|146722	44.6748	CD300LF|146722	17.2637
CD300LG|146894	148.6776	CD300LG|146894	309.8835
CD302|9936	939.2995	CD302|9936	1577.3716
CD320|51293	306.2902	CD320|51293	315.0626
CD33|945	72.1944	CD33|945	21.148000000000003
CD34|947	2719.7999	CD34|947	1950.7984
CD36|948	3511.0793	CD36|948	3996.9789
CD37|951	761.258	CD37|951	148.8994
CD38|952	63.2595	CD38|952	13.3794
CD3D|915	253.0379	CD3D|915	56.5386
CD3EAP|10849	406.0043	CD3EAP|10849	600.7769
CD3E|916	855.2538	CD3E|916	223.9965
CD3G|917	115.0822	CD3G|917	37.5486
CD40LG|959	126.1615	CD40LG|959	25.464000000000002
CD40|958	351.3224	CD40|958	235.6495
CD44|960	17939.9571	CD44|960	7351.7479
CD46|4179	7374.5533	CD46|4179	6822.1839
CD47|961	1527.8771	CD47|961	4093.6556
CD48|962	735.168	CD48|962	181.2689
CD4|920	1904.2173	CD4|920	620.1985
CD52|1043	970.6934	CD52|1043	119.1196
CD53|963	1325.2323	CD53|963	386.2754
CD55|1604	4142.2445	CD55|1604	1249.4605
CD58|965	260.5432	CD58|965	164.8684
CD59|966	19348.8206	CD59|966	19566.2495
CD5|921	390.2788	CD5|921	47.0436
CD63|967	15319.1565	CD63|967	5523.0902
CD68|968	2541.8156	CD68|968	706.9486
CD69|969	440.6719	CD69|969	114.37200000000001
CD6|923	411.3653	CD6|923	85.0237
CD70|970	7.5054	lowly_expressed	lowly_expressed
CD72|971	67.1909	CD72|971	19.4217
CD74|972	42060.7577	CD74|972	16720.7596
CD79A|973	525.7327	CD79A|973	118.2564
CD79B|974	244.4603	CD79B|974	71.6444
CD7|924	155.1108	CD7|924	37.5486
CD80|941	18.5847	CD80|941	5.6107
CD81|975	12033.5954	CD81|975	7111.7825
CD82|3732	2008.5776	CD82|3732	1626.6724
CD83|9308	426.0186	CD83|9308	261.5451
CD84|8832	185.1322	CD84|8832	54.3807
CD86|942	255.5397	CD86|942	72.5076
CD8A|925	616.8692	CD8A|925	279.2404
CD8B|926	165.8327	CD8B|926	44.45399999999999
CD93|22918	3869.5497	CD93|22918	1691.8429
CD96|10225	458.1844	CD96|10225	165.3
CD97|976	1179.4139	CD97|976	644.3677
CD99L2|83692	1075.411	CD99L2|83692	908.5024
CD99|4267	5889.9214	CD99|4267	668.1053
CD9|928	7043.96	CD9|928	4886.0596
CDADC1|81602	97.5697	CDADC1|81602	274.0613
CDAN1|146059	283.7741	CDAN1|146059	499.3526
CDA|978	23.9457	lowly_expressed	lowly_expressed
CDC123|8872	1272.2087	CDC123|8872	871.2085
CDC14A|8556	218.0129	CDC14A|8556	545.533
CDC14B|8555	223.3738	CDC14B|8555	712.5593
lowly_expressed	lowly_expressed	CDC14C|168448	10.3582
CDC16|8881	1011.7941	CDC16|8881	1593.0082
CDC20B|166979	282.7019	lowly_expressed	lowly_expressed
CDC20|991	602.9307	CDC20|991	69.918
CDC23|8697	1067.5482	CDC23|8697	1011.2214
CDC25A|993	184.06	CDC25A|993	59.5598
CDC25B|994	2539.3138	CDC25B|994	536.4696
CDC25C|995	144.7534	CDC25C|995	13.3794
CDC26|246184	119.61399999999999	CDC26|246184	105.21799999999999
CDC27|996	931.0222	CDC27|996	1490.7208
CDC34|997	1141.1723	CDC34|997	452.309
CDC37L1|55664	205.5039	CDC37L1|55664	495.4683
CDC37|11140	2498.9278	CDC37|11140	2062.5809
CDC40|51362	705.8613	CDC40|51362	956.4091
CDC42BPA|8476	2478.1987	CDC42BPA|8476	1657.7471
CDC42BPB|9578	3274.8392	CDC42BPB|9578	2864.0483
CDC42BPG|55561	873.8385	CDC42BPG|55561	964.1778
CDC42EP1|11135	1410.2931	CDC42EP1|11135	1307.2939
CDC42EP2|10435	244.4603	CDC42EP2|10435	166.1631
CDC42EP3|10602	718.0129	CDC42EP3|10602	1000.4316
CDC42EP4|23580	1942.4589	CDC42EP4|23580	3753.1290000000004
CDC42EP5|148170	79.3424	CDC42EP5|148170	103.5822
CDC42SE1|56882	6578.7634	CDC42SE1|56882	2844.8166
CDC42SE2|56990	1759.4711	CDC42SE2|56990	1753.9922
CDC42|998	10543.6026	CDC42|998	4956.4091
CDC45|8318	187.9914	CDC45|8318	44.8856
CDC5L|988	1228.3774	CDC5L|988	1490.2892
CDC6|990	553.2523	CDC6|990	114.8036
CDC73|79577	1251.9657	CDC73|79577	1250.3237
CDC7|8317	73.2666	CDC7|8317	95.382
CDCA2|157313	88.6347	CDCA2|157313	48.3384
CDCA3|83461	114.8749	CDCA3|83461	40.0863
CDCA4|55038	236.2402	CDCA4|55038	285.2827
CDCA5|113130	451.3939	CDCA5|113130	116.0984
CDCA7L|55536	281.6333	CDCA7L|55536	1040.0388
CDCA7|83879	155.1108	CDCA7|83879	201.1221
CDCA8|55143	402.4303	CDCA8|55143	76.3919
CDCP1|64866	2706.2187	CDCP1|64866	815.71
CDH11|1009	3333.0951	CDH11|1009	1033.2326
CDH12|1010	5.7184	CDH12|1010	21.148000000000003
CDH13|1012	415.2966	CDH13|1012	282.6931
CDH15|1013	22.8735	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CDH19|28513	13.811
CDH1|999	19155.4682	CDH1|999	12492.4471
CDH20|28316	5.361000000000001	lowly_expressed	lowly_expressed
CDH22|64405	14.2959	CDH22|64405	9.0634
CDH23|64072	175.8399	CDH23|64072	518.7743
CDH24|64403	209.0779	CDH24|64403	80.7078
CDH26|60437	117.584	CDH26|60437	12.5162
CDH2|1000	1074.6962	CDH2|1000	10.7898
CDH3|1001	781.2723	CDH3|1001	3164.0052
lowly_expressed	lowly_expressed	CDH4|1002	24.6008
CDH5|1003	1685.8470000000002	CDH5|1003	878.7225
CDH6|1004	110.7934	CDH6|1004	82.0026
CDH8|1006	7.148	CDH8|1006	14.6741
CDHR1|92211	16.0829	CDHR1|92211	18.1269
CDHR3|222256	6.7977	CDHR3|222256	50.0777
CDIPT|10423	1747.3195	CDIPT|10423	1416.0552
CDK10|8558	319.8713	CDK10|8558	782.9089
CDK11A|728642	573.9064	CDK11A|728642	619.4476
CDK11B|984	612.2981	CDK11B|984	709.8576
CDK12|51755	2038.2416	CDK12|51755	1764.3505
CDK13|8621	1503.9314	CDK13|8621	1432.4558
CDK14|5218	577.198	CDK14|5218	789.3828
CDK16|5127	2822.0157	CDK16|5127	1365.9905
CDK17|5128	858.1129	CDK17|5128	1031.0747
CDK18|5129	129.7355	CDK18|5129	416.0552
CDK19|23097	525.5826	CDK19|23097	851.5753
CDK1|983	748.7491	CDK1|983	125.1618
CDK20|23552	100.4289	lowly_expressed	lowly_expressed
CDK2AP1|8099	3753.3953	CDK2AP1|8099	1968.4937
CDK2AP2|10263	971.4081	CDK2AP2|10263	491.1524
CDK2|1017	655.1108	CDK2|1017	623.6513
CDK3|1018	28.456	CDK3|1018	166.6811
CDK4|1019	2127.5911	CDK4|1019	1755.287
CDK5R1|8851	122.5876	CDK5R1|8851	108.7613
CDK5RAP1|51654	312.0086	CDK5RAP1|51654	529.9957
CDK5RAP2|55755	1294.8535	CDK5RAP2|55755	2104.4454
CDK5RAP3|80279	734.8106	CDK5RAP3|80279	2575.3129
CDK5|1020	333.4525	CDK5|1020	141.994
CDK6|1021	958.5418	CDK6|1021	1540.3539
CDK7|1022	348.4632	CDK7|1022	477.3414
CDK8|1024	125.0893	CDK8|1024	148.4678
CDK9|1025	1070.7648	CDK9|1025	962.883
CDKAL1|54901	236.2402	CDKAL1|54901	380.6647
CDKL1|8814	21.8013	CDKL1|8814	18.1269
lowly_expressed	lowly_expressed	CDKL2|8999	61.7177
CDKL3|51265	42.534	CDKL3|51265	30.3798
CDKL5|6792	176.5547	CDKL5|6792	85.4553
CDKN1A|1026	1968.1916	CDKN1A|1026	940.8718
CDKN1B|1027	1260.5432	CDKN1B|1027	1982.3047
CDKN1C|1028	554.6819	CDKN1C|1028	417.7816
CDKN2AIPNL|91368	318.4417	CDKN2AIPNL|91368	259.3871
CDKN2AIP|55602	400.6433	CDKN2AIP|55602	667.2421
CDKN2A|1029	91.8513	CDKN2A|1029	27.1903
CDKN2B|1030	318.7991	CDKN2B|1030	178.2477
CDKN2C|1031	438.5275	CDKN2C|1031	323.6944
CDKN2D|1032	199.7856	CDKN2D|1032	49.6331
CDKN3|1033	153.6812	CDKN3|1033	11.2214
CDNF|441549	23.2309	CDNF|441549	49.6331
CDO1|1036	118.6562	CDO1|1036	215.3647
CDON|50937	714.4389	CDON|50937	657.7471
CDR1|1038	18.9385	CDR1|1038	7.4881
CDR2L|30850	1082.559	CDR2L|30850	446.6983
CDR2|1039	1577.1979999999999	CDR2|1039	481.2257
CDRT15P|94158	14.2959	CDRT15P|94158	8.2003
CDRT4|284040	125.4467	CDRT4|284040	396.435
CDS1|1040	1901.3581	CDS1|1040	967.199
CDS2|8760	711.5797	CDS2|8760	741.0445
CDSN|1041	17.8699	CDSN|1041	29.7799
CDT1|81620	199.0708	CDT1|81620	111.7825
CDV3|55573	4183.7026	CDV3|55573	4022.8744
CDX1|1044	5.361000000000001	lowly_expressed	lowly_expressed
CDYL2|124359	213.7241	CDYL2|124359	94.5188
CDYL|9425	911.3653	CDYL|9425	716.4437
CEACAM19|56971	25.7327	CEACAM19|56971	76.3919
CEACAM1|634	1292.3517	CEACAM1|634	1003.4527
CEACAM21|90273	16.0829	CEACAM21|90273	7.7687
CEACAM5|1048	157.97	lowly_expressed	lowly_expressed
CEACAM6|4680	10794.1387	CEACAM6|4680	82.8658
CEACAM7|1087	36.812	lowly_expressed	lowly_expressed
CEBPA|1050	768.0486	CEBPA|1050	408.2866
CEBPB|1051	2818.0843	CEBPB|1051	1069.0548
CEBPD|1052	611.1508	CEBPD|1052	788.9512
CEBPG|1054	987.4911	CEBPG|1054	807.5097
CEBPZ|10153	1338.0986	CEBPZ|10153	1667.6737
CECR1|51816	1669.4067	CECR1|51816	1976.694
CECR2|27443	141.1723	CECR2|27443	40.5697
CECR5|27440	434.2387	CECR5|27440	594.7346
CECR6|27439	31.0936	CECR6|27439	21.5796
CECR7|100130418	32.8806	CECR7|100130418	184.29
CELF1|10658	2093.9957	CELF1|10658	2415.6237
CELF2|10659	972.8377	CELF2|10659	882.6068
CELF4|56853	53.6097	CELF4|56853	13.811
CELF5|60680	15.0107	CELF5|60680	108.7613
CELF6|60677	7.2266	CELF6|60677	119.3958
CELSR1|9620	1933.1665	CELSR1|9620	3028.4851
CELSR2|1952	832.7377	CELSR2|1952	4362.1062
CELSR3|1951	356.0901	CELSR3|1951	80.2762
CEL|1056	7.8628	CEL|1056	14.2426
CEMP1|752014	85.4182	CEMP1|752014	140.2244
CEND1|51286	5.0036	lowly_expressed	lowly_expressed
CENPA|1058	156.183	CENPA|1058	10.7898
CENPBD1|92806	374.9107	CENPBD1|92806	336.6422
CENPB|1059	2227.6626	CENPB|1059	1421.2344
CENPC1|1060	377.4124	CENPC1|1060	716.8753
CENPE|1062	423.5168	CENPE|1062	73.8023
CENPF|1063	3831.3081	CENPF|1063	388.4333
CENPH|64946	144.0315	CENPH|64946	151.9206
CENPI|2491	119.0136	CENPI|2491	12.0846
CENPJ|55835	118.2988	CENPJ|55835	362.5378
CENPK|64105	60.0429	CENPK|64105	49.2016
CENPL|91687	271.98	CENPL|91687	96.2451
CENPM|79019	39.6712	CENPM|79019	33.2326
CENPN|55839	411.9907	CENPN|55839	152.4946
CENPO|79172	165.7505	CENPO|79172	85.8869
CENPP|401541	64.4568	CENPP|401541	56.0768
CENPQ|55166	88.6347	CENPQ|55166	127.7514
CENPT|80152	192.995	CENPT|80152	618.4722
CENPV|201161	83.6312	CENPV|201161	175.6582
CENPW|387103	183.3452	CENPW|387103	96.6767
CEP110|11064	587.2051	CEP110|11064	966.7674
CEP120|153241	417.7984	CEP120|153241	885.1964
CEP135|9662	234.0958	CEP135|9662	359.085
CEP152|22995	74.3388	CEP152|22995	152.7838
CEP164|22897	497.4982	CEP164|22897	868.3643
CEP170|9859	1280.9149	CEP170|9859	1152.3522
CEP192|55125	574.6962	CEP192|55125	981.0099
CEP250|11190	840.6004	CEP250|11190	851.5322
CEP290|80184	296.5046	CEP290|80184	874.3807
CEP350|9857	1972.4803	CEP350|9857	1923.1765
CEP55|55165	455.6826	CEP55|55165	47.9068
CEP57|9702	622.5876	CEP57|9702	1213.6383
CEP63|80254	508.2952	CEP63|80254	759.1152
CEP68|23177	741.2437	CEP68|23177	1460.5093
CEP70|80321	344.8892	CEP70|80321	337.0738
CEP72|55722	28.5919	CEP72|55722	112.6457
CEP76|79959	133.3095	CEP76|79959	182.9953
CEP78|84131	195.4968	CEP78|84131	318.9469
CEP97|79598	231.59400000000002	CEP97|79598	212.7751
CEPT1|10390	736.955	CEPT1|10390	848.9426
CERCAM|51148	1345.9614	CERCAM|51148	522.227
CERKL|375298	91.9407	CERKL|375298	49.5857
CERK|64781	613.2952	CERK|64781	746.6552
CES1|1066	575.0536	CES1|1066	460.0777
CES2|8824	747.6769	CES2|8824	1238.6707
CES3|23491	178.6991	CES3|23491	113.9404
CES8|283848	18.9421	CES8|283848	140.6992
CETN2|1069	2152.2516	CETN2|1069	974.1044
CETN3|1070	213.7241	CETN3|1070	347.43199999999996
CETP|1071	55.3967	lowly_expressed	lowly_expressed
CFB|629	9195.6576	CFB|629	1053.9491
CFDP1|10428	863.8313	CFDP1|10428	889.5123
CFD|1675	1129.0207	CFD|1675	710.4014
CFH|3075	2715.1537	CFH|3075	520.0691
CFI|3426	610.0786	CFI|3426	557.186
CFL1|1072	18290.5647	CFL1|1072	6642.2098
CFL2|1073	235.5254	CFL2|1073	564.9547
CFLAR|8837	1181.9157	CFLAR|8837	1109.1929
lowly_expressed	lowly_expressed	CFLP1|142913	6.4739
CFP|5199	93.9957	CFP|5199	18.1269
CFTR|1080	15.0107	CFTR|1080	88.4765
CG030|116828	12.1515	CG030|116828	96.6767
lowly_expressed	lowly_expressed	CGB7|94027	13.4139
CGGBP1|8545	2528.6312	CGGBP1|8545	2920.1683
CGNL1|84952	2055.7541	CGNL1|84952	2894.6914
CGN|57530	278.7706	CGN|57530	1337.9370000000001
CGREF1|10669	115.2966	CGREF1|10669	280.2072
CGRRF1|10668	161.54399999999998	CGRRF1|10668	248.5973
CH25H|9023	165.1179	CH25H|9023	15.5373
CHAC1|79094	26.0901	CHAC1|79094	18.1269
CHAC2|494143	41.8156	CHAC2|494143	22.0112
CHADL|150356	46.4618	CHADL|150356	81.571
CHAD|1101	31.0936	CHAD|1101	1005.9991
CHAF1A|10036	374.9107	CHAF1A|10036	372.89599999999996
CHAF1B|8208	349.17800000000005	CHAF1B|8208	202.8485
CHCHD10|400916	413.5096	CHCHD10|400916	195.94299999999998
CHCHD1|118487	487.4911	CHCHD1|118487	322.8312
CHCHD2|51142	4526.8049	CHCHD2|51142	2397.4968
CHCHD3|54927	756.9693	CHCHD3|54927	529.1325
CHCHD4|131474	233.38099999999997	CHCHD4|131474	242.9866
CHCHD5|84269	216.9407	CHCHD5|84269	154.0785
CHCHD6|84303	126.8763	CHCHD6|84303	113.0773
CHCHD7|79145	192.2802	CHCHD7|79145	430.7294
CHCHD8|51287	696.9264	CHCHD8|51287	466.9832
CHD1L|9557	757.6841	CHD1L|9557	980.1467
CHD1|1105	855.9685	CHD1|1105	1492.4471
CHD2|1106	2087.2051	CHD2|1106	4072.0759999999996
CHD3|1107	4490.3503	CHD3|1107	4950.3669
CHD4|1108	8752.5768	CHD4|1108	6169.7626
CHD5|26038	12.1515	lowly_expressed	lowly_expressed
CHD6|84181	1586.4904	CHD6|84181	3145.4467
CHD7|55636	635.0965	CHD7|55636	1074.6655
CHD8|57680	1734.8106	CHD8|57680	2681.0531
CHD9|80205	960.6862	CHD9|80205	2641.7782
CHDH|55349	353.4668	CHDH|55349	1328.0104
CHEK1|1111	299.4996	CHEK1|1111	116.9616
CHEK2|11200	140.1001	CHEK2|11200	202.8485
CHERP|10523	845.1966	CHERP|10523	1283.5132
CHFR|55743	538.599	CHFR|55743	370.3064
CHGB|1114	6.7906	lowly_expressed	lowly_expressed
CHI3L1|1116	1213.0093	CHI3L1|1116	1180.8373
CHI3L2|1117	191.5654	CHI3L2|1117	749.2447
CHIC1|53344	150.4646	CHIC1|53344	437.2033
CHIC2|26511	190.8506	CHIC2|26511	231.3336
CHID1|66005	1704.0743	CHID1|66005	1296.9357
CHIT1|1118	833.4525	CHIT1|1118	97.1083
CHKA|1119	350.6076	CHKA|1119	1410.4445
CHKB-CPT1B|386593	66.5404	CHKB-CPT1B|386593	570.4057
CHKB|1120	132.4017	CHKB|1120	275.9948
CHL1|10752	350.6076	CHL1|10752	681.9163
CHML|1122	1969.9786	CHML|1122	744.0656
CHMP1A|5119	2007.8628	CHMP1A|5119	1394.4756
CHMP1B|57132	1701.5726	CHMP1B|57132	1569.2706
CHMP2A|27243	1752.3231	CHMP2A|27243	1167.8895
CHMP2B|25978	1272.3374	CHMP2B|25978	1097.9715
CHMP4A|29082	825.143	CHMP4A|29082	825.7229
CHMP4B|128866	2691.5654	CHMP4B|128866	2411.3077
CHMP4C|92421	111.5082	CHMP4C|92421	757.445
CHMP5|51510	1247.6519	CHMP5|51510	1193.3535
CHMP6|79643	403.8599	CHMP6|79643	384.1174
CHMP7|91782	1209.0779	CHMP7|91782	1128.183
CHM|1121	637.9557	CHM|1121	769.5296
CHN1|1123	549.6783	CHN1|1123	182.1321
CHN2|1124	138.6705	CHN2|1124	57.8334
CHODL|140578	16.4403	CHODL|140578	25.0324
CHORDC1|26973	408.5061	CHORDC1|26973	502.3738
CHPF2|54480	1755.8971	CHPF2|54480	873.1118
CHPF|79586	3802.3588	CHPF|79586	1103.5822
CHPT1|56994	668.3345	CHPT1|56994	2536.8494
CHP|11261	5182.6305	CHP|11261	2484.2469
CHRAC1|54108	300.2144	CHRAC1|54108	497.6262
CHRDL1|91851	1260.5432	CHRDL1|91851	1336.6422
CHRDL2|25884	8.935	CHRDL2|25884	6.9055
CHRD|8646	77.19800000000001	CHRD|8646	75.5287
CHRFAM7A|89832	10.7219	CHRFAM7A|89832	22.5809
CHRM1|1128	82.559	CHRM1|1128	318.5153
lowly_expressed	lowly_expressed	CHRM3|1131	37.9801
CHRM4|1132	6.4332	lowly_expressed	lowly_expressed
CHRM5|1133	8.2202	lowly_expressed	lowly_expressed
CHRNA10|57053	9.2924	CHRNA10|57053	9.9266
CHRNA1|1134	32.5232	CHRNA1|1134	5.6107
lowly_expressed	lowly_expressed	CHRNA2|1135	6.9055
CHRNA3|1136	11.0793	lowly_expressed	lowly_expressed
CHRNA5|1138	332.3803	CHRNA5|1138	50.0647
CHRNB1|1140	161.1472	CHRNB1|1140	159.6893
lowly_expressed	lowly_expressed	CHRNB2|1141	64.7389
CHRNE|1145	15.7934	CHRNE|1145	24.2426
CHST10|9486	237.6698	CHST10|9486	251.6185
CHST11|50515	213.3667	CHST11|50515	54.3807
CHST12|55501	348.4632	CHST12|55501	170.4791
CHST13|166012	8.5776	lowly_expressed	lowly_expressed
CHST14|113189	646.8906	CHST14|113189	418.6448
CHST15|51363	1657.6126	CHST15|51363	941.3034
CHST1|8534	1949.9643	CHST1|8534	29.7799
CHST2|9435	166.5475	CHST2|9435	293.9145
CHST3|9469	525.3753	CHST3|9469	1528.2693
lowly_expressed	lowly_expressed	CHST4|10164	58.265
lowly_expressed	lowly_expressed	CHST5|23563	11.6573
CHST6|4166	52.5375	CHST6|4166	19.8533
CHST7|56548	103.6455	CHST7|56548	74.6655
CHST8|64377	39.3138	CHST8|64377	135.9517
CHST9|83539	9.6497	CHST9|83539	562.7967
CHSY1|22856	2007.8628	CHSY1|22856	2866.2063
CHSY3|337876	141.8871	CHSY3|337876	39.7065
CHTF18|63922	147.9628	CHTF18|63922	247.3025
CHTF8|54921	2328.624	CHTF8|54921	2502.8054
CHUK|1147	727.3052	CHUK|1147	572.2918
CHURC1|91612	1329.2244	CHURC1|91612	1716.8753
CIAO1|9391	1776.2688	CIAO1|9391	1844.6267
CIAPIN1|57019	893.4954	CIAPIN1|57019	681.0531
CIB1|10519	2865.2609	CIB1|10519	1018.1269
CIB2|10518	95.0679	CIB2|10518	39.2749
CIC|23152	1380.2716	CIC|23152	1926.1977
CIDEA|1149	56.4689	CIDEA|1149	63.4441
CIDEB|27141	187.8985	CIDEB|27141	409.4864
CIDECP|152302	110.436	CIDECP|152302	84.1606
CIDEC|63924	456.7548	CIDEC|63924	395.7704
CIITA|4261	428.5204	CIITA|4261	236.0811
CILP2|148113	191.5654	CILP2|148113	15.5373
CILP|8483	11295.9257	CILP|8483	304.2728
CINP|51550	353.8242	CINP|51550	313.7678
CIR1|9541	908.8635	CIR1|9541	1052.6543
CIRBP|1153	2194.4246	CIRBP|1153	7346.1372
CIRH1A|84916	622.945	CIRH1A|84916	1009.495
CISD1|55847	424.2316	CISD1|55847	258.524
CISD2|493856	634.0207	CISD2|493856	388.8649
CISD3|284106	1255.8792	CISD3|284106	415.1101
CISH|1154	823.8027	CISH|1154	965.041
CITED1|4435	46.1044	CITED1|4435	1412.1709
CITED2|10370	1623.6598	CITED2|10370	3326.284
CITED4|163732	91.8513	CITED4|163732	1073.3707
CIT|11113	418.5132	CIT|11113	173.0686
CIZ1|25792	1392.7806	CIZ1|25792	1957.2723
CKAP2L|150468	234.4532	CKAP2L|150468	23.7376
CKAP2|26586	466.76199999999994	CKAP2|26586	439.3612
CKAP4|10970	5116.1544	CKAP4|10970	1723.7808
CKAP5|9793	3645.8184	CKAP5|9793	2407.4234
CKB|1152	2308.792	CKB|1152	201.5537
CKLF|51192	513.9385	CKLF|51192	216.2279
CKMT1A|548596	1107.5768	CKMT1A|548596	157.9629
CKMT1B|1159	1319.1565	CKMT1B|1159	368.1485
CKMT2|1160	27.5197	CKMT2|1160	67.76
CKM|1158	6.7906	lowly_expressed	lowly_expressed
CKS1B|1163	983.5597	CKS1B|1163	462.2356
CKS2|1164	377.055	CKS2|1164	124.2987
CLASP1|23332	1647.6054	CLASP1|23332	1795.4251
CLASP2|23122	941.7441	CLASP2|23122	1589.1239
CLCA2|9635	7025.3753	CLCA2|9635	45.3172
lowly_expressed	lowly_expressed	CLCA4|22802	138.1096
CLCC1|23155	1293.1916	CLCC1|23155	1026.4264
CLCF1|23529	104.3603	CLCF1|23529	56.5386
CLCN1|1180	8.5776	CLCN1|1180	5.6107
CLCN2|1181	74.3388	CLCN2|1181	77.2551
CLCN3|1182	2761.258	CLCN3|1182	2047.4752
CLCN4|1183	127.9485	CLCN4|1183	135.0885
CLCN5|1184	269.4782	CLCN5|1184	130.341
CLCN6|1185	238.3846	CLCN6|1185	676.3056
CLCN7|1186	2198.356	CLCN7|1186	1161.4156
CLCNKA|1187	5.361000000000001	CLCNKA|1187	10.7898
lowly_expressed	lowly_expressed	CLDN10|9071	46.4048
CLDN11|5010	246.6047	CLDN11|5010	1090.2028
CLDN12|9069	1196.569	CLDN12|9069	1435.0453
CLDN14|23562	10.0071	lowly_expressed	lowly_expressed
CLDN15|24146	151.1794	CLDN15|24146	134.2253
lowly_expressed	lowly_expressed	CLDN19|149461	265.861
CLDN1|9076	2443.5311	CLDN1|9076	406.9918
CLDN23|137075	196.9264	CLDN23|137075	137.678
CLDN25|644672	7.8628	lowly_expressed	lowly_expressed
CLDN2|9075	10.3645	CLDN2|9075	8.2003
CLDN3|1365	1686.9192	CLDN3|1365	706.0855
CLDN4|1364	4461.0436	CLDN4|1364	4935.6927
CLDN5|7122	397.0693	CLDN5|7122	320.6733
CLDN7|1366	3391.7084	CLDN7|1366	1280.5352
CLDN8|9073	218.0129	CLDN8|9073	1342.2529
CLDN9|9080	18.2273	lowly_expressed	lowly_expressed
CLDND1|56650	973.1951	CLDND1|56650	1208.0276
CLEC10A|10462	273.4096	CLEC10A|10462	54.8123
CLEC11A|6320	292.7091	CLEC11A|6320	106.1718
CLEC12A|160364	30.3788	CLEC12A|160364	19.4217
CLEC14A|161198	666.5475	CLEC14A|161198	378.5067
CLEC16A|23274	817.0122	CLEC16A|23274	875.7013
CLEC17A|388512	18.5847	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CLEC18A|348174	6.4264
CLEC1A|51267	96.8549	CLEC1A|51267	93.22399999999999
CLEC2B|9976	277.341	CLEC2B|9976	167.4579
CLEC2D|29121	542.5304	CLEC2D|29121	472.5939
CLEC3A|10143	211.5797	CLEC3A|10143	9.0634
CLEC3B|7123	332.0229	CLEC3B|7123	315.4942
CLEC4A|50856	59.3281	CLEC4A|50856	40.5697
CLEC4C|170482	10.0071	lowly_expressed	lowly_expressed
CLEC4E|26253	33.238	CLEC4E|26253	8.2003
CLEC4F|165530	8.935	CLEC4F|165530	53.0859
CLEC5A|23601	44.6748	CLEC5A|23601	13.3794
CLEC7A|64581	162.2588	CLEC7A|64581	153.2154
CLEC9A|283420	15.0107	CLEC9A|283420	15.9689
CLECL1|160365	25.0179	CLECL1|160365	6.0423
CLGN|1047	238.74200000000002	CLGN|1047	100.5611
CLIC1|1192	7147.2480000000005	CLIC1|1192	3089.3397
CLIC2|1193	498.213	CLIC2|1193	293.9145
CLIC3|9022	28.5919	CLIC3|9022	6.0423
CLIC4|25932	7039.6712	CLIC4|25932	5511.0056
CLIC5|53405	202.6447	CLIC5|53405	235.218
CLIC6|54102	906.0043	CLIC6|54102	784.2037
CLINT1|9685	3261.6154	CLINT1|9685	1866.6379
CLIP1|6249	2853.1094	CLIP1|6249	2236.0811
CLIP2|7461	383.1308	CLIP2|7461	453.6038
CLIP3|25999	380.629	CLIP3|25999	563.2283
CLIP4|79745	196.56900000000002	CLIP4|79745	894.6914
CLK1|1195	846.3188	CLK1|1195	3557.1859999999997
CLK2P|1197	11.4367	CLK2P|1197	14.6741
CLK2|1196	714.7963	CLK2|1196	838.5844
CLK3|1198	685.1322	CLK3|1198	844.6267
CLK4|57396	235.8828	CLK4|57396	994.8209
CLLU1OS|574016	6.4332	lowly_expressed	lowly_expressed
