gene_id	TCGA-BH-A18S-01A-11R-A12D-07	gene_id	TCGA-BH-A18S-11A-43R-A12D-07
CPNE5|57699	921.9630000000001	CPNE5|57699	39.8482
CPNE6|9362	23.5145	lowly_expressed	lowly_expressed
CPNE7|27132	6.2052	CPNE7|27132	13.2827
CPNE8|144402	48.6619	CPNE8|144402	321.6319
CPOX|1371	355.3297	CPOX|1371	297.4383
CPO|130749	11.4306	lowly_expressed	lowly_expressed
CPPED1|55313	389.9482	CPPED1|55313	668.8805
CPS1|1373	651.8732	CPS1|1373	223.9089
CPSF1|29894	609.4166	CPSF1|29894	1427.4194
CPSF2|53981	1908.5908	CPSF2|53981	1060.7211
CPSF3L|54973	1271.0875	CPSF3L|54973	1186.4326
CPSF3|51692	919.6769	CPSF3|51692	621.9165
CPSF4|10898	366.7603	CPSF4|10898	412.7135
CPSF6|11052	1599.3102	CPSF6|11052	1567.8368
CPSF7|79869	1989.2585	CPSF7|79869	2095.351
CPT1A|1374	1064.3562	CPT1A|1374	2278.9374
CPT1B|1375	207.5119	CPT1B|1375	332.4004
CPT1C|126129	9.7977	CPT1C|126129	28.9374
CPT2|1376	998.385	CPT2|1376	600.0949
CPVL|54504	218.8152	CPVL|54504	803.1309
CPXM1|56265	42.1301	CPXM1|56265	623.814
CPXM2|119587	261.925	CPXM2|119587	1069.7343
CPZ|8532	19.2688	CPZ|8532	137.5712
CP|1356	456.9416	CP|1356	1947.1015
CR1|1378	10.1243	CR1|1378	255.6926
lowly_expressed	lowly_expressed	CR2|1380	15.6546
CRABP1|1381	6596.7873	CRABP1|1381	142.315
CRABP2|1382	25694.4524	CRABP2|1382	2622.3909
CRADD|8738	117.2457	CRADD|8738	144.2125
CRAMP1L|57585	242.9861	CRAMP1L|57585	789.8719
CRAT|1384	1010.7954	CRAT|1384	925.0474
CRB1|23418	34.6185	CRB1|23418	5.6926
lowly_expressed	lowly_expressed	CRB2|286204	67.8368
CRB3|92359	357.2892	CRB3|92359	142.7894
CRBN|51185	749.4419	CRBN|51185	920.4791
CRCP|27297	1207.7291	CRCP|27297	739.0892
CREB1|1385	1100.281	CREB1|1385	1423.6243
CREB3L1|90993	1822.0445	CREB3L1|90993	246.6793
CREB3L2|64764	2609.7791	CREB3L2|64764	3143.2638
CREB3L4|148327	7976.6292	CREB3L4|148327	748.5769
CREB3|10488	1837.9331	CREB3|10488	847.2723
CREB5|9586	30.0463	CREB5|9586	428.8425
CREBBP|1387	2329.2384	CREBBP|1387	2437.3814
CREBL2|1389	2548.7068	CREBL2|1389	2530.3605
CREBZF|58487	923.5959	CREBZF|58487	1537.9507
CREG1|8804	4673.1734	CREG1|8804	3197.3435
CRELD1|78987	818.434	CRELD1|78987	747.6281
CRELD2|79174	731.2346	CRELD2|79174	420.778
CREM|1390	282.5002	CREM|1390	410.3416
lowly_expressed	lowly_expressed	CRHBP|1393	45.0664
lowly_expressed	lowly_expressed	CRHR1|1394	175.6167
CRIM1|51232	4622.2254	CRIM1|51232	7073.5294
CRIP1|1396	5076.8384	CRIP1|1396	1889.9431
CRIP2|1397	1871.3595	CRIP2|1397	2381.4042
CRIPAK|285464	92.4249	CRIPAK|285464	213.9469
CRIPT|9419	385.0494	CRIPT|9419	293.6433
lowly_expressed	lowly_expressed	CRISP3|10321	9.962
CRISPLD1|83690	56.5	CRISPLD1|83690	591.0816
CRISPLD2|83716	537.5668	CRISPLD2|83716	1016.1289999999999
CRKL|1399	2308.0101	CRKL|1399	1702.5617
CRK|1398	568.2662	CRK|1398	1381.4042
lowly_expressed	lowly_expressed	CRLF1|9244	83.4915
CRLF3|51379	288.0522	CRLF3|51379	354.8387
CRLS1|54675	787.0814	CRLS1|54675	813.5674
CRMP1|1400	117.1706	CRMP1|1400	86.3378
CRNKL1|51340	1637.8478	CRNKL1|51340	837.2865
CROCCL1|84809	203.0703	CROCCL1|84809	444.4639
CROCCL2|114819	26.1272	CROCCL2|114819	65.4649
CROCC|9696	250.1678	CROCC|9696	430.74
CROT|54677	936.9861	CROT|54677	583.9658
CRTAC1|55118	15.0231	CRTAC1|55118	82.7609
CRTAM|56253	16.0029	CRTAM|56253	25.1423
CRTAP|10491	3285.4934	CRTAP|10491	5676.4706
CRTC1|23373	195.3007	CRTC1|23373	359.1082
CRTC2|200186	1607.475	CRTC2|200186	954.9336
CRTC3|64784	1480.7581	CRTC3|64784	1439.7533
CRY1|1407	392.2343	CRY1|1407	596.7742
CRY2|1408	1524.8478	CRY2|1408	2153.7002
CRYAB|1410	289.032	CRYAB|1410	5258.0645
CRYBB1|1414	9.7977	CRYBB1|1414	7.5901
CRYBG3|131544	119.9009	CRYBG3|131544	845.6831
lowly_expressed	lowly_expressed	CRYGN|155051	15.6546
CRYGS|1427	5.2254	CRYGS|1427	10.9108
CRYL1|51084	1189.1135	CRYL1|51084	575.4269
lowly_expressed	lowly_expressed	CRYM|1428	8.5389
CRYZL1|9946	389.38	CRYZL1|9946	378.7476
CRYZ|1429	1016.6936	CRYZ|1429	656.1717
CSAD|51380	252.1273	CSAD|51380	755.2182
CSDAP1|440359	11.1041	CSDAP1|440359	67.8368
CSDA|8531	745.6045	CSDA|8531	4048.3871
CSDC2|27254	11.4306	CSDC2|27254	28.463
CSDE1|7812	12994.3549	CSDE1|7812	17367.1727
CSE1L|1434	2583.6519	CSE1L|1434	1510.9108
CSF1R|1436	890.6104	CSF1R|1436	1075.9013
CSF1|1435	725.6825	CSF1|1435	1286.5275
CSF2RA|1438	90.792	CSF2RA|1438	207.7799
CSF2RB|1439	74.7891	CSF2RB|1439	486.7173
CSF3R|1441	161.9885	CSF3R|1441	601.9924
lowly_expressed	lowly_expressed	CSF3|1440	327.7989
CSGALNACT1|55790	88.5058	CSGALNACT1|55790	486.2429
CSGALNACT2|55454	525.4830000000001	CSGALNACT2|55454	732.4478
CSK|1445	918.6971	CSK|1445	802.6565
CSMD2|114784	31.026	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CSN1S1|1446	46.4896
lowly_expressed	lowly_expressed	CSN3|1448	27.5142
CSNK1A1|1452	7694.7822	CSNK1A1|1452	6999.0512
CSNK1D|1453	3421.0281	CSNK1D|1453	3277.0398
CSNK1E|1454	1738.4375	CSNK1E|1454	2399.9953
CSNK1G1|53944	855.6653	CSNK1G1|53944	500.0
CSNK1G2|1455	619.8674	CSNK1G2|1455	760.4364
CSNK1G3|1456	1011.122	CSNK1G3|1456	825.4269
CSNK2A1P|283106	455.5928	CSNK2A1P|283106	403.7002
CSNK2A1|1457	1282.8447	CSNK2A1|1457	1003.3207
CSNK2A2|1459	439.9165	CSNK2A2|1459	556.9259999999999
CSNK2B|1460	2490.1819	CSNK2B|1460	1916.129
CSPG4|1464	241.0233	CSPG4|1464	1553.1309
CSPG5|10675	60.0925	CSPG5|10675	11.8596
CSPP1|79848	375.0165	CSPP1|79848	301.9307
CSRNP1|64651	663.9571	CSRNP1|64651	6486.2429
CSRNP2|81566	2991.8891	CSRNP2|81566	1088.2353
CSRNP3|80034	10.7775	CSRNP3|80034	24.1935
CSRP1|1465	8378.0081	CSRP1|1465	12759.962
CSRP2BP|57325	894.8560000000001	CSRP2BP|57325	561.6698
CSRP2|1466	29.7197	CSRP2|1466	330.6452
CST2|1470	33.9653	lowly_expressed	lowly_expressed
CST3|1471	4617.6532	CST3|1471	5469.1651
CST5|1473	109.7342	lowly_expressed	lowly_expressed
CST6|1474	12.0838	CST6|1474	27.9886
CST7|8530	31.026	CST7|8530	86.8121
CST9L|128821	5.5520000000000005	lowly_expressed	lowly_expressed
CST9|128822	191.3816	CST9|128822	20.3985
CSTA|1475	32.659	CSTA|1475	202.0873
CSTB|1476	2058.4955	CSTB|1476	4305.5028
CSTF1|1477	864.1566	CSTF1|1477	475.3321
CSTF2T|23283	1466.3882	CSTF2T|23283	1005.2182
CSTF2|1478	376.2314	CSTF2|1478	203.9848
CSTF3|1479	892.5177	CSTF3|1479	543.1689
CS|1431	2967.7215	CS|1431	4224.3833
CT62|196993	32.9856	CT62|196993	44.1176
CTAGE1|64693	9.4711	lowly_expressed	lowly_expressed
CTAGE4|100128553	51.9278	CTAGE4|100128553	36.0531
CTAGE5|4253	1045.4499	CTAGE5|4253	721.1243
CTAGE6|340307	8.4913	CTAGE6|340307	12.8083
CTAGE9|643854	167.21400000000003	CTAGE9|643854	134.2505
CTBP1|1487	2191.1171	CTBP1|1487	1779.9715
CTBP2|1488	2114.9955	CTBP2|1488	1690.7021
CTBS|1486	1251.1459	CTBS|1486	526.0626
CTCFL|140690	6.6755	CTCFL|140690	13.4725
CTCF|10664	2096.7065	CTCF|10664	1416.9829
CTDP1|9150	384.7228	CTDP1|9150	416.5085
CTDSP1|58190	2708.4092	CTDSP1|58190	3204.4592
CTDSP2|10106	3787.1353	CTDSP2|10106	5805.5028
CTDSPL2|51496	795.5727	CTDSPL2|51496	724.8577
CTDSPL|10217	1471.9402	CTDSPL|10217	1211.1006
CTF1|1489	278.5811	CTF1|1489	187.8558
CTGF|1490	4444.8872	CTGF|1490	9623.3397
CTHRC1|115908	585.5755	CTHRC1|115908	256.16700000000003
CTH|1491	145.9856	CTH|1491	50.2846
lowly_expressed	lowly_expressed	CTLA4|1493	10.9108
CTNNA1|1495	8682.3898	CTNNA1|1495	9032.7324
CTNNAL1|8727	130.3093	CTNNAL1|8727	591.556
CTNNB1|1499	11212.7586	CTNNB1|1499	10030.1518
CTNNBIP1|56998	918.0439	CTNNBIP1|56998	1196.8691
CTNNBL1|56259	828.5583	CTNNBL1|56259	800.2846
CTNND1|1500	9807.1651	CTNND1|1500	8659.8672
CTNND2|1501	36.9046	CTNND2|1501	142.315
CTNS|1497	239.0147	CTNS|1497	316.4279
CTPS2|56474	1005.2434	CTPS2|56474	499.5256
CTPS|1503	380.1505	CTPS|1503	319.7343
CTR9|9646	2171.169	CTR9|9646	1449.7154
lowly_expressed	lowly_expressed	CTRL|1506	6.167000000000001
CTSA|5476	2374.2523	CTSA|5476	2616.8786
CTSB|1508	10800.9778	CTSB|1508	27298.3871
CTSC|1075	625.7461	CTSC|1075	1964.8956
CTSD|1509	13789.9276	CTSD|1509	29420.778
lowly_expressed	lowly_expressed	CTSE|1510	9.0133
CTSF|8722	1558.8131	CTSF|8722	1881.4042
lowly_expressed	lowly_expressed	CTSG|1511	72.1063
CTSH|1512	3029.1204	CTSH|1512	2470.5882
CTSK|1513	1129.0209	CTSK|1513	2585.8634
CTSL1|1514	803.4109	CTSL1|1514	3016.1290000000004
CTSL2|1515	9.4711	CTSL2|1515	119.0702
CTSO|1519	1627.3970000000002	CTSO|1519	1193.0739999999998
CTSS|1520	1040.1885	CTSS|1520	4078.2732
CTSW|1521	13.3902	CTSW|1521	56.4516
CTSZ|1522	3172.4933	CTSZ|1522	7426.945
CTTNBP2NL|55917	595.0466	CTTNBP2NL|55917	1186.4326
CTTNBP2|83992	21.8815	CTTNBP2|83992	179.7913
CTTN|2017	2659.4207	CTTN|2017	4098.6717
CTU1|90353	19.5954	CTU1|90353	19.4497
CTU2|348180	220.9021	CTU2|348180	169.1461
CTXN1|404217	158.7226	CTXN1|404217	104.8387
CUBN|8029	12.737	CUBN|8029	118.1214
CUEDC1|404093	368.3933	CUEDC1|404093	331.1195
CUEDC2|79004	969.6451	CUEDC2|79004	727.2296
CUL1|8454	2174.1083	CUL1|8454	1575.0569
CUL2|8453	883.0988	CUL2|8453	761.3852
CUL3|8452	2681.6288	CUL3|8452	1943.0739999999998
CUL4A|8451	1445.1599	CUL4A|8451	1601.9924
CUL4B|8450	1556.8536	CUL4B|8450	1640.4175
CUL5|8065	1370.3708	CUL5|8065	867.6471
CUL7|9820	1149.1944	CUL7|9820	1172.6423
CUL9|23113	502.2951	CUL9|23113	750.0
CUTA|51596	2606.5132	CUTA|51596	1436.4326
CUTC|51076	197.0871	CUTC|51076	392.0398
CUX1|1523	1001.3243	CUX1|1523	1155.5977
lowly_expressed	lowly_expressed	CUX2|23316	20.8729
lowly_expressed	lowly_expressed	CUZD1|50624	9.445
CWC15|51503	845.541	CWC15|51503	765.6546
CWC22|57703	674.4079	CWC22|57703	735.7685
CWC25|54883	382.7632	CWC25|54883	545.5408
CWC27|10283	484.0061	CWC27|10283	376.186
CWF19L1|55280	571.5321	CWF19L1|55280	505.2182
CWF19L2|143884	618.2345	CWF19L2|143884	599.6205
CX3CL1|6376	153.8238	CX3CL1|6376	9231.4991
CX3CR1|1524	560.7547	CX3CR1|1524	327.3245
CXADRP3|440224	43.1099	CXADRP3|440224	15.1803
CXADR|1525	293.6042	CXADR|1525	250.0
CXCL10|3627	91.1186	CXCL10|3627	84.9146
CXCL11|6373	15.0231	CXCL11|6373	11.3852
CXCL12|6387	854.0323	CXCL12|6387	5151.8027
lowly_expressed	lowly_expressed	CXCL13|10563	26.0911
CXCL14|9547	359.902	CXCL14|9547	3824.4782
CXCL16|58191	884.4052	CXCL16|58191	2187.3814
CXCL17|284340	14.0434	CXCL17|284340	96.7742
lowly_expressed	lowly_expressed	CXCL1|2919	146.1101
lowly_expressed	lowly_expressed	CXCL2|2920	1029.8861
lowly_expressed	lowly_expressed	CXCL3|2921	65.4649
lowly_expressed	lowly_expressed	CXCL5|6374	11.8596
lowly_expressed	lowly_expressed	CXCL6|6372	14.7059
CXCL9|4283	27.7601	CXCL9|4283	187.3814
lowly_expressed	lowly_expressed	CXCR1|3577	26.5655
lowly_expressed	lowly_expressed	CXCR2P1|3580	10.4364
CXCR2|3579	7.8382	CXCR2|3579	34.1556
CXCR3|2833	9.1445	CXCR3|2833	23.7192
CXCR4|7852	2921.6723	CXCR4|7852	1903.7002
lowly_expressed	lowly_expressed	CXCR5|643	29.9051
CXCR6|10663	27.4335	CXCR6|10663	64.9905
CXCR7|57007	168.8469	CXCR7|57007	1457.3055
CXXC1|30827	583.2894	CXXC1|30827	720.1139
CXXC4|80319	34.9451	CXXC4|80319	5.6926
CXXC5|51523	924.9023	CXXC5|51523	497.1537
CXorf21|80231	37.5578	CXorf21|80231	79.222
CXorf23|256643	233.8383	CXorf23|256643	252.3719
CXorf26|51260	431.4251	CXorf26|51260	443.074
CXorf36|79742	250.821	CXorf36|79742	1629.5066
CXorf38|159013	210.977	CXorf38|159013	182.6376
CXorf40A|91966	977.1567	CXorf40A|91966	411.7647
CXorf40B|541578	838.6826	CXorf40B|541578	419.8292
CXorf42|158801	16.0029	CXorf42|158801	25.6167
lowly_expressed	lowly_expressed	CXorf49B|100132994	19.4497
CXorf50B|653687	6.5318	lowly_expressed	lowly_expressed
CXorf56|63932	263.558	CXorf56|63932	248.1025
CXorf57|55086	19.5954	CXorf57|55086	36.0531
CYB561D1|284613	41.1503	CYB561D1|284613	276.5655
CYB561D2|11068	925.7645	CYB561D2|11068	312.1442
CYB561|1534	6554.9838	CYB561|1534	1681.2144
CYB5A|1528	3151.265	CYB5A|1528	1697.8178
CYB5B|80777	1491.2089999999998	CYB5B|80777	1341.0816
CYB5D1|124637	1237.1222	CYB5D1|124637	550.759
CYB5D2|124936	893.8763	CYB5D2|124936	564.5161
CYB5R1|51706	4711.710999999999	CYB5R1|51706	1379.0323
CYB5R2|51700	178.9712	CYB5R2|51700	203.0361
CYB5R3|1727	2622.5161	CYB5R3|1727	6273.2448
CYB5R4|51167	189.4221	CYB5R4|51167	351.51800000000003
CYB5RL|606495	67.9307	CYB5RL|606495	81.1195
CYBASC3|220002	810.2693	CYBASC3|220002	1459.203
CYBA|1535	284.4597	CYBA|1535	895.1613
CYBB|1536	742.3386	CYBB|1536	1318.7856
CYBRD1|79901	44360.6923	CYBRD1|79901	7409.8672
CYC1|1537	1189.44	CYC1|1537	1235.7685
CYCS|54205	1602.9027	CYCS|54205	1949.241
CYFIP1|23191	3651.9271	CYFIP1|23191	4114.3264
CYFIP2|26999	573.8183	CYFIP2|26999	285.5787
CYGB|114757	98.3035	CYGB|114757	807.8748
CYHR1|50626	885.3849	CYHR1|50626	587.2865
CYLD|1540	1341.6309	CYLD|1540	1355.3131
CYP11A1|1583	7.5116	CYP11A1|1583	52.6565
lowly_expressed	lowly_expressed	CYP19A1|1588	18.9753
lowly_expressed	lowly_expressed	CYP1A1|1543	16.129
CYP1B1|1545	313.8528	CYP1B1|1545	1854.3643
CYP20A1|57404	722.4166	CYP20A1|57404	744.3074
CYP21A2|1589	111.3802	CYP21A2|1589	188.1214
lowly_expressed	lowly_expressed	CYP24A1|1591	7.1157
CYP26A1|1592	20.2486	CYP26A1|1592	42.6945
CYP26B1|56603	18.289	CYP26B1|56603	442.1252
CYP27A1|1593	448.7344	CYP27A1|1593	2594.4023
CYP27B1|1594	54.8671	CYP27B1|1594	38.8994
lowly_expressed	lowly_expressed	CYP27C1|339761	19.9241
CYP2A6|1548	869.7086	CYP2A6|1548	42.6945
CYP2A7|1549	98.3035	lowly_expressed	lowly_expressed
CYP2B6|1555	17.3093	lowly_expressed	lowly_expressed
CYP2B7P1|1556	6600.0532	CYP2B7P1|1556	36.5275
CYP2C8|1558	5.8786	CYP2C8|1558	10.4364
lowly_expressed	lowly_expressed	CYP2D6|1565	31.7837
lowly_expressed	lowly_expressed	CYP2D7P1|1564	15.6546
lowly_expressed	lowly_expressed	CYP2E1|1571	31.3947
CYP2J2|1573	499.0292	CYP2J2|1573	133.3017
CYP2R1|120227	412.4829	CYP2R1|120227	175.9962
CYP2S1|29785	68.9104	CYP2S1|29785	63.5674
CYP2U1|113612	152.5174	CYP2U1|113612	369.5446
lowly_expressed	lowly_expressed	CYP39A1|51302	91.556
lowly_expressed	lowly_expressed	CYP3A4|1576	7.1157
CYP3A5|1577	6.8584	CYP3A5|1577	6.6414
CYP46A1|10858	11.1041	CYP46A1|10858	37.0019
CYP4A11|1579	17.6358	CYP4A11|1579	5.6926
CYP4A22|284541	5.5520000000000005	lowly_expressed	lowly_expressed
CYP4B1|1580	4788.133	CYP4B1|1580	439.7533
CYP4F11|57834	5.8786	CYP4F11|57834	41.7457
lowly_expressed	lowly_expressed	CYP4F12|66002	33.6812
lowly_expressed	lowly_expressed	CYP4F22|126410	179.7913
CYP4F8|11283	1081.992	lowly_expressed	lowly_expressed
CYP4V2|285440	1936.6775	CYP4V2|285440	852.9412
CYP4X1|260293	7845.6667	CYP4X1|260293	1077.3245
CYP4Z1|199974	41317.202000000005	CYP4Z1|199974	672.6755
CYP4Z2P|163720	2422.9697	CYP4Z2P|163720	160.8159
CYP51A1|1595	2768.1751	CYP51A1|1595	1045.5408
CYP7B1|9420	35.2717	CYP7B1|9420	163.6622
CYR61|3491	3473.2825	CYR61|3491	17220.1139
CYS1|192668	24.8208	CYS1|192668	90.1328
CYSLTR1|10800	23.8411	CYSLTR1|10800	74.0038
lowly_expressed	lowly_expressed	CYSLTR2|57105	14.2315
CYTH1|9267	658.7316	CYTH1|9267	1084.9146
CYTH2|9266	1349.469	CYTH2|9266	1630.4554
CYTH3|9265	283.8065	CYTH3|9265	883.7761
CYTH4|27128	226.0001	CYTH4|27128	521.3472
CYTIP|9595	518.298	CYTIP|9595	220.1139
CYTL1|54360	12.0838	CYTL1|54360	91.0816
CYTSA|23384	1878.5445	CYTSA|23384	1623.3397
CYTSB|92521	365.454	CYTSB|92521	448.2922
CYYR1|116159	177.6649	CYYR1|116159	1367.1727
D2HGDH|728294	322.0175	D2HGDH|728294	333.0171
lowly_expressed	lowly_expressed	D4S234E|27065	276.5655
DAAM1|23002	530.0552	DAAM1|23002	1048.8615
DAAM2|23500	1617.1845	DAAM2|23500	882.0446
DAB2IP|153090	184.1966	lowly_expressed	lowly_expressed
DAB2|1601	702.4947	DAB2|1601	2965.8444
DACH1|1602	3176.0858	DACH1|1602	560.7211
lowly_expressed	lowly_expressed	DACH2|117154	6.167000000000001
DACT1|51339	77.0752	DACT1|51339	246.2049
lowly_expressed	lowly_expressed	DACT2|168002	15.6546
DACT3|147906	50.6214	DACT3|147906	52.6565
DAD1|1603	4039.9158	DAD1|1603	1888.9943
DAG1|1605	5190.4917	DAG1|1605	3457.3055
DAGLA|747	128.0232	DAGLA|747	191.1765
DAGLB|221955	423.9136	DAGLB|221955	328.2732
DAK|26007	1514.7235	DAK|26007	645.1613
DALRD3|55152	874.872	DALRD3|55152	595.4934
lowly_expressed	lowly_expressed	DAND5|199699	8.5389
DAP3|7818	5063.4482	DAP3|7818	1580.6452
DAPK1|1612	152.5174	DAPK1|1612	630.9298
DAPK2|23604	241.6765	DAPK2|23604	593.4535
DAPK3|1613	691.064	DAPK3|1613	811.1954
DAPL1|92196	16.0029	lowly_expressed	lowly_expressed
DAPP1|27071	340.6332	DAPP1|27071	306.926
DAP|1611	3495.4906	DAP|1611	2713.9469
DARC|2532	66.9509	DARC|2532	3192.1252
DARS2|55157	1306.6858	DARS2|55157	388.0455
DARS|1615	2083.3163	DARS|1615	1729.1271
DAXX|1616	2132.958	DAXX|1616	1335.8634
DAZAP1|26528	917.7173	DAZAP1|26528	1036.5275
DAZAP2|9802	6878.3077	DAZAP2|9802	6169.3548
lowly_expressed	lowly_expressed	DBC1|1620	415.5598
DBF4B|80174	70.2168	DBF4B|80174	99.6205
DBF4|10926	173.4192	DBF4|10926	114.0512
DBI|1622	4715.3035	DBI|1622	2988.1404
DBN1|1627	725.6825	DBN1|1627	1148.482
DBNDD1|79007	852.0728	DBNDD1|79007	223.4345
DBNDD2|55861	2925.0362	DBNDD2|55861	877.6423
DBNL|28988	1450.0587	DBNL|28988	1898.9564
DBP|1628	322.6283	DBP|1628	164.8435
DBR1|51163	484.3327	DBR1|51163	312.1442
DBT|1629	833.7838	DBT|1629	749.5256
lowly_expressed	lowly_expressed	DBX2|440097	16.6034
DCAF10|79269	7091.2443	DCAF10|79269	1206.8311
DCAF11|80344	2459.8417	DCAF11|80344	1670.7779999999998
DCAF12|25853	1588.5328	DCAF12|25853	1222.4858
DCAF13|25879	1087.1815	DCAF13|25879	585.1945
DCAF15|90379	277.2747	DCAF15|90379	393.2638
DCAF16|54876	909.5526	DCAF16|54876	863.852
DCAF17|80067	656.7721	DCAF17|80067	369.5446
lowly_expressed	lowly_expressed	DCAF4L1|285429	5.2182
DCAF4|26094	443.8355	DCAF4|26094	238.6148
DCAF5|8816	1773.7092	DCAF5|8816	1863.852
DCAF6|55827	2828.9208	DCAF6|55827	1719.1651
DCAF7|10238	2708.0826	DCAF7|10238	1858.1594
DCAF8|50717	4444.9525	DCAF8|50717	2364.1129
DCAKD|79877	867.7491	DCAKD|79877	808.8235
DCBLD1|285761	51.9278	DCBLD1|285761	177.8937
DCBLD2|131566	554.5495	DCBLD2|131566	1001.4231
DCDC1|341019	19.2361	lowly_expressed	lowly_expressed
DCDC2|51473	222.8485	DCDC2|51473	176.4706
DCD|117159	180343.2132	DCD|117159	10.4364
DCHS1|8642	319.4048	DCHS1|8642	1189.2789
DCHS2|54798	7.8382	DCHS2|54798	69.7343
DCI|1632	668.8559	DCI|1632	519.4497
DCK|1633	619.5408	DCK|1633	411.7647
DCLK1|9201	975.8503	DCLK1|9201	468.6907
DCLK2|166614	38.5376	DCLK2|166614	79.6964
DCLK3|85443	5.8786	DCLK3|85443	10.4364
DCLRE1A|9937	561.7345	DCLRE1A|9937	283.2068
DCLRE1B|64858	204.7718	DCLRE1B|64858	215.8444
DCLRE1C|64421	277.2747	DCLRE1C|64421	322.1063
DCN|1634	4080.4129	DCN|1634	17641.8406
DCP1A|55802	657.4253	DCP1A|55802	1232.9222
DCP1B|196513	588.8414	DCP1B|196513	350.0949
DCP2|167227	928.8214	DCP2|167227	834.9146
DCPS|28960	281.5204	DCPS|28960	203.5104
DCST2|127579	11.7572	DCST2|127579	33.2068
DCTD|1635	1857.6428	DCTD|1635	1396.1101
DCTN1|1639	2398.4167	DCTN1|1639	3306.2334
DCTN2|10540	1776.3219	DCTN2|10540	1983.3966
DCTN3|11258	876.8936	DCTN3|11258	721.0626
DCTN4|51164	2797.5682	DCTN4|51164	1651.8027
DCTN5|84516	1297.8679	DCTN5|84516	991.9355
DCTN6|10671	500.009	DCTN6|10671	655.5977
DCTPP1|79077	981.7257	DCTPP1|79077	527.0304
lowly_expressed	lowly_expressed	DCT|1638	32.7324
DCUN1D1|54165	593.0871	DCUN1D1|54165	518.9753
DCUN1D2|55208	117.2457	DCUN1D2|55208	222.4858
DCUN1D3|123879	179.2978	DCUN1D3|123879	535.5787
DCUN1D4|23142	574.4715	DCUN1D4|23142	879.5066
DCUN1D5|84259	425.2199	DCUN1D5|84259	303.1309
DCXR|51181	2219.5043	DCXR|51181	814.0417
lowly_expressed	lowly_expressed	DCX|1641	23.2448
DDA1|79016	371.006	DDA1|79016	643.2638
DDAH1|23576	1872.3393	DDAH1|23576	771.3472
DDAH2|23564	2330.5448	DDAH2|23564	2218.2163
DDB1|1642	7403.1375	DDB1|1642	5013.2827
DDB2|1643	514.0523	DDB2|1643	590.6072
DDHD1|80821	188.1157	DDHD1|80821	507.1157
DDHD2|23259	1367.7581	DDHD2|23259	1245.7306
DDI2|84301	173.1873	DDI2|84301	136.8121
DDIT3|1649	296.8146	DDIT3|1649	461.2619
DDIT4L|115265	5.8786	DDIT4L|115265	71.1575
DDIT4|54541	414.769	DDIT4|54541	1849.1461
DDOST|1650	6344.9866	DDOST|1650	3314.5161
DDO|8528	50.948	DDO|8528	69.26
DDR1|780	9385.211	DDR1|780	5398.0076
DDR2|4921	55.1937	DDR2|4921	952.0873
DDRGK1|65992	1229.9372	DDRGK1|65992	707.7799
DDTL|100037417	212.7112	DDTL|100037417	91.2097
DDT|1652	723.9777	DDT|1652	469.9858
DDX10|1662	645.3414	DDX10|1662	566.888
DDX11L2|84771	30.3729	DDX11L2|84771	32.2581
DDX11|1663	418.0349	DDX11|1663	292.2201
DDX12|440081	35.5983	DDX12|440081	55.5028
DDX17|10521	7257.8051	DDX17|10521	16670.3036
DDX18|8886	1793.9578	DDX18|8886	1692.1252
DDX19A|55308	910.1437	DDX19A|55308	935.9583
DDX19B|11269	719.1442	DDX19B|11269	762.334
DDX1|1653	3286.4731	DDX1|1653	2296.9639
DDX20|11218	629.012	DDX20|11218	403.7002
DDX21|9188	1915.4492	DDX21|9188	2115.7495
DDX23|9416	2068.9464	DDX23|9416	2066.4137
DDX24|57062	3365.5079	DDX24|57062	3294.1176
DDX26B|203522	71.5232	DDX26B|203522	365.2751
DDX27|55661	977.8099	DDX27|55661	1053.1309
DDX28|55794	324.9568	DDX28|55794	254.2694
DDX31|64794	409.5436	DDX31|64794	262.334
DDX39|10212	879.5063	DDX39|10212	509.4877
DDX3X|1654	7235.2704	DDX3X|1654	12127.6091
DDX41|51428	1096.362	DDX41|51428	945.9203
DDX42|11325	3752.5168	DDX42|11325	3236.2429
lowly_expressed	lowly_expressed	DDX43|55510	11.3852
DDX46|9879	1549.0154	DDX46|9879	1311.1954
DDX47|51202	1088.5238	DDX47|51202	1032.9032
DDX49|54555	669.8357	DDX49|54555	561.1954
DDX50|79009	1129.6741	DDX50|79009	1054.0797
DDX51|317781	490.5379	DDX51|317781	473.4345
DDX52|11056	608.1102	DDX52|11056	536.5275
DDX54|79039	1225.3649	DDX54|79039	1118.1357
DDX55|57696	498.376	DDX55|57696	371.9165
DDX56|54606	1426.5442	DDX56|54606	1058.3491
DDX58|23586	1015.3677	DDX58|23586	632.3529
DDX59|83479	862.8502	DDX59|83479	541.2713
DDX5|1655	15215.1655	DDX5|1655	18908.444
DDX60L|91351	172.766	DDX60L|91351	300.2846
DDX60|55601	757.6883	DDX60|55601	659.8672
DDX6|1656	4203.2107	DDX6|1656	3900.8539
DEAF1|10522	497.0697	DEAF1|10522	525.1423
DECR1|1666	1497.4142	DECR1|1666	1303.1309
DECR2|26063	220.4481	DECR2|26063	217.2676
DEDD2|162989	592.7605	DEDD2|162989	340.6072
