gene_id	TCGA-E9-A1N6-01A-11R-A144-07	gene_id	TCGA-E9-A1N6-11A-32R-A144-07
SAT1|6303	2813.7767	SAT1|6303	2848.9075
SAT2|112483	529.2162	SAT2|112483	686.1925
SATB1|6304	493.5867	SATB1|6304	973.5007
SATB2|23314	128.266	SATB2|23314	103.6727
SATL1|340562	37.0546	SATL1|340562	19.5258
SAV1|60485	619.0024	SAV1|60485	1625.2906
SBDSP1|155370	322.5653	SBDSP1|155370	566.2483
SBDS|51119	1339.1924	SBDS|51119	3019.9907
SBF1|6305	1124.4656	SBF1|6305	1674.1051
SBF2|81846	807.7719999999999	SBF2|81846	1466.9642
SBK1|388228	1380.0475	SBK1|388228	172.4779
SBNO1|55206	728.2660000000001	SBNO1|55206	614.5979
SBNO2|22904	2276.0095	SBNO2|22904	1721.5249
SBSN|374897	21.3777	lowly_expressed	lowly_expressed
SC4MOL|6307	2927.3159	SC4MOL|6307	678.2892
SC5DL|6309	1223.2779	SC5DL|6309	1357.5081
SC65|10609	773.8717	SC65|10609	252.9056
SCAF1|58506	1738.2423	SCAF1|58506	1257.5546
SCAI|286205	210.4513	SCAI|286205	336.5876
SCAMP1|9522	1647.5059	SCAMP1|9522	1465.3649
SCAMP2|10066	1950.5938	SCAMP2|10066	2155.2766
SCAMP3|10067	1843.2304	SCAMP3|10067	920.5021
SCAMP4|113178	2020.9026	SCAMP4|113178	1398.4193
SCAMP5|192683	102.1378	SCAMP5|192683	262.6685
SCAND1|51282	592.8741	SCAND1|51282	245.0023
SCAND2|54581	226.6033	SCAND2|54581	349.6048
SCAND3|114821	62.2328	SCAND3|114821	63.2264
SCAPER|49855	187.6485	SCAPER|49855	597.8615
SCAP|22937	1805.2209	SCAP|22937	1790.7438
SCARA3|51435	622.8029	SCARA3|51435	1478.8470000000002
SCARA5|286133	5.2257	SCARA5|286133	990.702
SCARB1|949	813.3017	SCARB1|949	2338.4472
SCARB2|950	7922.5653	SCARB2|950	6202.2315
SCARF1|8578	153.4442	SCARF1|8578	336.1227
SCARF2|91179	344.4181	SCARF2|91179	144.119
lowly_expressed	lowly_expressed	SCARNA10|692148	30.2185
lowly_expressed	lowly_expressed	SCARNA16|677781	5.1139
lowly_expressed	lowly_expressed	SCARNA17|677769	6.0437
lowly_expressed	lowly_expressed	SCARNA2|677766	16.7364
lowly_expressed	lowly_expressed	SCARNA5|677775	24.6397
lowly_expressed	lowly_expressed	SCARNA7|677767	6.0437
lowly_expressed	lowly_expressed	SCARNA9|619383	6.9735
SCCPDH|51097	4400.0	SCCPDH|51097	751.7434
SCD5|79966	469.8337	SCD5|79966	448.6285
SCD|6319	20222.8029	SCD|6319	10089.2608
SCEL|8796	7.601	lowly_expressed	lowly_expressed
SCFD1|23256	1389.5487	SCFD1|23256	990.2371
SCFD2|152579	259.8575	SCFD2|152579	424.9186
SCG2|7857	32.304	SCG2|7857	12.0874
SCG5|6447	100.7126	SCG5|6447	107.8568
lowly_expressed	lowly_expressed	SCGB1D2|10647	997.2106
SCGB2A1|4246	15.677	SCGB2A1|4246	382.6127
SCGB2A2|4250	9.5012	SCGB2A2|4250	3158.5309
lowly_expressed	lowly_expressed	SCGB3A1|92304	1047.8847
SCHIP1|29970	146.7933	SCHIP1|29970	375.1743
SCIN|85477	201.9192	SCIN|85477	300.3254
SCLT1|132320	284.0855	SCLT1|132320	182.7057
SCLY|51540	179.0974	SCLY|51540	166.8991
SCMH1|22955	981.9477	SCMH1|22955	1286.8433
SCML1|6322	71.2589	SCML1|6322	210.5997
SCML2|10389	32.304	SCML2|10389	41.841
SCML4|256380	5.2257	SCML4|256380	41.3761
lowly_expressed	lowly_expressed	SCN11A|11280	46.9549
SCN1B|6324	41.3302	SCN1B|6324	208.7401
SCN2A|6326	12.3515	SCN2A|6326	124.1283
SCN2B|6327	8.076	SCN2B|6327	140.3998
lowly_expressed	lowly_expressed	SCN3A|6328	163.6448
SCN3B|55800	15.2019	SCN3B|55800	121.3389
lowly_expressed	lowly_expressed	SCN4A|6329	291.9572
SCN4B|6330	98.3373	SCN4B|6330	741.9805
lowly_expressed	lowly_expressed	SCN5A|6331	99.0237
SCN7A|6332	22.3278	SCN7A|6332	446.7689
SCN8A|6334	29.4537	SCN8A|6334	64.6211
SCN9A|6335	52.7316	SCN9A|6335	50.2092
SCNM1|79005	535.867	SCNM1|79005	240.3533
SCNN1A|6337	1172.9216	SCNN1A|6337	1456.0669
SCNN1B|6338	217.5772	SCNN1B|6338	349.6048
SCNN1D|6339	17.5772	SCNN1D|6339	54.3933
SCNN1G|6340	17.1021	SCNN1G|6340	74.384
SCO1|6341	357.7197	SCO1|6341	398.4193
SCO2|9997	518.2898	SCO2|9997	281.2645
SCOC|60592	1719.715	SCOC|60592	1377.0339
SCP2|6342	2340.1425	SCP2|6342	2574.6165
SCPEP1|59342	703.5629	SCPEP1|59342	3481.6364
lowly_expressed	lowly_expressed	SCRG1|11341	11.6225
SCRIB|23513	2202.8504	SCRIB|23513	1272.4314
SCRN1|9805	1997.1496	SCRN1|9805	1437.4709
SCRN2|90507	249.4062	SCRN2|90507	957.6941
SCRN3|79634	294.0618	SCRN3|79634	238.0288
SCT|6343	9.0261	lowly_expressed	lowly_expressed
SCUBE1|80274	162.4703	SCUBE1|80274	170.1534
SCUBE2|57758	8835.6295	SCUBE2|57758	1784.2864
SCUBE3|222663	36.1045	SCUBE3|222663	17.6662
SCYL1|57410	2304.4323	SCYL1|57410	1555.8717
SCYL2|55681	2029.4537	SCYL2|55681	1042.7708
SCYL3|57147	431.0546	SCYL3|57147	426.0902
SDAD1|55153	987.6485	SDAD1|55153	1004.1841
SDC1|6382	10828.5036	SDC1|6382	2629.4747
SDC2|6383	3899.2874	SDC2|6383	2470.9437
SDC3|9672	2166.7458	SDC3|9672	3559.2748
SDC4|6385	3944.8931	SDC4|6385	10452.3477
SDCBP2|27111	492.1853	SDCBP2|27111	67.7545
SDCBP|6386	6356.2945	SDCBP|6386	4523.4775
SDCCAG1|9147	1059.3824	SDCCAG1|9147	1079.0330000000001
SDCCAG3|10807	620.9026	SDCCAG3|10807	502.0921
SDCCAG8|10806	977.6722	SDCCAG8|10806	533.2404
SDF2L1|23753	280.7601	SDF2L1|23753	160.3905
SDF2|6388	1269.3587	SDF2|6388	658.7634
SDF4|51150	2748.2185	SDF4|51150	2117.6197
SDHAF1|644096	111.639	SDHAF1|644096	169.2236
SDHAF2|54949	730.6413	SDHAF2|54949	621.1065
SDHAP1|255812	172.4466	SDHAP1|255812	267.3175
SDHAP2|727956	85.9857	SDHAP2|727956	169.2236
SDHAP3|728609	61.2827	SDHAP3|728609	104.1376
SDHA|6389	3212.8266	SDHA|6389	1919.5723
SDHB|6390	1251.3064	SDHB|6390	969.3166
SDHC|6391	2070.7838	SDHC|6391	1460.251
SDHD|6392	1325.4157	SDHD|6392	1626.6853
SDK1|221935	400.4751	SDK1|221935	421.6643
SDK2|54549	27.0784	SDK2|54549	339.8419
SDPR|8436	36.1045	SDPR|8436	2125.5229999999997
SDR16C5|195814	665.0831	SDR16C5|195814	46.49
SDR39U1|56948	418.5368	SDR39U1|56948	518.2613
SDR42E1|93517	258.4323	SDR42E1|93517	206.4156
SDSL|113675	404.7506	SDSL|113675	125.523
SDS|10993	306.8884	SDS|10993	108.7866
SEC11A|23478	1889.3112	SEC11A|23478	2221.7573
SEC11C|90701	646.0808	SEC11C|90701	698.7448
SEC13|6396	2369.1211	SEC13|6396	1443.0497
SEC14L1|6397	2796.1995	SEC14L1|6397	3211.5295
SEC14L2|23541	2104.0665	SEC14L2|23541	995.9228
lowly_expressed	lowly_expressed	SEC14L5|9717	28.8238
SEC16A|9919	6402.3753	SEC16A|9919	3332.8684
SEC16B|89866	99.1876	SEC16B|89866	206.3784
lowly_expressed	lowly_expressed	SEC1|653677	10.6927
SEC22A|26984	286.4608	SEC22A|26984	291.9572
SEC22B|9554	1514.0143	SEC22B|9554	1440.2603
SEC22C|9117	676.4846	SEC22C|9117	644.3515
SEC23A|10484	1888.8361	SEC23A|10484	1488.6099
SEC23B|10483	2551.0689	SEC23B|10483	1902.8359
SEC23IP|11196	1829.9287	SEC23IP|11196	1314.7373
SEC24A|10802	1305.4632	SEC24A|10802	1057.6476
SEC24B|10427	1114.0143	SEC24B|10427	1539.749
SEC24C|9632	4370.5463	SEC24C|9632	3094.3747
SEC24D|9871	3407.1259	SEC24D|9871	1297.536
SEC31A|22872	6306.6318	SEC31A|22872	4261.497
SEC31B|25956	52.0095	SEC31B|25956	192.6546
SEC61A1|29927	12316.2043	SEC61A1|29927	6515.974
SEC61A2|55176	229.7625	SEC61A2|55176	122.9382
SEC61B|10952	1527.3159	SEC61B|10952	931.1948
SEC61G|23480	1062.7078	SEC61G|23480	496.9781
SEC62|7095	3831.3539	SEC62|7095	3942.8173
SEC63|11231	3414.7268	SEC63|11231	3072.5244
SECISBP2L|9728	1030.8789	SECISBP2L|9728	1638.7727
SECISBP2|79048	1065.0831	SECISBP2|79048	1138.0753
SECTM1|6398	826.1283	SECTM1|6398	417.0153
SEH1L|81929	1123.9905	SEH1L|81929	907.02
lowly_expressed	lowly_expressed	SEL1L2|80343	22.3152
SEL1L3|23231	150.1188	SEL1L3|23231	1037.6569
SEL1L|6400	2468.8836	SEL1L|6400	2986.053
SELENBP1|8991	3955.8195	SELENBP1|8991	2392.8405
SELE|6401	42.7553	SELE|6401	637.378
SELK|58515	393.8242	SELK|58515	512.3199
SELL|6402	42.7553	SELL|6402	215.2487
SELM|140606	1201.9002	SELM|140606	822.4082
SELO|83642	410.4513	SELO|83642	345.4207
SELPLG|6404	485.0356	SELPLG|6404	682.0084
lowly_expressed	lowly_expressed	SELP|6403	483.496
SELS|55829	932.5416	SELS|55829	808.4612
SELT|51714	1956.2945	SELT|51714	1565.3185
SEMA3A|10371	96.9121	SEMA3A|10371	113.4356
SEMA3B|7869	46.0808	SEMA3B|7869	556.9503
SEMA3C|10512	2804.7506	SEMA3C|10512	4090.1906
SEMA3D|223117	232.7791	SEMA3D|223117	371.4551
SEMA3E|9723	107.8385	SEMA3E|9723	314.2724
SEMA3F|6405	2253.2067	SEMA3F|6405	844.7234
SEMA3G|56920	175.2969	SEMA3G|56920	2786.1459999999997
SEMA4A|64218	648.9311	SEMA4A|64218	713.1567
SEMA4B|10509	1620.4276	SEMA4B|10509	1554.1609
SEMA4C|54910	1571.4964	SEMA4C|54910	1205.4858
SEMA4D|10507	637.0546	SEMA4D|10507	597.8615
SEMA4F|10505	216.6271	SEMA4F|10505	253.8354
SEMA4G|57715	118.228	SEMA4G|57715	139.6932
SEMA5A|9037	975.2969	SEMA5A|9037	1912.5988
SEMA5B|54437	32.304	SEMA5B|54437	7.4384
SEMA6A|57556	176.7221	SEMA6A|57556	1714.0865
SEMA6B|10501	171.4964	SEMA6B|10501	384.0074
SEMA6C|10500	106.4133	SEMA6C|10500	270.1069
SEMA6D|80031	92.6366	SEMA6D|80031	384.0074
SEMA7A|8482	631.8290000000001	SEMA7A|8482	133.8912
SENP1|29843	636.5796	SENP1|29843	558.8099
SENP2|59343	540.6176	SENP2|59343	864.2492
SENP3|26168	752.5463	SENP3|26168	964.9837
SENP5|205564	790.4988	SENP5|205564	707.5779
SENP6|26054	1479.3349	SENP6|26054	2063.2264
SENP7|57337	348.6936	SENP7|57337	537.8894
SENP8|123228	60.3325	SENP8|123228	32.543
SEP15|9403	2088.361	SEP15|9403	2615.0628
SEPHS1|22929	1495.4869	SEPHS1|22929	984.6583
SEPHS2|22928	5556.7696	SEPHS2|22928	1239.8884
SEPN1|57190	4542.0428	SEPN1|57190	3275.2208
SEPP1|6414	2550.9739	SEPP1|6414	16028.1311
SEPSECS|51091	145.8432	SEPSECS|51091	298.4658
SEPT10|151011	1988.5986	SEPT10|151011	2352.8591
SEPT11|55752	3630.4038	SEPT11|55752	3159.9256
SEPT1|1731	26.6033	SEPT1|1731	118.5495
SEPT2|4735	10435.6295	SEPT2|4735	10178.0567
SEPT3|55964	220.9026	SEPT3|55964	196.6527
SEPT4|5414	236.1045	SEPT4|5414	529.9861
SEPT5|5413	831.3539	SEPT5|5413	360.7624
SEPT6|23157	1053.2067	SEPT6|23157	904.2306
SEPT7P2|641977	87.4109	SEPT7P2|641977	191.5388
SEPT7|989	3245.6057	SEPT7|989	3222.2222
SEPT8|23176	3956.9739	SEPT8|23176	1408.2566
SEPT9|10801	15652.2565	SEPT9|10801	5462.1106
SEPW1|6415	3007.1259	SEPW1|6415	2204.556
SEPX1|51734	660.8076	SEPX1|51734	268.7122
SERAC1|84947	220.4276	SERAC1|84947	282.1943
SERBP1|26135	7180.9976	SERBP1|26135	6775.9182
SERF1A|8293	475.5344	SERF1A|8293	359.8326
SERF2|10169	6861.2162	SERF2|10169	4019.3909999999996
SERGEF|26297	241.3302	SERGEF|26297	279.4049
SERHL2|253190	269.6912	SERHL2|253190	87.1781
SERHL|94009	405.7007	SERHL|94009	283.589
SERINC1|57515	3613.7767	SERINC1|57515	8613.2032
SERINC2|347735	5387.1734	SERINC2|347735	1551.3715
SERINC3|10955	1877.4347	SERINC3|10955	2985.1232
lowly_expressed	lowly_expressed	SERINC4|619189	5.6392
SERINC5|256987	346.3183	SERINC5|256987	180.8461
SERP1|27230	4017.829	SERP1|27230	3561.3993
SERP2|387923	20.4276	SERP2|387923	59.9721
SERPINA11|256394	6.1758	SERPINA11|256394	83.2171
SERPINA1|5265	755.8195	SERPINA1|5265	1405.3928
SERPINA3|12	2865.0831	SERPINA3|12	6179.9163
SERPINA5|5104	25.6532	SERPINA5|5104	452.8126
SERPINA6|866	15.2019	SERPINA6|866	12.0874
SERPINB1|1992	632.304	SERPINB1|1992	1067.8754
lowly_expressed	lowly_expressed	SERPINB2|5055	5.5788
SERPINB5|5268	34.6793	SERPINB5|5268	959.0888
SERPINB6|5269	1399.5249	SERPINB6|5269	1741.9805
SERPINB7|8710	18.0523	lowly_expressed	lowly_expressed
SERPINB8|5271	299.7625	SERPINB8|5271	330.5439
SERPINB9|5272	262.7078	SERPINB9|5272	547.6523
SERPINE1|5054	1478.3848	SERPINE1|5054	1429.5676
SERPINE2|5270	292.6366	SERPINE2|5270	474.6629
SERPINF1|5176	5016.6271	SERPINF1|5176	6403.0683
SERPINF2|5345	14.7268	SERPINF2|5345	149.2329
SERPING1|710	6022.3278	SERPING1|710	11622.0363
SERPINH1|871	12063.1829	SERPINH1|871	2735.9368
SERPINI1|5274	111.1639	SERPINI1|5274	204.0911
SERTAD1|29950	498.8124	SERTAD1|29950	950.7206
SERTAD2|9792	876.4846	SERTAD2|9792	1336.1227
SERTAD3|29946	904.5131	SERTAD3|29946	824.7327
SERTAD4|56256	332.5416	SERTAD4|56256	218.9679
SESN1|27244	304.9881	SESN1|27244	710.8322
SESN2|83667	478.3848	SESN2|83667	402.6034
SESN3|143686	187.6485	SESN3|143686	199.4421
SESTD1|91404	1467.9335	SESTD1|91404	2253.3705
SETBP1|26040	344.8931	SETBP1|26040	1018.596
SETD1A|9739	750.1188	SETD1A|9739	982.3338
SETD1B|23067	1024.228	SETD1B|23067	923.2915
SETD2|29072	2646.0808	SETD2|29072	2807.9963
SETD3|84193	1036.1045	SETD3|84193	1715.4812
SETD4|54093	294.5368	SETD4|54093	346.3505
SETD5|55209	2391.4489	SETD5|55209	2680.6137
SETD6|79918	463.81	SETD6|79918	489.1678
SETD7|80854	2711.639	SETD7|80854	3605.7648
SETD8|387893	1241.3302	SETD8|387893	955.8345
SETDB1|9869	1111.1639	SETDB1|9869	1034.4026
SETDB2|83852	171.9715	SETDB2|83852	510.9252
SETMAR|6419	518.2898	SETMAR|6419	502.0921
SETX|23064	1872.2089999999998	SETX|23064	2761.0414
SET|6418	8263.658000000001	SET|6418	5548.1172
SEZ6L2|26470	116.3895	SEZ6L2|26470	417.0153
SF1|7536	4847.5059	SF1|7536	6137.6104
SF3A1|10291	2658.8599	SF3A1|10291	4083.6774
SF3A2|8175	1322.0903	SF3A2|8175	980.4742
SF3A3|10946	1439.4299	SF3A3|10946	1659.6932
SF3B14|51639	945.3682	SF3B14|51639	805.6718
SF3B1|23451	5714.4893	SF3B1|23451	7754.0679
SF3B2|10992	5340.1425	SF3B2|10992	4422.5941
SF3B3|23450	4977.1971	SF3B3|23450	3880.0558
SF3B4|10262	3151.5439	SF3B4|10262	1363.0869
SF3B5|83443	1194.2993	SF3B5|83443	943.7471
SF4|57794	561.0451	SF4|57794	438.8656
SFI1|9814	614.2518	SFI1|9814	447.6987
SFMBT1|51460	272.6841	SFMBT1|51460	315.2022
SFMBT2|57713	31.3539	SFMBT2|57713	149.6978
SFN|2810	1238.5036	SFN|2810	891.0507
SFPQ|6421	7414.7553	SFPQ|6421	5020.7903
SFRP1|6422	64.133	SFRP1|6422	26379.3584
SFRP2|6423	9705.9382	SFRP2|6423	6039.9814
SFRP4|6424	2936.342	SFRP4|6424	3613.6681
SFRS11|9295	2992.3990000000003	SFRS11|9295	2942.3524
SFRS12IP1|285672	509.7387	SFRS12IP1|285672	516.0391
SFRS12|140890	1488.361	SFRS12|140890	1661.0879
SFRS13A|10772	2004.7506	SFRS13A|10772	1708.5077
SFRS13B|135295	6.6508	SFRS13B|135295	45.5602
SFRS14|10147	1448.9691	SFRS14|10147	1493.7238
SFRS15|57466	1042.7553	SFRS15|57466	1104.1376
SFRS16|11129	316.8646	SFRS16|11129	645.7462
SFRS17A|8227	594.7743	SFRS17A|8227	978.6146
SFRS18|25957	922.0903	SFRS18|25957	2317.5267
SFRS1|6426	5041.8052	SFRS1|6426	3785.2162
SFRS2B|10929	648.4561	SFRS2B|10929	1503.0219
SFRS2IP|9169	2664.133	SFRS2IP|9169	3322.1757
SFRS2|6427	4154.9881	SFRS2|6427	3094.8582
SFRS3|6428	5288.8361	SFRS3|6428	6707.113
SFRS4|6429	1455.5819	SFRS4|6429	2273.8261
SFRS5|6430	1596.1995	SFRS5|6430	6034.8675
SFRS6|6431	4402.3753	SFRS6|6431	4507.6709
SFRS7|6432	2424.228	SFRS7|6432	2737.7964
SFRS8|6433	797.1496	SFRS8|6433	1074.8489
SFRS9|8683	2614.7268	SFRS9|8683	1407.7173
SFT2D1|113402	430.8789	SFT2D1|113402	377.0339
SFT2D2|375035	89.2827	SFT2D2|375035	65.5509
SFT2D3|84826	249.8812	SFT2D3|84826	225.4765
SFTA1P|207107	9.9762	lowly_expressed	lowly_expressed
SFTPA2|729238	59.8575	SFTPA2|729238	6.9735
SFTPD|6441	5.7007	SFTPD|6441	13.0172
SFXN1|94081	1084.5606	SFXN1|94081	366.3412
SFXN2|118980	354.8694	SFXN2|118980	203.1613
SFXN3|81855	1285.0356	SFXN3|81855	922.3617
SFXN4|119559	525.4157	SFXN4|119559	385.4021
SFXN5|94097	676.4846	SFXN5|94097	279.8698
SGCB|6443	886.4608	SGCB|6443	1651.7899
SGCD|6444	557.2447	SGCD|6444	346.8154
SGCE|8910	342.0428	SGCE|8910	1279.4049
lowly_expressed	lowly_expressed	SGCG|6445	54.3933
SGEF|26084	683.1354	SGEF|26084	397.4895
SGIP1|84251	345.8432	SGIP1|84251	67.4105
SGK196|84197	46.0808	SGK196|84197	6.9735
SGK1|6446	868.4086	SGK1|6446	2713.6216
SGK223|157285	699.7625	SGK223|157285	814.5049
SGK269|79834	1115.4394	SGK269|79834	1620.1767
SGK2|10110	7.601	SGK2|10110	197.5825
SGK3|23678	640.1519999999999	SGK3|23678	739.9349
SGK494|124923	65.0071	SGK494|124923	38.1218
SGMS1|259230	1029.4537	SGMS1|259230	656.4389
SGMS2|166929	578.6223	SGMS2|166929	1020.9205
SGOL1|151648	136.8171	SGOL1|151648	14.4119
SGOL2|151246	384.32300000000004	SGOL2|151246	82.2873
SGPL1|8879	3661.7577	SGPL1|8879	1468.6192
SGPP1|81537	531.5914	SGPP1|81537	501.1623
SGPP2|130367	5.2257	SGPP2|130367	23.7099
SGSH|6448	564.8456	SGSH|6448	936.3087
SGSM1|129049	9.0261	SGSM1|129049	182.7057
SGSM2|9905	778.1473	SGSM2|9905	1669.921
SGSM3|27352	2263.1829	SGSM3|27352	1219.4328
SGTA|6449	1866.9834	SGTA|6449	1396.0948
SGTB|54557	183.4442	SGTB|54557	227.2245
SH2B1|25970	922.5653	SH2B1|25970	1152.0223
SH2B2|10603	21.3777	SH2B2|10603	13.0172
SH2B3|10019	819.0024	SH2B3|10019	1071.5946
SH2D1A|4068	19.9525	SH2D1A|4068	64.1562
SH2D2A|9047	28.0285	SH2D2A|9047	46.9549
SH2D3A|10045	135.3919	SH2D3A|10045	379.3584
SH2D3C|10044	244.6556	SH2D3C|10044	597.3966
SH2D4A|63898	450.8314	SH2D4A|63898	189.2143
SH3BGRL2|83699	214.2518	SH3BGRL2|83699	1259.4142
SH3BGRL3|83442	3830.4038	SH3BGRL3|83442	1801.9526
SH3BGRL|6451	13875.0404	SH3BGRL|6451	3203.1613
SH3BGR|6450	57.0071	SH3BGR|6450	180.3812
SH3BP1|23616	324.9264	SH3BP1|23616	299.8419
SH3BP2|6452	1076.0095	SH3BP2|6452	2100.8833
SH3BP4|23677	3126.3658	SH3BP4|23677	2428.6378
SH3BP5L|80851	5034.2043	SH3BP5L|80851	550.4417
SH3BP5|9467	636.1425	SH3BP5|9467	2767.1688
SH3D19|152503	1129.6912	SH3D19|152503	5519.2934
SH3GL1|6455	2807.1259	SH3GL1|6455	1337.5174
lowly_expressed	lowly_expressed	SH3GL2|6456	6.0437
SH3GL3|6457	5.2257	lowly_expressed	lowly_expressed
SH3GLB1|51100	2632.304	SH3GLB1|51100	4010.6927
SH3GLB2|56904	2101.1876	SH3GLB2|56904	1282.6592
SH3KBP1|30011	705.4632	SH3KBP1|30011	1235.2394
SH3PXD2A|9644	2297.8622	SH3PXD2A|9644	2105.0674
SH3PXD2B|285590	5991.4489	SH3PXD2B|285590	2013.4821
SH3RF1|57630	1343.943	SH3RF1|57630	975.8252
SH3RF2|153769	41.8052	SH3RF2|153769	268.2473
SH3RF3|344558	190.9739	SH3RF3|344558	288.238
SH3TC1|54436	131.5914	SH3TC1|54436	207.8103
SH3TC2|79628	10.9264	SH3TC2|79628	98.0939
SH3YL1|26751	692.6366	SH3YL1|26751	1888.8889
SHANK1|50944	23.753	SHANK1|50944	8.8331
SHANK2|22941	459.3824	SHANK2|22941	1134.8210000000001
SHANK3|85358	346.3183	SHANK3|85358	1443.5146
SHARPIN|81858	1569.1211	SHARPIN|81858	561.5993
lowly_expressed	lowly_expressed	SHBG|6462	5.5788
SHB|6461	598.0998	SHB|6461	549.9768
SHC1|6464	4136.8171	SHC1|6464	3258.9493
SHC2|25759	23.2779	SHC2|25759	332.8684
SHC3|53358	8.5511	SHC3|53358	7.9033
SHC4|399694	5.7007	SHC4|399694	48.8145
SHCBP1|79801	454.1568	SHCBP1|79801	40.9112
SHE|126669	81.7102	SHE|126669	684.3329
SHFM1|7979	1329.6912	SHFM1|7979	830.7764
SHF|90525	71.2589	SHF|90525	146.4435
SHISA2|387914	189.5487	SHISA2|387914	58.1125
lowly_expressed	lowly_expressed	SHISA3|152573	18.1311
SHISA4|149345	289.7862	SHISA4|149345	142.7243
SHISA5|51246	3367.696	SHISA5|51246	2147.3733
SHISA6|388336	8.076	SHISA6|388336	8.8331
SHISA9|729993	99.2874	SHISA9|729993	11.6225
SHKBP1|92799	1127.7910000000002	SHKBP1|92799	587.1688
SHMT1|6470	542.4893	SHMT1|6470	1046.9177
SHMT2|6472	3246.0808	SHMT2|6472	1050.2092
SHOC2|8036	1380.9976	SHOC2|8036	1517.8987
SHOX2|6474	151.5439	SHOX2|6474	89.7257
SHPK|23729	309.7387	SHPK|23729	420.0186
SHPRH|257218	387.4822	SHPRH|257218	738.6099
SHQ1|55164	558.6698	SHQ1|55164	358.4379
SHROOM1|134549	397.6247	SHROOM1|134549	183.1706
SHROOM2|357	443.7055	SHROOM2|357	254.3003
SHROOM3|57619	4617.1021	SHROOM3|57619	3761.0414
SHROOM4|57477	185.7482	SHROOM4|57477	515.1093
SIAE|54414	1174.8931	SIAE|54414	887.457
SIAH1|6477	663.5344	SIAH1|6477	621.2878
SIAH2|6478	1764.8456	SIAH2|6478	517.4338
SIDT1|54847	1172.4466	SIDT1|54847	268.7122
SIDT2|51092	1028.5463	SIDT2|51092	1944.1097
SIGIRR|59307	879.81	SIGIRR|59307	329.1492
SIGLEC10|89790	150.5938	SIGLEC10|89790	214.7838
lowly_expressed	lowly_expressed	SIGLEC11|114132	14.4119
SIGLEC14|100049587	40.38	SIGLEC14|100049587	24.6397
SIGLEC15|284266	5.2257	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SIGLEC16|400709	9.7629
SIGLEC1|6614	732.5416	SIGLEC1|6614	366.3412
SIGLEC5|8778	28.5036	SIGLEC5|8778	33.0079
SIGLEC6|946	7.601	SIGLEC6|946	15.8066
SIGLEC7|27036	39.905	SIGLEC7|27036	37.192
SIGLEC8|27181	48.4561	SIGLEC8|27181	133.8912
SIGLEC9|27180	82.1853	SIGLEC9|27180	54.3933
SIGLECP3|284367	8.5511	SIGLECP3|284367	8.8331
SIGMAR1|10280	904.038	SIGMAR1|10280	975.8252
SIK1|150094	410.9264	SIK1|150094	4915.3882
SIK2|23235	590.9739	SIK2|23235	3084.6118
SIK3|23387	916.8646	SIK3|23387	1523.4775
SIKE1|80143	719.715	SIKE1|80143	570.4324
SIL1|64374	1017.5772	SIL1|64374	579.2655
SILV|6490	20.4276	SILV|6490	480.7066
SIM1|6492	12.3515	SIM1|6492	63.2264
SIM2|6493	255.5819	SIM2|6493	25.1046
SIN3A|25942	1620.9026	SIN3A|25942	2442.1199
SIN3B|23309	1218.0523	SIN3B|23309	1403.9981
SIP1|8487	184.7981	SIP1|8487	124.5932
SIPA1L1|26037	866.9834	SIPA1L1|26037	1093.4449
SIPA1L2|57568	529.2162	SIPA1L2|57568	703.8587
SIPA1L3|23094	1188.5986	SIPA1L3|23094	960.9484
SIPA1|6494	606.6508	SIPA1|6494	625.7555
SIRPA|140885	1240.8551	SIRPA|140885	2794.9791
SIRPB1|10326	75.5344	SIRPB1|10326	132.4965
SIRPB2|284759	97.8622	SIRPB2|284759	79.9628
SIRPG|55423	17.1021	SIRPG|55423	36.2622
SIRT1|23411	854.6318	SIRT1|23411	999.0702
SIRT2|22933	956.2945	SIRT2|22933	1316.5969
SIRT3|23410	545.0166	SIRT3|23410	636.6481
SIRT4|23409	36.1045	SIRT4|23409	20.9205
SIRT5|23408	249.8812	SIRT5|23408	370.9902
SIRT6|51548	309.7387	SIRT6|51548	153.8819
SIRT7|51547	350.5938	SIRT7|51547	228.2659
SIT1|27240	5.7007	SIT1|27240	41.841
SIVA1|10572	1131.1164	SIVA1|10572	707.113
SIX1|6495	39.905	SIX1|6495	81.8224
SIX2|10736	31.829	SIX2|10736	14.4119
SIX4|51804	112.5891	SIX4|51804	82.2873
SIX5|147912	972.4466	SIX5|147912	470.9437
SKA1|220134	368.171	SKA1|220134	19.0609
SKA2|348235	389.0736	SKA2|348235	413.2961
SKA3|221150	277.3539	SKA3|221150	22.7801
SKAP1|8631	50.3563	SKAP1|8631	167.8289
SKAP2|8935	437.5297	SKAP2|8935	1328.2194
SKIL|6498	565.7957	SKIL|6498	802.4175
SKIV2L2|23517	1721.9145	SKIV2L2|23517	1613.6076
SKIV2L|6499	868.1663	SKIV2L|6499	818.2241
SKI|6497	2127.3159	SKI|6497	3576.941
SKP1|6500	7339.6675	SKP1|6500	5249.6513
SKP2|6502	468.4086	SKP2|6502	120.4091
SLA2|84174	15.677	SLA2|84174	52.9986
SLAIN1|122060	124.9406	SLAIN1|122060	125.0581
SLAIN2|57606	1192.8741	SLAIN2|57606	1453.7424
