gene_id	TCGA-GI-A2C8-01A-11R-A16F-07	gene_id	TCGA-GI-A2C8-11A-22R-A16F-07
MAD2L1BP|9587	532.4632	MAD2L1BP|9587	442.606
MAD2L1|4085	47.8581	MAD2L1|4085	51.7063
MAD2L2|10459	245.3146	MAD2L2|10459	487.5905
MADD|8567	920.0134	MADD|8567	1265.2534
MAEA|10296	828.6479	MAEA|10296	658.2213
MAF1|84232	1545.8501	MAF1|84232	5735.7808
lowly_expressed	lowly_expressed	MAFA|389692	61.5305
MAFB|9935	1475.2343	MAFB|9935	936.9183
MAFF|23764	369.4779	MAFF|23764	539.2968
MAFG|4097	639.8929	MAFG|4097	1618.4074
MAFK|7975	1061.2182	MAFK|7975	794.6949
MAF|4094	1127.1754	MAF|4094	2043.4333
MAGED1|9500	3141.2316	MAGED1|9500	2774.5605
MAGED2|10916	15339.6921	MAGED2|10916	2971.0445
MAGED4B|81557	122.2222	MAGED4B|81557	26.3444
MAGED4|728239	44.4444	MAGED4|728239	9.333
MAGEE1|57692	112.1151	MAGEE1|57692	52.2234
MAGEF1|64110	905.2878	MAGEF1|64110	628.7487
MAGEH1|28986	280.7898	MAGEH1|28986	405.8945
MAGEL2|54551	38.4873	MAGEL2|54551	10.3413
MAGI1|9223	858.7684	MAGI1|9223	586.3495
MAGI2|9863	367.4699	lowly_expressed	lowly_expressed
MAGI3|260425	3211.178	MAGI3|260425	220.7859
MAGIX|79917	115.7965	MAGIX|79917	40.848
MAGOHB|55110	304.8862	MAGOHB|55110	79.1107
MAGOH|4116	287.4833	MAGOH|4116	298.3454
MAGT1|84061	2187.4163	MAGT1|84061	1563.5988
MAK16|84549	402.8815	MAK16|84549	450.9049
MAK|4117	18.7416	lowly_expressed	lowly_expressed
MAL2|114569	6194.1098	lowly_expressed	lowly_expressed
MALAT1|378938	9378.2162	MALAT1|378938	2659.3123
MALL|7851	360.1071	MALL|7851	338.1593
MALT1|10892	352.4096	MALT1|10892	383.6608
lowly_expressed	lowly_expressed	MAL|4118	28.9555
MAMDC2|256691	113.3333	MAMDC2|256691	442.5905
MAMDC4|158056	132.1954	MAMDC4|158056	45.5016
MAML1|9794	1915.5522	MAML1|9794	796.4478
MAML2|84441	325.3012	MAML2|84441	162.3578
MAML3|55534	462.1821	MAML3|55534	124.6122
MAMLD1|10046	98.7282	MAMLD1|10046	253.878
MAMSTR|284358	16.3989	MAMSTR|284358	1957.0838
MAN1A1|4121	2339.0228	MAN1A1|4121	662.3578
MAN1A2|10905	1110.1071	MAN1A2|10905	753.3609
MAN1B1|11253	1908.9692	MAN1B1|11253	479.3175
MAN1C1|57134	275.1004	MAN1C1|57134	316.4426
MAN2A1|4124	489.9598	MAN2A1|4124	778.1799
MAN2A2|4122	2418.0054	MAN2A2|4122	3534.1262
MAN2B1|4125	3591.7001	MAN2B1|4125	893.485
MAN2B2|23324	1655.6225	MAN2B2|23324	376.4219
MAN2C1|4123	970.2142	MAN2C1|4123	1354.1882
MANBAL|63905	1183.0656	MANBAL|63905	329.8862
MANBA|4126	1181.3922	MANBA|4126	240.9514
MANEAL|149175	344.0428	MANEAL|149175	94.6225
MANEA|79694	365.7965	MANEA|79694	172.6991
MANF|7873	981.9277	MANF|7873	188.21099999999998
MANSC1|54682	1634.5382	MANSC1|54682	223.8883
MAOA|4128	1348.7282	MAOA|4128	1416.7528
MAOB|4129	5155.2878	MAOB|4129	4072.9059
MAP1A|4130	862.4498	MAP1A|4130	971.5615
MAP1B|4131	954.8193	MAP1B|4131	1281.7994
MAP1D|254042	65.9304	MAP1D|254042	140.1241
MAP1LC3A|84557	512.0482	MAP1LC3A|84557	475.181
MAP1LC3B2|643246	248.3266	MAP1LC3B2|643246	1056.8769
MAP1LC3B|81631	1722.2222	MAP1LC3B|81631	7270.424
MAP1LC3C|440738	7.0281	MAP1LC3C|440738	22.7508
MAP1S|55201	638.2195	MAP1S|55201	542.3992
MAP2K1|5604	1105.7798	MAP2K1|5604	2792.7663
MAP2K2|5605	1352.7443	MAP2K2|5605	3927.0941
MAP2K3|5606	648.929	MAP2K3|5606	4913.1334
MAP2K4|6416	256.0241	MAP2K4|6416	1617.8904
MAP2K5|5607	357.095	MAP2K5|5607	527.9214
MAP2K6|5608	30.4552	MAP2K6|5608	921.4064
MAP2K7|5609	613.7885	MAP2K7|5609	1335.0569
MAP2|4133	123.494	MAP2|4133	161.3237
MAP3K10|4294	199.4645	MAP3K10|4294	364.0124
MAP3K11|4296	1355.7564	MAP3K11|4296	813.3402
MAP3K12|7786	407.4431	MAP3K12|7786	83.2265
MAP3K13|9175	86.5696	MAP3K13|9175	18.6194
MAP3K14|9020	367.8046	MAP3K14|9020	873.3195
MAP3K1|4214	3186.4123	MAP3K1|4214	369.18300000000005
MAP3K2|10746	1032.4632	MAP3K2|10746	800.9307
MAP3K3|4215	1371.8708	MAP3K3|4215	1063.7435
MAP3K4|4216	581.3253	MAP3K4|4216	993.2782
MAP3K5|4217	495.9839	MAP3K5|4217	312.8232
MAP3K6|9064	276.1044	MAP3K6|9064	271.4581
MAP3K7|6885	778.7818	MAP3K7|6885	928.1282
MAP3K8|1326	202.8112	MAP3K8|1326	173.7332
MAP3K9|4293	218.2062	MAP3K9|4293	40.848
MAP4K1|11184	101.071	MAP4K1|11184	5.6877
MAP4K2|5871	528.1124	MAP4K2|5871	126.6805
MAP4K3|8491	1061.9143	MAP4K3|8491	1453.9814
MAP4K4|9448	2691.0977	MAP4K4|9448	3000.0
MAP4K5|11183	1236.9478	MAP4K5|11183	649.9483
MAP4|4134	5620.4819	MAP4|4134	49499.4829
MAP6D1|79929	45.5154	MAP6D1|79929	607.5491
MAP6|4135	132.8648	MAP6|4135	48.0869
MAP7D1|55700	1980.2544	MAP7D1|55700	6942.606
MAP7D3|79649	134.5382	MAP7D3|79649	591.5202
MAP7|9053	978.9157	MAP7|9053	19.1313
MAP9|79884	574.2972	MAP9|79884	57.9111
MAPK10|5602	459.8394	MAPK10|5602	19.1313
MAPK11|5600	167.33599999999998	MAPK11|5600	128.7487
MAPK12|6300	114.49799999999999	MAPK12|6300	5059.4829
MAPK13|5603	1602.4096	MAPK13|5603	12.4095
MAPK14|1432	1103.079	MAPK14|1432	2037.7456
MAPK15|225689	289.1566	lowly_expressed	lowly_expressed
MAPK1IP1L|93487	1978.9157	MAPK1IP1L|93487	1655.1189
MAPK1|5594	3261.0442	MAPK1|5594	3533.6091
MAPK3|5595	2721.2182	MAPK3|5595	910.0724
lowly_expressed	lowly_expressed	MAPK4|5596	86.8666
MAPK6|5597	2426.7068	MAPK6|5597	2067.7353
MAPK7|5598	295.9572	MAPK7|5598	171.1479
MAPK8IP1|9479	444.4444	MAPK8IP1|9479	59.9793
MAPK8IP2|23542	1260.7095	lowly_expressed	lowly_expressed
MAPK8IP3|23162	907.9652	MAPK8IP3|23162	432.7818
MAPK8|5599	281.4592	MAPK8|5599	440.0207
MAPK9|5601	1301.5395	MAPK9|5601	2259.0486
MAPKAP1|79109	2007.3628	MAPKAP1|79109	2561.5305
MAPKAPK2|9261	3945.4485	MAPKAPK2|9261	6163.909000000001
MAPKAPK3|7867	613.4538	MAPKAPK3|7867	4078.5936
MAPKAPK5|8550	426.6232	MAPKAPK5|8550	576.2358
MAPKBP1|23005	593.0388	MAPKBP1|23005	425.5429
MAPKSP1|8649	640.2276	MAPKSP1|8649	1140.6412
MAPRE1|22919	3383.5341	MAPRE1|22919	1590.486
MAPRE2|10982	762.7175	MAPRE2|10982	2434.333
MAPRE3|22924	456.8273	MAPRE3|22924	1820.5791
MAPT|4137	90.3614	MAPT|4137	4397.1044
MARCH1|55016	133.1995	MARCH1|55016	10.3413
MARCH2|51257	743.3066	MARCH2|51257	1185.1086
MARCH3|115123	233.6011	MARCH3|115123	125.6463
MARCH4|57574	6.3588	lowly_expressed	lowly_expressed
MARCH5|54708	1133.5341	MARCH5|54708	1175.8014
MARCH6|10299	3964.8594	MARCH6|10299	4072.9059
MARCH7|64844	2114.1232	MARCH7|64844	3187.1768
MARCH8|220972	284.8059	MARCH8|220972	315.9255
MARCH9|92979	506.6934	MARCH9|92979	228.5419
MARCKSL1|65108	4403.6145	MARCKSL1|65108	343.8469
MARCKS|4082	7993.6412	MARCKS|4082	1454.4984
MARCO|8685	6.6934	MARCO|8685	65.1499
MARK1|4139	268.407	lowly_expressed	lowly_expressed
MARK2|2011	3368.1392	MARK2|2011	630.817
MARK3|4140	1168.6747	MARK3|4140	1800.4137
MARK4|57787	867.1352	MARK4|57787	1395.5533
MARS2|92935	185.0736	MARS2|92935	266.2875
MARS|4141	2023.1693	MARS|4141	1598.273
MARVELD1|83742	1139.9799	MARVELD1|83742	443.5936
MARVELD2|153562	699.7992	lowly_expressed	lowly_expressed
MARVELD3|91862	179.3708	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MASP1|5648	1028.9555
MASP2|10747	18.0723	MASP2|10747	27.4043
MAST2|23139	1347.7242	MAST2|23139	7892.9679
MAST3|23031	370.4819	MAST3|23031	277.6629
MAST4|375449	703.1459	MAST4|375449	467.9421
MASTL|84930	193.1058	MASTL|84930	98.242
MAT1A|4143	24.0964	lowly_expressed	lowly_expressed
MAT2A|4144	3815.261	MAT2A|4144	4043.9504
MAT2B|27430	1611.7805	MAT2B|27430	1815.4085
MATK|4145	36.4793	lowly_expressed	lowly_expressed
MATN2|4147	143.5743	MATN2|4147	773.0093
MATN3|4148	1364.4578	MATN3|4148	5.6877
lowly_expressed	lowly_expressed	MATN4|8785	10.3413
MATR3|9782	7336.4558	MATR3|9782	7648.8469
MAVS|57506	2356.4257	MAVS|57506	6237.331999999999
MAX|4149	1348.7282	MAX|4149	662.8749
MAZ|4150	4046.1714	MAZ|4150	1741.5615
MBD1|4152	772.0884	MBD1|4152	1110.1344
MBD2|8932	1756.3588	MBD2|8932	714.0641
MBD3|53615	909.3039	MBD3|53615	1599.7932
MBD4|8930	1177.7108	MBD4|8930	827.3009
MBD5|55777	432.0616	MBD5|55777	504.1365
MBD6|114785	2198.7952	MBD6|114785	986.0393
MBIP|51562	292.1687	MBIP|51562	234.2296
MBL1P|8512	5.6894	MBL1P|8512	5.1706
MBLAC1|255374	31.1245	MBLAC1|255374	21.1996
MBLAC2|153364	144.91299999999998	MBLAC2|153364	202.6887
MBNL1|4154	2996.9378	MBNL1|4154	14484.1158
MBNL2|10150	3590.0268	MBNL2|10150	3440.0207
MBNL3|55796	41.1647	MBNL3|55796	49.121
MBOAT1|154141	718.8755	MBOAT1|154141	79.1107
MBOAT2|129642	331.3253	MBOAT2|129642	62.0476
MBOAT4|619373	7.6975	lowly_expressed	lowly_expressed
MBOAT7|79143	972.8916	MBOAT7|79143	223.3713
MBP|4155	934.7389999999999	MBP|4155	4700.1034
MBTD1|54799	320.6158	MBTD1|54799	545.5016
MBTPS1|8720	2692.7711	MBTPS1|8720	1297.3113
MBTPS2|51360	1222.6606	MBTPS2|51360	787.4871
MB|4151	519.411	MB|4151	439594.1055
MC1R|4157	110.7764	MC1R|4157	13.9607
MCAM|4162	2836.0107	MCAM|4162	2141.1582
MCART1|92014	142.5703	MCART1|92014	227.5078
MCART2|147407	7.0281	MCART2|147407	7.2389
MCART6|401612	14.3909	MCART6|401612	6.2048
MCAT|27349	237.2825	MCAT|27349	268.3557
MCCC1|56922	527.1084	MCCC1|56922	942.6060000000001
MCCC2|64087	6015.7296	MCCC2|64087	2028.4385
MCC|4163	1465.5288	MCC|4163	580.6618
MCEE|84693	158.2999	MCEE|84693	391.9338
MCF2L2|23101	6.0241	MCF2L2|23101	268.4281
MCF2L|23263	1080.8835	MCF2L|23263	364.5295
MCFD2|90411	2469.9398	MCFD2|90411	4217.2337
MCL1|4170	7485.9438	MCL1|4170	13568.2523
MCM10|55388	10.3748	MCM10|55388	6.2048
MCM2|4171	349.0629	MCM2|4171	569.2865
MCM3APAS|114044	36.7771	MCM3APAS|114044	22.0372
MCM3AP|8888	2225.9404	MCM3AP|8888	2672.8956
MCM3|4172	1183.0656	MCM3|4172	740.4343
MCM4|4173	383.1995	MCM4|4173	942.6060000000001
MCM5|4174	587.6841	MCM5|4174	353.6711
MCM6|4175	538.1526	MCM6|4175	696.4839999999999
MCM7|4176	953.822	MCM7|4176	1000.3775
MCM8|84515	133.5341	MCM8|84515	324.7156
MCM9|254394	101.071	MCM9|254394	17.5801
MCOLN1|57192	508.3668	MCOLN1|57192	430.7135
MCOLN2|255231	44.1767	lowly_expressed	lowly_expressed
MCOLN3|55283	74.2972	MCOLN3|55283	18.0972
MCPH1|79648	449.5382	MCPH1|79648	673.1489
MCRS1|10445	680.3882	MCRS1|10445	1337.1251
MCTP1|79772	316.5997	MCTP1|79772	127.7146
MCTP2|55784	88.3534	MCTP2|55784	8.273
MCTS1|28985	776.7738	MCTS1|28985	459.6691
MDC1|9656	583.668	MDC1|9656	652.5336
MDFIC|29969	830.9906	MDFIC|29969	1499.4829
MDFI|4188	242.9719	MDFI|4188	12.4095
MDGA1|266727	137.8849	MDGA1|266727	47.5698
MDH1B|130752	50.8701	MDH1B|130752	9.8242
MDH1|4190	1216.5328	MDH1|4190	15967.425
MDH2|4191	4946.1178	MDH2|4191	19660.2896
MDK|4192	1593.0388	MDK|4192	85.8325
MDM1|56890	135.5422	MDM1|56890	82.213
MDM2|4193	1324.9665	MDM2|4193	2397.6215
MDM4|4194	1382.5301	lowly_expressed	lowly_expressed
MDN1|23195	808.5676	MDN1|23195	2428.1282
MDP1|145553	219.5817	MDP1|145553	137.3888
ME1|4199	590.3614	ME1|4199	1803.516
ME2|4200	435.4083	ME2|4200	1747.6732
ME3|10873	87.0147	ME3|10873	392.9679
MEA1|4201	921.3521	MEA1|4201	330.9204
MEAF6|64769	1564.257	MEAF6|64769	761.6339
MECOM|2122	478.2463	MECOM|2122	403.3092
MECP2|4204	2070.9505	MECP2|4204	1550.1551
MECR|51102	245.3146	MECR|51102	930.7135
MED10|84246	331.66	MED10|84246	373.3195
MED11|400569	163.6546	MED11|400569	362.4612
MED12|9968	2414.6586	MED12|9968	1257.4974
MED13L|23389	2657.6305	MED13L|23389	4031.5408
MED13|9969	6389.5582	MED13|9969	3516.0290000000005
MED14|9282	1123.1426	MED14|9282	3846.1892
MED15|51586	1223.2262	MED15|51586	1035.6774
MED16|10025	933.7349	MED16|10025	1082.213
MED17|9440	443.4404	MED17|9440	427.6112
MED18|54797	213.5207	MED18|54797	320.062
MED19|219541	323.6278	MED19|219541	114.2709
MED1|5469	1241.9679	MED1|5469	1509.8242
MED20|9477	441.7671	MED20|9477	462.2544
MED21|9412	511.0442	MED21|9412	864.0124
MED22|6837	798.8621	MED22|6837	290.5895
MED23|9439	756.6934	MED23|9439	569.2865
MED24|9862	849.0629	MED24|9862	3123.5781
MED25|81857	973.5609	MED25|81857	1181.8614
MED26|9441	234.2938	MED26|9441	184.0745
MED27|9442	332.664	MED27|9442	236.8149
MED28|80306	332.664	MED28|80306	476.2151
MED29|55588	2119.8126	MED29|55588	941.5719
MED30|90390	77.6439	MED30|90390	112.7198
MED31|51003	96.3889	MED31|51003	145.1138
MED4|29079	972.8916	MED4|29079	1085.3154
MED6|10001	353.079	MED6|10001	426.577
MED7|9443	204.4846	MED7|9443	255.9462
MED8|112950	612.7845	MED8|112950	352.63699999999994
MED9|55090	480.9237	MED9|55090	615.8221
MEF2A|4205	1684.9933	MEF2A|4205	4867.9266
MEF2B|100271849	22.51	lowly_expressed	lowly_expressed
MEF2C|4208	1489.2905	MEF2C|4208	23018.6143
MEF2D|4209	3378.8487	MEF2D|4209	6890.8997
MEG3|55384	154.9531	MEG3|55384	115.3051
MEGF10|84466	124.49799999999999	MEGF10|84466	508.273
MEGF6|1953	664.9933	MEGF6|1953	218.7177
MEGF8|1954	1336.6801	MEGF8|1954	1054.2916
MEGF9|1955	1964.1901	MEGF9|1955	936.4012
MEI1|150365	26.4391	lowly_expressed	lowly_expressed
MEIS1|4211	256.3588	MEIS1|4211	190.7963
MEIS2|4212	233.9357	MEIS2|4212	43.9504
MEIS3P1|4213	177.3762	MEIS3P1|4213	138.0558
MEIS3|56917	230.9237	MEIS3|56917	43.4333
MELK|9833	23.7617	MELK|9833	6.2048
MEMO1|51072	266.1546	MEMO1|51072	760.2585
MEN1|4221	786.4793	MEN1|4221	228.0248
MEOX1|4222	46.5194	MEOX1|4222	370.7342
MEOX2|4223	41.833999999999996	MEOX2|4223	470.5274
MEPCE|56257	915.6627	MEPCE|56257	1117.8904
MERTK|10461	400.6024	MERTK|10461	85.3154
MESDC1|59274	457.8313	MESDC1|59274	159.2554
MESDC2|23184	1698.1258	MESDC2|23184	493.7952
lowly_expressed	lowly_expressed	MESP1|55897	91.5202
MESP2|145873	5.3548	lowly_expressed	lowly_expressed
MEST|4232	497.6573	MEST|4232	483.971
METAP1|23173	610.1071	METAP1|23173	1446.7425
METAP2|10988	1140.8969	METAP2|10988	3068.7694
METRNL|284207	376.8407	METRNL|284207	98.242
METRN|79006	702.4766	METRN|79006	132.8852
METT10D|79066	1007.6975	METT10D|79066	698.5522
METT11D1|64745	544.5114	METT11D1|64745	597.2079
METT5D1|196074	202.8112	METT5D1|196074	595.6567
METTL10|399818	255.5689	METTL10|399818	231.7063
METTL11A|28989	393.996	METTL11A|28989	950.6308
METTL12|751071	20.7597	METTL12|751071	40.3878
METTL13|51603	759.7055	METTL13|51603	748.1903
METTL14|57721	263.7216	METTL14|57721	281.7994
METTL1|4234	402.2758	METTL1|4234	164.4261
METTL2A|339175	1336.3454	METTL2A|339175	416.7528
METTL2B|55798	515.7296	METTL2B|55798	425.5429
METTL3|56339	914.8327	METTL3|56339	344.8397
METTL4|64863	170.6827	METTL4|64863	161.8407
METTL5|29081	608.7985	METTL5|29081	883.6867
METTL6|131965	213.5207	METTL6|131965	170.6308
METTL7A|25840	735.9438	METTL7A|25840	3618.9245
METTL7B|196410	8.3668	METTL7B|196410	312.8232
METTL8|79828	494.6452	METTL8|79828	415.2017
METTL9|51108	1882.8648	METTL9|51108	2481.9028
MET|4233	203.8153	MET|4233	1832.4716
MEX3A|92312	101.4056	MEX3A|92312	9.8242
MEX3B|84206	91.3655	MEX3B|84206	81.1789
MEX3C|51320	688.0857	MEX3C|51320	752.3268
MEX3D|399664	233.2664	MEX3D|399664	70.3206
MFAP1|4236	838.3534	MFAP1|4236	753.878
MFAP2|4237	1377.1754	MFAP2|4237	102.3785
MFAP3L|9848	244.3106	MFAP3L|9848	706.8252
MFAP3|4238	1361.1111	MFAP3|4238	1147.363
MFAP4|4239	2881.8608	MFAP4|4239	2861.9442
MFAP5|8076	1399.9331	MFAP5|8076	4505.6877
MFF|56947	973.8956	MFF|56947	1650.4654
MFGE8|4240	1592.7041	MFGE8|4240	2590.486
MFHAS1|9258	208.5007	MFHAS1|9258	140.6412
MFI2|4241	167.6707	MFI2|4241	50.6722
MFN1|55669	1124.1633	MFN1|55669	959.1519999999999
MFN2|9927	2432.0616	MFN2|9927	19789.0383
MFNG|4242	267.0683	MFNG|4242	149.4312
MFRP|83552	581.66	MFRP|83552	257.4974
MFSD10|10227	976.2383	MFSD10|10227	234.7466
MFSD11|79157	499.1332	MFSD11|79157	626.6081
MFSD1|64747	2343.0388	MFSD1|64747	513.9607
MFSD2A|84879	868.4739	lowly_expressed	lowly_expressed
MFSD2B|388931	7.3628	MFSD2B|388931	11.8925
MFSD3|113655	171.3521	MFSD3|113655	322.1303
MFSD4|148808	13.3869	MFSD4|148808	59.9793
MFSD5|84975	871.8206	MFSD5|84975	406.9286
MFSD6L|162387	69.2771	lowly_expressed	lowly_expressed
MFSD6|54842	5645.9169999999995	MFSD6|54842	361.9442
MFSD7|84179	76.7403	MFSD7|84179	27.5491
MFSD8|256471	325.9705	MFSD8|256471	206.8252
MFSD9|84804	183.7349	MFSD9|84804	155.1189
MGAM|8972	514.3909	lowly_expressed	lowly_expressed
MGAT1|4245	3542.8379999999997	MGAT1|4245	1840.7446
MGAT2|4247	754.6854	MGAT2|4247	311.789
MGAT3|4248	53.8822	MGAT3|4248	32.575
MGAT4A|11320	6158.9692	MGAT4A|11320	305.0672
MGAT4B|11282	1893.8220000000001	MGAT4B|11282	951.3961
MGAT5|4249	184.739	MGAT5|4249	79.1107
MGA|23269	791.1647	MGA|23269	1189.7622
MGC12916|84815	8.7015	lowly_expressed	lowly_expressed
MGC12982|84793	14.0562	lowly_expressed	lowly_expressed
MGC14436|84983	8.0321	MGC14436|84983	63.5988
MGC16121|84848	19.410999999999998	lowly_expressed	lowly_expressed
MGC16142|84849	7.6975	MGC16142|84849	7.7559
MGC16275|85001	23.0924	MGC16275|85001	59.9793
MGC16384|114130	7.3628	MGC16384|114130	5.1706
MGC21881|389741	94.0428	MGC21881|389741	78.5936
MGC23270|196872	16.0643	lowly_expressed	lowly_expressed
MGC23284|197187	18.0723	MGC23284|197187	128.2316
MGC2752|65996	608.4337	MGC2752|65996	463.2885
lowly_expressed	lowly_expressed	MGC2889|84789	20.1655
MGC29506|51237	50.5355	lowly_expressed	lowly_expressed
MGC3771|81854	15.7664	MGC3771|81854	79.9173
MGC42105|167359	5.0201	MGC42105|167359	16.546
MGC45800|90768	13.0522	MGC45800|90768	8.7901
MGC57346|401884	100.4585	MGC57346|401884	81.1737
MGC70857|414919	228.2463	MGC70857|414919	243.5367
MGC72080|389538	16.0643	MGC72080|389538	17.7249
MGC87042|256227	42.838	MGC87042|256227	12.4095
MGEA5|10724	3803.2129	MGEA5|10724	2688.728
MGLL|11343	6030.4552	MGLL|11343	4349.5346
MGMT|4255	220.8835	MGMT|4255	294.2089
MGP|4256	23799.5315	MGP|4256	2995.3464
MGRN1|23295	2592.3695	MGRN1|23295	1194.4157
MGST1|4257	294.1767	MGST1|4257	125.1293
MGST2|4258	678.0455	MGST2|4258	1167.0114
MGST3|4259	1259.3708	MGST3|4259	6247.1562
MIA3|375056	3681.0576	MIA3|375056	1929.6794
MIAT|440823	218.8956	MIAT|440823	22.2906
MIB1|57534	1849.7323	MIB1|57534	1074.4571
MIB2|142678	202.1419	MIB2|142678	1269.3899
MICAL1|64780	564.0964	MICAL1|64780	117.8077
MICAL2|9645	2919.344	MICAL2|9645	564.6329
MICAL3|57553	581.66	MICAL3|57553	1180.455
MICALCL|84953	99.3976	lowly_expressed	lowly_expressed
MICALL1|85377	540.1606	MICALL1|85377	395.5533
MICALL2|79778	420.0134	MICALL2|79778	18.0972
MICA|4276	157.9652	MICA|4276	184.5915
MICB|4277	58.9023	MICB|4277	31.0238
MID1IP1|58526	1143.9089999999999	MID1IP1|58526	4792.1406
MID1|4281	135.5422	MID1|4281	116.8563
MID2|11043	1660.9772	MID2|11043	1329.8862
MIDN|90007	2562.249	MIDN|90007	4583.7642
MIER1|57708	993.9759	MIER1|57708	694.4157
MIER2|54531	406.6265	MIER2|54531	298.8625
MIER3|166968	807.8983	MIER3|166968	677.3526
MIF4GD|57409	426.7068	MIF4GD|57409	531.3599
MIF|4282	3735.5254	MIF|4282	485.0569
MIIP|60672	173.0254	MIIP|60672	351.6029
MINA|84864	654.5214	MINA|84864	951.97
MINK1|50488	1373.8487	MINK1|50488	589.3485
MINPP1|9562	596.3855	MINPP1|9562	209.4105
MIOS|54468	701.8072	MIOS|54468	1729.576
MIPEP|4285	616.4659	MIPEP|4285	566.7011
MIPOL1|145282	149.5984	MIPOL1|145282	97.2079
MIR155HG|114614	13.3869	lowly_expressed	lowly_expressed
MIR17HG|407975	12.0482	MIR17HG|407975	5.6877
MIS12|79003	499.6653	MIS12|79003	445.7084
MITD1|129531	154.6185	MITD1|129531	83.7642
MITF|4286	288.1526	MITF|4286	2216.1324
MKI67IP|84365	528.1058	MKI67IP|84365	489.1262
MKI67|4288	257.6975	MKI67|4288	93.0714
MKKS|8195	875.502	MKKS|8195	1540.3309
MKL1|57591	943.1058	MKL1|57591	644.2606
MKL2|57496	2675.0335	MKL2|57496	1533.092
MKLN1|4289	2407.9652	MKLN1|4289	1734.2296
MKNK1|8569	448.7952	MKNK1|8569	646.3444
MKNK2|2872	1608.4337	MKNK2|2872	15089.969
MKRN1|23608	4137.8849	MKRN1|23608	2323.1644
MKRN2|23609	476.2383	MKRN2|23609	1134.9535
MKRN3|7681	5.0201	MKRN3|7681	26.8873
MKS1|54903	149.5984	MKS1|54903	122.0269
MKX|283078	55.2209	MKX|283078	7.2389
MLANA|2315	5.0201	lowly_expressed	lowly_expressed
MLC1|23209	8.7015	lowly_expressed	lowly_expressed
MLEC|9761	5461.8474	MLEC|9761	5066.1841
MLF1IP|79682	72.4197	MLF1IP|79682	29.6691
MLF1|4291	342.7041	MLF1|4291	2260.0827
MLF2|8079	3574.2972	MLF2|8079	2988.1075
MLH1|4292	598.0589	MLH1|4292	2083.2472
MLH3|27030	446.1178	MLH3|27030	492.2441
MLKL|197259	137.5502	MLKL|197259	52.7404
MLL2|8085	2255.1238	MLL2|8085	4181.3754
MLL3|58508	3504.6854	MLL3|58508	4706.8252
MLL4|9757	1082.664	MLL4|9757	740.9514
MLL5|55904	3530.7898	MLL5|55904	1649.4933
MLLT10|8028	521.7537	MLLT10|8028	834.0228
MLLT11|10962	128.5141	MLLT11|10962	221.303
MLLT1|4298	1530.4552	MLLT1|4298	1324.7156
MLLT3|4300	687.7510000000001	MLLT3|4300	323.6815
MLLT4|4301	3259.3708	MLLT4|4301	1079.1107
MLLT6|4302	3664.9933	MLLT6|4302	4747.1562
MLL|4297	2557.5636	MLL|4297	1992.7611
MLPH|79083	6623.494000000001	MLPH|79083	89.969
MLST8|64223	979.16	MLST8|64223	724.2658
MLXIPL|51085	32.1285	MLXIPL|51085	643.2265
MLXIP|22877	571.6198	MLXIP|22877	6132.3681
MLX|6945	962.4766	MLX|6945	2254.9173
MLYCD|23417	159.3039	MLYCD|23417	2659.7725
MMAA|166785	264.0562	MMAA|166785	509.8242
MMAB|326625	229.9197	MMAB|326625	640.6412
MMACHC|25974	123.494	MMACHC|25974	299.3795
MMADHC|27249	1630.8568	MMADHC|27249	3865.0465
MMD|23531	1327.9786	MMD|23531	169.0796
MMEL1|79258	82.8815	lowly_expressed	lowly_expressed
MME|4311	249.6653	MME|4311	1239.9173
MMGT1|93380	785.4752	MMGT1|93380	1255.9462
MMP10|4319	11.3788	lowly_expressed	lowly_expressed
MMP11|4320	4818.6078	MMP11|4320	63.5988
MMP12|4321	5.6894	lowly_expressed	lowly_expressed
MMP13|4322	212.1821	lowly_expressed	lowly_expressed
MMP14|4323	6646.920999999999	MMP14|4323	1001.0341
MMP15|4324	339.6921	MMP15|4324	578.0765
MMP16|4325	325.3012	MMP16|4325	81.696
MMP17|4326	18.0723	MMP17|4326	12.4095
MMP19|4327	408.2999	MMP19|4327	113.7539
MMP1|4312	36.4793	lowly_expressed	lowly_expressed
MMP23A|8511	9.3708	lowly_expressed	lowly_expressed
MMP23B|8510	114.4578	MMP23B|8510	29.9897
MMP24|10893	248.6613	MMP24|10893	69.8035
MMP25|64386	13.2664	MMP25|64386	23.1748
lowly_expressed	lowly_expressed	MMP27|64066	8.273
MMP28|79148	62.9183	MMP28|79148	119.4416
MMP2|4313	18493.6412	MMP2|4313	5706.3082
MMP3|4314	343.7082	lowly_expressed	lowly_expressed
MMP7|4316	222.8916	lowly_expressed	lowly_expressed
MMP9|4318	4137.5502	MMP9|4318	7.7559
MMRN1|22915	58.5676	MMRN1|22915	588.9349
MMRN2|79812	970.2142	MMRN2|79812	1401.241
MMS19|64210	886.8809	MMS19|64210	1477.7663
MN1|4330	349.3976	MN1|4330	5700.1034
MNAT1|4331	261.7135	MNAT1|4331	782.3164
MND1|84057	14.0562	MND1|84057	6.7218
MNDA|4332	595.7162	MNDA|4332	54.2916
MNS1|55329	47.8581	MNS1|55329	36.1944
